EnhetNivaa;Nasjonaltkode;Fylkekode;Organisasjonsnummer;Nasjonalt;Fylke;EnhetNavn;Utdanningsprogram;Trinn;År;Progresjon totalt;Overgang til studieforberedende utdanningsprogram;Overgang til påbygg;Overgang til opplæring i bedrift;Overgang til alternativt Vg3 i skole;Overgang til yrkesfaglig utdanningsprogram
2;I;38;38;Hele landet;Vestfold og Telemark;Vestfold og Telemark;Yrkesfag;Vg2;2022;75,3;0;20,8;46,8;1,8;5,9
3;I;38;974575086;Hele landet;Vestfold og Telemark;Færder videregående skole;Yrkesfag;Vg2;2022;77,3;0;7,6;66,2;0;3,5
3;I;38;990745277;Hele landet;Vestfold og Telemark;Gjennestad videregående skole;Yrkesfag;Vg2;2022;78,5;0;21,5;57;0;0
3;I;38;974574993;Hele landet;Vestfold og Telemark;Greveskogen videregående skole;Yrkesfag;Vg2;2022;62,1;0;14,9;47,1;0;0
3;I;38;874575062;Hele landet;Vestfold og Telemark;Holmestrand videregående skole;Yrkesfag;Vg2;2022;68,4;0;26,3;42,1;0;0
3;I;38;923261354;Hele landet;Vestfold og Telemark;Horten videregående skole;Yrkesfag;Vg2;2022;74,3;0;34,7;32,6;0;6,9
3;I;38;994309153;Hele landet;Vestfold og Telemark;Kompetansebyggeren;Yrkesfag;Vg2;2022;73,3;0;0;0;73,3;0
3;I;38;974575051;Hele landet;Vestfold og Telemark;Melsom videregående skole;Yrkesfag;Vg2;2022;75,6;0;28,9;24,4;0;22,2
3;I;38;974575000;Hele landet;Vestfold og Telemark;Nøtterøy videregående skole;Yrkesfag;Vg2;2022;76,6;0;35,9;25;1,6;14,1
3;I;38;874575232;Hele landet;Vestfold og Telemark;Re videregående skole;Yrkesfag;Vg2;2022;79,7;0;23,8;55,2;0;0,7
3;I;38;974575116;Hele landet;Vestfold og Telemark;Sande videregående skole;Yrkesfag;Vg2;2022;84,1;0;34,8;49,3;0;0
3;I;38;974575019;Hele landet;Vestfold og Telemark;Sandefjord videregående skole;Yrkesfag;Vg2;2022;75,1;0,4;22,3;36,4;0,4;15,6
3;I;38;974575027;Hele landet;Vestfold og Telemark;Thor Heyerdahl videregående skole;Yrkesfag;Vg2;2022;72,7;0;17;50,7;0,3;4,7
1;I;;I;Hele landet;Alle fylker;Hele landet;Alle utdanningsprogram;Vg2;2023;88;51,4;11;21,9;0,2;3,4
2;I;07;07;Hele landet;Vestfold;Vestfold;Alle utdanningsprogram;Vg2;2023;;;;;;
2;I;38;38;Hele landet;Vestfold og Telemark;Vestfold og Telemark;Alle utdanningsprogram;Vg2;2023;86,9;51,4;11;21,4;0,4;2,6
3;I;38;974575086;Hele landet;Vestfold og Telemark;Færder videregående skole;Alle utdanningsprogram;Vg2;2023;82,5;13,7;8,1;60,2;0;0,5
3;I;38;990745277;Hele landet;Vestfold og Telemark;Gjennestad videregående skole;Alle utdanningsprogram;Vg2;2023;76,2;0;15,9;60,3;0;0
3;I;38;974574993;Hele landet;Vestfold og Telemark;Greveskogen videregående skole;Alle utdanningsprogram;Vg2;2023;90,9;73,6;3,1;13,8;0,4;0
3;I;38;874575062;Hele landet;Vestfold og Telemark;Holmestrand videregående skole;Alle utdanningsprogram;Vg2;2023;86,9;73,8;6,6;6,6;0;0
3;I;38;923261354;Hele landet;Vestfold og Telemark;Horten videregående skole;Alle utdanningsprogram;Vg2;2023;87,6;55,6;18,8;9,6;0;3,7
3;I;38;994309153;Hele landet;Vestfold og Telemark;Kompetansebyggeren;Alle utdanningsprogram;Vg2;2023;;;;;;
3;I;38;974575051;Hele landet;Vestfold og Telemark;Melsom videregående skole;Alle utdanningsprogram;Vg2;2023;78,4;29,4;35,3;13,7;0;0
3;I;38;974575000;Hele landet;Vestfold og Telemark;Nøtterøy videregående skole;Alle utdanningsprogram;Vg2;2023;92,8;68;11,3;7,2;0;6,2
3;I;38;874575232;Hele landet;Vestfold og Telemark;Re videregående skole;Alle utdanningsprogram;Vg2;2023;92,1;58,1;15,5;18,5;0;0
3;I;38;974575116;Hele landet;Vestfold og Telemark;Sande videregående skole;Alle utdanningsprogram;Vg2;2023;88,2;44,4;23,6;19,4;0,7;0
3;I;38;974575019;Hele landet;Vestfold og Telemark;Sandefjord videregående skole;Alle utdanningsprogram;Vg2;2023;88,5;56,6;11,2;14,2;0,6;5,9
3;I;38;973488783;Hele landet;Vestfold og Telemark;Skagerak International School;Alle utdanningsprogram;Vg2;2023;86;86;0;0;0;0
3;I;38;973141805;Hele landet;Vestfold og Telemark;Slottsfjellet videregående;Alle utdanningsprogram;Vg2;2023;88,9;88,9;0;0;0;0
3;I;38;974575027;Hele landet;Vestfold og Telemark;Thor Heyerdahl videregående skole;Alle utdanningsprogram;Vg2;2023;85;47,3;8,8;27,9;0,2;0,8
3;I;38;995354071;Hele landet;Vestfold og Telemark;Wang Tønsberg AS;Alle utdanningsprogram;Vg2;2023;100;98,5;0;1,5;0;0
1;I;;I;Hele landet;Alle fylker;Hele landet;Studieforberedende;Vg2;2023;96;95,9;0,1;0;0;0
2;I;07;07;Hele landet;Vestfold;Vestfold;Studieforberedende;Vg2;2023;;;;;;
2;I;38;38;Hele landet;Vestfold og Telemark;Vestfold og Telemark;Studieforberedende;Vg2;2023;94,9;94,8;0;0,1;0;0
3;I;38;974575086;Hele landet;Vestfold og Telemark;Færder videregående skole;Studieforberedende;Vg2;2023;100;96,7;0;3,3;0;0
3;I;38;990745277;Hele landet;Vestfold og Telemark;Gjennestad videregående skole;Studieforberedende;Vg2;2023;;;;;;
3;I;38;974574993;Hele landet;Vestfold og Telemark;Greveskogen videregående skole;Studieforberedende;Vg2;2023;94,4;94,4;0;0;0;0
3;I;38;874575062;Hele landet;Vestfold og Telemark;Holmestrand videregående skole;Studieforberedende;Vg2;2023;97,8;97,8;0;0;0;0
3;I;38;923261354;Hele landet;Vestfold og Telemark;Horten videregående skole;Studieforberedende;Vg2;2023;96,6;96,6;0;0;0;0
3;I;38;974575051;Hele landet;Vestfold og Telemark;Melsom videregående skole;Studieforberedende;Vg2;2023;88,2;88,2;0;0;0;0
3;I;38;974575000;Hele landet;Vestfold og Telemark;Nøtterøy videregående skole;Studieforberedende;Vg2;2023;96,4;96,4;0;0;0;0
3;I;38;874575232;Hele landet;Vestfold og Telemark;Re videregående skole;Studieforberedende;Vg2;2023;98,9;98,9;0;0;0;0
3;I;38;974575116;Hele landet;Vestfold og Telemark;Sande videregående skole;Studieforberedende;Vg2;2023;95,5;95,5;0;0;0;0
3;I;38;974575019;Hele landet;Vestfold og Telemark;Sandefjord videregående skole;Studieforberedende;Vg2;2023;96,5;96,2;0;0,3;0;0
3;I;38;973488783;Hele landet;Vestfold og Telemark;Skagerak International School;Studieforberedende;Vg2;2023;86;86;0;0;0;0
3;I;38;973141805;Hele landet;Vestfold og Telemark;Slottsfjellet videregående;Studieforberedende;Vg2;2023;88,9;88,9;0;0;0;0
3;I;38;974575027;Hele landet;Vestfold og Telemark;Thor Heyerdahl videregående skole;Studieforberedende;Vg2;2023;95;95;0;0;0;0
3;I;38;995354071;Hele landet;Vestfold og Telemark;Wang Tønsberg AS;Studieforberedende;Vg2;2023;100;98,5;0;1,5;0;0
1;I;;I;Hele landet;Alle fylker;Hele landet;Yrkesfag;Vg2;2023;78,8;0;23,6;47,2;0,5;7,4
2;I;07;07;Hele landet;Vestfold;Vestfold;Yrkesfag;Vg2;2023;;;;;;
2;I;38;38;Hele landet;Vestfold og Telemark;Vestfold og Telemark;Yrkesfag;Vg2;2023;77,4;0;24,1;46,6;1;5,7
3;I;38;974575086;Hele landet;Vestfold og Telemark;Færder videregående skole;Yrkesfag;Vg2;2023;79,6;0;9,4;69,6;0;0,6
3;I;38;990745277;Hele landet;Vestfold og Telemark;Gjennestad videregående skole;Yrkesfag;Vg2;2023;76,2;0;15,9;60,3;0;0
3;I;38;974574993;Hele landet;Vestfold og Telemark;Greveskogen videregående skole;Yrkesfag;Vg2;2023;78,6;0;14,3;62,5;1,8;0
3;I;38;874575062;Hele landet;Vestfold og Telemark;Holmestrand videregående skole;Yrkesfag;Vg2;2023;53,3;0;26,7;26,7;0;0
3;I;38;923261354;Hele landet;Vestfold og Telemark;Horten videregående skole;Yrkesfag;Vg2;2023;75,5;0;44,4;22,5;0;8,6
3;I;38;994309153;Hele landet;Vestfold og Telemark;Kompetansebyggeren;Yrkesfag;Vg2;2023;;;;;;
3;I;38;974575051;Hele landet;Vestfold og Telemark;Melsom videregående skole;Yrkesfag;Vg2;2023;73,5;0;52,9;20,6;0;0
3;I;38;974575000;Hele landet;Vestfold og Telemark;Nøtterøy videregående skole;Yrkesfag;Vg2;2023;84,2;0;38,6;24,6;0;21,1
3;I;38;874575232;Hele landet;Vestfold og Telemark;Re videregående skole;Yrkesfag;Vg2;2023;82,4;0;37,6;44,8;0;0
3;I;38;974575116;Hele landet;Vestfold og Telemark;Sande videregående skole;Yrkesfag;Vg2;2023;81,8;0;44,2;36,4;1,3;0
3;I;38;974575019;Hele landet;Vestfold og Telemark;Sandefjord videregående skole;Yrkesfag;Vg2;2023;77,1;0,4;27,1;33,9;1,4;14,3
3;I;38;974575027;Hele landet;Vestfold og Telemark;Thor Heyerdahl videregående skole;Yrkesfag;Vg2;2023;75,1;0;17,6;55,6;0,4;1,5
