OBJ_VEGOBJEKT_ID;OBJ_TYPE_ID;OBJ_VERSJON;MET_FØRSTE_FOREKOMST;OBJ_STARTDATO;OBJ_SLUTTDATO;OBJ_SIST_MODIFISERT;EGS_ALVORLIGHETSGRAD_5074;EGS_ULYKKESDATO_5055;EGS_ULYKKESKLOKKESLETT_5056;EGS_UKEDAG_5054;EGS_MÅNED__NY__11898;EGS_ULYKKESKODE_5066;EGS_ANTALL_ENHETER__STK__5069;EGS_ANTALL_DREPTE_I_ULYKKEN__STK__5070;EGS_ANTALL_MEGET_ALVORLIG_SKADET__STK__5071;EGS_ANTALL_ALVORLIG_SKADET__STK__5072;EGS_ANTALL_LETTERE_SKADET__STK__5073;EGS_VEGTYPE_5075;EGS_STEDSFORHOLD_5076;EGS_FYSISK_MIDTDELER_MIDTREKKVERK_5758;EGS_FORSTERKET_VEGOPPMERKING_10736;EGS_DEKKETYPE_5077;EGS_FØREFORHOLD_5078;EGS_VÆRFORHOLD_5079;EGS_LYSFORHOLD_5080;EGS_KJØREFELTTYPE_5081;EGS_ANTALL_KJØREFELT__STK__5082;EGS_TETTSTED_5083;EGS_VEGBREDDE__M__5084;EGS_FARTSGRENSE__KM_H__5085;EGS_VINTERDRIFTSKLASSE__NY__11899;EGS_TEMPERATUR__ºC__5086;EGS_HISTORISK_VEGSTATUS_5163;EGS_HISTORISK_VEGKATEGORI_5115;EGS_HISTORISK_VEGNUMMER_5116;EGS_HISTORISK_HP_5117;EGS_HISTORISK_KILOMETERVERDI_5118;EGS_STEDFESTINGENS_NØYAKTIGHET_5120;EGS_GEOMETRI__PUNKT_5123;EGS_REGULERING_GANGFELT__NY__11904;EGS_REGULERING_VEGKRYSS__NY__11905;EGS_UID__NY__11906;EGS_UKEDAGSTYPE__NY__11907;EGS_ULYKKESTYPE__NY__11908;EGS_ULYKKESTYPE_UNDERKATEGORI__NY__11909;EGS_ÅR__NY__11910;EGS_ANTALL_ANDRE_ENHETER__NY___STK__11911;EGS_ANTALL_BUSS__NY___STK__11912;EGS_ANTALL_FOTGJENGERE__NY___STK__11913;EGS_ANTALL_LASTEBIL__NY___STK__11914;EGS_ANTALL_LETT_MC__NY___STK__11915;EGS_ANTALL_MC__NY___STK__11916;EGS_ANTALL_MOPED__NY___STK__11917;EGS_ANTALL_PERSONBIL__NY___STK__11918;EGS_ANTALL_SKINNEGÅENDE_MATERIELL__NY___STK__11919;EGS_ANTALL_LITEN_ELEKTRISK_MOTORVOGN__STK__12625;EGS_ANTALL_SYKKEL__NY___STK__11920;EGS_ANTALL_TRAKTOR__NY___STK__11921;EGS_ANTALL_UKJENTE_ENHETER__NY___STK__11922;EGS_ANTALL_VAREBIL__NY___STK__11923;EGS_ÅDT__NY__11924;EGS_ATK__INFLUENSSTREKNING__NY__11925;EGS_FARTSDEMPENDE_TILTAK__NY__11926;EGS_MC_SKINNE__NY__11927;EGS_VEGBELYSNING__NY__11928;EGS_FYLKENAVN__NY__11900;EGS_FYLKENUMMER__NY__11901;EGS_KOMMUNENAVN__NY__11902;EGS_KOMMUNENUMMER__NY__11903;EGS_HISTORISK_VEGFASE__NY__11937;EGS_HISTORISK_TRAFIKANTGRUPPE__NY__11935;EGS_HISTORISK_ARM__NY__11929;EGS_HISTORISK_VEGSTREKNING__NY__11938;EGS_HISTORISK_VEGDELSTREKNING__NY__11936;EGS_HISTORISK_METERVERDI__NY__11932;EGS_HISTORISK_KRYSSDEL__NY__11930;EGS_HISTORISK_KRYSSDEL_METERVERDI__NY__11931;EGS_HISTORISK_SIDEANLEGGSDEL__NY__11933;EGS_HISTORISK_SIDEANLEGGSDEL_METERVERDI__NY__11934;LOK_KOMMUNE;LOK_KOMMUNENUMMER;LOK_FYLKE;LOK_FYLKESNUMMER;LOK_RIKSVEGRUTE;LOK_KONTRAKTSOMRÅDE;VSR_VEGSYSTEMREFERANSE;VSR_VEGKATEGORI;VSR_FASE;VSR_VEGNUMMER;VSR_STREKNING;VSR_DELSTREKNING;VSR_FRA_METER;VSR_TIL_METER;LOK_VEGLENKESEKVENSID;LOK_STARTPOSISJON;LOK_SLUTTPOSISJON;LOK_RETNING;LOK_SIDEPOSISJON;LOK_KJØREFELT;LOK_TYPEVEG;LOK_LENGDE;REL_FORELDER;REL_BARN;GEOMETRI_1;GEOMETRI_2;GEO3;DDLat;DDLon;ORIG_OID
1024072217;570;1;1;24.06.2024;;06.06.2025 12:06;;24.06.2024;20:47:00;Mandag;6;Enslig kjøretøy kjørte utfor på venstre side i høyrekurve;1;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;5,100000000000000;60;Vinterdriftsklasse D;17;;Fylkesveg;303;;;;POINT (231849 6567689);Ukjent;Ikke i vegkryss;UID7456684160;Yrkesdøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2024;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2041;Nei;Nei;;Nei;Vestfold;39;Sandefjord;3907;V;K;Nei;4;1;2048;;;;;Sandefjord;3907;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2025,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030,3920 Elektro Vestfold 2025-2030;FV303 S4D1 m2048;Fylkesveg;Eksisterende;303;4;1;2048,407000000000153;2048,407000000000153;1175839;0,54053362;0,54053362;;;;enkelBilveg;0;;571:1024072218;231847,896000000007916;6567689,855999999679625;;59,16346435N;010,30787652E;11
1024072221;570;1;1;24.06.2024;;06.06.2025 12:06;;24.06.2024;20:00:00;Mandag;6;Kjørende fra fortau eller G/S-veg krysset kjørebanen på bortsiden av krysset;2;;;;;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;10,400000000000000;50;Vinterdriftsklasse C;20;;Fylkesveg;256;;;;POINT (217810 6560407);Ikke gangfelt;Vikepliktsregulert kryss (skilt 202, 204, 210);UID7648427174;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning uten avsvingning;2024;0;0;0;0;0;0;0;1;0;1;0;0;0;0;4400;Nei;Nei;;Ja;Vestfold;39;Larvik;3909;V;K;Nei;1;1;545;;;;;Larvik;3909;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2025,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030,3920 Elektro Vestfold 2025-2030;FV256 S1D1 m545;Fylkesveg;Eksisterende;256;1;1;544,580000000000041;544,580000000000041;1175817;0,52544384;0,52544384;;;;kanalisertVeg;0;;571:1024072222,571:1024072225;217815,049999999988358;6560406,790000000037253;;59,08922013N;010,07274574E;12
1024072467;570;1;1;16.05.2024;;06.06.2025 12:07;;16.05.2024;14:00:00;Torsdag;5;Fotgjenger krysset kjørebanen i gangfelt utenfor kryss;2;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Tettsted;8,100000000000000;40;Vinterdriftsklasse D;23;;Fylkesveg;3002;;;;POINT (216403 6558049);Gangfelt i kryss;Vikepliktsregulert kryss (skilt 202, 204, 210);UID2601599085;Yrkesdøgn;Fotgjenger/akende;Fotgjenger krysset kjørebanen;2024;0;0;1;0;0;0;0;1;0;0;0;0;0;0;6000;Nei;Ja;;Ja;Vestfold;39;Larvik;3909;V;K;Nei;1;1;1571;;;;;Larvik;3909;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2025,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030,3920 Elektro Vestfold 2025-2030;FV3002 S1D1 m1571;Fylkesveg;Eksisterende;3002;1;1;1571,221999999999980;1571,221999999999980;1175618;0,47071605;0,47071605;;;;enkelBilveg;0;;571:1024072468,571:1024072470;216402,956999999994878;6558048,470999999903142;;59,06718337N;010,05124086E;13
1024072478;570;1;1;29.06.2024;;06.06.2025 12:07;;29.06.2024;11:34:00;Lørdag;6;Enslig kjøretøy kjørte utfor på høyre side på rett vegstrekning;1;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Grus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;;30;;19;;Privat veg;18103;;;;POINT (237079 6600246);Ukjent;Ikke i vegkryss;UID2915307138;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2024;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;Nei;Nei;;Nei;Vestfold;39;Holmestrand;3903;V;K;Nei;1;1;9;;;;;Holmestrand;3903;Vestfold;39;;;PV18103 S1D1 m9;Privat veg;Eksisterende;18103;1;1;9,449999999999999;9,449999999999999;1166709;0,52497925;0,52497925;;;;enkelBilveg;0;;571:1024072479;237078,937000000005355;6600246,081000000238419;;59,45814307N;010,35944685E;14
1024072550;570;1;1;16.05.2024;;06.06.2025 12:07;;16.05.2024;15:08:00;Torsdag;5;Venstresving foran kjørende i motsatt retning;2;;;;;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Tettsted;13,000000000000000;60;Vinterdriftsklasse A;22;;Riksveg;400;;;;POINT (217206 6559490);Gangfelt i kryss;Vikepliktsregulert kryss (skilt 202, 204, 210);UID6965942465;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning hvor kjøretøy foretar avsvingning;2024;0;0;0;0;0;1;0;1;0;0;0;0;0;0;9600;Nei;Nei;;Ja;Vestfold;39;Larvik;3909;V;K;Nei;1;1;5097;;;;;Larvik;3909;Vestfold;39;RUTE3;9201 Vestfold og Telemark øst 2023-2028,9254 Vestfold og Telemark Øst Elektro 2023-2028,Vegoppmerking Sør 2023-2025;RV400 S1D1 m5097;Riksveg;Eksisterende;400;1;1;5096,716000000000349;5096,716000000000349;1175490;0,96943405;0,96943405;;;;kanalisertVeg;0;;571:1024072551,571:1024072567;217198,500999999989290;6559490,121000000275671;;59,08061006N;010,06320736E;15
1024072919;570;1;1;18.05.2024;;06.06.2025 12:10;;18.05.2024;17:25:00;Lørdag;5;Enslig kjøretøy kjørte på trafikkøy eller ende av midtdeler;1;;;;;Vanlig veg/gate;Rundkjøring;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;1;Ikke tettsted;;50;Vinterdriftsklasse A;24;;Europaveg;18;;;;POINT (214093 6556926);Gangfelt i kryss;Vikepliktsregulert kryss (skilt 202, 204, 210);UID0508266358;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2024;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;Nei;Nei;;Nei;Vestfold;39;Larvik;3909;V;K;Ja;30;10;3276;1;31;;;Larvik;3909;Vestfold;39;RUTE3;9201 Vestfold og Telemark øst 2023-2028,9254 Vestfold og Telemark Øst Elektro 2023-2028,Vegoppmerking Sør 2023-2025;EV18 S30D10 m3276 KD1 m32;Europaveg;Eksisterende;18;30;10;31,852000000000000;31,852000000000000;2680832;0,3254443;0,3254443;;;;rundkjøring;0;;571:1024072920;214093,902999999991152;6556919,209999999962747;;59,05553979N;010,01259235E;16
1024072930;570;1;1;21.05.2024;;06.06.2025 12:10;;21.05.2024;12:00:00;Tirsdag;5;Møting i kurve;2;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Tettsted;9,199999999999999;60;Vinterdriftsklasse D;20;;Fylkesveg;3062;;;;POINT (228525 6564421);Ukjent;Ikke i vegkryss;UID2010525963;Yrkesdøgn;Motsatt kjøreretning;Ulykke ved møting;2024;0;0;0;0;0;0;0;1;0;0;0;0;0;1;4000;Nei;Nei;;Ja;Vestfold;39;Sandefjord;3907;V;K;Nei;1;1;891;;;;;Sandefjord;3907;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2025,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030,3920 Elektro Vestfold 2025-2030;FV3062 S1D1 m891;Fylkesveg;Eksisterende;3062;1;1;890,860999999999990;890,860999999999990;1175666;0,11433317;0,11433317;;;;enkelBilveg;0;;571:1024072932,571:1024072934;228525,386999999987893;6564420,049999999813735;;59,13209227N;010,25403070E;17
1024073011;570;1;1;13.05.2024;;06.06.2025 12:10;;13.05.2024;08:19:00;Mandag;5;Kryssende kjøreretninger (uten avsvinging);2;;;;;Vanlig veg/gate;4 armet kryss (X-kryss);Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Tettsted;6,200000000000000;30;;14;;Kommunal veg;22290;;;;POINT (215663 6557856);Gangfelt utenfor kryss, ukjent regulering;Ukjent;UID6489602982;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning uten avsvingning;2024;0;0;0;0;0;0;1;0;0;0;0;0;0;1;;Nei;Ja;;Nei;Vestfold;39;Larvik;3909;V;K;Nei;5;1;110;;;;;Larvik;3909;Vestfold;39;;;KV22290 S5D1 m110;Kommunal veg;Eksisterende;22290;5;1;109,704999999999998;109,704999999999998;1149504;0,52505971;0,52505971;;;;enkelBilveg;0;;571:1024073012,571:1024073014;215664,051000000006752;6557856,934999999590218;;59,06497807N;010,03865061E;18
1024073016;570;1;1;31.05.2024;;06.06.2025 12:10;;31.05.2024;18:00:00;Fredag;5;Avsvinging til venstre foran kjørende i motsatt retning fra fortau eller G/S-veg;2;;;;;Vanlig veg/gate;Avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;4;Tettsted;9,100000000000000;40;Vinterdriftsklasse D;23;;Fylkesveg;3006;;;;POINT (216374 6556205);Ukjent;Ikke i vegkryss;UID9413385064;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved avsvinging fra motsatte kjøreretning;2024;0;0;0;0;0;0;0;1;0;0;1;0;0;0;600;Nei;Nei;;Ja;Vestfold;39;Larvik;3909;V;K;Nei;1;1;1777;;;;;Larvik;3909;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2025,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030,3920 Elektro Vestfold 2025-2030;FV3006 S1D1 m1777;Fylkesveg;Eksisterende;3006;1;1;1777,005000000000109;1777,005000000000109;1175616;0,82777471;0,82777471;;;;enkelBilveg;0;;571:1024073017,571:1024073019;216378,000000000000000;6556201,964999999850988;;59,05064595N;010,05318894E;19
1024073026;570;1;1;06.05.2024;;06.06.2025 12:10;;06.05.2024;17:25:00;Mandag;5;Enslig kjøretøy kjørte utfor på venstre side på rett vegstrekning;1;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;4,700000000000000;80;Vinterdriftsklasse D;21;;Fylkesveg;3064;;;;POINT (230914 6570423);Ikke gangfelt;Ikke i vegkryss;UID6043034493;Yrkesdøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2024;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1500;Nei;Nei;;Ja;Vestfold;39;Sandefjord;3907;V;K;Nei;2;1;803;;;;;Sandefjord;3907;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2025,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030,3920 Elektro Vestfold 2025-2030;FV3064 S2D1 m803;Fylkesveg;Eksisterende;3064;2;1;802,820000000000050;802,820000000000050;1175874;0,73227484;0,73227484;;;;enkelBilveg;0;;571:1024073027;230910,524999999994179;6570425,021999999880791;;59,18735196N;010,28816420E;20
1024073324;570;1;1;17.06.2024;;06.06.2025 12:12;;17.06.2024;11:06:00;Mandag;6;Møting etter oppstart fra stanset eller parkert stilling;2;;;;;Vanlig veg/gate;Annet (P-plass, torv, o. l.);Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Annet;2;Tettsted;9,400000000000000;50;;16;;Kommunal veg;31714;;;;POINT (215025 6557230);Ukjent;Ikke i vegkryss;UID5991577068;Yrkesdøgn;Motsatt kjøreretning;Ulykke ved møting;2024;0;0;0;0;0;0;0;1;0;0;1;0;0;0;;Nei;Nei;;Nei;Vestfold;39;Larvik;3909;V;K;Nei;1;1;43;;;;;Larvik;3909;Vestfold;39;;;KV31714 S1D1 m43;Kommunal veg;Eksisterende;31714;1;1;42,575000000000003;42,575000000000003;1149556;0,1352952;0,1352952;;;;enkelBilveg;0;;571:1024073322,571:1024073330;215022,733000000007451;6557229,375000000000000;;59,05893573N;010,02832247E;21
1024073367;570;1;1;27.02.2024;;06.06.2025 12:12;;27.02.2024;00:00:00;Tirsdag;2;Venstresving foran kjørende i motsatt retning;2;;;;;Vanlig veg/gate;Avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Tettsted;8,300000000000001;60;Vinterdriftsklasse C;3;;Fylkesveg;303;;;;POINT (226581 6561855);Ukjent;Ikke i vegkryss;UID8426293160;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning hvor kjøretøy foretar avsvingning;2024;0;0;0;0;0;0;0;2;0;0;0;0;0;0;11000;Nei;Nei;;Ja;Vestfold;39;Sandefjord;3907;V;K;Nei;2;1;6392;;;;;Sandefjord;3907;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2025,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030,3920 Elektro Vestfold 2025-2030;FV303 S2D1 m6392;Fylkesveg;Eksisterende;303;2;1;6392,435000000000400;6392,435000000000400;1175838;0,55118343;0,55118343;;;;enkelBilveg;0;;571:1024073368,571:1024073371;226579,113000000012107;6561855,985999999567866;;59,10790010N;010,22334382E;22
1024073794;570;1;1;19.08.2024;;06.06.2025 12:15;;19.08.2024;23:00:00;Mandag;8;Møting på rett vegstrekning;2;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Mørkt med vegbelysning;Vanlig kjørefelt;2;Tettsted;6,400000000000000;60;Vinterdriftsklasse D;15;;Fylkesveg;3218;;;;POINT (230294 6589720);Ukjent;Ikke i vegkryss;UID0400697844;Yrkesdøgn;Motsatt kjøreretning;Ulykke ved møting;2024;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2500;Nei;Nei;;Ja;Vestfold;39;Tønsberg;3905;V;K;Nei;1;1;1607;;;;;Tønsberg;3905;Vestfold;39;;3801 Vestfold nord 2021-2026,3820 Elektro øst 2021-2025,3850 Grønt Vestfold nord 2022-2026,3920 Elektro Vestfold 2025-2030;FV3218 S1D1 m1607;Fylkesveg;Eksisterende;3218;1;1;1607,296000000000049;1607,296000000000049;1175769;0,58109758;0,58109758;;;;enkelBilveg;0;;571:1024073795,571:1024073797;230294,048999999999069;6589721,048000000417233;;59,35965281N;010,25339090E;23
1024073877;570;1;1;21.08.2024;;06.06.2025 12:15;;21.08.2024;04:13:00;Onsdag;8;Møting i kurve;2;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Midtoppmerking;Asfalt, oljegrus;Våt, bar veg;Dårlig sikt, nedbør;Mørkt med vegbelysning;Vanlig kjørefelt;2;Ikke tettsted;11,199999999999999;80;;12;;Fylkesveg;310;;;;POINT (238829 6597007);Ukjent;Ikke i vegkryss;UID1493645970;Yrkesdøgn;Motsatt kjøreretning;Ulykke ved møting;2024;0;0;0;0;0;0;0;1;0;0;0;0;0;1;7123;Nei;Nei;;Nei;Vestfold;39;Horten;3901;V;K;Nei;1;1;1743;;;;;Horten;3901;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2025,3902 Vestfold øst vei 2025-2030,3952 Grønt Vestfold øst 2025-2030,3920 Elektro Vestfold 2025-2030;FV310 S1D1 m1743;Fylkesveg;Eksisterende;310;1;1;1742,719000000000051;1742,719000000000051;1175851;0,17646995;0,17646995;;;;enkelBilveg;0;;571:1024073878,571:1024073879;238827,584999999991851;6597010,361999999731779;;59,43027074N;010,39414137E;24
1024074168;570;1;1;07.07.2024;;06.06.2025 12:18;;07.07.2024;06:53:00;Søndag;7;Enslig kjøretøy kjørte på trafikkøy eller ende av midtdeler;1;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;;Ukjent;Asfalt, oljegrus;Våt, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Tettsted;14,100000000000000;60;Vinterdriftsklasse A;;;Riksveg;400;;;;POINT (216862 6556066);Ikke gangfelt;Ikke i vegkryss;UID8743178888;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2024;0;0;0;0;0;0;0;1;0;0;0;0;0;0;11258;Nei;Nei;;Ja;Vestfold;39;Larvik;3909;V;K;Nei;1;1;1343;;;;;Larvik;3909;Vestfold;39;RUTE3;9201 Vestfold og Telemark øst 2023-2028,9254 Vestfold og Telemark Øst Elektro 2023-2028,Vegoppmerking Sør 2023-2025;RV400 S1D1 m1343;Riksveg;Eksisterende;400;1;1;1343,184999999999945;1343,184999999999945;1175490;0,11315275;0,11315275;;;;kanalisertVeg;0;;571:1024074169;216858,831000000005588;6556064,141999999992549;;59,04973189N;010,06171669E;25
1024074840;570;1;1;01.07.2024;;06.06.2025 12:21;;01.07.2024;18:04:00;Mandag;7;Enslig kjøretøy kjørte utfor på høyre side i venstrekurve;1;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;5,000000000000000;80;Vinterdriftsklasse D;;;Fylkesveg;306;;;;POINT (217182 6586509);Ikke gangfelt;Ikke i vegkryss;UID1901440528;Yrkesdøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2024;0;0;0;0;0;1;0;0;0;0;0;0;0;0;270;Nei;Nei;;Nei;Vestfold;39;Sandefjord;3907;V;K;Nei;5;1;6894;;;;;Sandefjord;3907;Vestfold;39;;3801 Vestfold nord 2021-2026,3820 Elektro øst 2021-2025,3850 Grønt Vestfold nord 2022-2026,3920 Elektro Vestfold 2025-2030;FV306 S5D1 m6894;Fylkesveg;Eksisterende;306;5;1;6893,900999999999840;6893,900999999999840;1175541;0,36403786;0,36403786;;;;enkelBilveg;0;;571:1024074841;217184,988000000012107;6586509,070000000298023;;59,32233409N;010,02787860E;26
1024075082;570;1;1;27.06.2024;;06.06.2025 12:24;;27.06.2024;11:38:00;Torsdag;6;Kjørende fra fortau eller G/S-veg krysset kjørebanen på hitsiden av krysset;2;;;;;Vanlig veg/gate;Rundkjøring;Ja;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;10,199999999999999;80;;25;;Fylkesveg;35;;;;POINT (237532 6581697);Ikke gangfelt;Vikepliktsregulert kryss (skilt 202, 204, 210);UID5025033249;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning uten avsvingning;2024;0;0;0;0;0;0;0;1;0;0;1;0;0;0;7500;Nei;Nei;;Ja;Vestfold;39;Tønsberg;3905;V;K;Nei;1;1;875;;;;;Tønsberg;3905;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2025,3902 Vestfold øst vei 2025-2030,3952 Grønt Vestfold øst 2025-2030,3920 Elektro Vestfold 2025-2030;FV35 S1D1 m875;Fylkesveg;Eksisterende;35;1;1;875,326999999999998;875,326999999999998;1175822;0,97997563;0,97997563;;;;kanalisertVeg;0;;571:1024075083,571:1024075086;237531,869999999995343;6581693,470999999903142;;59,29236338N;010,39004633E;27
1024075266;570;1;1;04.10.2024;;06.06.2025 12:26;;04.10.2024;20:35:00;Fredag;10;Kryssende kjøreretninger (uten avsvinging);2;;;;;Vanlig veg/gate;4 armet kryss (X-kryss);Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Mørkt med vegbelysning;Vanlig kjørefelt;4;Tettsted;12,699999999999999;40;Vinterdriftsklasse D;;;Fylkesveg;3028;;;;POINT (226340 6564393);Gangfelt i kryss;Vikepliktsregulert kryss (skilt 202, 204, 210);UID1950844347;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning uten avsvingning;2024;0;0;0;0;0;0;0;2;0;0;0;0;0;0;3100;Nei;Nei;;Ja;Vestfold;39;Sandefjord;3907;V;K;Nei;2;1;6197;;;;;Sandefjord;3907;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2025,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030,3920 Elektro Vestfold 2025-2030;FV3028 S2D1 m6197;Fylkesveg;Eksisterende;3028;2;1;6196,984000000000378;6196,984000000000378;1175867;0,99065095;0,99065095;;;;kanalisertVeg;0;;571:1024075267,571:1024075335;226338,739000000001397;6564394,375000000000000;;59,13046233N;010,21598904E;28
1024075303;570;1;1;15.09.2024;;06.06.2025 12:26;;15.09.2024;14:34:00;Søndag;9;Venstresving foran kjørende i motsatt retning;2;;;;;Vanlig veg/gate;Avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Våt, bar veg;God sikt, nedbør;Dagslys;Vanlig kjørefelt;2;Tettsted;;30;;14;;Kommunal veg;36800;;;;POINT (227776 6562970);Ikke gangfelt;Ikke i vegkryss;UID6146444168;Helgedøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning hvor kjøretøy foretar avsvingning;2024;0;0;0;0;0;0;0;1;0;1;0;0;0;0;;Nei;Nei;;Nei;Vestfold;39;Sandefjord;3907;V;K;Nei;1;1;5;;;;;Sandefjord;3907;Vestfold;39;;;KV36800 S1D1 m5;Kommunal veg;Eksisterende;36800;1;1;5,157000000000000;5,157000000000000;1149170;0,16635426;0,16635426;;;;enkelBilveg;0;;571:1024075313,571:1024075366;227773,666999999986729;6562969,986999999731779;;59,11863483N;010,24274486E;29
