Stop;StopName;Kommunenavn;Lon;Lat;PublicLineNo;Reisende;Year;Month
31065;Klokkerjordet;Holmestrand;10,212497;59,588463;1803;5;2024;1
31788;Åsly;Sandefjord;10,336016;59,224212;130;287;2024;1
30833;Gudruns vei;Tønsberg;10,457563;59,277608;1656;53;2024;8
33756;Gjekstad barnehage;Sandefjord;10,270682;59,126830;161;46;2024;8
32121;Kjelle;Tønsberg;10,403197;59,279953;130;317;2024;2
34064;Brekke landhandel;Larvik;9,989617;58,987148;206;17;2024;1
31722;Linnestad;Tønsberg;10,310615;59,337535;1512;43;2024;8
34093;Briskeveien Nedre Haslevei;Sandefjord;10,239308;59,139635;139;28;2024;3
32626;Fredrik Stangsgate vest;Sandefjord;10,296094;59,223277;1636;27;2024;1
33950;Borgegrenda;Sandefjord;10,303035;59,253857;1;19;2024;7
33851;Enggata;Horten;10,481590;59,414509;71;418;2024;5
33162;Bøskogen;Sandefjord;10,178806;59,142250;161;76;2024;3
33437;Auli;Tønsberg;10,342770;59,283475;129;4;2024;7
32757;Hotvet;Sandefjord;10,142285;59,275431;1511;16;2024;2
32365;Knem;Drammen;10,401658;59,601716;93;13;2024;11
33261;Alonso;Sandefjord;10,279858;59,143811;1202;41;2024;10
32149;Kjær;Horten;10,441775;59,351508;1476;2;2024;9
107306;Klåstad nedre;Larvik;10,178034;59,054638;1120;1;2024;8
33902;Bokemoa;Sandefjord;10,290810;59,223833;130;53;2024;6
30592;Gressbanen;Tønsberg;10,414739;59,282550;2;1799;2024;6
31513;Helgerød skole;Sandefjord;10,284879;59,148763;1202;14;2024;2
31532;Vivestad;Tønsberg;10,131076;59,423829;124;40;2024;9
30896;Gunnerødbrekka;Horten;10,449503;59,376764;2;265;2024;9
33676;Ekeberg;Holmestrand;10,309688;59,479773;47;43;2024;8
30926;Sandefjord rutebilstasjon 1;Sandefjord;10,222073;59,134411;1283;31;2024;6
32500;Krokenskogen Sørvil;Sandefjord;10,185380;59,130621;3;674;2024;3
32048;Holtung;Tønsberg;10,197362;59,435240;1509;20;2024;2
31057;Vaktberg;Sandefjord;10,305117;59,209309;138;2;2024;7
32134;Midtløkken;Tønsberg;10,412392;59,272055;1678;31;2024;1
32089;Kirkevoll syd;Tønsberg;10,261898;59,341486;121;2;2024;1
34000;Granveien;Larvik;10,010101;59,054750;207;71;2024;11
31248;Skaralia;Tønsberg;10,431927;59,306009;113A;10;2024;4
34003;Botten;Sandefjord;10,207248;59,167801;1;75;2024;1
33649;Berg Svarstad;Larvik;9,981358;59,390098;1325;47;2024;11
31319;Haugsjordet;Færder;10,398012;59,121793;22;1;2024;9
31820;Lysebo;Larvik;9,964119;59,144125;1352;1;2024;1
30418;Porfyrsvingen;Holmestrand;10,248526;59,579733;1825;171;2024;10
33113;Peder Bogensgate;Sandefjord;10,208933;59,136136;1291;39;2024;4
33990;Farmandsveien;Tønsberg;10,406534;59,275890;129;11;2024;12
103351;Gudumstien;Holmestrand;10,293530;59,494451;47;1;2024;11
31598;Liaveien;Tønsberg;10,364678;59,265294;1635;55;2024;4
31802;Hjertnes;Færder;10,423614;59,244940;113B;73;2024;5
32103;Melsomvik;Sandefjord;10,335624;59,222902;130;62;2024;12
30926;Sandefjord rutebilstasjon 1;Sandefjord;10,222073;59,134411;150;5;2024;6
33734;Bergeråsen;Drammen;10,381466;59,548435;1815;30;2024;4
30490;Granlia terrasse;Holmestrand;10,288278;59,510628;45;176;2024;4
30442;Presterød skole;Tønsberg;10,459159;59,273594;116B;51;2024;9
30542;Torpkrysset;Sandefjord;10,093869;59,296046;1216;26;2024;8
30589;Torød;Færder;10,440598;59,179480;113B;19;2024;7
32594;Kvelde skole;Larvik;9,968242;59,191571;1346;108;2024;4
30944;Sandefjord vgs.;Sandefjord;10,202927;59,133051;1220;95;2024;10
33144;Thor Heyerdahl vgs. II;Larvik;10,057465;59,049475;1107;264;2024;5
33085;Teien;Tønsberg;10,448706;59,256113;111;1;2024;3
30588;Ringshaug;Tønsberg;10,497231;59,279149;116B;348;2024;12
32963;Sørby;Sandefjord;10,281411;59,234439;1626;22;2024;5
33706;Bergangata;Larvik;9,894336;59,289170;1330;11;2024;3
31021;Gåsholt;Larvik;10,071931;59,200382;1361;19;2024;12
30473;Rahellinga;Larvik;10,094641;59,089839;3;195;2024;8
31634;Linden Park;Horten;10,483223;59,407431;23;21;2024;5
33991;Borre ungdomsskole;Horten;10,449832;59,380291;1177;25;2024;5
33959;Borgen nord;Sandefjord;10,214418;59,297039;1644;5;2024;3
33558;Fugleveien Svaleveien;Færder;10,392064;59,244120;100;11;2024;2
33937;Bonstad;Larvik;9,989705;59,414017;214;15;2024;9
33526;Barkåker industriområde;Tønsberg;10,382195;59,313491;117;70;2024;6
32606;Kverken;Larvik;10,063554;59,083227;1347;6;2024;2
32558;Sti;Sandefjord;10,136260;59,216715;150;31;2024;2
31475;Lasken Sem;Tønsberg;10,326816;59,279395;1524;2;2024;8
33244;Allum;Larvik;10,033143;59,164321;1362;2;2024;6
30919;Sande vgs.;Holmestrand;10,241812;59,585993;1828;398;2024;3
31375;Skjeggestadåsen;Tønsberg;10,289882;59,354161;1512;360;2024;3
31957;Løve;Larvik;10,148889;59,062805;1134;1;2024;2
31518;Viulsrød;Horten;10,404703;59,380597;21;16;2024;5
32106;Kjeldås;Holmestrand;10,236554;59,652536;96;367;2024;4
33147;Bøen skole;Sandefjord;10,104104;59,351170;124;4;2024;2
33695;Bergan Odderudveien;Holmestrand;10,176134;59,518848;1916;11;2024;12
32533;Kråkåsveien;Sandefjord;10,244527;59,141166;138;9;2024;10
33899;Bogen snuplass;Sandefjord;10,326525;59,179810;138;3;2024;1
33581;Bekken;Larvik;10,014234;59,030489;1104;6;2024;11
30927;Tønsberg stasjon;Tønsberg;10,410007;59,271440;21;1;2024;11
30921;Gusland;Larvik;9,914930;58,986484;206;1;2024;6
33077;Indre havn;Sandefjord;10,240130;59,128108;3;425;2024;6
30592;Gressbanen;Tønsberg;10,414739;59,282550;113A;1328;2024;1
29611;Husumkrysset;Drammen;10,250900;59,693900;96;51;2024;3
33319;Kikut;Færder;10,400158;59,125935;1572;3;2024;3
33150;Jarlsberg travbane;Tønsberg;10,366829;59,281480;1161;1;2024;1
32344;Knarberg;Færder;10,453830;59,208538;1623;49;2024;11
33705;Bergan nordre;Sandefjord;10,274463;59,169611;138;1;2024;9
30470;Ra ungdomsskole;Larvik;9,990934;59,047883;1310;75;2024;6
33848;Bjørnerød;Sandefjord;10,220303;59,187199;1;23;2024;11
32526;Steinsholt Stranda;Larvik;9,883296;59,307970;1330;11;2024;8
33591;Bekkeveien;Færder;10,421624;59,247280;100;23;2024;4
33387;Askeskogen;Larvik;9,938011;58,991849;1100;44;2024;3
32050;Holtung syd;Tønsberg;10,198072;59,428650;1930;84;2024;6
30890;Tyskusbakken;Larvik;9,927016;59,098074;207;33;2024;4
102459;Holmestrand stasjon 3;Holmestrand;10,312178;59,492520;1904;82;2024;4
33716;Ekeneskrysset;Færder;10,431738;59,232143;1614;2;2024;2
30447;Prinsegata;Larvik;10,031963;59,050706;1302;1;2024;1
31991;Holtan søndre;Sandefjord;10,262362;59,100056;3;302;2024;6
30946;Sandefjord vgs. II;Sandefjord;10,201219;59,131996;1231;8;2024;5
30735;Råstad søndre;Sandefjord;10,346085;59,245860;130;53;2024;11
30792;Grønn;Sandefjord;10,223202;59,108559;1234;1;2024;8
31493;Helgeroa;Larvik;9,862040;58,993667;1308;24;2024;5
33583;Furulund;Sandefjord;10,251119;59,222948;1;11;2024;12
32552;Stenmalen;Tønsberg;10,411541;59,275577;23;12;2024;10
31413;Vetan Movikveien;Færder;10,429243;59,173835;1554;100;2024;10
33043;Høyjord;Sandefjord;10,121736;59,366336;1662;2;2024;9
107557;Sande stasjon 2;Holmestrand;10,205918;59,585063;96;757;2024;3
32182;Skånesvingen;Horten;10,394793;59,430687;2;31;2024;2
32070;Meieriet;Sandefjord;10,198802;59,143028;1161;10;2024;2
33010;Furuveien;Larvik;10,044855;59,054434;210;69;2024;11
31760;Åsgårdstrand;Horten;10,467348;59,349260;1172;20;2024;6
33768;Gjelstad;Sandefjord;10,232724;59,111434;1292;5;2024;3
32225;Kleiva;Tønsberg;10,206656;59,443859;1913;10;2024;3
33376;Dronningens gate;Sandefjord;10,220464;59,132023;1287;3;2024;2
31305;Skaustuløkka;Sandefjord;10,255410;59,134487;161;107;2024;10
33616;Fylkeshuset;Tønsberg;10,416911;59,265194;116B;380;2024;5
32573;Stjerneveien;Tønsberg;10,444339;59,268572;111;67;2024;2
31863;Øhrebekken;Færder;10,427960;59,236097;1552;1;2024;11
33254;Kanalen;Tønsberg;10,415168;59,259011;112;136;2024;10
31394;Vestskogen Cirkle K;Færder;10,392514;59,240690;100;222;2024;10
32716;Stubberød;Larvik;10,060209;59,078984;1360;2;2024;5
33178;Jordet skole;Larvik;10,010468;59,017657;1104;2;2024;5
34040;Feskjær syd;Tønsberg;10,484680;59,336879;1;181;2024;5
32620;Nordbyen;Larvik;10,045712;59,068719;3;1019;2024;1
30528;Ranvik ungdomsskole;Sandefjord;10,212926;59,116218;1147;457;2024;12
33912;Even Haug;Sandefjord;10,250266;59,128156;172;217;2024;10
30516;Ramsum skole;Sandefjord;10,290575;59,239953;1654;12;2024;6
30761;Tunheim;Sandefjord;10,175791;59,299606;150;144;2024;9
31078;Sem kirke rundkjøring;Tønsberg;10,389676;59,291729;117;1;2024;8
32134;Midtløkken;Tønsberg;10,412392;59,272055;N02;14;2024;8
108253;Olsrødkrysset;Tønsberg;10,451753;59,274673;116B;191;2024;8
29612;Husumkrysset;Drammen;10,250900;59,694100;96;125;2024;7
30484;Rakkevikveien;Tønsberg;10,369216;59,259710;1635;22;2024;4
31346;Skisaker nordre;Larvik;10,179758;59,046267;1119;64;2024;4
34099;Brufoss;Larvik;9,992945;59,425399;1373;25;2024;12
31762;Åsgårdstrand havn;Horten;10,471446;59,348652;1;239;2024;10
31991;Holtan søndre;Sandefjord;10,262362;59,100056;1233;18;2024;9
33564;Fugleviksveien;Larvik;10,006866;58,986881;206;38;2024;4
31564;Vollen;Færder;10,426095;59,213719;1566;9;2024;12
33085;Teien;Tønsberg;10,448706;59,256113;111;2;2024;11
33239;Alfheimveien;Færder;10,389078;59,254107;116B;8;2024;6
31554;Volden;Tønsberg;10,495415;59,312362;1540;12;2024;6
31651;Herstad;Færder;10,407698;59,236384;N02;1;2024;11
32894;Svinevoll;Tønsberg;10,237555;59,416139;1914;4;2024;11
33734;Bergeråsen;Drammen;10,381466;59,548435;1810;21;2024;9
33150;Jarlsberg travbane;Tønsberg;10,366829;59,281480;121;26;2024;3
30516;Ramsum skole;Sandefjord;10,290575;59,239953;1648;82;2024;11
31760;Åsgårdstrand;Horten;10,467348;59,349260;1;664;2024;9
33010;Furuveien;Larvik;10,044855;59,054434;210;55;2024;8
32869;Svelvikstranda;Færder;10,384269;59,135341;22;46;2024;6
30555;Revetal ungdomsskole;Tønsberg;10,266313;59,374104;1513;9;2024;4
32458;Stangeby;Færder;10,405698;59,215309;1611;2;2024;3
105827;Horten rutebilstasjon 4;Horten;10,485556;59,414992;23;21;2024;3
33987;Borre;Horten;10,456075;59,380007;N02;1;2024;3
31957;Løve;Larvik;10,148889;59,062805;1121;14;2024;3
30620;Greveskogen;Tønsberg;10,417246;59,286833;1592;113;2024;1
33991;Borre ungdomsskole;Horten;10,449832;59,380291;1181;59;2024;6
31934;Holmensvingen;Færder;10,378810;59,205208;2;3;2024;2
30945;Sandefjord vgs. II;Sandefjord;10,201128;59,132260;3;168;2024;1
99651;Tønsberg stasjon;Tønsberg;10,409956;59,271245;N02;3;2024;12
31054;Selvik;Holmestrand;10,262003;59,567604;1810;1;2024;4
33944;Gon;Færder;10,397017;59,109944;2;332;2024;4
34069;Brekkebakken;Holmestrand;10,256445;59,571200;96;175;2024;1
32081;Kirkevoll;Tønsberg;10,278287;59,417673;1515;27;2024;4
31476;Lasken Sem;Tønsberg;10,326132;59,278133;1654;2;2024;9
33206;Tjøme sentrum Østveien;Færder;10,392879;59,115395;1590;1;2024;4
33031;Oterbekklina;Færder;10,449529;59,193400;1566;44;2024;1
33473;Bakke rv. 35;Tønsberg;10,254090;59,398198;121;3;2024;11
31581;Li Romsveien;Tønsberg;10,451262;59,314839;1578;6;2024;9
31274;Haugan;Sandefjord;10,313655;59,185309;1651;10;2024;1
32609;Storevartoppen;Sandefjord;10,325252;59,201538;130;155;2024;12
30732;Råstad nordre;Tønsberg;10,350060;59,249803;130;73;2024;2
31051;Seljeveien;Tønsberg;10,463265;59,273208;1690;30;2024;1
32626;Fredrik Stangsgate vest;Sandefjord;10,296094;59,223277;1218;54;2024;10
32120;Kjelle;Tønsberg;10,403776;59,279683;1638;8;2024;9
31053;Hafsrud;Holmestrand;10,102433;59,572301;43;7;2024;8
31593;Liabakken;Tønsberg;10,447183;59,261210;111;251;2024;8
31405;Skjerpe;Færder;10,372108;59,186247;2;4;2024;7
33648;Føynland skole;Færder;10,450230;59,236563;113A;39;2024;7
32039;Holtet;Larvik;9,854980;58,976949;1311;1;2024;1
33078;Indre havn;Sandefjord;10,239486;59,128108;1208;1;2024;10
34147;Budal;Færder;10,384003;59,126804;22;54;2024;10
30893;Tårnegården;Horten;10,467506;59,423446;1900;1;2024;9
31634;Linden Park;Horten;10,483223;59,407431;23;12;2024;6
31621;Hemsveien;Holmestrand;10,060053;59,566295;43;74;2024;5
32715;Langgaten 38;Holmestrand;10,318150;59,487245;21;57;2024;3
33200;Tjøme sentrum Vestveien;Færder;10,389534;59,114236;22;45;2024;12
30453;Tolvsrød;Tønsberg;10,472406;59,272070;116B;128;2024;12
33473;Bakke rv. 35;Tønsberg;10,254090;59,398198;120;20;2024;8
33573;Furuhaug;Horten;10,439616;59,359518;1175;15;2024;4
30828;Røråstoppen skole;Tønsberg;10,277270;59,371416;1196;84;2024;3
32985;Hystad;Sandefjord;10,223095;59,106267;1135;8;2024;2
31752;Lofterød;Sandefjord;10,217162;59,099231;4;33;2024;8
33834;Gjærvåg søndre;Færder;10,390348;59,144686;1677;25;2024;6
30436;Presterød;Tønsberg;10,446707;59,274461;1;197;2024;10
32702;Langerød;Tønsberg;10,410967;59,324798;23;3;2024;8
32534;Kråkåsveien;Sandefjord;10,245617;59,141272;1248;5;2024;6
32935;Ormelet;Færder;10,413052;59,108763;1653;2;2024;9
30849;Gui;Larvik;9,937689;59,008900;1303;3;2024;5
32408;Kongelf;Larvik;9,934157;59,350942;1325;195;2024;4
32097;Kiwi Torstrand;Larvik;10,046380;59,047188;1146;15;2024;1
33438;Auli;Tønsberg;10,341453;59,283759;11;30;2024;11
31363;Haukerød skole;Sandefjord;10,187166;59,145912;1213;1;2024;9
32475;Nanset;Larvik;10,041429;59,066063;214;6;2024;6
30457;Granhekken;Holmestrand;10,250442;59,666710;97;40;2024;5
31209;Hasle;Sandefjord;10,254436;59,097879;1287;13;2024;4
32155;Kjær søndre;Tønsberg;10,438138;59,348148;2;67;2024;7
33635;Færder vgs.;Tønsberg;10,410105;59,260414;116A;734;2024;11
32303;Solbakken;Sandefjord;10,210901;59,171874;1;1018;2024;3
33815;Gjone vekta;Larvik;9,995230;59,170445;1352;74;2024;9
32826;Hunsrød;Sandefjord;10,254697;59,264708;129;1;2024;6
32121;Kjelle;Tønsberg;10,403197;59,279953;1500;7;2024;4
33394;Askjemhellinga Borgen;Larvik;9,951891;59,393794;1330;6;2024;3
32800;Sundene;Færder;10,392342;59,166210;1611;2;2024;1
31160;Vardeveien;Larvik;10,034643;59,003253;4;605;2024;11
32909;Tønsberg sykehus;Tønsberg;10,417558;59,272913;115;77;2024;9
33808;Gjone;Larvik;9,981473;59,183008;1352;15;2024;3
33870;Engås;Færder;10,409095;59,199102;2;161;2024;3
33183;Tjodalyng skole;Larvik;10,125527;59,055209;1123;284;2024;8
30696;Rybergsgate;Horten;10,475442;59,407528;N02;3;2024;1
33058;Teie gamle skole;Færder;10,411746;59,252334;100;11;2024;1
32081;Kirkevoll;Tønsberg;10,278287;59,417673;1940;15;2024;3
31878;Ørsnes;Tønsberg;10,420246;59,258228;100;26;2024;1
32293;Klevjerhagen nord;Holmestrand;10,211229;59,647725;97;2;2024;9
32100;Skolmerød;Sandefjord;10,158872;59,132693;3;43;2024;2
30923;Tønsberg rutebilstasjon 1;Tønsberg;10,411606;59,269860;110;725;2024;2
31940;Holmestrand sentrum;Holmestrand;10,317079;59,488024;47;70;2024;9
31166;Sjue sag;Sandefjord;10,134633;59,372506;124;25;2024;6
31806;Lundteigen;Tønsberg;10,244587;59,373970;1516;1;2024;10
31119;Severin Kjærs vei Vinjes vei;Tønsberg;10,423779;59,274590;1656;1;2024;10
34092;Briskeveien Nedre Haslevei;Sandefjord;10,239482;59,139607;1202;1;2024;4
33120;Pedersgata;Horten;10,469244;59,403090;70;140;2024;4
31432;Langåker;Larvik;10,142599;59,123300;1281;3;2024;10
33317;Andebuveien;Tønsberg;10,324911;59,281938;1701;1;2024;9
33183;Tjodalyng skole;Larvik;10,125527;59,055209;1125;470;2024;9
30951;Sandefjord vgs. III;Sandefjord;10,205762;59,133779;1627;197;2024;9
31857;Øhre øvre;Færder;10,425628;59,238869;1696;2;2024;1
32740;Styrvoll;Larvik;9,899838;59,338653;1325;2;2024;8
31232;Skallestad;Færder;10,443262;59,205028;112;16;2024;5
32170;Kjærnås;Færder;10,406853;59,240226;100;2;2024;1
30481;Rakkevik;Tønsberg;10,367256;59,256620;1657;23;2024;10
30634;Robergrønningen;Tønsberg;10,428861;59,307408;113B;1371;2024;10
32081;Kirkevoll;Tønsberg;10,278287;59,417673;120;2150;2024;9
30923;Tønsberg rutebilstasjon 1;Tønsberg;10,411606;59,269860;1152;10;2024;1
30992;Sandsvingen;Færder;10,427832;59,090024;2;51;2024;12
30593;Gressbanen;Tønsberg;10,414224;59,282168;1542;3;2024;6
30740;Rød Brøtsø;Færder;10,424059;59,100493;2;1;2024;4
33439;Aulilund;Tønsberg;10,355344;59,282324;1;18;2024;1
30634;Robergrønningen;Tønsberg;10,428861;59,307408;113A;1595;2024;1
30642;Greveskogen vgs.;Tønsberg;10,416212;59,286401;1541;243;2024;12
32131;Kjelleparken legevakt;Tønsberg;10,397438;59,283292;1567;3;2024;9
30469;Tolsrødsvingen;Sandefjord;10,077577;59,296710;124;7;2024;4
30556;Torstrand marked;Larvik;10,049347;59,046868;210;344;2024;4
32876;Sverstad;Drammen;10,394914;59,616074;1816;14;2024;11
31344;Haukerød;Sandefjord;10,191681;59,147346;1;205;2024;9
32236;Moveien;Sandefjord;10,193913;59,145432;1;66;2024;7
33585;Bekkestranda kapell;Holmestrand;10,307257;59,541636;93;10;2024;6
31797;Lundskogen;Sandefjord;10,299624;59,248509;1159;1;2024;3
31777;Åsheim Lågendalsveien;Larvik;9,961067;59,217632;214;1;2024;5
33739;Bergsåsen;Tønsberg;10,249799;59,361685;1914;371;2024;12
33112;Peder Bogensgate;Sandefjord;10,208726;59,135944;161;32;2024;1
33727;Berger kafe;Drammen;10,370359;59,543045;1810;2;2024;12
30553;Breivolltunet;Holmestrand;10,222188;59,573608;94;3;2024;6
32079;Skolegata;Holmestrand;10,326631;59,481096;1902;1;2024;5
31215;Hasle Tjøllingveien;Larvik;10,182087;59,062834;1;26;2024;4
32296;Klinestad;Sandefjord;10,203651;59,164630;150;1;2024;3
31722;Linnestad;Tønsberg;10,310615;59,337535;120;266;2024;12
32894;Svinevoll;Tønsberg;10,237555;59,416139;1914;1;2024;9
31804;Hjertnespromenaden;Sandefjord;10,223849;59,129735;138;2;2024;6
33190;Juveveien;Drammen;10,402110;59,617336;1814;13;2024;11
34068;Brekke Åsgårdstrandveien;Tønsberg;10,484964;59,295625;1;373;2024;8
105825;Horten rutebilstasjon 2;Horten;10,485758;59,415039;2;7053;2024;6
31220;Vear låven;Tønsberg;10,358487;59,255123;129;5;2024;11
34133;Brår;Tønsberg;10,254906;59,369206;1512;23;2024;9
33317;Andebuveien;Tønsberg;10,324911;59,281938;1707;1;2024;1
32131;Kjelleparken legevakt;Tønsberg;10,397438;59,283292;1519;3;2024;11
31693;Ås Jarlsberggata;Tønsberg;10,358136;59,290515;1570;13;2024;11
33961;Fagertun;Tønsberg;10,423895;59,265264;114;82;2024;11
32583;Stokke stasjon;Sandefjord;10,300683;59,220895;130;1401;2024;4
33253;Kanalen;Tønsberg;10,415605;59,259639;112;41;2024;1
31180;Haneholmveien;Sandefjord;10,210169;59,126195;134;21;2024;12
31630;Linden Park;Horten;10,483403;59,408013;1;893;2024;11
32545;Kullerød;Sandefjord;10,213839;59,176881;1230;17;2024;10
31877;Holhjem;Larvik;9,887920;58,985856;206;11;2024;9
31051;Seljeveien;Tønsberg;10,463265;59,273208;1690;15;2024;8
34173;Buskveien;Tønsberg;10,468405;59,272539;116B;23;2024;8
33869;Engås;Færder;10,408991;59,199278;2;12;2024;5
33238;Alfheimveien;Færder;10,388964;59,254069;116A;32;2024;8
33314;Dolvenhøyda;Larvik;9,895686;59,006568;1308;7;2024;10
32852;Olsrødkrysset;Tønsberg;10,451598;59,274725;116B;999;2024;9
33126;Pedersgata;Horten;10,468356;59,402630;70;159;2024;8
33924;Bommestad;Larvik;10,072145;59,088904;1391;15;2024;4
31015;Uranienborgveien;Sandefjord;10,246049;59,130090;161;279;2024;2
32221;Sletten;Holmestrand;10,244560;59,503753;46;202;2024;1
31246;Vearveien;Tønsberg;10,361258;59,253228;1635;88;2024;12
32169;Kjærnås;Færder;10,406614;59,240184;1664;2;2024;11
33113;Peder Bogensgate;Sandefjord;10,208933;59,136136;135;3;2024;6
30723;Råstad;Sandefjord;10,267522;59,166132;138;1;2024;5
30895;Tårnegården;Horten;10,465848;59,423923;2;100;2024;3
31441;Lardal ungdomsskole;Larvik;9,963288;59,401198;1328;277;2024;11
31864;Hole;Tønsberg;10,273190;59,331738;1640;1;2024;2
30055;Brandengen skole;Drammen;10,225118;59,728599;96;377;2024;4
33927;Bommestad nord;Larvik;10,066164;59,088703;214;6;2024;3
30944;Sandefjord vgs.;Sandefjord;10,202927;59,133051;1151;43;2024;5
98698;Skrivergården;Larvik;10,036003;59,059995;1360;15;2024;3
32134;Midtløkken;Tønsberg;10,412392;59,272055;113A;852;2024;12
32134;Midtløkken;Tønsberg;10,412392;59,272055;1695;26;2024;11
31467;Heimdalkrysset Hegnaveien;Sandefjord;10,249844;59,133396;161;36;2024;10
33008;Tangen Husvikveien;Tønsberg;10,467694;59,247272;111;246;2024;6
32577;Stokke kirke;Sandefjord;10,307391;59,222981;1248;3;2024;5
31348;Vesterøy skole Veløyveien;Sandefjord;10,261944;59,094581;1233;6;2024;3
32832;Svartangveien;Larvik;9,895112;59,334481;1360;1;2024;5
31788;Åsly;Sandefjord;10,336016;59,224212;1636;16;2024;11
32380;Sollisvingen;Færder;10,419921;59,215811;1557;6;2024;3
33024;Oterbekk;Færder;10,451769;59,196289;1557;66;2024;12
33939;Golfbanen Vear;Tønsberg;10,354724;59,251677;130;328;2024;10
33280;Amundrød Gamle Ravei;Larvik;10,108833;59,097990;1283;1;2024;3
32839;Svartsrød;Sandefjord;10,134509;59,208841;1223;43;2024;5
32623;Kvistveien;Tønsberg;10,468710;59,289466;1;283;2024;5
33676;Ekeberg;Holmestrand;10,309688;59,479773;1905;56;2024;4
33078;Indre havn;Sandefjord;10,239486;59,128108;172;364;2024;4
30970;Sando;Holmestrand;10,311266;59,540431;93;11;2024;6
31151;Hallevannet;Larvik;9,912567;59,017225;1303;11;2024;4
32063;Meieriet;Sandefjord;10,199738;59,142493;1145;66;2024;1
30990;Gårdbokrysset;Tønsberg;10,486209;59,278589;116B;20;2024;12
30593;Gressbanen;Tønsberg;10,414224;59,282168;1611;2;2024;11
31702;Ås syd;Tønsberg;10,236254;59,395577;1930;7;2024;5
33865;Bliksekilen;Tønsberg;10,496978;59,319617;1170;18;2024;5
31603;Vølen;Sandefjord;10,310130;59,262973;1648;32;2024;4
31964;Øvre Klevjervei;Holmestrand;10,208770;59,652032;1831;5;2024;12
30533;Rasmussens gate;Horten;10,478490;59,410507;N02;1;2024;9
33254;Kanalen;Tønsberg;10,415168;59,259011;112;168;2024;9
32606;Kverken;Larvik;10,063554;59,083227;215;8;2024;2
30879;Gulli;Sandefjord;10,250291;59,266824;1727;1;2024;5
99831;Sandefjord rutebilstasjon 9;Sandefjord;10,221848;59,134876;1148;175;2024;3
30716;Ryllikveien;Larvik;9,998757;59,053809;3;288;2024;3
33764;Gjekstadveien;Sandefjord;10,272442;59,127982;161;209;2024;12
33772;Bjerke nord;Larvik;10,021192;59,154307;1352;2;2024;8
32603;Storevar;Sandefjord;10,330791;59,201369;1249;33;2024;3
30434;Presterød;Tønsberg;10,442666;59,273291;1;190;2024;8
33986;Borgheim ungdomsskole;Færder;10,406426;59,225812;1539;109;2024;4
33312;Andebu skole;Sandefjord;10,172605;59,305631;1222;196;2024;3
31319;Haugsjordet;Færder;10,398012;59,121793;1576;50;2024;1
33367;Fogstad;Holmestrand;10,100524;59,523979;1913;19;2024;1
31010;Gåserud;Holmestrand;10,209574;59,640925;1831;2;2024;12
31332;Haugåkerveien;Færder;10,444015;59,234936;1531;61;2024;11
30982;Gårdbo;Tønsberg;10,484745;59,277524;116A;211;2024;4
30434;Presterød;Tønsberg;10,442666;59,273291;111;201;2024;3
33443;Døvlebakken;Sandefjord;10,148465;59,298557;1564;3;2024;12
33104;Jacobhøgda;Tønsberg;10,425075;59,304707;113B;1169;2024;11
33990;Farmandsveien;Tønsberg;10,406534;59,275890;1501;3;2024;9
31836;Hof skole;Holmestrand;10,074213;59,538208;1911;99;2024;5
32105;Skolmerød;Sandefjord;10,161074;59,133020;1294;2;2024;2
33387;Askeskogen;Larvik;9,938011;58,991849;1100;21;2024;12
31777;Åsheim Lågendalsveien;Larvik;9,961067;59,217632;214;1;2024;8
31027;Santra;Larvik;10,160969;59,063998;1;60;2024;6
33990;Farmandsveien;Tønsberg;10,406534;59,275890;1631;1;2024;4
107553;Tønsberg rutebilstasjon 15;Tønsberg;10,410546;59,270342;1580;586;2024;9
33364;Arnadal kirke;Sandefjord;10,255555;59,289139;1644;5;2024;8
32988;Oserødveien;Færder;10,437418;59,206043;1557;21;2024;6
30471;Ragnhildrød;Sandefjord;10,270170;59,228401;1;233;2024;6
33312;Andebu skole;Sandefjord;10,172605;59,305631;1602;28;2024;4
32526;Steinsholt Stranda;Larvik;9,883296;59,307970;1330;29;2024;2
31283;Skauen;Færder;10,398581;59,187681;1605;38;2024;2
31438;Lardal skole;Larvik;9,965069;59,400663;1328;373;2024;11
31106;Severin Kjærs vei Gyldenløves gate;Tønsberg;10,423879;59,276222;110;18;2024;9
34190;Bærug Eikenes;Larvik;9,893532;59,129790;207;26;2024;8
31945;Holmestrand stasjon 1;Holmestrand;10,311992;59,492469;46;1048;2024;10
31557;Lersbryggen;Holmestrand;10,246139;59,577370;1800;2;2024;8
33078;Indre havn;Sandefjord;10,239486;59,128108;3;635;2024;2
31063;Sem;Tønsberg;10,330410;59,282700;1524;4;2024;8
32566;Nesalleen;Tønsberg;10,452292;59,249295;111;9;2024;8
30796;Grønneberg;Larvik;10,090991;59,050881;1;120;2024;5
32357;Myrvang;Sandefjord;10,288087;59,226543;130;178;2024;4
30969;Ulvø;Færder;10,447508;59,202233;112;121;2024;11
30497;Ramdal nord;Færder;10,392143;59,263272;1533;44;2024;10
33368;Dreng;Larvik;10,085693;59,034726;1119;9;2024;10
32455;Stadion;Holmestrand;10,302118;59,484089;45;763;2024;10
33924;Bommestad;Larvik;10,072145;59,088904;1362;82;2024;11
33148;Bøen skole;Sandefjord;10,103928;59,351114;124;2;2024;10
