Stop;StopName;Kommunenavn;Lon;Lat;PublicLineNo;Reisende;Year;Month
7010447;;;;;70;0,948732;2023;5
31163;Sjue nord;Tønsberg;10,185565;59,462501;1509;17,489953;2023;4
30516;Ramsum skole;Sandefjord;10,290575;59,239953;1648;115,496827;2023;10
32623;Kvistveien;Tønsberg;10,468710;59,289466;1170;25,615768;2023;5
33072;Teie veidele;Færder;10,415213;59,255624;1577;1,610728;2023;3
32149;Kjær;Horten;10,441775;59,351508;1173;8,085324;2023;1
30481;Rakkevik;Tønsberg;10,367256;59,256620;1657;13,057889;2023;8
30927;Tønsberg stasjon;Tønsberg;10,410007;59,271440;1155;20,132474;2023;10
32151;Skreppestad;Larvik;10,072883;59,044525;1143;1,897464;2023;5
34161;Bugården;Færder;10,439619;59,223545;1545;0,805364;2023;3
32682;Langbrekke;Sandefjord;10,197555;59,307682;124;21,093513;2023;8
32545;Kullerød;Sandefjord;10,213839;59,176881;1;174,774826;2023;8
30532;Rasmussens gate;Horten;10,478835;59,410844;2;286,709595;2023;3
32330;Sole;Sandefjord;10,306756;59,218782;1733;1,033062;2023;12
33183;Tjodalyng skole;Larvik;10,125527;59,055209;1130;7,903753;2023;9
32526;Steinsholt Stranda;Larvik;9,883296;59,307970;1330;16,071248;2023;8
31831;Hof barnehage;Holmestrand;10,077546;59,539227;41;1,004453;2023;8
30554;Revetal;Tønsberg;10,264833;59,370448;1180;5,022265;2023;8
32606;Kverken;Larvik;10,063554;59,083227;1281;24,352476;2023;6
32553;Stenmalen;Tønsberg;10,411638;59,275457;1678;12,885825;2023;3
30863;Sagmyra;Sandefjord;10,137902;59,214706;1224;104,588535;2023;11
32527;Steinsholt Stranda;Larvik;9,882993;59,308063;214;10,04453;2023;8
33453;Framnes Skagerak;Sandefjord;10,232249;59,121577;3;133,584191;2023;7
33647;Eiktoppen;Tønsberg;10,419583;59,292600;113B;980,275451;2023;2
32562;Stigen;Sandefjord;10,101774;59,349244;1564;2,119208;2023;10
32797;Humleveien;Tønsberg;10,360966;59,272109;1635;6,442912;2023;3
32675;Landsrød;Færder;10,388622;59,177621;1653;6,357623;2023;10
30495;Torggata;Horten;10,482480;59,417650;2;4941,99265;2023;10
32735;Stulen;Sandefjord;10,182108;59,320571;124;7,102806;2023;6
107553;Tønsberg rutebilstasjon 15;Tønsberg;10,410546;59,270342;1699;495,965109;2023;4
33813;Enga;Sandefjord;10,211827;59,087232;1;757,847554;2023;3
102694;Horten vgs.;Horten;10,489056;59,420794;1902;186,828262;2023;8
33077;Indre havn;Sandefjord;10,240130;59,128108;161;197,386618;2023;4
33254;Kanalen;Tønsberg;10,415168;59,259011;N02;0,805364;2023;3
32206;Moloveien;Tønsberg;10,492413;59,278493;116B;29,982777;2023;4
32150;Skreppestad;Larvik;10,071220;59,044287;1121;14,834455;2023;10
33987;Borre;Horten;10,456075;59,380007;75;2,008906;2023;8
33787;Gjennestad;Sandefjord;10,273528;59,231699;1161;2,029373;2023;6
32418;Kopstadkrysset;Horten;10,366311;59,423771;2;43,19148;2023;8
32752;Hotvedtveien;Sandefjord;10,184074;59,167150;150;2,029373;2023;6
32014;Markebo;Tønsberg;10,495854;59,327386;1;60,718857;2023;5
33924;Bommestad;Larvik;10,072145;59,088904;1356;48,722013;2023;4
31375;Skjeggestadåsen;Tønsberg;10,289882;59,354161;1513;384,964007;2023;3
32551;Nes sykehjem;Tønsberg;10,451761;59,252351;111;877,846795;2023;3
108253;Olsrødkrysset;Tønsberg;10,451753;59,274673;116B;98,543164;2023;10
33986;Borgheim ungdomsskole;Færder;10,406426;59,225812;1550;400,530279;2023;10
33394;Askjemhellinga Borgen;Larvik;9,951891;59,393794;1330;1,249282;2023;4
34069;Brekkebakken;Holmestrand;10,256445;59,571200;1820;4,042662;2023;1
33337;Kilgata;Sandefjord;10,232914;59,127802;1288;2,021331;2023;1
32001;Holtandalen Kiwi;Horten;10,460493;59,416831;71;278,926696;2023;12
32201;Skåtanlia;Larvik;9,939870;59,283340;1345;15,066795;2023;8
33110;Tempokrysset;Sandefjord;10,212401;59,136409;135;58,791574;2023;3
33822;Enge;Larvik;9,915802;59,291695;1342;3,221456;2023;3
31453;Heimdal gamle Sørlandske;Holmestrand;10,220146;59,618698;96;153,642567;2023;10
34018;Brattås skole;Færder;10,389593;59,196810;1548;155,111146;2023;9
34186;Bårnes;Larvik;9,907037;59,294443;215;13,742106;2023;4
32933;Søbyholmen;Tønsberg;10,289652;59,420891;74;0,987969;2023;9
33047;Paaskesgate;Horten;10,460194;59,424857;2;72,053066;2023;10
32357;Myrvang;Sandefjord;10,288087;59,226543;1736;3,951876;2023;9
31768;Hjemseng;Færder;10,442393;59,221504;1614;22,097966;2023;8
32081;Kirkevoll;Tønsberg;10,278287;59,417673;1930;139,867717;2023;10
31788;Åsly;Sandefjord;10,336016;59,224212;1641;0,948732;2023;5
32403;Solveien;Tønsberg;10,409003;59,256822;100;2,416092;2023;3
32412;Kopstad;Holmestrand;10,097173;59,555492;43;1,043957;2023;2
30946;Sandefjord vgs. II;Sandefjord;10,201219;59,131996;135;3,099186;2023;12
33555;Fugleveien Flaggspettveien;Færder;10,397845;59,244745;100;23,988196;2023;11
101851;Jarlsøveien;Tønsberg;10,472004;59,248149;111;331,107519;2023;5
31668;Lindhøy Ormeletveien;Færder;10,402012;59,107756;22;1,249282;2023;4
30413;Tokenes;Færder;10,383899;59,175054;2;16,528989;2023;12
33253;Kanalen;Tønsberg;10,415605;59,259639;113B;798,279018;2023;9
33861;Alfred Engnes vei;Holmestrand;10,324872;59,536546;1817;5,692393;2023;5
32081;Kirkevoll;Tønsberg;10,278287;59,417673;1681;69,735918;2023;1
32121;Kjelle;Tønsberg;10,403197;59,279953;1155;4,132247;2023;12
32659;Strand snuplass;Holmestrand;10,167018;59,508292;121;9,297557;2023;12
33338;Drakeåsvei Hasleskogvei;Sandefjord;10,236197;59,149064;139;2,963907;2023;9
31809;Ødegården;Larvik;10,089192;59,032406;1119;19,759382;2023;9
31438;Lardal skole;Larvik;9,965069;59,400663;1326;190,083378;2023;12
30918;Tønsberg Sem E18 Aulerød;Tønsberg;10,331483;59,288591;1151;110,345702;2023;11
33047;Paaskesgate;Horten;10,460194;59,424857;2;64,284993;2023;8
107455;Andebu næringspark;Sandefjord;10,262801;59,268185;1511;30,440595;2023;6
31923;Holmen;Sandefjord;10,204295;59,254242;1648;2,878584;2023;11
7012011;;;;;71;13,28225;2023;5
34104;Fjellvik;Sandefjord;10,234905;59,123710;3;193,287368;2023;3
32027;Skjæret;Færder;10,424671;59,241392;113B;57,851463;2023;12
32209;Kjøpmannskjær;Færder;10,383180;59,171793;2;7,248755;2023;7
33333;Kilen øst;Tønsberg;10,430800;59,273626;116A;213,8438;2023;12
103589;Ratoppen;Larvik;10,097361;59,089728;1116;29,982777;2023;4
32591;Stokke ungdomsskole snuplass;Sandefjord;10,276667;59,220078;1727;98,254412;2023;3
31612;Lillehof;Holmestrand;10,078140;59,541019;41;2,087914;2023;2
32802;Sundene;Færder;10,392133;59,166302;1577;27,142877;2023;2
33849;Gjøklep ungdomsskole;Holmestrand;10,295658;59,483168;1945;18,231029;2023;11
34159;Buerstranda;Sandefjord;10,255539;59,095166;1233;2,498565;2023;4
33178;Jordet skole;Larvik;10,010468;59,017657;1108;165,079393;2023;5
34121;Bruserød nordre;Tønsberg;10,405705;59,311680;2;133,673216;2023;4
33394;Askjemhellinga Borgen;Larvik;9,951891;59,393794;214;0,959528;2023;11
33939;Golfbanen Vear;Tønsberg;10,354724;59,251677;1638;3,951876;2023;9
32944;Ormelet marina;Færder;10,417107;59,107245;N02;3,013359;2023;8
33692;Ekebergfeltet;Holmestrand;10,235774;59,638227;97;35,494532;2023;2
31564;Vollen;Færder;10,426095;59,213719;1623;24,011007;2023;2
98698;Skrivergården;Larvik;10,036003;59,059995;1285;3,099186;2023;12
33314;Dolvenhøyda;Larvik;9,895686;59,006568;1303;11,048983;2023;8
31827;Hof;Holmestrand;10,089467;59,529468;124;12,176238;2023;6
33150;Jarlsberg travbane;Tønsberg;10,366829;59,281480;124;51,543298;2023;3
31799;Lundskogen;Sandefjord;10,299042;59,247999;1648;7,102806;2023;6
33617;Fylkeshuset;Tønsberg;10,415538;59,266240;1677;14,991389;2023;4
31784;Åskollen Gilde;Tønsberg;10,344934;59,296196;120;123,973658;2023;10
31739;Liverød;Sandefjord;10,087793;59,210540;1216;19,923375;2023;5
32609;Storevartoppen;Sandefjord;10,325252;59,201538;1644;173,834463;2023;1
30910;Sande torv;Holmestrand;10,207090;59,587323;1803;21,192078;2023;10
33376;Dronningens gate;Sandefjord;10,220464;59,132023;163;8,538589;2023;5
31406;Skjerpe;Færder;10,371901;59,186197;1546;0,805364;2023;3
31940;Holmestrand sentrum;Holmestrand;10,317079;59,488024;47;79,340718;2023;2
31103;Vallø;Tønsberg;10,493433;59,261224;115;714,540497;2023;1
31461;Heimdalkrysset;Tønsberg;10,425403;59,273682;1;772,591822;2023;9
32630;Nordbylia;Larvik;10,054082;59,075609;1368;1,043957;2023;2
30796;Grønneberg;Larvik;10,090991;59,050881;1143;3,031996;2023;1
32619;Nordbyen;Larvik;10,046149;59,068774;210;2544,431305;2023;12
31584;Hem;Larvik;10,201358;59,077022;1118;450,018559;2023;11
33144;Thor Heyerdahl vgs. II;Larvik;10,057465;59,049475;1109;49,801384;2023;10
30481;Rakkevik;Tønsberg;10,367256;59,256620;130;698,348856;2023;4
32738;Horten rutebilstasjon 1;Horten;10,485774;59,415163;1195;100,206998;2023;12
31476;Lasken Sem;Tønsberg;10,326132;59,278133;1;679,754689;2023;12
31441;Lardal ungdomsskole;Larvik;9,963288;59,401198;1328;245,016332;2023;9
33199;Tjøme sentrum Vestveien;Færder;10,390089;59,114039;22;34,979907;2023;4
31361;Haukerød skole;Sandefjord;10,186692;59,145721;1217;136,43984;2023;1
33813;Enga;Sandefjord;10,211827;59,087232;1161;29,958793;2023;12
32113;Skorge;Sandefjord;10,224369;59,133557;1219;3,178812;2023;10
32088;Melsom skole;Sandefjord;10,339377;59,231526;1666;92,912157;2023;2
33990;Farmandsveien;Tønsberg;10,406534;59,275890;1631;0,948732;2023;5
32900;Svinevoll øst;Tønsberg;10,239779;59,415832;1509;1,014687;2023;6
30828;Røråstoppen skole;Tønsberg;10,277270;59,371416;1523;7,307698;2023;2
33439;Aulilund;Tønsberg;10,355344;59,282324;121;1,043957;2023;2
30429;Granerød;Sandefjord;10,198475;59,129886;1286;1,014687;2023;6
31945;Holmestrand stasjon 1;Holmestrand;10,311992;59,492469;46;764,560823;2023;4
31278;Skaubakken;Larvik;10,027559;59,011709;206;1,059604;2023;10
31611;Lillehof;Holmestrand;10,078028;59,541318;43;5,29802;2023;10
30711;Tuftaveien;Tønsberg;10,496011;59,315930;1;119,999241;2023;3
31613;Winge;Holmestrand;10,250146;59,575591;93;1,010665;2023;1
32967;Sørby Kopstadveien;Tønsberg;10,302357;59,426289;74;12,715247;2023;10
32235;Moveien;Sandefjord;10,194245;59,145413;1;64,962684;2023;4
30481;Rakkevik;Tønsberg;10,367256;59,256620;130;727,530226;2023;6
31065;Klokkerjordet;Holmestrand;10,212497;59,588463;93;72,314329;2023;12
31290;Haugen;Sandefjord;10,155203;59,129692;1282;3,099186;2023;12
31820;Lysebo;Larvik;9,964119;59,144125;1353;116,777785;2023;3
32081;Kirkevoll;Tønsberg;10,278287;59,417673;1933;238,022154;2023;2
32009;Skjerve;Færder;10,412342;59,206860;1605;13,429804;2023;12
31722;Linnestad;Tønsberg;10,310615;59,337535;1513;139,131538;2023;11
105826;Horten rutebilstasjon 3;Horten;10,485395;59,414848;1191;33,205625;2023;5
32027;Skjæret;Færder;10,424671;59,241392;112;1,897464;2023;5
32845;Olsrød park;Tønsberg;10,453167;59,275676;1656;17,562051;2023;12
31533;Helgerødveien;Sandefjord;10,258429;59,140583;1218;2,008906;2023;8
32514;Steinerskolen i Vestfold;Færder;10,394979;59,240752;1562;38,558087;2023;6
31487;Helgeland;Larvik;9,926140;59,346623;1325;3,221456;2023;3
32632;Fredrik Stangsgate øst;Sandefjord;10,300227;59,222629;1733;5,165309;2023;12
30620;Greveskogen;Tønsberg;10,417246;59,286833;1592;135,331101;2023;12
30530;Ranvikbakken;Sandefjord;10,221236;59,112778;1142;5,637548;2023;3
33245;Allum;Larvik;10,033776;59,163746;215;46,622572;2023;10
30443;Presterød skole;Tønsberg;10,459304;59,273689;116B;606,439116;2023;3
34157;Buerstad;Færder;10,424597;59,175277;112;19,628175;2023;12
32340;Knapstad;Tønsberg;10,333486;59,388244;1184;20,150085;2023;11
30945;Sandefjord vgs. II;Sandefjord;10,201128;59,132260;1257;1,249282;2023;4
34127;Bruserud;Horten;10,337110;59,430035;1942;1,014687;2023;6
33779;Elgestad;Færder;10,408741;59,232640;1671;7,676223;2023;11
33832;Engebukta;Holmestrand;10,274998;59,560785;93;98,831368;2023;11
33813;Enga;Sandefjord;10,211827;59,087232;1234;181,786311;2023;9
33849;Gjøklep ungdomsskole;Holmestrand;10,295658;59,483168;1907;655,023501;2023;9
30688;Russeltvedt;Sandefjord;10,277553;59,208161;1659;0,805364;2023;3
33054;Paaskesgate;Horten;10,460070;59,424824;23;13,571439;2023;2
33440;Aulilund;Tønsberg;10,355389;59,282449;11;1,004453;2023;8
32570;Briskemoen;Larvik;9,969387;59,188414;1360;10,439568;2023;2
104115;Nyveien;Holmestrand;10,321965;59,481167;42;5,219784;2023;2
33121;Tenvik brygge;Færder;10,365639;59,174627;2;370,467455;2023;3
33441;Framnes Rødvang;Sandefjord;10,233252;59,117535;1270;2,066124;2023;12
33104;Jacobshøgda;Tønsberg;10,425075;59,304707;113A;1301,657915;2023;12
33863;Glenne;Færder;10,389663;59,141513;22;19,988518;2023;4
32963;Sørby;Sandefjord;10,281411;59,234439;1155;8,264495;2023;12
105703;Sandefjord rutebilstasjon 7;Sandefjord;10,222574;59,134485;161;473,142321;2023;12
33201;Dalen Hanevoll;Larvik;9,891788;59,329980;1330;15,352446;2023;11
31772;Åsheim;Tønsberg;10,490490;59,306472;1;10,86766;2023;9
107538;Tønsberg rutebilstasjon 16;Tønsberg;10,412491;59,269810;113B;8408,919767;2023;4
33159;Tinghaug;Færder;10,406818;59,224236;2;1126,284753;2023;9
32591;Stokke ungdomsskole snuplass;Sandefjord;10,276667;59,220078;1643;10,146865;2023;6
34133;Brår;Tønsberg;10,254906;59,369206;1507;11,384786;2023;5
31318;Verningen;Larvik;10,100711;59,091756;1286;1,043957;2023;2
32601;Nilsesvingen;Sandefjord;10,246425;59,138336;138;3,106609;2023;7
34105;Brunla ungdomsskole;Larvik;10,019735;59,003108;1107;79,842573;2023;1
32804;Odderud;Holmestrand;10,165878;59,534566;1916;17,271501;2023;11
33749;Bettumveien;Tønsberg;10,251610;59,419155;1179;1,249282;2023;4
33314;Dolvenhøyda;Larvik;9,895686;59,006568;208;68,725253;2023;1
31753;Åsgården øvre;Horten;10,446721;59,351366;1;157,663816;2023;1
30931;Sandefjord rådhus;Sandefjord;10,220777;59,129324;1143;1,033062;2023;12
33065;Teie torv;Færder;10,418661;59,251358;113A;939,859825;2023;3
31015;Uranienborgveien;Sandefjord;10,246049;59,130090;1208;5,053327;2023;1
32471;Krabbesvingen;Larvik;9,864752;58,991018;208;69,735918;2023;1
32920;Syrbekk Hortensveien;Tønsberg;10,404831;59,292211;2;21,093513;2023;8
33989;Farmandsveien;Tønsberg;10,406834;59,275188;1507;4,02682;2023;3
33058;Teie gamle skole;Færder;10,411746;59,252334;100;3,178812;2023;10
33084;Innlaget;Tønsberg;10,487963;59,301199;1;22,097966;2023;8
32131;Kjelleparken legevakt;Tønsberg;10,397438;59,283292;1506;1,014687;2023;6
29575;Maria Fegths gate;Drammen;10,228502;59,726009;96;273,592843;2023;4
32483;Nanset skole;Larvik;10,039382;59,063775;1285;3,031996;2023;1
31480;Vindåsen;Færder;10,403098;59,165325;1572;2,066124;2023;12
106424;Hotvedtveien;Sandefjord;10,183538;59,167769;150;4,797639;2023;11
30597;Torød;Færder;10,440623;59,179875;112;130,411919;2023;9
33938;Fagerheim skole;Horten;10,379632;59,424934;2;152,202976;2023;6
33154;Bølum;Holmestrand;10,213175;59,630809;95;50,737934;2023;3
33717;Bergan;Larvik;10,009966;59,183352;1362;2,087914;2023;2
34032;Bregneveien;Færder;10,387557;59,235765;116B;4,132247;2023;12
33786;Elgestad Tandstadveien;Færder;10,409155;59,231880;100;1,014687;2023;6
33779;Elgestad;Færder;10,408741;59,232640;100;25,826546;2023;12
33191;Tjøllingvollen;Larvik;10,124583;59,055113;1119;173,67454;2023;11
32837;Ollebakken;Horten;10,476291;59,419986;71;124,73862;2023;11
32201;Skåtanlia;Larvik;9,939870;59,283340;215;15,301917;2023;3
32195;Kjærås;Sandefjord;10,169209;59,288189;150;80,853239;2023;1
31056;Vaktberg;Sandefjord;10,304883;59,209139;1246;1,033062;2023;12
32478;Stavern;Larvik;10,036036;58,997662;206;48,410485;2023;9
30969;Ulvø;Færder;10,447508;59,202233;1551;82,001434;2023;9
32001;Holtandalen Kiwi;Horten;10,460493;59,416831;71;267,184504;2023;8
31466;Heimdalkrysset Hegnaveien;Sandefjord;10,248684;59,132772;161;55,026464;2023;5
33139;Thor Heyerdahl vgs.;Larvik;10,053735;59,050051;1282;370,467455;2023;3
31846;Hogsnes helsehus;Tønsberg;10,358179;59,268314;1636;21,192078;2023;10
32736;Horten ferjekai;Horten;10,488003;59,412325;1173;2,963907;2023;9
30957;Ula nord;Larvik;10,183135;59,028318;1119;44,195933;2023;8
32300;Munkerekka;Færder;10,387682;59,250848;116A;63,671925;2023;1
33739;Bergsåsen;Tønsberg;10,249799;59,361685;;370,488406;2023;9
33753;Gjekstad;Sandefjord;10,270584;59,129940;161;42,187027;2023;8
33824;Gjærvåg;Færder;10,390493;59,151170;22;28,298634;2023;1
33117;Tenvik;Færder;10,366419;59,176492;2;16,528989;2023;12
31344;Haukerød;Sandefjord;10,191681;59,147346;1;501,833063;2023;11
30515;Ramsum;Sandefjord;10,290526;59,240792;1648;3,951876;2023;9
32849;Svelvik ferjekai;Drammen;10,409389;59,615392;93;213,401322;2023;9
30515;Ramsum;Sandefjord;10,290526;59,240792;1;128,865187;2023;6
32834;Huseby;Larvik;10,116016;59,054518;1;255,300398;2023;3
33987;Borre;Horten;10,456075;59,380007;1187;42,219225;2023;11
31066;Klokkerjordet;Holmestrand;10,212430;59,588516;93;12,715247;2023;10
33453;Framnes Skagerak;Sandefjord;10,232249;59,121577;1292;65,462518;2023;5
107546;Tønsberg rutebilstasjon 8;Tønsberg;10,412021;59,269656;117;613,397653;2023;4
32738;Horten rutebilstasjon 1;Horten;10,485774;59,415163;1;355,989275;2023;2
32465;Kotterød;Horten;10,420452;59,433064;23;2,963907;2023;9
31297;Haugenkrysset;Larvik;9,943853;59,408698;1376;28,461964;2023;5
34166;Bugården ungdomsskole;Sandefjord;10,186757;59,133617;1213;109,93685;2023;4
32481;Stavern;Larvik;10,037320;58,997670;206;23,311286;2023;10
32600;Nilsesvingen;Sandefjord;10,246285;59,138463;1218;4,058746;2023;6
30467;Granholmen;Sandefjord;10,213753;59,090914;1134;1,897464;2023;5
33128;Jarberg syd;Tønsberg;10,282128;59,325506;121;1,043957;2023;2
31755;Åsgården øvre;Horten;10,447373;59,351196;1170;1,043957;2023;2
31744;Himberg;Larvik;10,138943;59,104211;134;10,106655;2023;1
29360;Tollboden;Drammen;10,221118;59,731572;96;26,115779;2023;8
30634;Robergrønningen;Tønsberg;10,428861;59,307408;113A;899,8811;2023;7
31457;Heimdalkrysset;Tønsberg;10,424320;59,273896;115;455,594242;2023;6
30969;Ulvø;Færder;10,447508;59,202233;113B;773,572001;2023;2
32081;Kirkevoll;Tønsberg;10,278287;59,417673;1929;14,205611;2023;6
33498;Banebakken;Tønsberg;10,407787;59,259304;116A;464,695046;2023;3
33078;Indre havn;Sandefjord;10,239486;59,128108;1265;5,053327;2023;1
32855;Husøy brygge;Tønsberg;10,469131;59,239873;1614;50,860988;2023;10
33144;Thor Heyerdahl vgs. II;Larvik;10,057465;59,049475;11;54,968425;2023;4
32475;Nanset;Larvik;10,041429;59,066063;214;15,159982;2023;1
30555;Revetal ungdomsskole;Tønsberg;10,266313;59,374104;1673;591,069153;2023;11
31967;Løve bru;Larvik;10,154178;59,063115;1143;10,596039;2023;10
33329;Domsenga;Tønsberg;10,336976;59,311038;1506;2,963907;2023;9
33641;Berg Høyjord;Sandefjord;10,113547;59,360098;1564;3,04406;2023;6
30465;Ra;Horten;10,438677;59,356854;1172;2,416092;2023;3
31837;Øgården;Sandefjord;10,216414;59,096840;1142;2,498565;2023;4
31640;Herreportveien;Sandefjord;10,268927;59,084771;168;12,127986;2023;1
33444;Framnes Rødvang;Sandefjord;10,233303;59,117200;1233;322,402289;2023;1
32203;Kjønnerød;Tønsberg;10,158914;59,382581;1569;14,462866;2023;12
33465;Mesterfjellveien;Larvik;10,046569;59,053450;208;27,959482;2023;7
30832;Tveitan gård;Tønsberg;10,290577;59,280224;124;22,234641;2023;1
31507;Helgerød;Sandefjord;10,291499;59,150372;1209;1,033062;2023;12
32174;Kjærnåsveien;Færder;10,388743;59,240662;100;13,774851;2023;10
30536;Gravdal;Sandefjord;10,200275;59,305646;124;1,004453;2023;8
31458;Larvik stasjon;Larvik;10,029466;59,050889;207;5,022265;2023;8
32240;Kleiverud;Holmestrand;10,288535;59,506842;45;70,013369;2023;6
31666;Hesby;Tønsberg;10,316307;59,281247;124;114,93398;2023;4
33015;Skaret;Larvik;10,047930;59,054485;210;37,046745;2023;3
33137;Jareteigen;Tønsberg;10,425223;59,336832;23;6,915784;2023;9
31739;Liverød;Sandefjord;10,087793;59,210540;1216;27,663134;2023;9
33180;Jordfall;Larvik;10,016218;59,041136;206;2,029373;2023;6
32797;Humleveien;Tønsberg;10,360966;59,272109;1631;32,024917;2023;12
30448;Prinsegata;Larvik;10,031480;59,051082;1;52,686154;2023;12
32839;Svartsrød;Sandefjord;10,134509;59,208841;1216;17,249671;2023;6
33333;Kilen øst;Tønsberg;10,430800;59,273626;111;83,488429;2023;5
30642;Greveskogen vgs.;Tønsberg;10,416212;59,286401;1157;381,044238;2023;2
34133;Brår;Tønsberg;10,254906;59,369206;121;184,951784;2023;1
33858;Glanutveien;Tønsberg;10,367272;59,254382;1640;5,165309;2023;12
32408;Kongelf;Larvik;9,934157;59,350942;1325;141,986924;2023;10
32553;Stenmalen;Tønsberg;10,411638;59,275457;1582;10,436054;2023;5
30555;Revetal ungdomsskole;Tønsberg;10,266313;59,374104;1523;151,408438;2023;3
30554;Revetal;Tønsberg;10,264833;59,370448;121;528,927661;2023;12
33768;Gjelstad;Sandefjord;10,232724;59,111434;1287;4,238416;2023;10
31636;York;Sandefjord;10,310307;59,140564;163;0,987969;2023;9
30875;Saltbustadveien;Færder;10,412576;59,175637;112;0,987969;2023;9
105826;Horten rutebilstasjon 3;Horten;10,485395;59,414848;70;1929,933738;2023;6
30620;Greveskogen;Tønsberg;10,417246;59,286833;1588;20,134101;2023;3
34082;Fjellvang;Sandefjord;10,325518;59,228869;1626;19,628175;2023;12
32481;Stavern;Larvik;10,037320;58,997670;1;1061,987568;2023;12
32699;Langebybakken;Sandefjord;10,266016;59,082865;168;4,238416;2023;10
33438;Auli;Tønsberg;10,341453;59,283759;1636;4,939845;2023;9
32226;Nykirke Bygdehus;Horten;10,371957;59,424003;1192;1,897464;2023;5
32605;Kverken;Larvik;10,063149;59,083364;214;22,769572;2023;5
32010;Skjerve;Færder;10,412251;59,206553;2;118,55629;2023;9
31983;Løveskogen;Larvik;10,142671;59,061752;1139;0,948732;2023;5
31015;Uranienborgveien;Sandefjord;10,246049;59,130090;161;184,918069;2023;12
34139;Bråvoll;Sandefjord;10,108500;59,296847;1564;2,498565;2023;4
30837;Røsserød;Larvik;9,884156;58,997391;208;1,033062;2023;12
30505;Ramnes nord;Tønsberg;10,246720;59,350666;121;22,251682;2023;10
31760;Åsgårdstrand;Horten;10,467348;59,349260;1;408,031231;2023;9
33521;Fritzøe Brygge;Larvik;10,020730;59,050435;3;333,93355;2023;9
31962;Holt;Sandefjord;10,214919;59,263099;129;2,416092;2023;3
32654;Nordre alle;Tønsberg;10,418523;59,289210;1699;3,951876;2023;9
31829;Ødegården gamle Sørlandske;Holmestrand;10,247366;59,544254;1811;5,022265;2023;8
32093;Kiserødveien;Sandefjord;10,209997;59,094564;1234;97,444026;2023;4
31728;Linnestad nord;Tønsberg;10,303958;59,341888;120;5,053327;2023;1
32868;Omdal;Sandefjord;10,226381;59,235475;1642;1,059604;2023;10
34153;Budderudbrua;Holmestrand;10,240835;59,619326;97;18,771413;2023;9
32063;Meieriet;Sandefjord;10,199738;59,142493;1257;2,008906;2023;8
33989;Farmandsveien;Tønsberg;10,406834;59,275188;1505;4,175827;2023;2
33457;Døvlehavna;Sandefjord;10,286221;59,220067;1733;1,033062;2023;12
30589;Torød;Færder;10,440598;59,179480;1560;36,157164;2023;12
30544;Gravdal verksted;Sandefjord;10,203080;59,303341;124;2,963907;2023;9
32135;Kjennerud;Holmestrand;10,103790;59,555573;41;3,747847;2023;4
33323;Domsbru;Sandefjord;10,305828;59,211860;1634;14,819536;2023;9
33531;Barlin;Holmestrand;10,313649;59,479627;46;191,666002;2023;9
32181;Moafeltet;Sandefjord;10,116606;59,362938;1564;8,351655;2023;2
99830;Larvik bibliotek;Larvik;10,032054;59,056057;1360;1,033062;2023;12
32649;Nordre alle;Tønsberg;10,418307;59,288738;1588;8,635751;2023;11
34024;Feltspatveien;Sandefjord;10,192528;59,141604;161;67,166949;2023;11
33325;Kilen;Tønsberg;10,436403;59,273415;116B;515,953627;2023;4
31027;Santra;Larvik;10,160969;59,063998;1121;48,74178;2023;10
32528;Kråkere;Færder;10,408304;59,159707;1653;11,275096;2023;3
32787;Hukstrøm bru;Larvik;9,972155;59,398471;1349;4,175827;2023;2
33847;Bjørnerød;Sandefjord;10,219651;59,186879;1;37,421586;2023;11
33376;Dronningens gate;Sandefjord;10,220464;59,132023;168;2,963907;2023;9
32270;Smørstein;Sandefjord;10,266404;59,090285;168;46,057337;2023;11
33751;Gjekstad;Sandefjord;10,270360;59,130070;1207;1,610728;2023;3
32190;Kjærstranda;Larvik;9,956891;58,979162;206;2,416092;2023;3
33961;Fagertun;Tønsberg;10,423895;59,265264;114;38,405288;2023;1
33150;Jarlsberg travbane;Tønsberg;10,366829;59,281480;130;278,926696;2023;12
31051;Seljeveien;Tønsberg;10,463265;59,273208;116B;954,424539;2023;5
32121;Kjelle;Tønsberg;10,403197;59,279953;121;16,107281;2023;3
32061;Kind;Holmestrand;10,230710;59,580617;93;3,13187;2023;2
31246;Vearveien;Tønsberg;10,361258;59,253228;130;537,443373;2023;7
32134;Midtløkken;Tønsberg;10,412392;59,272055;1691;30,991855;2023;12
31320;Verningen;Larvik;10,101266;59,092013;3;198,622264;2023;11
30848;Saga;Holmestrand;10,215624;59,618533;95;79,037527;2023;9
33113;Peder Bogensgate;Sandefjord;10,208933;59,136136;1295;9,664368;2023;3
33441;Framnes Rødvang;Sandefjord;10,233252;59,117535;1292;5,219784;2023;2
32081;Kirkevoll;Tønsberg;10,278287;59,417673;1929;33,351961;2023;1
30926;Sandefjord rutebilstasjon 1;Sandefjord;10,222073;59,134411;1295;30,440595;2023;6
32425;Spellemannsvingen;Larvik;9,858593;58,980067;208;2,846196;2023;5
33730;Berger skole;Drammen;10,383437;59,549035;1823;1,033062;2023;12
33329;Domsenga;Tønsberg;10,336976;59,311038;121;1,043957;2023;2
32063;Meieriet;Sandefjord;10,199738;59,142493;1145;51,227104;2023;8
