Stop	StopName	Kommunenavn	Lon	Lat	PublicLineNo	Reisende	År
31699	Linerleveien Måltrostveien	Færder	10,395343	59,246255	100	23	2024
31032	Saubakken	Larvik	9,877355	59,132342	207	23	2024
32329	Sole	Sandefjord	10,307134	59,218746	130	23	2024
31125	Halle	Larvik	9,918734	59,020475	208	23	2024
33927	Bommestad nord	Larvik	10,066164	59,088703	214	23	2024
33996	Farmen nord	Larvik	9,971235	59,227203	1343	23	2024
31355	Skjeggerød Kodal	Sandefjord	10,144444	59,203116	1215	23	2024
33150	Jarlsberg travbane	Tønsberg	10,366829	59,28148	121	23	2024
32996	Oserødveien 104	Færder	10,434487	59,186666	1557	23	2024
32708	Stub	Sandefjord	10,218795	59,120434	01	23	2024
31199	Sjølshagen	Holmestrand	10,236528	59,612221	97	23	2024
33905	Gloppeskogen Åsveien	Larvik	10,068795	59,04093	220	23	2024
31213	Skafjellveien Kvartsveien	Holmestrand	10,246922	59,579786	1825	23	2024
30863	Sagmyra	Sandefjord	10,137902	59,214706	1237	23	2024
30842	Gudum	Holmestrand	10,284373	59,496226	46	23	2024
33843	Bjørnefaret	Holmestrand	10,262927	59,497456	47	23	2024
34157	Buerstad	Færder	10,424597	59,175277	1551	23	2024
33100	Paulidalen	Horten	10,381135	59,395022	1174	23	2024
33094	Island	Holmestrand	10,217063	59,508717	42	23	2024
33864	Glenne	Færder	10,390135	59,142234	022	23	2024
31754	Lofterød Kirkeveien	Færder	10,405584	59,195645	02	23	2024
34010	Brattbakken	Sandefjord	10,331311	59,227228	129	23	2024
33654	Einarsrød	Sandefjord	10,226012	59,285843	1644	23	2024
33291	Amundrødveien Kjærnåsveien	Færder	10,388005	59,240165	116B	23	2024
32530	Nedre Langgate	Tønsberg	10,407114	59,266333	N116	23	2024
31441	Lardal ungdomsskole	Larvik	9,963288	59,401198	1373	23	2024
33867	Glenne Sandeveien	Horten	10,444208	59,382008	1187	23	2024
31411	Skjerpetoppen	Færder	10,369393	59,18203	02	23	2024
31454	Larvik sentrumsterminal 2	Larvik	10,028871	59,054077	214	23	2024
32897	Hvarnes skole	Larvik	9,935288	59,289348	1344	23	2024
30611	Torød kirke	Færder	10,443138	59,18144	1557	23	2024
32837	Ollebakken	Horten	10,476291	59,419986	023	23	2024
33824	Gjærvåg	Færder	10,390493	59,15117	022	23	2024
32895	Svinevoll	Tønsberg	10,238011	59,415591	121	23	2024
32567	Stiger	Sandefjord	10,288723	59,103222	162	23	2024
32761	Nøklegård	Horten	10,377675	59,429797	021	23	2024
32792	Sundbyfoss bru	Holmestrand	10,124557	59,515887	1913	23	2024
31509	Lauve	Larvik	10,048032	59,132447	1352	23	2024
33194	Tjøme kommunehus	Færder	10,393927	59,110835	022	23	2024
33192	Tjøllingvollen	Larvik	10,125323	59,05539	1135	23	2024
32453	Korsvik	Sandefjord	10,247444	59,103281	1233	23	2024
31506	Virik skole	Sandefjord	10,204837	59,124941	1201	23	2024
31095	Valleåsen	Tønsberg	10,265055	59,364167	1519	23	2024
31987	Holtan nordre	Sandefjord	10,257218	59,109497	168	23	2024
32852	Olsrødkrysset	Tønsberg	10,451598	59,274725	1656	23	2024
32097	Kiwi Torstrand	Larvik	10,04638	59,047188	1144	22	2024
33219	Kaldåker	Holmestrand	10,156314	59,553223	1916	22	2024
31323	Skinmoskogen	Larvik	10,137514	59,118979	03	22	2024
29598	Kobbervikdalen 104	Drammen	10,238581	59,7023	96	22	2024
30466	Granholmen	Sandefjord	10,214488	59,092034	1264	22	2024
33765	Gjekstadveien	Sandefjord	10,272766	59,128329	162	22	2024
32839	Svartsrød	Sandefjord	10,134509	59,208841	1216	22	2024
32900	Svinevoll øst	Tønsberg	10,239779	59,415832	1929	22	2024
31503	Laskenveien Grønnåsveien	Sandefjord	10,203419	59,135931	161	22	2024
32917	Hvitstein	Holmestrand	10,300646	59,486576	45	22	2024
30632	Ringveien Rosenlundveien	Sandefjord	10,215872	59,148566	172	22	2024
102694	Horten vgs.	Horten	10,489056	59,420794	02	22	2024
30875	Saltbustadveien	Færder	10,412576	59,175637	1551	22	2024
30892	Sand camping	Holmestrand	10,35313	59,453631	02	22	2024
33083	Innlaget	Tønsberg	10,487759	59,301152	1537	22	2024
34096	Bruaskauen	Færder	10,437765	59,226274	113B	22	2024
32985	Hystad	Sandefjord	10,223095	59,106267	1264	22	2024
30926	Sandefjord rutebilstasjon 1	Sandefjord	10,222073	59,134411	134	22	2024
33027	Hørdal	Sandefjord	10,237501	59,204409	1205	22	2024
31072	Sem kirke	Tønsberg	10,385237	59,291971	120	22	2024
31092	Hagalia	Larvik	10,053598	59,077436	1368	22	2024
31093	Hagalia	Larvik	10,053676	59,077413	208	22	2024
33057	Høyjord skole	Sandefjord	10,137693	59,366883	1598	22	2024
33950	Borgegrenda	Sandefjord	10,303035	59,253857	01	22	2024
31216	Hasle Tjøllingveien	Larvik	10,182792	59,062896	01	22	2024
33635	Færder vgs.	Tønsberg	10,410105	59,260414	100	22	2024
31672	Lindhøy skole	Færder	10,402777	59,107675	022	22	2024
31357	Haukerød Raveien	Sandefjord	10,192491	59,149144	1257	22	2024
32320	Solbergfeltet	Larvik	9,940632	59,405855	1349	22	2024
33521	Fritzøe Brygge	Larvik	10,02073	59,050435	206	22	2024
31787	Åsly	Sandefjord	10,336783	59,225014	1626	22	2024
32518	Steinsholt	Larvik	9,88258	59,312056	1330	22	2024
31514	Helgerød skole	Sandefjord	10,284856	59,148828	138	22	2024
31791	Lundebakken	Larvik	10,070069	59,031652	210	22	2024
31809	Ødegården	Larvik	10,089192	59,032406	220	22	2024
33480	Freberg	Sandefjord	10,270721	59,140697	138	22	2024
33473	Bakke rv. 35	Tønsberg	10,25409	59,398198	121	22	2024
31886	Holm	Larvik	10,115096	59,107332	1282	22	2024
32236	Moveien	Sandefjord	10,193913	59,145432	1215	22	2024
31911	Østersveien	Tønsberg	10,480858	59,2738	116B	22	2024
33409	Astoria	Færder	10,407797	59,24254	1622	22	2024
33390	Dunihagen	Holmestrand	10,222939	59,58271	93	22	2024
32524	Kronlia sør	Holmestrand	10,175204	59,504466	1913	22	2024
31344	Haukerød	Sandefjord	10,191681	59,147346	1215	22	2024
31948	Øståsveien	Sandefjord	10,322297	59,13354	163	22	2024
33377	Dronningens gate	Sandefjord	10,220319	59,13197	135	22	2024
33377	Dronningens gate	Sandefjord	10,220319	59,13197	1289	22	2024
33186	Tjæregrav	Færder	10,413217	59,186998	1551	22	2024
32034	Holtekjærtunet	Færder	10,406193	59,139309	02	22	2024
33815	Gjone vekta	Larvik	9,99523	59,170445	1352	22	2024
32068	Gullvingeveien	Tønsberg	10,360765	59,266476	130	22	2024
33323	Domsbru	Sandefjord	10,305828	59,21186	1651	22	2024
33113	Peder Bogensgate	Sandefjord	10,208933	59,136136	1285	22	2024
32080	Skolegata	Holmestrand	10,325467	59,481924	1900	22	2024
32081	Kirkevoll	Tønsberg	10,278287	59,417673	1937	22	2024
33211	Tjøme ungdomsskole	Færder	10,396148	59,121226	1664	22	2024
30855	Saga snuplass	Larvik	9,859712	59,134568	207	21	2024
32428	Spetalen	Larvik	10,207441	59,060865	221	21	2024
32963	Sørby	Sandefjord	10,281411	59,234439	1650	21	2024
33078	Indre havn	Sandefjord	10,239486	59,128108	162	21	2024
30946	Sandefjord vgs. II	Sandefjord	10,201219	59,131996	162	21	2024
31433	Langåker	Larvik	10,14383	59,123913	03	21	2024
30813	Grønseth	Holmestrand	10,083562	59,527231	44	21	2024
32896	Hvarnes skole	Larvik	9,935409	59,289182	215	21	2024
32958	Hvålsåsen	Sandefjord	10,306825	59,216532	1249	21	2024
32404	Solveien	Tønsberg	10,40909	59,256803	100	21	2024
33290	Djupedal	Larvik	10,198126	59,072219	1118	21	2024
30550	Torstrand	Larvik	10,055733	59,045929	01	21	2024
33722	Berger gård	Drammen	10,373323	59,545542	93	21	2024
32072	Kirkebakken Borre	Horten	10,459459	59,382756	023	21	2024
31963	Holt	Sandefjord	10,215019	59,263044	1648	21	2024
32203	Kjønnerød	Tønsberg	10,158914	59,382581	1569	21	2024
33007	Tangen Husvikveien	Tønsberg	10,467629	59,247031	111	21	2024
30696	Rybergsgate	Horten	10,475442	59,407528	1153	21	2024
30612	Ringveien Krokmoveien	Sandefjord	10,175444	59,131493	1281	21	2024
34049	Brekke	Larvik	9,932738	59,021769	1307	21	2024
104115	Nyveien	Holmestrand	10,321965	59,481167	46	21	2024
31527	Viulsrødåsen	Horten	10,39745	59,377945	021	21	2024
32040	Holtet	Larvik	9,855383	58,977448	1308	21	2024
32564	Kvelde Gylnaveien	Larvik	9,967435	59,190304	214	21	2024
32182	Skånesvingen	Horten	10,394793	59,430687	74	21	2024
33458	Døvlehavna	Sandefjord	10,286049	59,22013	1654	21	2024
30877	Saltkopp	Tønsberg	10,487811	59,333736	01	21	2024
34076	Brekkelia	Tønsberg	10,487476	59,293022	116A	21	2024
31829	Ødegården gamle Sørlandske	Holmestrand	10,247366	59,544254	1811	21	2024
31803	Ø. Fjellvei Øvreveien	Færder	10,403095	59,247642	100	21	2024
33771	Bjerke nord	Larvik	10,021717	59,154208	1353	21	2024
32359	Knausen	Larvik	10,054239	59,07468	011	21	2024
31314	Verdun	Færder	10,455419	59,209667	113B	21	2024
33057	Høyjord skole	Sandefjord	10,137693	59,366883	1516	21	2024
31104	Hagaveien	Larvik	10,046627	59,071983	208	21	2024
31682	Lindås	Larvik	9,988308	59,17954	214	21	2024
33595	Bekkeveien Rakkevik	Tønsberg	10,369788	59,262419	130	21	2024
33914	Bokeveien	Tønsberg	10,440728	59,27918	118	21	2024
32358	Knausen	Larvik	10,05337	59,074197	1283	21	2024
31215	Hasle Tjøllingveien	Larvik	10,182087	59,062834	01	21	2024
31219	Vear låven	Tønsberg	10,358066	59,254813	1626	21	2024
31657	Steinklossveien	Færder	10,452032	59,219979	1553	21	2024
31257	Skarphagaveien	Færder	10,421359	59,236391	100	21	2024
33899	Bogen snuplass	Sandefjord	10,326525	59,17981	1651	21	2024
33661	Berg nord Ramnes	Tønsberg	10,253608	59,360709	121	21	2024
33701	Ekely	Holmestrand	10,29195	59,499477	45	20	2024
29568	Dansrudveien	Drammen	10,233144	59,717392	96	20	2024
30970	Sando	Holmestrand	10,311266	59,540431	1817	20	2024
32357	Myrvang	Sandefjord	10,288087	59,226543	1640	20	2024
34050	Fevang nord	Sandefjord	10,233381	59,199221	1205	20	2024
31916	Lønnebakken	Larvik	10,106041	59,053282	01	20	2024
30870	Tvetene topp	Larvik	9,991314	59,039905	1303	20	2024
32018	Holtane	Færder	10,40202	59,144014	02	20	2024
33342	Anildrød	Færder	10,410259	59,201055	1546	20	2024
32239	Kleivbrottet	Holmestrand	10,319198	59,478732	42	20	2024
30904	Gunnestad	Færder	10,405236	59,221077	02	20	2024
32692	Stretre	Larvik	9,976576	58,994141	1104	20	2024
32430	Spetalen	Larvik	10,207318	59,060833	221	20	2024
31316	Skinmo	Larvik	10,134059	59,117145	03	20	2024
31804	Hjertnespromenaden	Sandefjord	10,223849	59,129735	168	20	2024
33717	Bergan	Larvik	10,009966	59,183352	1362	20	2024
31802	Hjertnes	Færder	10,423614	59,24494	113A	20	2024
31024	Sanniveien	Larvik	9,906723	59,012787	208	20	2024
33990	Farmandsveien	Tønsberg	10,406534	59,27589	124	20	2024
33146	Jarlsberg travbane	Tønsberg	10,36761	59,281715	011	20	2024
32500	Krokenskogen Sørvil	Sandefjord	10,18538	59,130621	1286	20	2024
31787	Åsly	Sandefjord	10,336783	59,225014	1634	20	2024
31054	Selvik	Holmestrand	10,262003	59,567604	1815	20	2024
32620	Nordbyen	Larvik	10,045712	59,068719	1285	20	2024
30734	Råstad søndre	Sandefjord	10,34819	59,246506	1636	20	2024
33979	Falkensten Løvøya	Horten	10,432645	59,441676	02	20	2024
33368	Dreng	Larvik	10,085693	59,034726	220	20	2024
32358	Knausen	Larvik	10,05337	59,074197	214	20	2024
33075	Pande syd	Tønsberg	10,31856	59,301339	1701	20	2024
32063	Meieriet	Sandefjord	10,199738	59,142493	1257	20	2024
32804	Odderud	Holmestrand	10,165878	59,534566	1916	20	2024
30505	Ramnes nord	Tønsberg	10,24672	59,350666	1517	20	2024
32603	Storevar	Sandefjord	10,330791	59,201369	1634	20	2024
33573	Furuhaug	Horten	10,439616	59,359518	01	20	2024
30490	Granlia terrasse	Holmestrand	10,288278	59,510628	47	20	2024
30815	Rørkoll vest	Sandefjord	10,247124	59,21623	01	20	2024
31148	Simestadgata	Holmestrand	10,223995	59,59246	97	20	2024
31155	Sivles vei Markveien	Drammen	10,398908	59,61544	1839	20	2024
31959	Holmestrandtoppen	Holmestrand	10,298001	59,48877	42	20	2024
32418	Kopstadkrysset	Horten	10,366311	59,423771	02	20	2024
33609	Beles vei Fenris vei	Tønsberg	10,455359	59,280679	118	20	2024
30465	Ra	Horten	10,438677	59,356854	023	20	2024
107850	Bakkane	Larvik	9,975261	59,031763	1304	20	2024
33391	Dunihagen	Holmestrand	10,222211	59,582853	93	20	2024
30834	Gudruns vei	Tønsberg	10,45752	59,277507	118	20	2024
34133	Brår	Tønsberg	10,254906	59,369206	1513	20	2024
30413	Tokenes	Færder	10,383899	59,175054	1546	20	2024
31226	Vear nord	Tønsberg	10,362854	59,261848	1707	20	2024
32855	Husøy brygge	Tønsberg	10,469131	59,239873	1614	20	2024
32125	Skotte	Tønsberg	10,416946	59,327579	02	20	2024
33880	Engøy	Sandefjord	10,308664	59,143467	163	19	2024
32684	Norkvelde syd	Larvik	9,961048	59,221288	214	19	2024
33748	Bettumveien	Tønsberg	10,251389	59,419164	120	19	2024
31592	Liabakken	Tønsberg	10,447275	59,261046	111	19	2024
33572	Furuhaug	Horten	10,439364	59,358943	01	19	2024
32356	Myrvang	Sandefjord	10,288216	59,226682	130	19	2024
33743	Eklund	Sandefjord	10,336153	59,210269	1644	19	2024
33712	Gavelstad	Larvik	9,975194	59,382606	1325	19	2024
31454	Larvik sentrumsterminal 2	Larvik	10,028871	59,054077	207	19	2024
31041	Habakken	Larvik	9,857469	59,030852	1304	19	2024
31481	Laskenkrysset	Sandefjord	10,182899	59,143923	1282	19	2024
31626	Hengsrød	Tønsberg	10,305543	59,392533	1184	19	2024
33953	Fagerliveien	Holmestrand	10,304248	59,482567	1929	19	2024
33110	Tempokrysset	Sandefjord	10,212401	59,136409	138	19	2024
32458	Stangeby	Færder	10,405698	59,215309	02	19	2024
31502	Helgeroa bedehus	Larvik	9,866798	58,993961	1316	19	2024
33453	Framnes Skagerak	Sandefjord	10,232249	59,121577	1270	19	2024
32134	Midtløkken	Tønsberg	10,412392	59,272055	1593	19	2024
110314	Brufoss	Larvik	9,99096	59,425413	214	19	2024
31294	Skauen gård	Færder	10,402974	59,146763	02	19	2024
32289	Munken kino	Larvik	10,033538	59,049808	208	19	2024
32288	Munken kino	Larvik	10,033122	59,050059	208	19	2024
31026	Gåsholt nord	Larvik	10,0677	59,209003	1361	19	2024
32340	Knapstad	Tønsberg	10,333486	59,388244	1184	19	2024
33119	Jahres fabrikker	Sandefjord	10,236967	59,108117	03	19	2024
33146	Jarlsberg travbane	Tønsberg	10,36761	59,281715	124	19	2024
32104	Melsomvik	Sandefjord	10,335791	59,222935	1636	19	2024
33214	Adal	Horten	10,416992	59,359681	021	19	2024
33031	Oterbekklina	Færder	10,449529	59,1934	1551	19	2024
31196	Hanevoll	Larvik	9,882516	59,323066	1325	19	2024
107409	Gallisveien	Sandefjord	10,155331	59,235661	150	19	2024
32334	Myre	Sandefjord	10,144688	59,353592	124	19	2024
30554	Revetal	Tønsberg	10,264833	59,370448	1180	19	2024
31864	Hole	Tønsberg	10,27319	59,331738	1508	19	2024
31086	Hagadalen	Holmestrand	10,365398	59,536564	93	19	2024
31269	Veibakken	Færder	10,401328	59,190737	02	19	2024
30939	Sandefjord vgs.	Sandefjord	10,203786	59,133438	1213	19	2024
30591	Ringshaug nordre	Tønsberg	10,497777	59,284177	116B	19	2024
33978	Falkensten Løvøya	Horten	10,434946	59,441351	74	19	2024
30593	Gressbanen	Tønsberg	10,414224	59,282168	1542	19	2024
32675	Landsrød	Færder	10,388622	59,177621	1546	19	2024
31003	Gåserud	Larvik	9,909073	59,350275	1330	19	2024
33999	Botne skole	Holmestrand	10,255128	59,497383	1924	19	2024
32797	Humleveien	Tønsberg	10,360966	59,272109	1636	19	2024
32916	Hvitstein	Holmestrand	10,300369	59,487196	1929	19	2024
33855	Gjønnes	Larvik	10,008987	59,164277	214	19	2024
33333	Kilen øst	Tønsberg	10,4308	59,273626	118	19	2024
103351	Gudumstien	Holmestrand	10,29353	59,494451	45	19	2024
33357	Flåtten syd	Sandefjord	10,169982	59,314164	1503	19	2024
33367	Fogstad	Holmestrand	10,100524	59,523979	1913	19	2024
33367	Fogstad	Holmestrand	10,100524	59,523979	42	19	2024
31831	Hof barnehage	Holmestrand	10,077546	59,539227	43	19	2024
30860	Gullerød	Tønsberg	10,434391	59,344747	02	19	2024
34130	Flekkenveien	Færder	10,403709	59,142478	02	19	2024
32600	Nilsesvingen	Sandefjord	10,246285	59,138463	162	19	2024
34128	Brygga Sandefjord	Sandefjord	10,225493	59,12827	161	19	2024
33438	Auli	Tønsberg	10,341453	59,283759	121	19	2024
33441	Framnes Rødvang	Sandefjord	10,233252	59,117535	168	19	2024
34085	Breviklia	Færder	10,43707	59,173569	113B	19	2024
31840	Hogsnes nedre	Tønsberg	10,363122	59,275891	130	18	2024
33244	Allum	Larvik	10,033143	59,164321	1362	18	2024
30946	Sandefjord vgs. II	Sandefjord	10,201219	59,131996	1250	18	2024
31491	Laskenveien Buveien	Sandefjord	10,201048	59,137517	161	18	2024
31232	Skallestad	Færder	10,443262	59,205028	112	18	2024
33264	Karlsro	Larvik	9,876316	58,988001	1111	18	2024
30448	Prinsegata	Larvik	10,03148	59,051082	208	18	2024
33795	Elgfaret	Holmestrand	10,268363	59,494604	1929	18	2024
31488	Helgeland	Larvik	9,92721	59,347759	1325	18	2024
32717	Stubberød	Larvik	10,061065	59,079411	011	18	2024
30503	Ramnes Tingvoll	Tønsberg	10,251682	59,347134	121	18	2024
31651	Herstad	Færder	10,407698	59,236384	1664	18	2024
31443	Viksfjord	Larvik	10,122689	59,048179	220	18	2024
30813	Grønseth	Holmestrand	10,083562	59,527231	1909	18	2024
106351	Hemkrysset	Larvik	10,195339	59,069054	221	18	2024
33616	Fylkeshuset	Tønsberg	10,416911	59,265194	114	18	2024
31215	Hasle Tjøllingveien	Larvik	10,182087	59,062834	1118	18	2024
98698	Skrivergården	Larvik	10,036003	59,059995	1283	18	2024
33110	Tempokrysset	Sandefjord	10,212401	59,136409	1295	18	2024
31665	Åmot Myreveien	Tønsberg	10,254525	59,38799	121	18	2024
30735	Råstad søndre	Sandefjord	10,346085	59,24586	1634	18	2024
32417	Kopstadkrysset	Horten	10,367773	59,423359	023	18	2024
32527	Steinsholt Stranda	Larvik	9,882993	59,308063	214	18	2024
33110	Tempokrysset	Sandefjord	10,212401	59,136409	1280	18	2024
31579	Helodden	Tønsberg	10,479295	59,260604	115	18	2024
30731	Råstad nordre	Tønsberg	10,349719	59,249666	130	18	2024
31298	Vennerød skole	Sandefjord	10,23723	59,269436	1648	18	2024
31180	Haneholmveien	Sandefjord	10,210169	59,126195	134	18	2024
34082	Fjellvang	Sandefjord	10,325518	59,228869	1626	18	2024
33863	Glenne	Færder	10,389663	59,141513	022	18	2024
30608	Grette Burmaveien	Tønsberg	10,342245	59,447375	1933	18	2024
32424	Kopstadkrysset Galleberg	Holmestrand	10,215099	59,616438	95	18	2024
31513	Helgerød skole	Sandefjord	10,284879	59,148763	138	18	2024
30695	Rybergsgate	Horten	10,476283	59,408042	70	18	2024
30675	Roveveien	Holmestrand	10,287728	59,494789	46	18	2024
33139	Thor Heyerdahl vgs.	Larvik	10,053735	59,050051	1339	18	2024
103185	Tokerød	Horten	10,409672	59,383548	70	18	2024
32594	Kvelde skole	Larvik	9,968242	59,191571	1365	18	2024
32272	Kleppane	Larvik	9,909539	59,112607	207	18	2024
31386	Skjelbred	Sandefjord	10,118741	59,375492	1569	18	2024
31039	Sauehaugen	Holmestrand	10,215958	59,624376	95	18	2024
33768	Gjelstad	Sandefjord	10,232724	59,111434	168	18	2024
32296	Klinestad	Sandefjord	10,203651	59,16463	1205	18	2024
33439	Aulilund	Tønsberg	10,355344	59,282324	01	18	2024
31757	Himbergvatninga	Tønsberg	10,300485	59,317634	121	18	2024
31122	Sevika	Færder	10,390977	59,178868	1546	18	2024
33835	Gjærvåg søndre	Færder	10,390543	59,144755	022	18	2024
31086	Hagadalen	Holmestrand	10,365398	59,536564	1817	18	2024
32713	Nykirke	Horten	10,384779	59,42448	1950	18	2024
31741	Åsenveien	Tønsberg	10,441022	59,275481	118	18	2024
31290	Haugen	Sandefjord	10,155203	59,129692	1281	17	2024
34143	Brøholt	Sandefjord	10,268894	59,207492	1659	17	2024
32553	Stenmalen	Tønsberg	10,411638	59,275457	021	17	2024
33566	Bekkajordet	Horten	10,451005	59,433441	1950	17	2024
31728	Linnestad nord	Tønsberg	10,303958	59,341888	1512	17	2024
31225	Vear nord	Tønsberg	10,362588	59,26178	1626	17	2024
33896	Erlandsen	Tønsberg	10,492662	59,330245	1537	17	2024
31737	Hillestad skole	Holmestrand	10,197705	59,509569	42	17	2024
33879	Glennetoppen	Færder	10,387088	59,138288	022	17	2024
31716	Hillestad	Holmestrand	10,189565	59,509137	1916	17	2024
31395	Skjelland	Sandefjord	10,1669	59,271071	150	17	2024
33749	Bettumveien	Tønsberg	10,25161	59,419155	120	17	2024
32391	Solnes	Sandefjord	10,335876	59,214639	1636	17	2024
32656	Strand leirsted	Sandefjord	10,282407	59,110024	162	17	2024
33724	Berger gård	Drammen	10,374599	59,546364	93	17	2024
32121	Kjelle	Tønsberg	10,403197	59,279953	126	17	2024
30402	Granbakken	Holmestrand	10,254817	59,573457	1800	17	2024
32606	Kverken	Larvik	10,063554	59,083227	214	17	2024
30413	Tokenes	Færder	10,383899	59,175054	02	17	2024
107927	Ryk	Tønsberg	10,239558	59,442937	1930	17	2024
32108	Kjeldåstoppen	Holmestrand	10,24132	59,657684	96	17	2024
32513	Kronlia øst	Holmestrand	10,176577	59,506175	42	17	2024
31091	Vallekjær	Færder	10,419842	59,150496	1609	17	2024
30505	Ramnes nord	Tønsberg	10,24672	59,350666	121	17	2024
32899	Svinevoll øst	Tønsberg	10,240055	59,41575	1525	17	2024
31698	Heum	Larvik	9,97141	59,167008	1353	17	2024
31518	Viulsrød	Horten	10,404703	59,380597	021	17	2024
32975	Hybbestadkrysset	Larvik	10,167283	59,089405	1116	17	2024
30814	Rørkoll vest	Sandefjord	10,247079	59,215549	01	17	2024
107542	Tønsberg rutebilstasjon 4	Tønsberg	10,411784	59,269772	111	17	2024
31506	Virik skole	Sandefjord	10,204837	59,124941	1200	17	2024
32083	Mellomskauen	Færder	10,392675	59,162006	022	17	2024
32480	Krokemoveien	Sandefjord	10,193312	59,129158	03	17	2024
31063	Sem	Tønsberg	10,33041	59,2827	1708	17	2024
32381	Mågerø	Færder	10,437869	59,156756	1609	17	2024
32246	Smitsrød	Tønsberg	10,303387	59,312359	1508	17	2024
106667	Gulli Undrumveien	Tønsberg	10,379289	59,314663	126	17	2024
33677	Ekeberg	Holmestrand	10,308225	59,480341	47	17	2024
32620	Nordbyen	Larvik	10,045712	59,068719	1295	17	2024
30930	Guslandsvingen	Larvik	9,912187	58,990772	1100	17	2024
33204	Tjøme sentrum Østveien	Færder	10,392632	59,115468	1575	17	2024
30572	Torrud nord	Holmestrand	9,996775	59,630825	43	17	2024
32215	Kjøpmannskjær syd	Færder	10,381635	59,169803	1605	17	2024
32296	Klinestad	Sandefjord	10,203651	59,16463	1217	17	2024
33524	Fritzøe Brygge	Larvik	10,022726	59,051171	1104	17	2024
33057	Høyjord skole	Sandefjord	10,137693	59,366883	1608	17	2024
31279	Haugberg nord	Sandefjord	10,130988	59,2914	124	17	2024
30758	Rødbøl	Larvik	10,112416	59,103623	1366	17	2024
33325	Kilen	Tønsberg	10,436403	59,273415	116	17	2024
34064	Brekke landhandel	Larvik	9,989617	58,987148	206	17	2024
31356	Skjeggerød Kodal	Sandefjord	10,144483	59,203188	150	17	2024
30928	Sandefjord rådhus	Sandefjord	10,219466	59,129324	1121	17	2024
30592	Gressbanen	Tønsberg	10,414739	59,28255	1582	17	2024
30593	Gressbanen	Tønsberg	10,414224	59,282168	021	17	2024
33202	Dalen Hanevoll	Larvik	9,891622	59,32961	214	17	2024
30604	Torød kirke	Færder	10,442296	59,181133	1560	17	2024
32061	Kind	Holmestrand	10,23071	59,580617	1803	17	2024
32048	Holtung	Tønsberg	10,197362	59,43524	1509	17	2024
30615	Ringveien Krokmoveien	Sandefjord	10,17531	59,131571	1283	17	2024
32675	Landsrød	Færder	10,388622	59,177621	1605	17	2024
30632	Ringveien Rosenlundveien	Sandefjord	10,215872	59,148566	139	17	2024
33148	Bøen skole	Sandefjord	10,103928	59,351114	124	17	2024
33077	Indre havn	Sandefjord	10,24013	59,128108	1233	17	2024
32992	Tandstad	Færder	10,418863	59,233322	100	17	2024
32933	Søbyholmen	Tønsberg	10,289652	59,420891	1182	17	2024
33190	Juveveien	Drammen	10,40211	59,617336	1814	17	2024
104115	Nyveien	Holmestrand	10,321965	59,481167	42	17	2024
33111	Tempokrysset	Sandefjord	10,212098	59,136282	138	17	2024
33738	Gipø barnehage	Færder	10,414951	59,222464	1551	17	2024
32195	Kjærås	Sandefjord	10,169209	59,288189	124	17	2024
31928	Holmen bru	Larvik	10,087356	59,192126	1364	17	2024
32373	Solliveien	Larvik	10,018381	59,016812	206	17	2024
33087	Innlaget Raveien	Sandefjord	10,195103	59,152103	01	17	2024
33924	Bommestad	Larvik	10,072145	59,088904	1356	17	2024
32332	Solerød	Tønsberg	10,368913	59,368822	126	17	2024
33057	Høyjord skole	Sandefjord	10,137693	59,366883	1569	16	2024
31241	Vear syd	Tønsberg	10,359343	59,256942	1626	16	2024
33725	Ekeneskrysset	Færder	10,430979	59,233146	112	16	2024
31283	Skauen	Færder	10,398581	59,187681	1605	16	2024
33960	Borgen nord	Sandefjord	10,214364	59,296932	124	16	2024
31877	Holhjem	Larvik	9,88792	58,985856	206	16	2024
33560	Bekk	Holmestrand	10,267383	59,480594	1918	16	2024
33555	Fugleveien Flaggspettveien	Færder	10,397845	59,244745	100	16	2024
33054	Paaskesgate	Horten	10,46007	59,424824	023	16	2024
31094	Sem skole	Tønsberg	10,332746	59,285219	1700	16	2024
33677	Ekeberg	Holmestrand	10,308225	59,480341	42	16	2024
31992	Øya	Larvik	10,061604	59,044596	1134	16	2024
33969	Gran søndre	Sandefjord	10,154645	59,345392	124	16	2024
31182	Vassvik	Larvik	9,992841	59,065011	207	16	2024
31066	Klokkerjordet	Holmestrand	10,21243	59,588516	93	16	2024
31432	Langåker	Larvik	10,142599	59,1233	1281	16	2024
30593	Gressbanen	Tønsberg	10,414224	59,282168	1541	16	2024
33837	Bjørndalen	Tønsberg	10,11399	59,420613	1569	16	2024
32121	Kjelle	Tønsberg	10,403197	59,279953	117	16	2024
33532	Fritzøe Villa	Larvik	10,014488	59,045119	01	16	2024
32730	Stuerød	Tønsberg	10,40412	59,316939	021	16	2024
31523	Viulsrødåsen	Horten	10,39837	59,377795	70	16	2024
32998	Tangen	Sandefjord	10,250115	59,099269	1233	16	2024
33591	Bekkeveien	Færder	10,421624	59,24728	113A	16	2024
33988	Borre	Horten	10,455827	59,38004	023	16	2024
32491	Stein	Sandefjord	10,307206	59,259136	01	16	2024
33224	Agnes	Larvik	10,031921	59,009718	206	16	2024
30912	Nordre Jarlsberg Brygge	Holmestrand	10,267622	59,566395	96	16	2024
