Stop	StopName	Kommunenavn	Lon	Lat	PublicLineNo	Reisende	År
107554	Tønsberg rutebilstasjon 17	Tønsberg	10,412142	59,27018	02	165 692	2023
107538	Tønsberg rutebilstasjon 16	Tønsberg	10,412491	59,26981	02	131 665	2023
107544	Tønsberg rutebilstasjon 6	Tønsberg	10,411902	59,269714	116A	96 984	2023
107548	Tønsberg rutebilstasjon 10	Tønsberg	10,41214	59,269597	130	95 414	2023
105825	Horten rutebilstasjon 2	Horten	10,485758	59,415039	02	90 034	2023
107538	Tønsberg rutebilstasjon 16	Tønsberg	10,412491	59,26981	113B	88 698	2023
107551	Tønsberg rutebilstasjon 13	Tønsberg	10,412318	59,26951	01	88 283	2023
107544	Tønsberg rutebilstasjon 6	Tønsberg	10,411902	59,269714	116B	87 732	2023
107554	Tønsberg rutebilstasjon 17	Tønsberg	10,412142	59,27018	113A	86 172	2023
107554	Tønsberg rutebilstasjon 17	Tønsberg	10,412142	59,27018	113B	85 577	2023
107547	Tønsberg rutebilstasjon 9	Tønsberg	10,41208	59,269626	116A	74 549	2023
107552	Tønsberg rutebilstasjon 14	Tønsberg	10,412377	59,26948	01	69 287	2023
33977	Borgheim	Færder	10,407674	59,225875	02	63 785	2023
107540	Tønsberg rutebilstasjon 2	Tønsberg	10,411665	59,269831	111	57 679	2023
105698	Sandefjord rutebilstasjon 2	Sandefjord	10,222156	59,134422	01	57 077	2023
104982	Larvik sentrumsterminal 3	Larvik	10,029542	59,053889	03	53 967	2023
107538	Tønsberg rutebilstasjon 16	Tønsberg	10,412491	59,26981	113A	53 345	2023
107542	Tønsberg rutebilstasjon 4	Tønsberg	10,411784	59,269772	115	48 502	2023
29303	Drammen busstasjon F	Drammen	10,20093	59,74052	96	45 717	2023
107543	Tønsberg rutebilstasjon 5	Tønsberg	10,411843	59,269743	120	44 822	2023
102458	Holmestrand stasjon 2	Holmestrand	10,312087	59,492495	02	40 208	2023
32738	Horten rutebilstasjon 1	Horten	10,485774	59,415163	71	39 098	2023
105828	Horten rutebilstasjon 5	Horten	10,485638	59,415262	01	37 717	2023
30927	Tønsberg stasjon	Tønsberg	10,410007	59,27144	01	37 154	2023
30495	Torggata	Horten	10,48248	59,41765	02	34 764	2023
31454	Larvik sentrumsterminal 2	Larvik	10,028871	59,054077	01	34 247	2023
30926	Sandefjord rutebilstasjon 1	Sandefjord	10,222073	59,134411	03	34 046	2023
33981	Borgheim	Færder	10,405705	59,226248	116A	33 884	2023
33642	Eiktoppen	Tønsberg	10,418993	59,291934	113B	32 936	2023
30554	Revetal	Tønsberg	10,264833	59,370448	120	32 345	2023
33482	Bakkenteigen	Horten	10,443446	59,367346	02	31 608	2023
33110	Tempokrysset	Sandefjord	10,212401	59,136409	01	29 933	2023
33642	Eiktoppen	Tønsberg	10,418993	59,291934	113A	29 248	2023
107547	Tønsberg rutebilstasjon 9	Tønsberg	10,41208	59,269626	116B	29 225	2023
99829	Larvik sentrumsterminal 1	Larvik	10,028581	59,054257	01	29 205	2023
30944	Sandefjord vgs.	Sandefjord	10,202927	59,133051	03	29 085	2023
32619	Nordbyen	Larvik	10,046149	59,068774	210	28 900	2023
32350	Solhøy	Horten	10,462895	59,39872	02	28 466	2023
31064	Sem	Tønsberg	10,331456	59,283364	01	28 014	2023
105701	Sandefjord rutebilstasjon 5	Sandefjord	10,222408	59,13446	172	26 854	2023
31131	Stuerød	Tønsberg	10,403892	59,316283	02	26 781	2023
33291	Amundrødveien Kjærnåsveien	Færder	10,388005	59,240165	116A	26 544	2023
33632	Færder vgs.	Tønsberg	10,410654	59,260473	116A	25 511	2023
32619	Nordbyen	Larvik	10,046149	59,068774	03	25 239	2023
105826	Horten rutebilstasjon 3	Horten	10,485395	59,414848	70	25 131	2023
32149	Kjær	Horten	10,441775	59,351508	02	25 006	2023
30592	Gressbanen	Tønsberg	10,414739	59,28255	02	23 990	2023
105700	Sandefjord rutebilstasjon 4	Sandefjord	10,222317	59,134446	01	23 288	2023
33139	Thor Heyerdahl vgs.	Larvik	10,053735	59,050051	208	23 236	2023
30620	Greveskogen	Tønsberg	10,417246	59,286833	113A	23 230	2023
31805	Hjertnespromenaden	Sandefjord	10,22348	59,129596	03	22 383	2023
33064	Teie torv	Færder	10,418393	59,251388	113B	22 260	2023
32158	Mistelteinen	Tønsberg	10,485492	59,283552	116A	22 237	2023
33481	Bakkenteigen	Horten	10,444594	59,369151	02	22 107	2023
33205	Kaldnes	Tønsberg	10,403509	59,263179	116B	22 074	2023
31236	Skallestad	Færder	10,442657	59,205506	113B	21 364	2023
30620	Greveskogen	Tønsberg	10,417246	59,286833	113B	21 144	2023
33371	Fokserød 3	Sandefjord	10,209298	59,177713	01	20 997	2023
107541	Tønsberg rutebilstasjon 3	Tønsberg	10,411725	59,269802	124	20 721	2023
99829	Larvik sentrumsterminal 1	Larvik	10,028581	59,054257	210	20 405	2023
107553	Tønsberg rutebilstasjon 15	Tønsberg	10,410546	59,270342	113	20 074	2023
30927	Tønsberg stasjon	Tønsberg	10,410007	59,27144	130	19 904	2023
33851	Enggata	Horten	10,48159	59,414509	02	19 878	2023
105367	Larvik sentrumsterminal 5	Larvik	10,030373	59,053421	210	19 463	2023
30533	Rasmussens gate	Horten	10,47849	59,410507	02	19 265	2023
30593	Gressbanen	Tønsberg	10,414224	59,282168	02	19 117	2023
32107	Skoppum stasjon	Horten	10,41096	59,390354	70	18 991	2023
33632	Færder vgs.	Tønsberg	10,410654	59,260473	116B	18 864	2023
33263	Alveveien	Tønsberg	10,420782	59,29522	113A	18 849	2023
30634	Robergrønningen	Tønsberg	10,428861	59,307408	113A	18 846	2023
33205	Kaldnes	Tønsberg	10,403509	59,263179	116A	18 552	2023
33254	Kanalen	Tønsberg	10,415168	59,259011	02	18 258	2023
32134	Midtløkken	Tønsberg	10,412392	59,272055	02	17 926	2023
32346	Solhøy	Horten	10,464073	59,400241	02	17 790	2023
31804	Hjertnespromenaden	Sandefjord	10,223849	59,129735	03	17 565	2023
33263	Alveveien	Tønsberg	10,420782	59,29522	113B	17 505	2023
33079	Teiehøyden	Færder	10,414234	59,25091	02	17 087	2023
33617	Fylkeshuset	Tønsberg	10,415538	59,26624	02	17 021	2023
30634	Robergrønningen	Tønsberg	10,428861	59,307408	113B	17 012	2023
33206	Tjøme sentrum Østveien	Færder	10,392879	59,115395	02	16 865	2023
33651	Føynland skole	Færder	10,449457	59,236106	113A	16 796	2023
31126	Sidsels vei	Tønsberg	10,421637	59,300991	113A	16 719	2023
32620	Nordbyen	Larvik	10,045712	59,068719	03	16 458	2023
31805	Hjertnespromenaden	Sandefjord	10,22348	59,129596	172	16 442	2023
31126	Sidsels vei	Tønsberg	10,421637	59,300991	113B	16 335	2023
32742	Horten vgs.	Horten	10,48905	59,420553	01	16 310	2023
30928	Sandefjord rådhus	Sandefjord	10,219466	59,129324	01	16 140	2023
32963	Sørby	Sandefjord	10,281411	59,234439	01	16 004	2023
105699	Sandefjord rutebilstasjon 3	Sandefjord	10,222243	59,134434	03	15 931	2023
32583	Stokke stasjon	Sandefjord	10,300683	59,220895	130	15 647	2023
33413	Astoria	Færder	10,408594	59,24264	02	15 488	2023
32739	Nyveien Jernbanegaten	Holmestrand	10,317204	59,487532	45	15 320	2023
30593	Gressbanen	Tønsberg	10,414224	59,282168	113B	15 063	2023
32081	Kirkevoll	Tønsberg	10,278287	59,417673	120	14 970	2023
33441	Framnes Rødvang	Sandefjord	10,233252	59,117535	03	14 945	2023
31281	Veldre	Larvik	9,987229	59,05104	03	14 738	2023
30593	Gressbanen	Tønsberg	10,414224	59,282168	113A	14 653	2023
33104	Jacobshøgda	Tønsberg	10,425075	59,304707	113A	14 606	2023
33987	Borre	Horten	10,456075	59,380007	02	14 506	2023
33377	Dronningens gate	Sandefjord	10,220319	59,13197	01	14 432	2023
33453	Framnes Skagerak	Sandefjord	10,232249	59,121577	03	14 394	2023
31945	Holmestrand stasjon 1	Holmestrand	10,311992	59,492469	45	14 353	2023
31051	Seljeveien	Tønsberg	10,463265	59,273208	116A	14 239	2023
32481	Stavern	Larvik	10,03732	58,99767	01	14 221	2023
32963	Sørby	Sandefjord	10,281411	59,234439	130	14 178	2023
105827	Horten rutebilstasjon 4	Horten	10,485556	59,414992	02	14 161	2023
33309	Andebu sentrum	Sandefjord	10,178262	59,305372	124	14 144	2023
31321	Haugsjordet	Færder	10,398267	59,12175	02	14 069	2023
32097	Kiwi Torstrand	Larvik	10,04638	59,047188	01	13 909	2023
104981	Larvik sentrumsterminal 4	Larvik	10,029421	59,053833	208	13 868	2023
33254	Kanalen	Tønsberg	10,415168	59,259011	113B	13 719	2023
32405	Mårveien	Tønsberg	10,468144	59,259271	115	13 622	2023
30592	Gressbanen	Tønsberg	10,414739	59,28255	113B	13 603	2023
34075	Brekkelia	Tønsberg	10,487408	59,292947	116A	13 543	2023
105702	Sandefjord rutebilstasjon 6	Sandefjord	10,222494	59,13447	161	13 423	2023
33976	Borgheim	Færder	10,407172	59,226693	02	13 390	2023
34095	Bromsveien	Horten	10,48763	59,422562	01	13 385	2023
31971	Løveid	Tønsberg	10,477128	59,271604	116B	13 341	2023
33080	Teiehøyden	Færder	10,41479	59,25197	02	13 332	2023
32715	Langgaten 38	Holmestrand	10,31815	59,487245	02	13 319	2023
33164	Johan Riefs gate	Horten	10,472141	59,405048	02	13 243	2023
31971	Løveid	Tønsberg	10,477128	59,271604	116A	13 048	2023
107550	Tønsberg rutebilstasjon 12	Tønsberg	10,412258	59,269539	011	13 039	2023
30926	Sandefjord rutebilstasjon 1	Sandefjord	10,222073	59,134411	01	12 900	2023
101849	Jarlsø	Tønsberg	10,473218	59,246976	111	12 868	2023
31147	Vardengrenda	Sandefjord	10,258672	59,124411	172	12 855	2023
107542	Tønsberg rutebilstasjon 4	Tønsberg	10,411784	59,269772	121	12 809	2023
30459	Tolvsrød	Tønsberg	10,472095	59,272192	116A	12 720	2023
33104	Jacobshøgda	Tønsberg	10,425075	59,304707	113B	12 708	2023
32097	Kiwi Torstrand	Larvik	10,04638	59,047188	210	12 653	2023
31051	Seljeveien	Tønsberg	10,463265	59,273208	116B	12 649	2023
33309	Andebu sentrum	Sandefjord	10,178262	59,305372	150	12 530	2023
30459	Tolvsrød	Tønsberg	10,472095	59,272192	116B	12 351	2023
30592	Gressbanen	Tønsberg	10,414739	59,28255	113A	12 336	2023
33988	Borre	Horten	10,455827	59,38004	02	12 318	2023
33065	Teie torv	Færder	10,418661	59,251358	113B	12 124	2023
30758	Rødbøl	Larvik	10,112416	59,103623	03	12 008	2023
32095	Melsom skole	Sandefjord	10,339631	59,231416	130	11 986	2023
33739	Bergsåsen	Tønsberg	10,249799	59,361685	120	11 909	2023
31058	Selvik skole	Holmestrand	10,279588	59,557509	96	11 898	2023
32072	Kirkebakken Borre	Horten	10,459459	59,382756	02	11 897	2023
31846	Hogsnes helsehus	Tønsberg	10,358179	59,268314	130	11 892	2023
33060	Paletten	Horten	10,460216	59,350116	01	11 882	2023
32551	Nes sykehjem	Tønsberg	10,451761	59,252351	111	11 776	2023
31598	Liaveien	Tønsberg	10,364678	59,265294	130	11 718	2023
32736	Horten ferjekai	Horten	10,488003	59,412325	01	11 610	2023
33065	Teie torv	Færder	10,418661	59,251358	113A	11 561	2023
33566	Bekkajordet	Horten	10,451005	59,433441	02	11 473	2023
32638	Kysthospitalet	Larvik	10,030016	58,988177	01	11 448	2023
32649	Nordre alle	Tønsberg	10,418307	59,288738	113B	11 435	2023
32913	Syrbekk Eikveien	Tønsberg	10,421573	59,297454	113A	11 430	2023
32852	Olsrødkrysset	Tønsberg	10,451598	59,274725	116A	11 393	2023
32913	Syrbekk Eikveien	Tønsberg	10,421573	59,297454	113B	11 291	2023
33348	Apenes	Horten	10,457169	59,425997	02	11 253	2023
31457	Heimdalkrysset	Tønsberg	10,42432	59,273896	116A	11 247	2023
32852	Olsrødkrysset	Tønsberg	10,451598	59,274725	116B	11 220	2023
31246	Vearveien	Tønsberg	10,361258	59,253228	130	11 213	2023
107554	Tønsberg rutebilstasjon 17	Tønsberg	10,412142	59,27018		11 186	2023
32649	Nordre alle	Tønsberg	10,418307	59,288738	113A	11 167	2023
33203	Kaldnes	Tønsberg	10,402872	59,263497	116A	11 167	2023
31945	Holmestrand stasjon 1	Holmestrand	10,311992	59,492469	47	11 166	2023
31017	Sandøsund	Færder	10,451027	59,081324	02	11 099	2023
30597	Torød	Færder	10,440623	59,179875	113B	10 878	2023
33779	Elgestad	Færder	10,408741	59,23264	02	10 873	2023
33273	Kastanjene	Larvik	10,035622	59,000216	01	10 871	2023
31773	Hjemseng	Færder	10,442387	59,221659	113B	10 838	2023
33617	Fylkeshuset	Tønsberg	10,415538	59,26624	113B	10 787	2023
32855	Husøy brygge	Tønsberg	10,469131	59,239873	113A	10 726	2023
32098	Kiwi Torstrand	Larvik	10,046257	59,047085	01	10 675	2023
32303	Solbakken	Sandefjord	10,210901	59,171874	01	10 657	2023
29339	Skistadbygget	Drammen	10,202702	59,738036	96	10 647	2023
33647	Eiktoppen	Tønsberg	10,419583	59,2926	113B	10 586	2023
103184	Tokerød	Horten	10,409393	59,383466	70	10 521	2023
31630	Linden Park	Horten	10,483403	59,408013	01	10 310	2023
33287	Amundrødveien Fugleveien	Færder	10,387725	59,242639	116A	10 309	2023
33064	Teie torv	Færder	10,418393	59,251388	113A	10 295	2023
32373	Solliveien	Larvik	10,018381	59,016812	01	10 207	2023
31063	Sem	Tønsberg	10,33041	59,2827	01	10 191	2023
33707	Gauterødveien	Tønsberg	10,463466	59,280616	01	10 091	2023
31476	Lasken Sem	Tønsberg	10,326132	59,278133	01	10 090	2023
32998	Tangen	Sandefjord	10,250115	59,099269	03	10 074	2023
31457	Heimdalkrysset	Tønsberg	10,42432	59,273896	116B	10 048	2023
32134	Midtløkken	Tønsberg	10,412392	59,272055	113B	10 029	2023
33813	Enga	Sandefjord	10,211827	59,087232	01	9 886	2023
104981	Larvik sentrumsterminal 4	Larvik	10,029421	59,053833	03	9 790	2023
31407	Vetan	Færder	10,430159	59,175187	113B	9 778	2023
30582	Ringkollen	Sandefjord	10,260415	59,117556	172	9 733	2023
31945	Holmestrand stasjon 1	Holmestrand	10,311992	59,492469	46	9 708	2023
33253	Kanalen	Tønsberg	10,415605	59,259639	02	9 659	2023
32800	Sundene	Færder	10,392342	59,16621	022	9 655	2023
32134	Midtløkken	Tønsberg	10,412392	59,272055	113A	9 638	2023
33521	Fritzøe Brygge	Larvik	10,02073	59,050435	01	9 620	2023
33647	Eiktoppen	Tønsberg	10,419583	59,2926	113A	9 593	2023
30969	Ulvø	Færder	10,447508	59,202233	113B	9 459	2023
31153	Vardenveien Ringkollen	Sandefjord	10,253761	59,120845	172	9 438	2023
30460	Pytterønningen	Færder	10,396199	59,120061	02	9 435	2023
33159	Tinghaug	Færder	10,406818	59,224236	02	9 385	2023
33142	Jareteigen skole	Tønsberg	10,422968	59,331523	02	9 288	2023
30585	Ringkollgrenda	Sandefjord	10,256912	59,118261	172	9 274	2023
33071	Ilebrekke	Tønsberg	10,47232	59,292842	01	9 274	2023
31458	Larvik stasjon	Larvik	10,029466	59,050889	01	9 201	2023
32739	Nyveien Jernbanegaten	Holmestrand	10,317204	59,487532	46	9 190	2023
32867	Husøyveien Kirkegata	Tønsberg	10,463587	59,238844	113A	9 185	2023
30498	Ramdal nord	Færder	10,392835	59,264253	116A	9 180	2023
31646	Åbol Landhandel	Sandefjord	10,219006	59,15209	172	9 171	2023
30923	Tønsberg rutebilstasjon 1	Tønsberg	10,411606	59,26986	118	9 146	2023
30910	Sande torv	Holmestrand	10,20709	59,587323	96	9 100	2023
30923	Tønsberg rutebilstasjon 1	Tønsberg	10,411606	59,26986	110	9 071	2023
32739	Nyveien Jernbanegaten	Holmestrand	10,317204	59,487532	47	9 016	2023
32802	Sundene	Færder	10,392133	59,166302	02	9 013	2023
99829	Larvik sentrumsterminal 1	Larvik	10,028581	59,054257	208	8 920	2023
30418	Porfyrsvingen	Holmestrand	10,248526	59,579733	96	8 826	2023
30627	Greveskogen	Tønsberg	10,417805	59,287475	113B	8 707	2023
32064	Skoger stasjon	Holmestrand	10,243781	59,672557	96	8 653	2023
30722	Råel øvre	Tønsberg	10,453967	59,266082	115	8 635	2023
32910	Tønsberg sykehus	Tønsberg	10,41674	59,272554	116A	8 600	2023
32500	Krokenskogen Sørvil	Sandefjord	10,18538	59,130621	03	8 585	2023
30939	Sandefjord vgs.	Sandefjord	10,203786	59,133438	03	8 539	2023
31103	Vallø	Tønsberg	10,493433	59,261224	115	8 493	2023
33376	Dronningens gate	Sandefjord	10,220464	59,132023	01	8 491	2023
34079	Brendsrød	Tønsberg	10,312469	59,267589	01	8 489	2023
29344	Knoffs gate	Drammen	10,2073	59,7366	96	8 462	2023
33024	Oterbekk	Færder	10,451769	59,196289	113B	8 453	2023
29629	Sagatun	Drammen	10,2489	59,6798	96	8 435	2023
30696	Rybergsgate	Horten	10,475442	59,407528	02	8 410	2023
32910	Tønsberg sykehus	Tønsberg	10,41674	59,272554	116B	8 383	2023
30432	Prestelia	Tønsberg	10,432345	59,303712	113B	8 367	2023
31286	Veldrebakken	Larvik	9,996808	59,046702	208	8 348	2023
31747	Åsgården	Horten	10,453902	59,350701	01	8 348	2023
33616	Fylkeshuset	Tønsberg	10,416911	59,265194	02	8 336	2023
30697	Grindløkka	Færder	10,412311	59,24698	02	8 321	2023
30481	Rakkevik	Tønsberg	10,367256	59,25662	130	8 279	2023
31461	Heimdalkrysset	Tønsberg	10,425403	59,273682	01	8 278	2023
32553	Stenmalen	Tønsberg	10,411638	59,275457	02	8 266	2023
107557	Sande stasjon 2	Holmestrand	10,205918	59,585063	96	8 158	2023
33678	Bergan	Færder	10,438412	59,209867	113B	8 154	2023
30627	Greveskogen	Tønsberg	10,417805	59,287475	113A	8 135	2023
33253	Kanalen	Tønsberg	10,415605	59,259639	113B	8 123	2023
31461	Heimdalkrysset	Tønsberg	10,425403	59,273682	116A	8 120	2023
31805	Hjertnespromenaden	Sandefjord	10,22348	59,129596	161	8 097	2023
32070	Meieriet	Sandefjord	10,198802	59,143028	01	8 067	2023
30876	Tveteneåsen	Larvik	9,991934	59,035733	208	8 036	2023
32620	Nordbyen	Larvik	10,045712	59,068719	208	8 034	2023
30443	Presterød skole	Tønsberg	10,459304	59,273689	116A	7 981	2023
32052	Masløveien	Færder	10,44977	59,220496	113B	7 968	2023
33191	Tjøllingvollen	Larvik	10,124583	59,055113	01	7 945	2023
32713	Nykirke	Horten	10,384779	59,42448	02	7 854	2023
30923	Tønsberg rutebilstasjon 1	Tønsberg	10,411606	59,26986	100	7 761	2023
31465	Larvik stasjon	Larvik	10,029969	59,050505	214	7 728	2023
30489	Rakkås	Tønsberg	10,405423	59,319877	02	7 724	2023
30443	Presterød skole	Tønsberg	10,459304	59,273689	116B	7 625	2023
31654	Åbolveien Beiteveien	Sandefjord	10,217829	59,157406	172	7 601	2023
33253	Kanalen	Tønsberg	10,415605	59,259639	113A	7 579	2023
33617	Fylkeshuset	Tønsberg	10,415538	59,26624	116A	7 565	2023
33524	Fritzøe Brygge	Larvik	10,022726	59,051171	01	7 543	2023
32294	Snippen	Tønsberg	10,457265	59,259423	115	7 536	2023
32710	Langerød Sem	Tønsberg	10,321942	59,274602	01	7 530	2023
106142	Klokkerjordet skole	Holmestrand	10,212441	59,586635	95	7 513	2023
33126	Pedersgata	Horten	10,468356	59,40263	02	7 505	2023
31332	Haugåkerveien	Færder	10,444015	59,234936	113A	7 491	2023
34072	Brekkegata	Larvik	10,07048	59,035056	210	7 485	2023
30873	Gullhaug	Holmestrand	10,257811	59,500177	46	7 432	2023
31065	Klokkerjordet	Holmestrand	10,212497	59,588463	96	7 367	2023
32871	Husøyveien Strandveien	Tønsberg	10,458618	59,239507	113A	7 366	2023
33481	Bakkenteigen	Horten	10,444594	59,369151	01	7 249	2023
30905	Sande stasjon 1	Holmestrand	10,205974	59,584991	96	7 241	2023
33616	Fylkeshuset	Tønsberg	10,416911	59,265194	113B	7 236	2023
33061	Paletten	Horten	10,461559	59,349871	01	7 232	2023
32943	Søndre Kleivan	Holmestrand	10,280355	59,516116	45	7 197	2023
30432	Prestelia	Tønsberg	10,432345	59,303712	113A	7 151	2023
30501	Ramdal syd	Færder	10,391663	59,260926	116A	7 149	2023
31804	Hjertnespromenaden	Sandefjord	10,223849	59,129735	161	7 120	2023
33482	Bakkenteigen	Horten	10,443446	59,367346	01	7 071	2023
32733	Nyrønninga	Tønsberg	10,48794	59,288439	116A	7 069	2023
33758	Bjellandveien 26	Tønsberg	10,358517	59,270174	130	7 056	2023
32222	Mosserød aldershjem	Sandefjord	10,209628	59,146667	172	7 050	2023
33988	Borre	Horten	10,455827	59,38004	01	7 049	2023
33139	Thor Heyerdahl vgs.	Larvik	10,053735	59,050051	215	7 036	2023
33376	Dronningens gate	Sandefjord	10,220464	59,132023	03	7 002	2023
31836	Hof skole	Holmestrand	10,074213	59,538208	44	6 975	2023
30936	Sandefjord stadion	Sandefjord	10,204966	59,134598	161	6 975	2023
31517	Viulsrød	Horten	10,40456	59,380579	70	6 961	2023
34118	Fjordgløtt	Færder	10,386306	59,247991	116A	6 941	2023
33616	Fylkeshuset	Tønsberg	10,416911	59,265194	113A	6 931	2023
33111	Tempokrysset	Sandefjord	10,212098	59,136282	01	6 922	2023
31857	Øhre øvre	Færder	10,425628	59,238869	113B	6 915	2023
30466	Granholmen	Sandefjord	10,214488	59,092034	01	6 897	2023
33192	Tjøllingvollen	Larvik	10,125323	59,05539	01	6 890	2023
31995	Øya	Larvik	10,0611	59,044607	01	6 871	2023
31092	Hagalia	Larvik	10,053598	59,077436	208	6 858	2023
31461	Heimdalkrysset	Tønsberg	10,425403	59,273682	116B	6 852	2023
31645	Herstad	Færder	10,408041	59,236521	02	6 851	2023
33254	Kanalen	Tønsberg	10,415168	59,259011	113A	6 840	2023
33110	Tempokrysset	Sandefjord	10,212401	59,136409	03	6 833	2023
31481	Laskenkrysset	Sandefjord	10,182899	59,143923	161	6 776	2023
34171	Busk snuplass	Sandefjord	10,276256	59,124434	161	6 765	2023
33077	Indre havn	Sandefjord	10,24013	59,128108	172	6 747	2023
32107	Skoppum stasjon	Horten	10,41096	59,390354	75	6 744	2023
107546	Tønsberg rutebilstasjon 8	Tønsberg	10,412021	59,269656	117	6 699	2023
31238	Skallevold	Tønsberg	10,500478	59,2932	116B	6 689	2023
33078	Indre havn	Sandefjord	10,239486	59,128108	03	6 660	2023
30612	Ringveien Krokmoveien	Sandefjord	10,175444	59,131493	03	6 647	2023
32574	Stjerneveien	Tønsberg	10,444462	59,268369	111	6 638	2023
31160	Vardeveien	Larvik	10,034643	59,003253	01	6 624	2023
30554	Revetal	Tønsberg	10,264833	59,370448	121	6 621	2023
33635	Færder vgs.	Tønsberg	10,410105	59,260414	116A	6 616	2023
30927	Tønsberg stasjon	Tønsberg	10,410007	59,27144	011	6 576	2023
31553	Volden	Tønsberg	10,494977	59,311417	01	6 568	2023
33642	Eiktoppen	Tønsberg	10,418993	59,291934	113	6 478	2023
33371	Fokserød 3	Sandefjord	10,209298	59,177713	011	6 473	2023
31463	Larvik stasjon	Larvik	10,030126	59,050651	03	6 459	2023
31463	Larvik stasjon	Larvik	10,030126	59,050651	210	6 431	2023
32909	Tønsberg sykehus	Tønsberg	10,417558	59,272913	01	6 413	2023
31465	Larvik stasjon	Larvik	10,029969	59,050505	011	6 372	2023
102168	Skallevoldveien	Tønsberg	10,496313	59,295086	116B	6 364	2023
30470	Ra ungdomsskole	Larvik	9,990934	59,047883	1315	6 335	2023
33617	Fylkeshuset	Tønsberg	10,415538	59,26624	113A	6 327	2023
30546	Rekkevik Rudjuveien	Larvik	10,074981	59,025441	210	6 317	2023
34180	Byskogen gamle skole	Larvik	10,055862	59,055777	210	6 304	2023
33110	Tempokrysset	Sandefjord	10,212401	59,136409	172	6 255	2023
32910	Tønsberg sykehus	Tønsberg	10,41674	59,272554	01	6 245	2023
33524	Fritzøe Brygge	Larvik	10,022726	59,051171	03	6 241	2023
30588	Ringshaug	Tønsberg	10,497231	59,279149	116B	6 237	2023
31836	Hof skole	Holmestrand	10,074213	59,538208	43	6 203	2023
30522	Ranvik	Sandefjord	10,219841	59,117272	01	6 178	2023
34032	Bregneveien	Færder	10,387557	59,235765	116A	6 170	2023
31357	Haukerød Raveien	Sandefjord	10,192491	59,149144	01	6 130	2023
31449	Larvik bibliotek	Larvik	10,032481	59,05619	03	6 125	2023
31066	Klokkerjordet	Holmestrand	10,21243	59,588516	96	6 113	2023
33121	Tenvik brygge	Færder	10,365639	59,174627	02	6 102	2023
32350	Solhøy	Horten	10,462895	59,39872	70	6 037	2023
30530	Ranvikbakken	Sandefjord	10,221236	59,112778	01	6 016	2023
33739	Bergsåsen	Tønsberg	10,249799	59,361685	121	6 005	2023
33360	Dreggveien	Færder	10,447693	59,208785	113B	5 990	2023
106044	Fokserød 1	Sandefjord	10,209939	59,178005	176	5 981	2023
31857	Øhre øvre	Færder	10,425628	59,238869	113A	5 977	2023
105702	Sandefjord rutebilstasjon 6	Sandefjord	10,222494	59,13447	138	5 946	2023
107555	Tønsberg rutebilstasjon 18	Tønsberg	10,412759	59,26988	023	5 946	2023
31760	Åsgårdstrand	Horten	10,467348	59,34926	01	5 926	2023
31804	Hjertnespromenaden	Sandefjord	10,223849	59,129735	172	5 901	2023
33849	Gjøklep ungdomsskole	Holmestrand	10,295658	59,483168	1923	5 886	2023
31886	Holm	Larvik	10,115096	59,107332	03	5 878	2023
105703	Sandefjord rutebilstasjon 7	Sandefjord	10,222574	59,134485	161	5 860	2023
33072	Teie veidele	Færder	10,415213	59,255624	02	5 835	2023
30556	Torstrand marked	Larvik	10,049347	59,046868	01	5 818	2023
34068	Brekke Åsgårdstrandveien	Tønsberg	10,484964	59,295625	01	5 803	2023
33312	Andebu skole	Sandefjord	10,172605	59,305631	124	5 782	2023
31992	Øya	Larvik	10,061604	59,044596	210	5 772	2023
32009	Skjerve	Færder	10,412342	59,20686	02	5 765	2023
33160	Johan Riefs gate	Horten	10,47242	59,405133	02	5 758	2023
30510	Granly skole	Tønsberg	10,417443	59,29069	1583	5 699	2023
30565	Torstrand marked	Larvik	10,049752	59,046708	01	5 690	2023
33120	Pedersgata	Horten	10,469244	59,40309	02	5 672	2023
30661	Grimestad	Færder	10,406019	59,136246	02	5 650	2023
32170	Kjærnås	Færder	10,406853	59,240226	02	5 621	2023
33377	Dronningens gate	Sandefjord	10,220319	59,13197	03	5 615	2023
32586	Nevlunghavn	Larvik	9,863078	58,972576	208	5 614	2023
31324	Haugtuft	Sandefjord	10,225147	59,191502	01	5 601	2023
30922	Sandefjord lufthavn Torp	Sandefjord	10,252285	59,179045	176	5 573	2023
32149	Kjær	Horten	10,441775	59,351508	01	5 555	2023
30620	Greveskogen	Tønsberg	10,417246	59,286833	113	5 543	2023
32063	Meieriet	Sandefjord	10,199738	59,142493	01	5 527	2023
32632	Fredrik Stangsgate øst	Sandefjord	10,300227	59,222629	130	5 514	2023
30863	Sagmyra	Sandefjord	10,137902	59,214706	150	5 509	2023
33325	Kilen	Tønsberg	10,436403	59,273415	116B	5 505	2023
31403	Vestsolveien	Tønsberg	10,443112	59,264665	111	5 464	2023
32395	Solstadbakken	Larvik	10,033221	59,007512	01	5 424	2023
33077	Indre havn	Sandefjord	10,24013	59,128108	03	5 409	2023
34036	Breidablikk	Færder	10,455676	59,218848	113B	5 400	2023
30642	Greveskogen vgs.	Tønsberg	10,416212	59,286401	022	5 381	2023
31457	Heimdalkrysset	Tønsberg	10,42432	59,273896	115	5 359	2023
30402	Granbakken	Holmestrand	10,254817	59,573457	96	5 358	2023
