OBJ.VEGOBJEKT-ID;OBJ.TYPE-ID;OBJ.VERSJON;MET.FØRSTE FOREKOMST;MET.OPPRETTET DATO;OBJ.STARTDATO;OBJ.SLUTTDATO;OBJ.SIST MODIFISERT;EGS.ALVORLIGHETSGRAD.5074;EGS.ULYKKESDATO.5055;EGS.ULYKKESKLOKKESLETT.5056;EGS.UKEDAG.5054;EGS.MÅNED (NY).11898;EGS.ULYKKESKODE.5066;EGS.ANTALL ENHETER (STK).5069;EGS.ANTALL DREPTE I ULYKKEN (STK).5070;EGS.ANTALL MEGET ALVORLIG SKADET (STK).5071;EGS.ANTALL ALVORLIG SKADET (STK).5072;EGS.ANTALL LETTERE SKADET (STK).5073;EGS.VEGTYPE.5075;EGS.STEDSFORHOLD.5076;EGS.FYSISK MIDTDELER/MIDTREKKVERK.5758;EGS.FORSTERKET VEGOPPMERKING.10736;EGS.DEKKETYPE.5077;EGS.FØREFORHOLD.5078;EGS.VÆRFORHOLD.5079;EGS.LYSFORHOLD.5080;EGS.KJØREFELTTYPE.5081;EGS.ANTALL KJØREFELT (STK).5082;EGS.TETTSTED.5083;EGS.VEGBREDDE (M).5084;EGS.FARTSGRENSE (KM/H).5085;EGS.VINTERDRIFTSKLASSE (NY).11899;EGS.TEMPERATUR (ºC).5086;EGS.HISTORISK VEGSTATUS.5163;EGS.HISTORISK VEGKATEGORI.5115;EGS.HISTORISK VEGNUMMER.5116;EGS.HISTORISK HP.5117;EGS.HISTORISK KILOMETERVERDI.5118;EGS.STEDFESTINGENS NØYAKTIGHET.5120;EGS.GEOMETRI, PUNKT.5123;EGS.REGULERING GANGFELT (NY).11904;EGS.REGULERING VEGKRYSS (NY).11905;EGS.UID (NY).11906;EGS.UKEDAGSTYPE (NY).11907;EGS.ULYKKESTYPE (NY).11908;EGS.ULYKKESTYPE UNDERKATEGORI (NY).11909;EGS.ÅR (NY).11910;EGS.ANTALL ANDRE ENHETER (NY) (STK).11911;EGS.ANTALL BUSS (NY) (STK).11912;EGS.ANTALL FOTGJENGERE (NY) (STK).11913;EGS.ANTALL LASTEBIL (NY) (STK).11914;EGS.ANTALL LETT MC (NY) (STK).11915;EGS.ANTALL MC (NY) (STK).11916;EGS.ANTALL MOPED (NY) (STK).11917;EGS.ANTALL PERSONBIL (NY) (STK).11918;EGS.ANTALL SKINNEGÅENDE MATERIELL (NY) (STK).11919;EGS.ANTALL LITEN ELEKTRISK MOTORVOGN (STK).12625;EGS.ANTALL SYKKEL (NY) (STK).11920;EGS.ANTALL TRAKTOR (NY) (STK).11921;EGS.ANTALL UKJENTE ENHETER (NY) (STK).11922;EGS.ANTALL VAREBIL (NY) (STK).11923;EGS.ÅDT (NY).11924;EGS.ATK, INFLUENSSTREKNING (NY).11925;EGS.FARTSDEMPENDE TILTAK (NY).11926;EGS.MC-SKINNE (NY).11927;EGS.VEGBELYSNING (NY).11928;EGS.FYLKENAVN (NY).11900;EGS.FYLKENUMMER (NY).11901;EGS.KOMMUNENAVN (NY).11902;EGS.KOMMUNENUMMER (NY).11903;EGS.HISTORISK VEGFASE (NY).11937;EGS.HISTORISK TRAFIKANTGRUPPE (NY).11935;EGS.HISTORISK ARM (NY).11929;EGS.HISTORISK VEGSTREKNING (NY).11938;EGS.HISTORISK VEGDELSTREKNING (NY).11936;EGS.HISTORISK METERVERDI (NY).11932;EGS.HISTORISK KRYSSDEL (NY).11930;EGS.HISTORISK KRYSSDEL METERVERDI (NY).11931;EGS.HISTORISK SIDEANLEGGSDEL (NY).11933;EGS.HISTORISK SIDEANLEGGSDEL METERVERDI (NY).11934;LOK.KOMMUNE;LOK.KOMMUNENUMMER;LOK.FYLKE;LOK.FYLKESNUMMER;LOK.RIKSVEGRUTE;LOK.KONTRAKTSOMRÅDE;VSR.VEGSYSTEMREFERANSE;VSR.VEGKATEGORI;VSR.FASE;VSR.VEGNUMMER;VSR.STREKNING;VSR.DELSTREKNING;VSR.FRA_METER;VSR.TIL_METER;LOK.VEGLENKESEKVENSID;LOK.STARTPOSISJON;LOK.SLUTTPOSISJON;LOK.RETNING;LOK.SIDEPOSISJON;LOK.KJØREFELT;LOK.TYPEVEG;LOK.LENGDE;REL.FORELDER;REL.BARN;GEOMETRI_1;GEOMETRI_2
1024072217;570;1;1;;24.06.2024;;2025-06-06T12:06:18;;24.06.2024;20:47:00;Mandag;6;Enslig kjøretøy kjørte utfor på venstre side i høyrekurve;1;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;5,1;60;Vinterdriftsklasse D;17;;Fylkesveg;303;;;;POINT (231849 6567689);Ukjent;Ikke i vegkryss;UID7456684160;Yrkesdøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2024;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2041;Nei;Nei;;Nei;Vestfold;39;Sandefjord;3907;V;K;Nei;4;1;2048;;;;;Sandefjord;3907;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2025,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030,3920 Elektro Vestfold 2025-2030;FV303 S4D1 m2048;Fylkesveg;Eksisterende;303;4;1;2048,407;2048,407;1175839;0,54053362;0,54053362;;;;enkelBilveg;0;;571:1024072218;231847,896;6567689,856
1024072221;570;1;1;;24.06.2024;;2025-06-06T12:06:18;;24.06.2024;20:00:00;Mandag;6;Kjørende fra fortau eller G/S-veg krysset kjørebanen på bortsiden av krysset;2;;;;;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;10,4;50;Vinterdriftsklasse C;20;;Fylkesveg;256;;;;POINT (217810 6560407);Ikke gangfelt;Vikepliktsregulert kryss (skilt 202, 204, 210);UID7648427174;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning uten avsvingning;2024;0;0;0;0;0;0;0;1;0;1;0;0;0;0;4400;Nei;Nei;;Ja;Vestfold;39;Larvik;3909;V;K;Nei;1;1;545;;;;;Larvik;3909;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2025,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030,3920 Elektro Vestfold 2025-2030;FV256 S1D1 m545;Fylkesveg;Eksisterende;256;1;1;544,58;544,58;1175817;0,52544384;0,52544384;;;;kanalisertVeg;0;;571:1024072222,571:1024072225;217815,05;6560406,79
1024072467;570;1;1;;16.05.2024;;2025-06-06T12:07:17;;16.05.2024;14:00:00;Torsdag;5;Fotgjenger krysset kjørebanen i gangfelt utenfor kryss;2;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Tettsted;8,1;40;Vinterdriftsklasse D;23;;Fylkesveg;3002;;;;POINT (216403 6558049);Gangfelt i kryss;Vikepliktsregulert kryss (skilt 202, 204, 210);UID2601599085;Yrkesdøgn;Fotgjenger/akende;Fotgjenger krysset kjørebanen;2024;0;0;1;0;0;0;0;1;0;0;0;0;0;0;6000;Nei;Ja;;Ja;Vestfold;39;Larvik;3909;V;K;Nei;1;1;1571;;;;;Larvik;3909;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2025,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030,3920 Elektro Vestfold 2025-2030;FV3002 S1D1 m1571;Fylkesveg;Eksisterende;3002;1;1;1571,222;1571,222;1175618;0,47071605;0,47071605;;;;enkelBilveg;0;;571:1024072468,571:1024072470;216402,957;6558048,471
1024072478;570;1;1;;29.06.2024;;2025-06-06T12:07:17;;29.06.2024;11:34:00;Lørdag;6;Enslig kjøretøy kjørte utfor på høyre side på rett vegstrekning;1;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Grus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;;30;;19;;Privat veg;18103;;;;POINT (237079 6600246);Ukjent;Ikke i vegkryss;UID2915307138;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2024;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;Nei;Nei;;Nei;Vestfold;39;Holmestrand;3903;V;K;Nei;1;1;9;;;;;Holmestrand;3903;Vestfold;39;;;PV18103 S1D1 m9;Privat veg;Eksisterende;18103;1;1;9,45;9,45;1166709;0,52497925;0,52497925;;;;enkelBilveg;0;;571:1024072479;237078,937;6600246,081
1024072550;570;1;1;;16.05.2024;;2025-06-06T12:07:59;;16.05.2024;15:08:00;Torsdag;5;Venstresving foran kjørende i motsatt retning;2;;;;;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Tettsted;13;60;Vinterdriftsklasse A;22;;Riksveg;400;;;;POINT (217206 6559490);Gangfelt i kryss;Vikepliktsregulert kryss (skilt 202, 204, 210);UID6965942465;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning hvor kjøretøy foretar avsvingning;2024;0;0;0;0;0;1;0;1;0;0;0;0;0;0;9600;Nei;Nei;;Ja;Vestfold;39;Larvik;3909;V;K;Nei;1;1;5097;;;;;Larvik;3909;Vestfold;39;RUTE3;9201 Vestfold og Telemark øst 2023-2028,9254 Vestfold og Telemark Øst Elektro 2023-2028,Vegoppmerking Sør 2023-2025;RV400 S1D1 m5097;Riksveg;Eksisterende;400;1;1;5096,716;5096,716;1175490;0,96943405;0,96943405;;;;kanalisertVeg;0;;571:1024072551,571:1024072567;217198,501;6559490,121
1024072919;570;1;1;;18.05.2024;;2025-06-06T12:10:12;;18.05.2024;17:25:00;Lørdag;5;Enslig kjøretøy kjørte på trafikkøy eller ende av midtdeler;1;;;;;Vanlig veg/gate;Rundkjøring;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;1;Ikke tettsted;;50;Vinterdriftsklasse A;24;;Europaveg;18;;;;POINT (214093 6556926);Gangfelt i kryss;Vikepliktsregulert kryss (skilt 202, 204, 210);UID0508266358;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2024;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;Nei;Nei;;Nei;Vestfold;39;Larvik;3909;V;K;Ja;30;10;3276;1;31;;;Larvik;3909;Vestfold;39;RUTE3;9201 Vestfold og Telemark øst 2023-2028,9254 Vestfold og Telemark Øst Elektro 2023-2028,Vegoppmerking Sør 2023-2025;EV18 S30D10 m3276 KD1 m32;Europaveg;Eksisterende;18;30;10;31,852;31,852;2680832;0,3254443;0,3254443;;;;rundkjøring;0;;571:1024072920;214093,903;6556919,21
1024072930;570;1;1;;21.05.2024;;2025-06-06T12:10:12;;21.05.2024;12:00:00;Tirsdag;5;Møting i kurve;2;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Tettsted;9,2;60;Vinterdriftsklasse D;20;;Fylkesveg;3062;;;;POINT (228525 6564421);Ukjent;Ikke i vegkryss;UID2010525963;Yrkesdøgn;Motsatt kjøreretning;Ulykke ved møting;2024;0;0;0;0;0;0;0;1;0;0;0;0;0;1;4000;Nei;Nei;;Ja;Vestfold;39;Sandefjord;3907;V;K;Nei;1;1;891;;;;;Sandefjord;3907;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2025,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030,3920 Elektro Vestfold 2025-2030;FV3062 S1D1 m891;Fylkesveg;Eksisterende;3062;1;1;890,861;890,861;1175666;0,11433317;0,11433317;;;;enkelBilveg;0;;571:1024072932,571:1024072934;228525,387;6564420,05
1024073011;570;1;1;;13.05.2024;;2025-06-06T12:10:42;;13.05.2024;08:19:00;Mandag;5;Kryssende kjøreretninger (uten avsvinging);2;;;;;Vanlig veg/gate;4 armet kryss (X-kryss);Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Tettsted;6,2;30;;14;;Kommunal veg;22290;;;;POINT (215663 6557856);Gangfelt utenfor kryss, ukjent regulering;Ukjent;UID6489602982;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning uten avsvingning;2024;0;0;0;0;0;0;1;0;0;0;0;0;0;1;;Nei;Ja;;Nei;Vestfold;39;Larvik;3909;V;K;Nei;5;1;110;;;;;Larvik;3909;Vestfold;39;;;KV22290 S5D1 m110;Kommunal veg;Eksisterende;22290;5;1;109,705;109,705;1149504;0,52505971;0,52505971;;;;enkelBilveg;0;;571:1024073012,571:1024073014;215664,051;6557856,935
1024073016;570;1;1;;31.05.2024;;2025-06-06T12:10:42;;31.05.2024;18:00:00;Fredag;5;Avsvinging til venstre foran kjørende i motsatt retning fra fortau eller G/S-veg;2;;;;;Vanlig veg/gate;Avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;4;Tettsted;9,1;40;Vinterdriftsklasse D;23;;Fylkesveg;3006;;;;POINT (216374 6556205);Ukjent;Ikke i vegkryss;UID9413385064;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved avsvinging fra motsatte kjøreretning;2024;0;0;0;0;0;0;0;1;0;0;1;0;0;0;600;Nei;Nei;;Ja;Vestfold;39;Larvik;3909;V;K;Nei;1;1;1777;;;;;Larvik;3909;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2025,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030,3920 Elektro Vestfold 2025-2030;FV3006 S1D1 m1777;Fylkesveg;Eksisterende;3006;1;1;1777,005;1777,005;1175616;0,82777471;0,82777471;;;;enkelBilveg;0;;571:1024073017,571:1024073019;216378;6556201,965
1024073026;570;1;1;;06.05.2024;;2025-06-06T12:10:42;;06.05.2024;17:25:00;Mandag;5;Enslig kjøretøy kjørte utfor på venstre side på rett vegstrekning;1;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;4,7;80;Vinterdriftsklasse D;21;;Fylkesveg;3064;;;;POINT (230914 6570423);Ikke gangfelt;Ikke i vegkryss;UID6043034493;Yrkesdøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2024;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1500;Nei;Nei;;Ja;Vestfold;39;Sandefjord;3907;V;K;Nei;2;1;803;;;;;Sandefjord;3907;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2025,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030,3920 Elektro Vestfold 2025-2030;FV3064 S2D1 m803;Fylkesveg;Eksisterende;3064;2;1;802,82;802,82;1175874;0,73227484;0,73227484;;;;enkelBilveg;0;;571:1024073027;230910,525;6570425,022
1024073324;570;1;1;;17.06.2024;;2025-06-06T12:12:20;;17.06.2024;11:06:00;Mandag;6;Møting etter oppstart fra stanset eller parkert stilling;2;;;;;Vanlig veg/gate;Annet (P-plass, torv, o. l.);Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Annet;2;Tettsted;9,4;50;;16;;Kommunal veg;31714;;;;POINT (215025 6557230);Ukjent;Ikke i vegkryss;UID5991577068;Yrkesdøgn;Motsatt kjøreretning;Ulykke ved møting;2024;0;0;0;0;0;0;0;1;0;0;1;0;0;0;;Nei;Nei;;Nei;Vestfold;39;Larvik;3909;V;K;Nei;1;1;43;;;;;Larvik;3909;Vestfold;39;;;KV31714 S1D1 m43;Kommunal veg;Eksisterende;31714;1;1;42,575;42,575;1149556;0,1352952;0,1352952;;;;enkelBilveg;0;;571:1024073322,571:1024073330;215022,733;6557229,375
1024073367;570;1;1;;27.02.2024;;2025-06-06T12:12:52;;27.02.2024;00:00:00;Tirsdag;2;Venstresving foran kjørende i motsatt retning;2;;;;;Vanlig veg/gate;Avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Tettsted;8,3;60;Vinterdriftsklasse C;3;;Fylkesveg;303;;;;POINT (226581 6561855);Ukjent;Ikke i vegkryss;UID8426293160;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning hvor kjøretøy foretar avsvingning;2024;0;0;0;0;0;0;0;2;0;0;0;0;0;0;11000;Nei;Nei;;Ja;Vestfold;39;Sandefjord;3907;V;K;Nei;2;1;6392;;;;;Sandefjord;3907;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2025,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030,3920 Elektro Vestfold 2025-2030;FV303 S2D1 m6392;Fylkesveg;Eksisterende;303;2;1;6392,435;6392,435;1175838;0,55118343;0,55118343;;;;enkelBilveg;0;;571:1024073368,571:1024073371;226579,113;6561855,986
1024073794;570;1;1;;19.08.2024;;2025-06-06T12:15:12;;19.08.2024;23:00:00;Mandag;8;Møting på rett vegstrekning;2;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Mørkt med vegbelysning;Vanlig kjørefelt;2;Tettsted;6,4;60;Vinterdriftsklasse D;15;;Fylkesveg;3218;;;;POINT (230294 6589720);Ukjent;Ikke i vegkryss;UID0400697844;Yrkesdøgn;Motsatt kjøreretning;Ulykke ved møting;2024;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2500;Nei;Nei;;Ja;Vestfold;39;Tønsberg;3905;V;K;Nei;1;1;1607;;;;;Tønsberg;3905;Vestfold;39;;3801 Vestfold nord 2021-2026,3820 Elektro øst 2021-2025,3850 Grønt Vestfold nord 2022-2026,3920 Elektro Vestfold 2025-2030;FV3218 S1D1 m1607;Fylkesveg;Eksisterende;3218;1;1;1607,296;1607,296;1175769;0,58109758;0,58109758;;;;enkelBilveg;0;;571:1024073795,571:1024073797;230294,049;6589721,048
1024073877;570;1;1;;21.08.2024;;2025-06-06T12:15:44;;21.08.2024;04:13:00;Onsdag;8;Møting i kurve;2;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Midtoppmerking;Asfalt, oljegrus;Våt, bar veg;Dårlig sikt, nedbør;Mørkt med vegbelysning;Vanlig kjørefelt;2;Ikke tettsted;11,2;80;;12;;Fylkesveg;310;;;;POINT (238829 6597007);Ukjent;Ikke i vegkryss;UID1493645970;Yrkesdøgn;Motsatt kjøreretning;Ulykke ved møting;2024;0;0;0;0;0;0;0;1;0;0;0;0;0;1;7123;Nei;Nei;;Nei;Vestfold;39;Horten;3901;V;K;Nei;1;1;1743;;;;;Horten;3901;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2025,3902 Vestfold øst vei 2025-2030,3952 Grønt Vestfold øst 2025-2030,3920 Elektro Vestfold 2025-2030;FV310 S1D1 m1743;Fylkesveg;Eksisterende;310;1;1;1742,719;1742,719;1175851;0,17646995;0,17646995;;;;enkelBilveg;0;;571:1024073878,571:1024073879;238827,585;6597010,362
1024074168;570;1;1;;07.07.2024;;2025-06-06T12:18:13;;07.07.2024;06:53:00;Søndag;7;Enslig kjøretøy kjørte på trafikkøy eller ende av midtdeler;1;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;;Ukjent;Asfalt, oljegrus;Våt, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Tettsted;14,1;60;Vinterdriftsklasse A;;;Riksveg;400;;;;POINT (216862 6556066);Ikke gangfelt;Ikke i vegkryss;UID8743178888;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2024;0;0;0;0;0;0;0;1;0;0;0;0;0;0;11258;Nei;Nei;;Ja;Vestfold;39;Larvik;3909;V;K;Nei;1;1;1343;;;;;Larvik;3909;Vestfold;39;RUTE3;9201 Vestfold og Telemark øst 2023-2028,9254 Vestfold og Telemark Øst Elektro 2023-2028,Vegoppmerking Sør 2023-2025;RV400 S1D1 m1343;Riksveg;Eksisterende;400;1;1;1343,185;1343,185;1175490;0,11315275;0,11315275;;;;kanalisertVeg;0;;571:1024074169;216858,831;6556064,142
1024074840;570;1;1;;01.07.2024;;2025-06-06T12:21:45;;01.07.2024;18:04:00;Mandag;7;Enslig kjøretøy kjørte utfor på høyre side i venstrekurve;1;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;5;80;Vinterdriftsklasse D;;;Fylkesveg;306;;;;POINT (217182 6586509);Ikke gangfelt;Ikke i vegkryss;UID1901440528;Yrkesdøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2024;0;0;0;0;0;1;0;0;0;0;0;0;0;0;270;Nei;Nei;;Nei;Vestfold;39;Sandefjord;3907;V;K;Nei;5;1;6894;;;;;Sandefjord;3907;Vestfold;39;;3801 Vestfold nord 2021-2026,3820 Elektro øst 2021-2025,3850 Grønt Vestfold nord 2022-2026,3920 Elektro Vestfold 2025-2030;FV306 S5D1 m6894;Fylkesveg;Eksisterende;306;5;1;6893,901;6893,901;1175541;0,36403786;0,36403786;;;;enkelBilveg;0;;571:1024074841;217184,988;6586509,07
1024075082;570;1;1;;27.06.2024;;2025-06-06T12:24;;27.06.2024;11:38:00;Torsdag;6;Kjørende fra fortau eller G/S-veg krysset kjørebanen på hitsiden av krysset;2;;;;;Vanlig veg/gate;Rundkjøring;Ja;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;10,2;80;;25;;Fylkesveg;35;;;;POINT (237532 6581697);Ikke gangfelt;Vikepliktsregulert kryss (skilt 202, 204, 210);UID5025033249;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning uten avsvingning;2024;0;0;0;0;0;0;0;1;0;0;1;0;0;0;7500;Nei;Nei;;Ja;Vestfold;39;Tønsberg;3905;V;K;Nei;1;1;875;;;;;Tønsberg;3905;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2025,3902 Vestfold øst vei 2025-2030,3952 Grønt Vestfold øst 2025-2030,3920 Elektro Vestfold 2025-2030;FV35 S1D1 m875;Fylkesveg;Eksisterende;35;1;1;875,327;875,327;1175822;0,97997563;0,97997563;;;;kanalisertVeg;0;;571:1024075083,571:1024075086;237531,87;6581693,471
1024075266;570;1;1;;04.10.2024;;2025-06-06T12:26:37;;04.10.2024;20:35:00;Fredag;10;Kryssende kjøreretninger (uten avsvinging);2;;;;;Vanlig veg/gate;4 armet kryss (X-kryss);Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Mørkt med vegbelysning;Vanlig kjørefelt;4;Tettsted;12,7;40;Vinterdriftsklasse D;;;Fylkesveg;3028;;;;POINT (226340 6564393);Gangfelt i kryss;Vikepliktsregulert kryss (skilt 202, 204, 210);UID1950844347;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning uten avsvingning;2024;0;0;0;0;0;0;0;2;0;0;0;0;0;0;3100;Nei;Nei;;Ja;Vestfold;39;Sandefjord;3907;V;K;Nei;2;1;6197;;;;;Sandefjord;3907;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2025,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030,3920 Elektro Vestfold 2025-2030;FV3028 S2D1 m6197;Fylkesveg;Eksisterende;3028;2;1;6196,984;6196,984;1175867;0,99065095;0,99065095;;;;kanalisertVeg;0;;571:1024075267,571:1024075335;226338,739;6564394,375
1024075303;570;1;1;;15.09.2024;;2025-06-06T12:26:37;;15.09.2024;14:34:00;Søndag;9;Venstresving foran kjørende i motsatt retning;2;;;;;Vanlig veg/gate;Avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Våt, bar veg;God sikt, nedbør;Dagslys;Vanlig kjørefelt;2;Tettsted;;30;;14;;Kommunal veg;36800;;;;POINT (227776 6562970);Ikke gangfelt;Ikke i vegkryss;UID6146444168;Helgedøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning hvor kjøretøy foretar avsvingning;2024;0;0;0;0;0;0;0;1;0;1;0;0;0;0;;Nei;Nei;;Nei;Vestfold;39;Sandefjord;3907;V;K;Nei;1;1;5;;;;;Sandefjord;3907;Vestfold;39;;;KV36800 S1D1 m5;Kommunal veg;Eksisterende;36800;1;1;5,157;5,157;1149170;0,16635426;0,16635426;;;;enkelBilveg;0;;571:1024075313,571:1024075366;227773,667;6562969,987
1024075414;570;1;1;;18.09.2024;;2025-06-06T12:27:27;;18.09.2024;19:02:00;Onsdag;9;Påkjøring forøvrig ved venstresving;2;;;;;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;6,4;50;Vinterdriftsklasse D;15;;Fylkesveg;3092;;;;POINT (238314 6574048);Ikke gangfelt;Vikepliktsregulert kryss (skilt 202, 204, 210);UID2969530572;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved avsvinging fra samme kjøreretning;2024;0;0;0;0;1;0;0;1;0;0;0;0;0;0;2000;Nei;Nei;;Ja;Vestfold;39;Færder;3911;V;K;Nei;1;1;2427;;;;;Færder;3911;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2025,3902 Vestfold øst vei 2025-2030,3952 Grønt Vestfold øst 2025-2030,3920 Elektro Vestfold 2025-2030;FV3092 S1D1 m2427;Fylkesveg;Eksisterende;3092;1;1;2426,698;2426,698;1175691;0,8595516;0,8595516;;;;enkelBilveg;0;;571:1024075415,571:1024075422;238312,079;6574045,086
1024075511;570;1;1;;20.09.2024;;2025-06-06T12:28:39;;20.09.2024;14:38:00;Fredag;9;Påkjøring bakfra;2;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Både midt- og kantoppmerking;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Ukjent;2;Ikke tettsted;10,2;80;;;;Fylkesveg;308;;;;POINT (237605 6581413);Ukjent;Ikke i vegkryss;UID4105369770;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2024;0;0;0;0;1;0;0;1;0;0;0;0;0;0;16343;Nei;Nei;;Ja;Vestfold;39;Tønsberg;3905;V;K;Nei;2;1;279;;;;;Tønsberg;3905;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2025,3902 Vestfold øst vei 2025-2030,3952 Grønt Vestfold øst 2025-2030,3920 Elektro Vestfold 2025-2030;FV308 S2D1 m279;Fylkesveg;Eksisterende;308;2;1;278,881;278,881;1175846;0,20758886;0,20758886;;;;enkelBilveg;0;;571:1024075512,571:1024075514;237602,361;6581412,137
