OBJ.VEGOBJEKT-ID;OBJ.TYPE-ID;OBJ.VERSJON;MET.FØRSTE FOREKOMST;MET.OPPRETTET DATO;OBJ.STARTDATO;OBJ.SLUTTDATO;OBJ.SIST MODIFISERT;EGS.ALVORLIGHETSGRAD.5074;EGS.ULYKKESDATO.5055;EGS.ULYKKESKLOKKESLETT.5056;EGS.UKEDAG.5054;EGS.MÅNED (NY).11898;EGS.ULYKKESKODE.5066;EGS.ANTALL ENHETER (STK).5069;EGS.ANTALL DREPTE I ULYKKEN (STK).5070;EGS.ANTALL MEGET ALVORLIG SKADET (STK).5071;EGS.ANTALL ALVORLIG SKADET (STK).5072;EGS.ANTALL LETTERE SKADET (STK).5073;EGS.VEGTYPE.5075;EGS.STEDSFORHOLD.5076;EGS.FYSISK MIDTDELER/MIDTREKKVERK.5758;EGS.FORSTERKET VEGOPPMERKING.10736;EGS.DEKKETYPE.5077;EGS.FØREFORHOLD.5078;EGS.VÆRFORHOLD.5079;EGS.LYSFORHOLD.5080;EGS.KJØREFELTTYPE.5081;EGS.ANTALL KJØREFELT (STK).5082;EGS.TETTSTED.5083;EGS.VEGBREDDE (M).5084;EGS.FARTSGRENSE (KM/H).5085;EGS.VINTERDRIFTSKLASSE (NY).11899;EGS.TEMPERATUR (ºC).5086;EGS.HISTORISK VEGSTATUS.5163;EGS.HISTORISK VEGKATEGORI.5115;EGS.HISTORISK VEGNUMMER.5116;EGS.HISTORISK HP.5117;EGS.HISTORISK KILOMETERVERDI.5118;EGS.STEDFESTINGENS NØYAKTIGHET.5120;EGS.GEOMETRI, PUNKT.5123;EGS.REGULERING GANGFELT (NY).11904;EGS.REGULERING VEGKRYSS (NY).11905;EGS.UID (NY).11906;EGS.UKEDAGSTYPE (NY).11907;EGS.ULYKKESTYPE (NY).11908;EGS.ULYKKESTYPE UNDERKATEGORI (NY).11909;EGS.ÅR (NY).11910;EGS.ANTALL ANDRE ENHETER (NY) (STK).11911;EGS.ANTALL BUSS (NY) (STK).11912;EGS.ANTALL FOTGJENGERE (NY) (STK).11913;EGS.ANTALL LASTEBIL (NY) (STK).11914;EGS.ANTALL LETT MC (NY) (STK).11915;EGS.ANTALL MC (NY) (STK).11916;EGS.ANTALL MOPED (NY) (STK).11917;EGS.ANTALL PERSONBIL (NY) (STK).11918;EGS.ANTALL SKINNEGÅENDE MATERIELL (NY) (STK).11919;EGS.ANTALL LITEN ELEKTRISK MOTORVOGN (STK).12625;EGS.ANTALL SYKKEL (NY) (STK).11920;EGS.ANTALL TRAKTOR (NY) (STK).11921;EGS.ANTALL UKJENTE ENHETER (NY) (STK).11922;EGS.ANTALL VAREBIL (NY) (STK).11923;EGS.ÅDT (NY).11924;EGS.ATK, INFLUENSSTREKNING (NY).11925;EGS.FARTSDEMPENDE TILTAK (NY).11926;EGS.MC-SKINNE (NY).11927;EGS.VEGBELYSNING (NY).11928;EGS.FYLKENAVN (NY).11900;EGS.FYLKENUMMER (NY).11901;EGS.KOMMUNENAVN (NY).11902;EGS.KOMMUNENUMMER (NY).11903;EGS.HISTORISK VEGFASE (NY).11937;EGS.HISTORISK TRAFIKANTGRUPPE (NY).11935;EGS.HISTORISK ARM (NY).11929;EGS.HISTORISK VEGSTREKNING (NY).11938;EGS.HISTORISK VEGDELSTREKNING (NY).11936;EGS.HISTORISK METERVERDI (NY).11932;EGS.HISTORISK KRYSSDEL (NY).11930;EGS.HISTORISK KRYSSDEL METERVERDI (NY).11931;EGS.HISTORISK SIDEANLEGGSDEL (NY).11933;EGS.HISTORISK SIDEANLEGGSDEL METERVERDI (NY).11934;LOK.KOMMUNE;LOK.KOMMUNENUMMER;LOK.FYLKE;LOK.FYLKESNUMMER;LOK.RIKSVEGRUTE;LOK.KONTRAKTSOMRÅDE;VSR.VEGSYSTEMREFERANSE;VSR.VEGKATEGORI;VSR.FASE;VSR.VEGNUMMER;VSR.STREKNING;VSR.DELSTREKNING;VSR.FRA_METER;VSR.TIL_METER;LOK.VEGLENKESEKVENSID;LOK.STARTPOSISJON;LOK.SLUTTPOSISJON;LOK.RETNING;LOK.SIDEPOSISJON;LOK.KJØREFELT;LOK.TYPEVEG;LOK.LENGDE;REL.FORELDER;REL.BARN;GEOMETRI_1;GEOMETRI_2
1024075976;570;1;1;;02.09.2024;;2025-06-06T12:32:31;;02.09.2024;20:26:00;Mandag;9;Kryssende kjøreretninger (uten avsvinging);2;;;;;Vanlig veg/gate;4 armet kryss (X-kryss);Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ukjent;;30;;13;;Kommunal veg;4240;;;;POINT (243415 6594587);Ikke gangfelt;Uregulert kryss, generell høyreregel (uten skilting);UID5408553981;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning uten avsvingning;2024;0;0;0;0;0;0;0;2;0;0;0;0;0;0;;Nei;Nei;;Nei;Vestfold;39;Horten;3901;V;K;Nei;1;1;74;;;;;Horten;3901;Vestfold;39;;;KV4240 S1D1 m74;Kommunal veg;Eksisterende;4240;1;1;74,052;74,052;1147844;0,16436186;0,16436186;;;;enkelBilveg;0;;571:1024075977,571:1024075978;243419,961;6594584,899
1024075989;570;1;1;;14.09.2024;;2025-06-06T12:32:31;;14.09.2024;09:22:00;Lørdag;9;Påkjøring bakfra;2;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;;50;Vinterdriftsklasse C;12;;Fylkesveg;3052;;;;POINT (228205 6565281);Ukjent;Ikke i vegkryss;UID8011472209;Helgedøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2024;0;0;0;0;0;0;0;1;0;0;1;0;0;0;9700;Nei;Nei;;Nei;Vestfold;39;Sandefjord;3907;V;K;Nei;1;1;9343;;;;;Sandefjord;3907;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2025,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030,3920 Elektro Vestfold 2025-2030;FV3052 S1D1 m5775;Fylkesveg;Eksisterende;3052;1;1;5775,026;5775,026;3126515;0,72770212;0,72770212;;;;enkelBilveg;0;;571:1024075990,571:1024075997;228200,911;6565277,014
1024076132;570;1;1;;09.12.2024;;2025-06-06T12:34:57;;09.12.2024;08:45:00;Mandag;12;Møting i kurve;2;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Snø / isbelagt veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ukjent;5;60;Vinterdriftsklasse D;-6;;Fylkesveg;3252;;;;POINT (230677 6621742);Ikke gangfelt;Ikke i vegkryss;UID3352388175;Yrkesdøgn;Motsatt kjøreretning;Ulykke ved møting;2024;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1000;Nei;Nei;;Ja;Vestfold;39;Holmestrand;3903;V;K;Nei;1;1;751;;;;;Holmestrand;3903;Vestfold;39;;3801 Vestfold nord 2021-2026,3820 Elektro øst 2021-2025,3850 Grønt Vestfold nord 2022-2026,3920 Elektro Vestfold 2025-2030;FV3252 S1D1 m751;Fylkesveg;Eksisterende;3252;1;1;750,672;750,672;1175791;0,60991166;0,60991166;;;;enkelBilveg;0;;571:1024076134,571:1024076136;230678,208;6621744,144
1024076156;570;1;1;;15.08.2024;;2025-06-06T12:34:57;;15.08.2024;11:35:00;Torsdag;8;Påkjøring av gjenstand i kjørebanen;1;;;;;Vanlig veg/gate;Planovergang;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Tettsted;;50;;20;;Kommunal veg;13550;;;;POINT (238963 6579632);Ikke gangfelt;Ikke i vegkryss;UID2506846500;Yrkesdøgn;Andre ulykker;Andre ulykker(parkering o.l);2024;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;Nei;Nei;;Nei;Vestfold;39;Tønsberg;3905;V;K;Nei;1;1;36;;;;;Tønsberg;3905;Vestfold;39;;;KV13550 S1D1 m36;Kommunal veg;Eksisterende;13550;1;1;35,812;35,812;1148632;0,11261471;0,11261471;;;;enkelBilveg;0;;571:1024076157;238963,31;6579632,584
1024076163;570;1;1;;05.09.2024;;2025-06-06T12:34:57;;05.09.2024;08:15:00;Torsdag;9;Venstresving foran kjørende i motsatt retning;2;;;;;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;6,3;50;;;;Fylkesveg;302;;;;POINT (213817 6556509);Ikke gangfelt;Vikepliktsregulert kryss (skilt 202, 204, 210);UID5627500388;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning hvor kjøretøy foretar avsvingning;2024;0;0;0;0;0;0;0;2;0;0;0;0;0;0;7900;Nei;Nei;;Nei;Vestfold;39;Larvik;3909;V;K;Nei;1;1;437;;;;;Larvik;3909;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2025,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030,3920 Elektro Vestfold 2025-2030;FV302 S1D1 m437;Fylkesveg;Eksisterende;302;1;1;436,765;436,765;1175836;0,04846499;0,04846499;;;;enkelBilveg;0;;571:1024076164,571:1024076172;213814,761;6556504,417
1024076292;570;1;1;;09.07.2024;;2025-06-06T12:35:46;;09.07.2024;15:38:00;Tirsdag;7;Påkjøring bakfra;2;;;;;Motorveg;Vegstrekning utenfor kryss/avkjørsel;Ja;Både midt- og kantoppmerking;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;4;Ikke tettsted;21,1;110;Vinterdriftsklasse A;22;;Europaveg;18;;;;POINT (236991 6595049);Ikke gangfelt;Ikke i vegkryss;UID5616943269;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2024;0;0;0;0;1;0;0;1;0;0;0;0;0;0;27799;Nei;Nei;;Ja;Vestfold;39;Horten;3901;V;K;Nei;40;1;4666;;;;;Horten;3901;Vestfold;39;RUTE3;9201 Vestfold og Telemark øst 2023-2028,9254 Vestfold og Telemark Øst Elektro 2023-2028,Vegoppmerking Sør 2023-2025;EV18 S40D1 m4666;Europaveg;Eksisterende;18;40;1;4665,742;4665,742;1669366;0,7938767;0,7938767;;;;kanalisertVeg;0;;571:1024076294,571:1024076296;236981,629;6595053,857
1024076365;570;1;1;;25.02.2024;;2025-06-06T12:38:01;;25.02.2024;16:10:00;Søndag;2;Møting på rett vegstrekning;2;;;;;Motorveg;Vegstrekning utenfor kryss/avkjørsel;Ja;Både midt- og kantoppmerking;Asfalt, oljegrus;Våt, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;4;Ikke tettsted;21,2;100;Vinterdriftsklasse A;4;;Europaveg;18;;;;POINT (227882 6613786);Ukjent;Ikke i vegkryss;UID8070470392;Helgedøgn;Motsatt kjøreretning;Ulykke ved møting;2024;0;0;0;0;0;0;0;2;0;0;0;0;0;0;27500;Nei;Nei;;Ja;Vestfold;39;Holmestrand;3903;V;K;Nei;43;1;7770;;;;;Holmestrand;3903;Vestfold;39;RUTE3;9201 Vestfold og Telemark øst 2023-2028,9254 Vestfold og Telemark Øst Elektro 2023-2028,Vegoppmerking Sør 2023-2025;EV18 S43D1 m7770;Europaveg;Eksisterende;18;43;1;7770,32;7770,32;2172088;0,13073863;0,13073863;;;;kanalisertVeg;0;;571:1024076366,571:1024076369;227892,022;6613789,911
1024076375;570;1;1;;14.06.2024;;2025-06-06T12:38:01;;14.06.2024;11:00:00;Fredag;6;Påkjøring bakfra;3;;;;;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Ja;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;1;Tettsted;17,4;60;Vinterdriftsklasse A;;;Fylkesveg;305;;;;POINT (226100 6565200);Ikke gangfelt;Ikke i vegkryss;UID3482044065;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2024;0;0;0;0;0;0;0;3;0;0;0;0;0;0;22000;Nei;Nei;;Nei;Vestfold;39;Sandefjord;3907;V;K;Nei;1;1;614;;;;;Sandefjord;3907;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2025,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030,3920 Elektro Vestfold 2025-2030;FV305 S1D1 m614;Fylkesveg;Eksisterende;305;1;1;613,664;613,664;1175526;0,08379685;0,08379685;;;;kanalisertVeg;0;;571:1024076376,571:1024076379,571:1024076382;226102,514;6565202,291
1024076383;570;1;1;;21.06.2024;;2025-06-06T12:38:01;;21.06.2024;10:51:00;Fredag;6;Enslig kjøretøy kjørte utfor på høyre side på rett vegstrekning;1;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Ukjent;2;Ikke tettsted;7,1;80;Vinterdriftsklasse B;20;;Fylkesveg;35;;;;POINT (227639 6603188);Ukjent;Ikke i vegkryss;UID7822627182;Yrkesdøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2024;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3000;Nei;Nei;;Nei;Vestfold;39;Holmestrand;3903;V;K;Nei;7;1;577;;;;;Holmestrand;3903;Vestfold;39;;3801 Vestfold nord 2021-2026,3820 Elektro øst 2021-2025,3850 Grønt Vestfold nord 2022-2026,3920 Elektro Vestfold 2025-2030;FV35 S7D1 m577;Fylkesveg;Eksisterende;35;7;1;576,85;576,85;1175826;0,51737354;0,51737354;;;;enkelBilveg;0;;571:1024076384;227643,652;6603189,013
1024076402;570;1;1;;09.08.2024;;2025-06-06T12:38:01;;09.08.2024;23:30:00;Fredag;8;Enslig kjøretøy kjørte utfor på høyre side på rett vegstrekning;1;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Mørkt med vegbelysning;Vanlig kjørefelt;2;Ikke tettsted;6,1;80;Vinterdriftsklasse B;15;;Fylkesveg;3186;;;;POINT (235885 6596105);Ikke gangfelt;Ikke i vegkryss;UID3586426911;Yrkesdøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2024;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2100;Nei;Nei;;Nei;Vestfold;39;Horten;3901;V;K;Nei;1;1;1143;;;;;Horten;3901;Vestfold;39;;3801 Vestfold nord 2021-2026,3820 Elektro øst 2021-2025,3850 Grønt Vestfold nord 2022-2026,3920 Elektro Vestfold 2025-2030;FV3186 S1D1 m1143;Fylkesveg;Eksisterende;3186;1;1;1143,178;1143,178;1175889;0,12532827;0,12532827;;;;enkelBilveg;0;;571:1024076403;235886,075;6596103,631
1024076427;570;1;1;;04.05.2024;;2025-06-06T12:38:01;;04.05.2024;12:20:00;Lørdag;5;Enslig kjøretøy kjørte utfor på høyre side i venstrekurve;1;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Grus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;;50;;18;;Privat veg;5550;;;;POINT (228886 6563419);Ukjent;Ikke i vegkryss;UID1127334859;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2024;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;Nei;Nei;;Nei;Vestfold;39;Sandefjord;3907;V;K;Nei;1;1;158;;;;;Sandefjord;3907;Vestfold;39;;;PV5550 S1D1 m158;Privat veg;Eksisterende;5550;1;1;158,129;158,129;1155864;0,15505148;0,15505148;;;;enkelBilveg;0;;571:1024076428;228885,12;6563418,253
1024076497;570;1;1;;10.06.2024;;2025-06-06T12:38:53;;10.06.2024;17:08:00;Mandag;6;Ulykke med uklart forløp ved kryssende kj.retn hvor ett el. begge kj.tøy svinger av;2;;;;;Vanlig veg/gate;Avkjørsel;;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;6,3;60;Vinterdriftsklasse D;18;;Fylkesveg;306;;;;POINT (226027 6592021);Ukjent;Ikke i vegkryss;UID6773155238;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning hvor kjøretøy foretar avsvingning;2024;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1000;Nei;Nei;;Nei;Vestfold;39;Tønsberg;3905;V;K;Nei;3;1;5693;;;;;Tønsberg;3905;Vestfold;39;;3801 Vestfold nord 2021-2026,3820 Elektro øst 2021-2025,3850 Grønt Vestfold nord 2022-2026,3920 Elektro Vestfold 2025-2030;FV306 S3D1 m5693;Fylkesveg;Eksisterende;306;3;1;5693,245;5693,245;1175539;0,6101546;0,6101546;;;;enkelBilveg;0;;571:1024076494,571:1024076504;226028,339;6592022,119
1024076588;570;1;1;;24.04.2024;;2025-06-06T12:39:55;;24.04.2024;21:00:00;Onsdag;4;Kjørende fra fortau eller G/S-veg krysset kjørebanen på bortsiden av krysset;2;;;;;Vanlig veg/gate;Rundkjøring;;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Mørkt med vegbelysning;Vanlig kjørefelt;2;Tettsted;10,5;50;;;;Fylkesveg;311;;;;POINT (241648 6579965);Skiltet gangfelt utenfor kryss;Ukjent;UID3663975349;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning uten avsvingning;2024;0;0;0;0;0;0;0;1;0;1;0;0;0;0;15000;Nei;Nei;;Ja;Vestfold;39;Tønsberg;3905;V;K;Nei;3;1;432;;;;;Tønsberg;3905;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2025,3902 Vestfold øst vei 2025-2030,3952 Grønt Vestfold øst 2025-2030,3920 Elektro Vestfold 2025-2030;FV311 S3D1 m432;Fylkesveg;Eksisterende;311;3;1;432,101;432,101;1175852;0,99440423;0,99440423;;;;kanalisertVeg;0;;571:1024076589,571:1024076590;241644,208;6579965,787
1024076598;570;1;1;;27.04.2024;;2025-06-06T12:39:55;;27.04.2024;23:37:00;Lørdag;4;Påkjøring bakfra;2;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Mørkt med vegbelysning;Vanlig kjørefelt;2;Ikke tettsted;7,3;60;Vinterdriftsklasse C;4;;Fylkesveg;256;;;;POINT (226856 6570425);Ukjent;Ikke i vegkryss;UID9686054184;Helgedøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2024;0;0;0;0;0;0;0;2;0;0;0;0;0;0;5000;Nei;Nei;;Ja;Vestfold;39;Sandefjord;3907;V;K;Nei;5;1;995;;;;;Sandefjord;3907;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2025,3902 Vestfold øst vei 2025-2030,3952 Grønt Vestfold øst 2025-2030,3920 Elektro Vestfold 2025-2030;FV256 S5D1 m995;Fylkesveg;Eksisterende;256;5;1;994,891;994,891;1175670;0,74818885;0,74818885;;;;enkelBilveg;0;;571:1024076595,571:1024076618;226857,762;6570423,104
1024076612;570;1;1;;29.01.2024;;2025-06-06T12:39:55;;29.01.2024;23:00:00;Mandag;1;Ulykke med uklart forløp hvor fotgjenger gikk langs eller oppholdt seg i kj.banen;2;;;;;Annet (plass m.m.);Annet (P-plass, torv, o. l.);;Ukjent;Ukjent;Ukjent;Ukjent;Ukjent;Annet;2;Tettsted;;;;;;Privat veg;99999;;;;POINT (226184 6564812);Ikke gangfelt;Ikke i vegkryss;UID7983725400;Yrkesdøgn;Fotgjenger/akende;Fotgjenger langs vegen eller i kjørebanen;2024;0;0;1;0;0;0;0;1;0;0;0;0;0;0;;Nei;Nei;;Nei;Vestfold;39;Sandefjord;3907;F;K;Nei;1;1;0;;;;;Lebesby;5624;Finnmark;56;;;PF99999 S1D1 m0;Privat veg;Fiktiv;99999;1;1;0;0;930223;0;0;;;;enkelBilveg;0;;571:1024076610,571:1024076619;;
1024076635;570;1;1;;03.04.2024;;2025-06-06T12:39:55;;03.04.2024;15:50:00;Onsdag;4;Møting på rett vegstrekning;2;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Tettsted;6,7;30;Vinterdriftsklasse C;4;;Fylkesveg;2990;;;;POINT (214578 6556665);Gangfelt utenfor kryss, ukjent regulering;Ikke i vegkryss;UID0422395390;Yrkesdøgn;Motsatt kjøreretning;Ulykke ved møting;2024;0;0;0;0;0;0;0;2;0;0;0;0;0;0;500;Nei;Nei;;Ja;Vestfold;39;Larvik;3909;V;K;Nei;1;1;4207;;;;;Larvik;3909;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2025,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030,3920 Elektro Vestfold 2025-2030;FV2990 S1D1 m4207;Fylkesveg;Eksisterende;2990;1;1;4206,949;4206,949;1175609;0,86562127;0,86562127;;;;enkelBilveg;0;;571:1024076637,571:1024076639;214577,766;6556664,198
1024076773;570;1;1;;06.04.2024;;2025-06-06T12:42:10;;06.04.2024;13:45:00;Lørdag;4;Høyresving foran kjørende i samme retning;2;;;;;Vanlig veg/gate;Rundkjøring;Nei;Ukjent;Asfalt, oljegrus;Våt, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;1;Ikke tettsted;5;60;;5;;Fylkesveg;325;;;;POINT (238417 6581688);Ukjent;Ukjent;UID5862418479;Helgedøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning hvor kjøretøy foretar avsvingning;2024;0;0;0;0;0;0;0;2;0;0;0;0;0;0;;Nei;Nei;;Nei;Vestfold;39;Tønsberg;3905;V;K;Nei;1;1;3910;1;53;;;Tønsberg;3905;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2025,3902 Vestfold øst vei 2025-2030,3952 Grønt Vestfold øst 2025-2030,3920 Elektro Vestfold 2025-2030;FV325 S1D1 m3910 KD1 m54;Fylkesveg;Eksisterende;325;1;1;53,561;53,561;1175475;0,53287801;0,53287801;;;;rundkjøring;0;;571:1024076774,571:1024076775;238416,277;6581687,992
1024076783;570;1;1;;15.04.2024;;2025-06-06T12:42:10;;15.04.2024;08:15:00;Mandag;4;Skifte av felt til høyre;2;;;;;Vanlig veg/gate;Rundkjøring;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Tettsted;5,1;40;Vinterdriftsklasse D;4;;Fylkesveg;3030;;;;POINT (226181 6564981);Gangfelt utenfor kryss, ukjent regulering;Ukjent;UID8724517606;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2024;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1500;Nei;Ja;;Ja;Vestfold;39;Sandefjord;3907;V;K;Nei;1;1;7731;;;;;Sandefjord;3907;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2025,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030,3920 Elektro Vestfold 2025-2030;FV3030 S1D1 m7731;Fylkesveg;Eksisterende;3030;1;1;7730,715;7730,715;1175636;0,99869982;0,99869982;;;;kanalisertVeg;0;;571:1024076784,571:1024076861;226181,258;6564974,954
1024076806;570;1;1;;13.04.2024;;2025-06-06T12:42:10;;13.04.2024;21:10:00;Lørdag;4;Enslig kjøretøy kjørte utfor på venstre side i høyrekurve;1;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Mørkt uten vegbelysning;Vanlig kjørefelt;2;Ikke tettsted;4,8;60;Vinterdriftsklasse D;;;Fylkesveg;3250;;;;POINT (230061 6620992);Ukjent;Ikke i vegkryss;UID4110395800;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2024;0;0;0;0;1;0;0;0;0;0;0;0;0;0;700;Nei;Nei;;Nei;Vestfold;39;Holmestrand;3903;V;K;Nei;2;1;5708;;;;;Holmestrand;3903;Vestfold;39;;3801 Vestfold nord 2021-2026,3820 Elektro øst 2021-2025,3850 Grønt Vestfold nord 2022-2026,3920 Elektro Vestfold 2025-2030;FV3250 S2D1 m5708;Fylkesveg;Eksisterende;3250;2;1;5707,998;5707,998;1175788;0,63980194;0,63980194;;;;enkelBilveg;0;;571:1024076807;230063,073;6620990,966
1024076810;570;1;1;;17.04.2024;;2025-06-06T12:42:10;;17.04.2024;08:28:00;Onsdag;4;Påkjøring bakfra;2;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Tettsted;7,5;50;Vinterdriftsklasse C;6;;Fylkesveg;3052;;;;POINT (226462 6566409);Ikke gangfelt;Ikke i vegkryss;UID4719746725;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2024;0;0;0;0;0;0;1;1;0;0;0;0;0;0;7000;Nei;Nei;;Ja;Vestfold;39;Sandefjord;3907;V;K;Nei;1;1;3223;;;;;Sandefjord;3907;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2025,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030,3920 Elektro Vestfold 2025-2030;FV3052 S1D1 m3223;Fylkesveg;Eksisterende;3052;1;1;3223,312;3223,312;1175648;0,34242719;0,34242719;;;;enkelBilveg;0;;571:1024076811,571:1024076813;226468,405;6566407,42
1024076850;570;1;1;;19.04.2024;;2025-06-06T12:42:10;;19.04.2024;14:29:00;Fredag;4;Møting i kurve;2;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;6,8;80;Vinterdriftsklasse D;5;;Fylkesveg;305;;;;POINT (223901 6570260);Ikke gangfelt;Ikke i vegkryss;UID6610981721;Yrkesdøgn;Motsatt kjøreretning;Ulykke ved møting;2024;0;0;0;0;0;0;0;2;0;0;0;0;0;0;3000;Nei;Nei;;Ja;Vestfold;39;Sandefjord;3907;V;K;Nei;2;1;3992;;;;;Sandefjord;3907;Vestfold;39;;3803 Vestfold syd 2022-2025,3820 Elektro øst 2021-2025,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030,3920 Elektro Vestfold 2025-2030;FV305 S2D1 m3992;Fylkesveg;Eksisterende;305;2;1;3992,382;3992,382;1175843;0,44109839;0,44109839;;;;enkelBilveg;0;;571:1024076772,571:1024076851;223903,713;6570260,814
