VEGOBJEKT-ID;TYPE-ID;VERSJON;FØRSTE FOREKOMST;STARTDATO;SLUTTDATO;SIST MODIFISERT;ALVORLIGHETSGRAD;ULYKKESDATO;ULYKKESKLOKKESLETT;UKEDAG;MÅNED (NY);ULYKKESKODE;ANTALL ENHETER (STK);ANTALL DREPTE I ULYKKEN (STK);ANTALL MEGET ALVORLIG SKADET (STK);ANTALL ALVORLIG SKADET (STK);ANTALL LETTERE SKADET (STK);VEGTYPE;STEDSFORHOLD;FYSISK MIDTDELER/MIDTREKKVERK;FORSTERKET VEGOPPMERKING;DEKKETYPE;FØREFORHOLD;VÆRFORHOLD;LYSFORHOLD;KJØREFELTTYPE;ANTALL KJØREFELT (STK);TETTSTED;VEGBREDDE (M);FARTSGRENSE (KM/H);VINTERDRIFTSKLASSE (NY);TEMPERATUR (ºC);HISTORISK VEGSTATUS;HISTORISK VEGKATEGORI;HISTORISK VEGNUMMER;HISTORISK HP;HISTORISK KILOMETERVERDI;STEDFESTINGENS NØYAKTIGHET;GEOMETRI, PUNKT;REGULERING GANGFELT (NY);REGULERING VEGKRYSS (NY);UID (NY);UKEDAGSTYPE (NY);ULYKKESTYPE (NY);ULYKKESTYPE UNDERKATEGORI (NY);ÅR (NY);ANTALL ANDRE ENHETER (NY) (STK);ANTALL BUSS (NY) (STK);ANTALL FOTGJENGERE (NY) (STK);ANTALL LASTEBIL (NY) (STK);ANTALL LETT MC (NY) (STK);ANTALL MC (NY) (STK);ANTALL MOPED (NY) (STK);ANTALL PERSONBIL (NY) (STK);ANTALL SKINNEGÅENDE MATERIELL (NY) (STK);ANTALL LITEN ELEKTRISK MOTORVOGN (STK);ANTALL SYKKEL (NY) (STK);ANTALL TRAKTOR (NY) (STK);ANTALL UKJENTE ENHETER (NY) (STK);ANTALL VAREBIL (NY) (STK);ÅDT (NY);ATK, INFLUENSSTREKNING (NY);FARTSDEMPENDE TILTAK (NY);MC-SKINNE (NY);VEGBELYSNING (NY);FYLKENAVN (NY);FYLKENUMMER (NY);KOMMUNENAVN (NY);KOMMUNENUMMER (NY);HISTORISK VEGFASE (NY);HISTORISK TRAFIKANTGRUPPE (NY);HISTORISK ARM (NY);HISTORISK VEGSTREKNING (NY);HISTORISK VEGDELSTREKNING (NY);HISTORISK METERVERDI (NY);HISTORISK KRYSSDEL (NY);HISTORISK KRYSSDEL METERVERDI (NY);HISTORISK SIDEANLEGGSDEL (NY);HISTORISK SIDEANLEGGSDEL METERVERDI (NY);LOK.KOMMUNE;LOK.KOMMUNENUMMER;LOK.FYLKE;LOK.FYLKESNUMMER;LOK.RIKSVEGRUTE;LOK.KONTRAKTSOMRÅDE;LOK.VEGSYSTEMREFERANSE;LOK.VEGKATEGORI;LOK.FASE;LOK.VEGNUMMER;LOK.STREKNING;LOK.DELSTREKNING;FRA METER;TIL METER;VEGLENKESEKVENSID;STARTPOSISJON;SLUTTPOSISJON;STREKNING.RETNING;SIDEPOSISJON;KJØREFELT;TYPEVEG;LENGDE;MOR;BARN;GEOMETRI;GEOMETRI_2;GEOMETRI_3
1019216683;570;1;1;03.04.2023;;2024-06-03T20:39:33;;03.04.2023;15:05:00;Mandag;4;Enslig kjøretøy kjørte utfor på høyre side i venstrekurve;1;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;7,3;70;Vinterdriftsklasse C;6;;Fylkesveg;303;;;;POINT (223391 6556717);Ukjent;Ikke i vegkryss;UID5081371746;Yrkesdøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2023;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4000;Nei;Nei;;Ja;Vestfold;39;Larvik;3909;V;K;Nei;1;1;10795;;;;;Larvik;3909;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2026,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030;FV303 S1D1 m10794;Fylkesveg;Eksisterende;303;1;1;10794,485;10794,485;1175837;0,69457608;0,69457608;;;;enkelBilveg;0;;571:1019216684;223391,07;6556714,51;2.255
1019217019;570;1;1;15.04.2023;;2024-06-03T20:43:13;;15.04.2023;22:35:00;Lørdag;4;Enslig kjøretøy kjørte utfor på venstre side i høyrekurve;1;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Mørkt med vegbelysning;Vanlig kjørefelt;2;Ikke tettsted;7;80;Vinterdriftsklasse D;7;;Fylkesveg;3130;;;;POINT (229610 6578651);Ukjent;Ikke i vegkryss;UID2217770700;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2023;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1300;Nei;Nei;;Ja;Vestfold;39;Sandefjord;3907;V;K;Nei;2;1;3830;;;;;Sandefjord;3907;Vestfold;39;;3803 Vestfold syd 2022-2025,3820 Elektro øst 2021-2026,3902 Vestfold øst vei 2025-2030,3952 Grønt Vestfold øst 2025-2030;FV3130 S2D1 m3830;Fylkesveg;Eksisterende;3130;2;1;3829,936;3829,936;1203110;0,32389413;0,32389413;;;;enkelBilveg;0;;571:1019217020;229608,02;6578650,69;64.94
1019217194;570;1;1;22.04.2023;;2024-06-03T20:45:04;;22.04.2023;11:37:00;Lørdag;4;Fotgjenger krysset kjørebanen utenfor kryss bak parkert eller stanset kjøretøy;2;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Tettsted;;30;;15;;Kommunal veg;34500;;;;POINT (226767 6564357);Ikke gangfelt;Ikke i vegkryss;UID7476328495;Helgedøgn;Fotgjenger/akende;Fotgjenger krysset kjørebanen;2023;0;0;1;0;0;0;0;1;0;0;0;0;0;0;;Nei;Nei;;Nei;Vestfold;39;Sandefjord;3907;V;K;Nei;1;1;60;;;;;Sandefjord;3907;Vestfold;39;;;KV34500 S1D1 m60;Kommunal veg;Eksisterende;34500;1;1;59,9;59,9;1149141;0,20966165;0,20966165;;;;enkelBilveg;0;;571:1019217195,571:1019217199;226770,76;6564356,47;4.057
1019217238;570;1;1;17.04.2023;;2024-06-03T20:45:04;;17.04.2023;19:59:00;Mandag;4;Enslig kjøretøy kjørte utfor på høyre side i venstrekurve;1;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;5,7;80;Vinterdriftsklasse D;;;Fylkesveg;3030;;;;POINT (220686 6561707);Ukjent;Ikke i vegkryss;UID7143078578;Yrkesdøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2023;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1000;Nei;Nei;;Nei;Vestfold;39;Sandefjord;3907;V;K;Nei;1;1;606;;;;;Sandefjord;3907;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2026,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030;FV3030 S1D1 m606;Fylkesveg;Eksisterende;3030;1;1;606,342;606,342;1175636;0,07847362;0,07847362;;;;enkelBilveg;0;;571:1019217240;220684,62;6561707,36;60.961
1019217823;570;1;1;30.12.2023;;2024-06-03T20:50:51;;30.12.2023;22:48:00;Lørdag;12;Enslig kjøretøy kjørte utfor på høyre side i venstrekurve;1;;;;;Motorveg;Vegstrekning utenfor kryss/avkjørsel;Ja;Både midt- og kantoppmerking;Asfalt, oljegrus;Delvis snø / isbelagt veg;God sikt, opphold;Mørkt med vegbelysning;Ukjent;4;Ikke tettsted;24,2;110;Vinterdriftsklasse A;-1;;Europaveg;18;;;;POINT (236961 6584852);Ukjent;Ikke i vegkryss;UID2617815965;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2023;0;0;0;0;0;0;0;1;0;0;0;0;0;0;33210;Nei;Nei;;Ja;Vestfold;39;Tønsberg;3905;V;K;Nei;39;1;1618;;;;;Tønsberg;3905;Vestfold;39;RUTE3 2014-2023 / 2018-2029;9201 Vestfold og Telemark øst 2023-2028,9254 Vestfold og Telemark Øst Elektro 2023-2028,Vegoppmerking Sør 2023-2025;EV18 S39D1 m1618;Europaveg;Eksisterende;18;39;1;1618,133;1618,133;1669523;0,92529399;0,92529399;;;;kanalisertVeg;0;;571:1019217824;236957,69;6584854,68;18.568
1019217954;570;1;1;01.11.2023;;2024-06-03T20:51:54;;01.11.2023;14:51:00;Onsdag;11;Enslig kjøretøy kjørte utfor på venstre side på rett vegstrekning;1;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;7,2;70;Vinterdriftsklasse B;1;;Fylkesveg;40;;;;POINT (216795 6565501);Ukjent;Ikke i vegkryss;UID2187623852;Yrkesdøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2023;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3900;Nei;Nei;;Nei;Vestfold;39;Larvik;3909;V;K;Nei;1;1;5786;;;;;Larvik;3909;Vestfold;39;;3803 Vestfold syd 2022-2025,3820 Elektro øst 2021-2026,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030;FV40 S1D1 m5786;Fylkesveg;Eksisterende;40;1;1;5786,257;5786,257;1175491;0,66563687;0,66563687;;;;enkelBilveg;0;;571:1019217955;216801,69;6565498,64;19.269
1019218065;570;1;1;02.11.2023;;2024-06-03T20:53;;02.11.2023;21:02:00;Torsdag;11;Påkjøring bakfra;3;;;;;Motorveg;Vegstrekning utenfor kryss/avkjørsel;;Midtoppmerking;Asfalt, oljegrus;Ukjent;Ukjent;Ukjent;Vanlig kjørefelt;4;Ikke tettsted;21,2;100;Vinterdriftsklasse A;;;Europaveg;18;;;;POINT (228487 6607349);Ukjent;Ikke i vegkryss;UID2986845840;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2023;0;0;0;0;0;0;0;3;0;0;0;0;0;0;27000;Nei;Nei;;Nei;Vestfold;39;Holmestrand;3903;V;K;Nei;43;1;1008;;;;;Holmestrand;3903;Vestfold;39;RUTE3 2014-2023 / 2018-2029;9201 Vestfold og Telemark øst 2023-2028,9254 Vestfold og Telemark Øst Elektro 2023-2028,Vegoppmerking Sør 2023-2025;EV18 S43D1 m1008;Europaveg;Eksisterende;18;43;1;1007,889;1007,889;2172084;0,81990607;0,81990607;;;;kanalisertVeg;0;;571:1019218066,571:1019218075,571:1019218077;228495,79;6607353,85;103.088
1019218081;570;1;1;02.11.2023;;2024-06-03T20:53;;02.11.2023;19:30:00;Torsdag;11;Fotgjenger krysset kjørebanen foran venstresvingende kjøretøy i kryss;2;;;;;Vanlig veg/gate;4 armet kryss (X-kryss);Nei;Ukjent;Asfalt, oljegrus;Våt, bar veg;Dårlig sikt, nedbør;Mørkt med vegbelysning;Vanlig kjørefelt;2;Tettsted;;40;;2;;Kommunal veg;23200;;;;POINT (225045 6566462);Gangfelt i kryss;Vikepliktsregulert kryss (skilt 202, 204, 210);UID1591023914;Yrkesdøgn;Fotgjenger/akende;Fotgjenger krysset kjørebanen;2023;0;0;1;0;0;0;0;1;0;0;0;0;0;0;;Nei;Ja;;Nei;Vestfold;39;Sandefjord;3907;V;K;Nei;2;1;595;;;;;Sandefjord;3907;Vestfold;39;;;KV23200 S2D1 m595;Kommunal veg;Eksisterende;23200;2;1;594,844;594,844;1148962;0,96361549;0,96361549;;;;kanalisertVeg;0;;571:1019217979,571:1019218082;225047,30;6566464,15;77.964
1019218105;570;1;1;06.12.2023;;2024-06-03T20:54:05;;06.12.2023;15:07:00;Onsdag;12;Venstresving foran kjørende i motsatt retning;3;;;;;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Nei;Ukjent;Asfalt, oljegrus;Snø / isbelagt veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;9,9;60;Vinterdriftsklasse B;-7;;Fylkesveg;35;;;;POINT (229865 6596014);Ukjent;Vikepliktsregulert kryss (skilt 202, 204, 210);UID2876143525;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning hvor kjøretøy foretar avsvingning;2023;0;0;0;1;0;0;0;1;0;0;0;0;0;1;5345;Nei;Nei;;Ja;Vestfold;39;Tønsberg;3905;V;K;Nei;4;1;3986;;;;;Tønsberg;3905;Vestfold;39;;3801 Vestfold nord 2021-2026,3820 Elektro øst 2021-2026,3850 Grønt Vestfold nord 2022-2026;FV35 S4D1 m3986;Fylkesveg;Eksisterende;35;4;1;3986,244;3986,244;1175825;0,53467607;0,53467607;;;;enkelBilveg;0;;571:1019218107,571:1019218109,571:1019218110;229865,58;6596015,33;41.47
1019218170;570;1;1;04.11.2023;;2024-06-03T20:54:05;;04.11.2023;22:02:00;Lørdag;11;Enslig kjøretøy kjørte utfor på venstre side i høyrekurve;1;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Våt, bar veg;Dårlig sikt, nedbør;Mørkt uten vegbelysning;Vanlig kjørefelt;2;Ikke tettsted;5,5;80;Vinterdriftsklasse D;3;;Fylkesveg;3072;;;;POINT (228528 6575959);Ukjent;Ikke i vegkryss;UID8477663449;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2023;0;0;0;0;0;0;0;1;0;0;0;0;0;0;600;Nei;Nei;;Nei;Vestfold;39;Sandefjord;3907;V;K;Nei;1;1;2272;;;;;Sandefjord;3907;Vestfold;39;;3803 Vestfold syd 2022-2025,3820 Elektro øst 2021-2026,3902 Vestfold øst vei 2025-2030,3952 Grønt Vestfold øst 2025-2030;FV3072 S1D1 m2272;Fylkesveg;Eksisterende;3072;1;1;2271,952;2271,952;1175875;0,22969936;0,22969936;;;;enkelBilveg;0;;571:1019218165;228531,62;6575965,82;55.834
1019218184;570;1;1;30.10.2023;;2024-06-03T20:54:05;;30.10.2023;13:16:00;Mandag;10;Møting på rett vegstrekning;2;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Snø / isbelagt veg;God sikt, nedbør;Dagslys;Vanlig kjørefelt;2;Tettsted;6;40;Vinterdriftsklasse C;0;;Fylkesveg;3098;;;;POINT (237259 6577874);Ukjent;Ikke i vegkryss;UID7173768032;Yrkesdøgn;Motsatt kjøreretning;Ulykke ved møting;2023;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2500;Nei;Nei;;Ja;Vestfold;39;Færder;3911;V;K;Nei;2;1;887;;;;;Færder;3911;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2026,3902 Vestfold øst vei 2025-2030,3952 Grønt Vestfold øst 2025-2030;FV3098 S2D1 m887;Fylkesveg;Eksisterende;3098;2;1;887,167;887,167;1175877;0,36139327;0,36139327;;;;enkelBilveg;0;;571:1019218185,571:1019218187;237261,26;6577878,91;30.143
1019218214;570;1;1;06.12.2023;;2024-06-03T20:55:17;;06.12.2023;11:27:00;Onsdag;12;Kjøring i parallelle kjørefelter forøvrig;4;;;;;Motorveg;Tunnel (primært for motorkjøretøy);Ja;Ukjent;Asfalt, oljegrus;Glatt ellers;God sikt, opphold;Dagslys;Vanlig kjørefelt;4;Ikke tettsted;18,1;110;Vinterdriftsklasse A;-5;;Europaveg;18;;;;POINT (210711 6558491);Ukjent;Ikke i vegkryss;UID0947541267;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2023;0;0;0;1;0;0;0;2;0;0;0;0;0;1;19989;Nei;Nei;;Ukjent;Vestfold;39;Larvik;3909;V;K;Nei;29;1;6010;;;;;Larvik;3909;Vestfold;39;RUTE3 2014-2023 / 2018-2029;9201 Vestfold og Telemark øst 2023-2028,9254 Vestfold og Telemark Øst Elektro 2023-2028,Vegoppmerking Sør 2023-2025;EV18 S29D1 m6010;Europaveg;Eksisterende;18;29;1;6010,101;6010,101;2014294;0,30176135;0,30176135;;;;kanalisertVeg;0;;571:1019218198,571:1019218199,571:1019218215,571:1019218218;210708,44;6558492,14;96.128
1019218428;570;1;1;16.11.2023;;2024-06-03T20:57:26;;16.11.2023;05:55:00;Torsdag;11;Fotgjenger stod stille eller oppholdt seg forøvrig i kjørebanen;2;;;;;Vanlig veg/gate;Annet (P-plass, torv, o. l.);;Ukjent;Ukjent;Tørr, bar veg;God sikt, opphold;Mørkt uten vegbelysning;Annet;2;Tettsted;;30;;-1;;Kommunal veg;99999;;;;POINT (227729 6564101);Ukjent;Ukjent;UID0184405797;Yrkesdøgn;Fotgjenger/akende;Fotgjenger langs vegen eller i kjørebanen;2023;0;0;1;0;0;0;0;1;0;0;0;0;0;0;;Nei;Nei;;Nei;Vestfold;39;Sandefjord;3907;F;K;Nei;1;1;0;;;;;Lebesby;5624;Finnmark;56;;;KF99999 S1D1 m0;Kommunal veg;Fiktiv;99999;1;1;0;0;930222;0;0;;;;enkelBilveg;0;;571:1019218429,571:1019218430;POINT;(924974;7824474
1019218585;570;1;1;14.11.2023;;2024-06-03T20:58:35;;14.11.2023;10:57:00;Tirsdag;11;Enslig kjøretøy kjørte utfor på høyre side i venstrekurve;1;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;7,1;70;Vinterdriftsklasse B;0;;Fylkesveg;40;;;;POINT (217422 6563194);Ukjent;Ukjent;UID4659644680;Yrkesdøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2023;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3900;Nei;Nei;;Nei;Vestfold;39;Larvik;3909;V;K;Nei;1;1;3308;;;;;Larvik;3909;Vestfold;39;;3803 Vestfold syd 2022-2025,3820 Elektro øst 2021-2026,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030;FV40 S1D1 m3308;Fylkesveg;Eksisterende;40;1;1;3308,095;3308,095;1175491;0,39886006;0,39886006;;;;enkelBilveg;0;;571:1019218586;217420,81;6563191,46;13.838
1019218689;570;1;1;21.11.2023;;2024-06-03T20:59:30;;21.11.2023;13:17:00;Tirsdag;11;Møting på rett vegstrekning;4;;;;;Motorveg;Tunnel (primært for motorkjøretøy);Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Ukjent;Vanlig kjørefelt;4;Ikke tettsted;;70;Vinterdriftsklasse A;4;;Europaveg;18;;;;POINT (237412 6592054);Ukjent;Ukjent;UID0464975198;Yrkesdøgn;Motsatt kjøreretning;Ulykke ved møting;2023;0;0;0;0;0;0;0;4;0;0;0;0;0;0;27382;Nei;Nei;;Ja;Vestfold;39;Horten;3901;V;K;Nei;40;1;1611;;;;;Horten;3901;Vestfold;39;RUTE3 2014-2023 / 2018-2029;9201 Vestfold og Telemark øst 2023-2028,9254 Vestfold og Telemark Øst Elektro 2023-2028,Vegoppmerking Sør 2023-2025;EV18 S40D1 m1611;Europaveg;Eksisterende;18;40;1;1610,627;1610,627;1669395;0,85904814;0,85904814;;;;kanalisertVeg;0;;571:1019218690,571:1019218692,571:1019218697,571:1019218699;237399,58;6592055,99;59.283
1019218958;570;1;1;06.04.2023;;2024-06-03T21:02:53;;06.04.2023;12:44:00;Torsdag;4;Enslig kjøretøy kjørte utfor på høyre side i venstrekurve;1;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Våt, bar veg;God sikt, nedbør;Dagslys;Vanlig kjørefelt;2;Tettsted;9,7;60;;;;Fylkesveg;311;;;;POINT (242075 6581268);Ukjent;Ikke i vegkryss;UID4957769213;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2023;0;0;0;0;0;0;0;1;0;0;0;0;0;0;7235;Nei;Nei;;Ja;Vestfold;39;Tønsberg;3905;V;K;Nei;3;1;1802;;;;;Tønsberg;3905;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2026,3902 Vestfold øst vei 2025-2030,3952 Grønt Vestfold øst 2025-2030;FV311 S3D1 m1802;Fylkesveg;Eksisterende;311;3;1;1802,442;1802,442;1175853;0,13555311;0,13555311;;;;enkelBilveg;0;;571:1019218959;242075,34;6581267,76;30.291
1019219155;570;1;1;04.02.2023;;2024-06-03T21:05:03;;04.02.2023;10:44:00;Lørdag;2;Fotgjenger krysset kjørebanen i gangfelt utenfor kryss;1;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Våt, bar veg;God sikt, opphold;Dagslys;Ukjent;2;Ikke tettsted;8,2;40;;-6;;Fylkesveg;3240;;;;POINT (235569 6602337);Gangfelt i kryss;Vikepliktsregulert kryss (skilt 202, 204, 210);UID5590080104;Helgedøgn;Fotgjenger/akende;Fotgjenger krysset kjørebanen;2023;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2500;Nei;Nei;;Ja;Vestfold;39;Holmestrand;3903;V;K;Nei;1;1;1524;;;;;Holmestrand;3903;Vestfold;39;;3801 Vestfold nord 2021-2026,3820 Elektro øst 2021-2026,3850 Grønt Vestfold nord 2022-2026;FV3240 S1D1 m1524;Fylkesveg;Eksisterende;3240;1;1;1524,399;1524,399;1175782;0,9937506;0,9937506;;;;enkelBilveg;0;;571:1019219156;235569,39;6602336,16;11.041
1019219381;570;1;1;09.02.2023;;2024-06-03T21:07:21;;09.02.2023;19:10:00;Torsdag;2;Påkjøring bakfra;2;;;;;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Mørkt med vegbelysning;Vanlig kjørefelt;2;Tettsted;8,5;50;Vinterdriftsklasse A;2;;Fylkesveg;303;;;;POINT (214602 6556496);Gangfelt i kryss;Vikepliktsregulert kryss (skilt 202, 204, 210);UID7583622355;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2023;0;0;0;0;0;0;0;2;0;0;0;0;0;0;11090;Nei;Nei;;Ja;Vestfold;39;Larvik;3909;V;K;Nei;1;1;718;;;;;Larvik;3909;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2026,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030;FV303 S1D1 m718;Fylkesveg;Eksisterende;303;1;1;717,733;717,733;1175503;0,3391344;0,3391344;;;;enkelBilveg;0;;571:1019219382,571:1019219402;214597,81;6556494,83;6.169
1019219427;570;1;1;09.02.2023;;2024-06-03T21:07:21;;09.02.2023;19:30:00;Torsdag;2;Fotgjenger gikk på vegens høyre side;2;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Våt, bar veg;God sikt, opphold;Mørkt med vegbelysning;Vanlig kjørefelt;2;Tettsted;5,6;40;Vinterdriftsklasse C;5;;Fylkesveg;3098;;;;POINT (236992 6576853);Ukjent;Ikke i vegkryss;UID2158193151;Yrkesdøgn;Fotgjenger/akende;Fotgjenger langs vegen eller i kjørebanen;2023;0;1;1;0;0;0;0;0;0;0;0;0;0;0;2500;Nei;Ja;;Ja;Vestfold;39;Færder;3911;V;K;Nei;2;1;1989;;;;;Færder;3911;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2026,3902 Vestfold øst vei 2025-2030,3952 Grønt Vestfold øst 2025-2030;FV3098 S2D1 m1989;Fylkesveg;Eksisterende;3098;2;1;1989,416;1989,416;1175877;0,5203119;0,5203119;;;;enkelBilveg;0;;571:1019219428,571:1019219430;236994,33;6576853,20;mai.98
1019219447;570;1;1;26.04.2023;;2024-06-03T21:08:35;;26.04.2023;04:17:00;Onsdag;4;Påkjøring bakfra;2;;;;;Motorveg;Vegstrekning utenfor kryss/avkjørsel;;Både midt- og kantoppmerking;Asfalt, oljegrus;Ukjent;Ukjent;Ukjent;Vanlig kjørefelt;4;Ikke tettsted;23;110;Vinterdriftsklasse A;;;Europaveg;18;;;;POINT (219947 6562352);Ikke gangfelt;Ikke i vegkryss;UID1399090765;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2023;0;0;0;1;0;0;0;1;0;0;0;0;0;0;29327;Nei;Nei;;Nei;Vestfold;39;Larvik;3909;V;K;Nei;32;1;4402;;;;;Larvik;3909;Vestfold;39;RUTE3 2014-2023 / 2018-2029;9201 Vestfold og Telemark øst 2023-2028,9254 Vestfold og Telemark Øst Elektro 2023-2028,Vegoppmerking Sør 2023-2025;EV18 S32D1 m4402;Europaveg;Eksisterende;18;32;1;4402,393;4402,393;1672721;0,59571698;0,59571698;;;;kanalisertVeg;0;;571:1019219448,571:1019219491;219943,95;6562356,80;74.252
1019219453;570;1;1;17.04.2023;;2024-06-03T21:08:35;;17.04.2023;18:25:00;Mandag;4;Skifte av felt til venstre;2;;;;;Motorveg;Vegstrekning utenfor kryss/avkjørsel;Ja;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;1;Ikke tettsted;;90;Vinterdriftsklasse A;12;;Europaveg;18;;;;POINT (237137 6596703);Ukjent;Ikke i vegkryss;UID6047451422;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2023;0;0;0;0;0;1;0;0;0;0;0;0;0;1;3500;Nei;Nei;;Ja;Vestfold;39;Horten;3901;V;K;Nei;41;1;32;2;376;;;Horten;3901;Vestfold;39;RUTE3 2014-2023 / 2018-2029;9201 Vestfold og Telemark øst 2023-2028,9254 Vestfold og Telemark Øst Elektro 2023-2028,Vegoppmerking Sør 2023-2025;EV18 S41D1 m32 KD2 m377;Europaveg;Eksisterende;18;41;1;376,863;376,863;1175399;0,77642515;0,77642515;;;;rampe;0;;571:1019219454,571:1019219463;237136,34;6596702,04;83.982
1019219542;570;1;1;16.02.2023;;2024-06-03T21:09:39;;16.02.2023;08:06:00;Torsdag;2;Fotgjenger krysset kjørebanen på bortsiden av krysset;2;;;;;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Nei;Ukjent;Asfalt, oljegrus;Våt, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Tettsted;8,2;40;;4;;Fylkesveg;311;;;;POINT (243662 6583473);Gangfelt i kryss;Ikke i vegkryss;UID0688355367;Yrkesdøgn;Fotgjenger/akende;Fotgjenger krysset kjørebanen;2023;0;0;1;0;0;0;0;1;0;0;0;0;0;0;4000;Nei;Ja;;Ja;Vestfold;39;Tønsberg;3905;V;K;Nei;4;1;1774;;;;;Tønsberg;3905;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2026,3902 Vestfold øst vei 2025-2030,3952 Grønt Vestfold øst 2025-2030;FV311 S4D1 m1774;Fylkesveg;Eksisterende;311;4;1;1773,919;1773,919;1175853;0,43499321;0,43499321;;;;enkelBilveg;0;;571:1019219543,571:1019219546;243663,60;6583473,08;13.sep
