VEGOBJEKT-ID;TYPE-ID;VERSJON;FØRSTE FOREKOMST;STARTDATO;SLUTTDATO;SIST MODIFISERT;ALVORLIGHETSGRAD;ULYKKESDATO;ULYKKESKLOKKESLETT;UKEDAG;MÅNED (NY);ULYKKESKODE;ANTALL ENHETER (STK);ANTALL DREPTE I ULYKKEN (STK);ANTALL MEGET ALVORLIG SKADET (STK);ANTALL ALVORLIG SKADET (STK);ANTALL LETTERE SKADET (STK);VEGTYPE;STEDSFORHOLD;FYSISK MIDTDELER/MIDTREKKVERK;FORSTERKET VEGOPPMERKING;DEKKETYPE;FØREFORHOLD;VÆRFORHOLD;LYSFORHOLD;KJØREFELTTYPE;ANTALL KJØREFELT (STK);TETTSTED;VEGBREDDE (M);FARTSGRENSE (KM/H);VINTERDRIFTSKLASSE (NY);TEMPERATUR (ºC);HISTORISK VEGSTATUS;HISTORISK VEGKATEGORI;HISTORISK VEGNUMMER;HISTORISK HP;HISTORISK KILOMETERVERDI;STEDFESTINGENS NØYAKTIGHET;GEOMETRI, PUNKT;REGULERING GANGFELT (NY);REGULERING VEGKRYSS (NY);UID (NY);UKEDAGSTYPE (NY);ULYKKESTYPE (NY);ULYKKESTYPE UNDERKATEGORI (NY);ÅR (NY);ANTALL ANDRE ENHETER (NY) (STK);ANTALL BUSS (NY) (STK);ANTALL FOTGJENGERE (NY) (STK);ANTALL LASTEBIL (NY) (STK);ANTALL LETT MC (NY) (STK);ANTALL MC (NY) (STK);ANTALL MOPED (NY) (STK);ANTALL PERSONBIL (NY) (STK);ANTALL SKINNEGÅENDE MATERIELL (NY) (STK);ANTALL LITEN ELEKTRISK MOTORVOGN (STK);ANTALL SYKKEL (NY) (STK);ANTALL TRAKTOR (NY) (STK);ANTALL UKJENTE ENHETER (NY) (STK);ANTALL VAREBIL (NY) (STK);ÅDT (NY);ATK, INFLUENSSTREKNING (NY);FARTSDEMPENDE TILTAK (NY);MC-SKINNE (NY);VEGBELYSNING (NY);FYLKENAVN (NY);FYLKENUMMER (NY);KOMMUNENAVN (NY);KOMMUNENUMMER (NY);HISTORISK VEGFASE (NY);HISTORISK TRAFIKANTGRUPPE (NY);HISTORISK ARM (NY);HISTORISK VEGSTREKNING (NY);HISTORISK VEGDELSTREKNING (NY);HISTORISK METERVERDI (NY);HISTORISK KRYSSDEL (NY);HISTORISK KRYSSDEL METERVERDI (NY);HISTORISK SIDEANLEGGSDEL (NY);HISTORISK SIDEANLEGGSDEL METERVERDI (NY);LOK.KOMMUNE;LOK.KOMMUNENUMMER;LOK.FYLKE;LOK.FYLKESNUMMER;LOK.RIKSVEGRUTE;LOK.KONTRAKTSOMRÅDE;LOK.VEGSYSTEMREFERANSE;LOK.VEGKATEGORI;LOK.FASE;LOK.VEGNUMMER;LOK.STREKNING;LOK.DELSTREKNING;FRA METER;TIL METER;VEGLENKESEKVENSID;STARTPOSISJON;SLUTTPOSISJON;STREKNING.RETNING;SIDEPOSISJON;KJØREFELT;TYPEVEG;LENGDE;MOR;BARN;GEOMETRI;GEOMETRI_2;GEOMETRI_3
1019206779;570;1;1;14.07.2023;;2024-06-03T19:27:40;;14.07.2023;18:40:00;Fredag;7;Høyresving foran kjørende i samme retning;2;;;;;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;8,7;60;Vinterdriftsklasse C;19;;Fylkesveg;303;;;;POINT (221995 6557158);Ikke gangfelt;Vikepliktsregulert kryss (skilt 202, 204, 210);UID2466947419;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning hvor kjøretøy foretar avsvingning;2023;0;0;0;0;0;0;0;1;0;0;1;0;0;0;4500;Nei;Nei;;Ja;Vestfold;39;Larvik;3909;V;K;Nei;1;1;9139;;;;;Larvik;3909;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2026,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030;FV303 S1D1 m9139;Fylkesveg;Eksisterende;303;1;1;9138,928;9138,928;1175837;0,52756521;0,52756521;;;;enkelBilveg;0;;571:1019206780,571:1019206781;221995,18;6557153,18;22.061
1019206801;570;1;1;13.07.2023;;2024-06-03T19:27:40;;13.07.2023;14:51:00;Torsdag;7;Møting i kurve;2;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Våt, bar veg;God sikt, nedbør;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;7,1;80;Vinterdriftsklasse B;18;;Fylkesveg;32;;;;POINT (206491 6584861);Ukjent;Ikke i vegkryss;UID6980847516;Yrkesdøgn;Motsatt kjøreretning;Ulykke ved møting;2023;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2216;Nei;Nei;;Nei;Vestfold;39;Larvik;3909;V;K;Nei;4;1;3375;;;;;Larvik;3909;Vestfold;39;;3805 Grenland 2021-2026,3820 Elektro øst 2021-2026,3851 Grønt Grenland 2022-2026;FV32 S4D1 m3375;Fylkesveg;Eksisterende;32;4;1;3375,168;3375,168;1175479;0,56894834;0,56894834;;;;enkelBilveg;0;;571:1019206802,571:1019206803;206488,88;6584859,87;239.225
1019206827;570;1;1;16.07.2023;;2024-06-03T19:28:08;;16.07.2023;18:04:00;Søndag;7;Møting i kurve;2;;;;;Skogsveg;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Grus;Våt, bar veg;God sikt, nedbør;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;4;50;;15;;Skogsbilveg;27;;;;POINT (207148 6586129);Ukjent;Ikke i vegkryss;UID2066371548;Helgedøgn;Motsatt kjøreretning;Ulykke ved møting;2023;0;0;0;0;1;0;0;1;0;0;0;0;0;0;;Nei;Nei;;Nei;Vestfold;39;Larvik;3909;V;K;Nei;1;1;268;;;;;Larvik;3909;Vestfold;39;;;SV27 S1D1 m268;Skogsveg;Eksisterende;27;1;1;268,444;268,444;1175216;0,04325537;0,04325537;;;;enkelBilveg;0;;571:1019206828,571:1019206832;207148,33;6586130,08;156.036
1019206957;570;1;1;21.07.2023;;2024-06-03T19:28:38;;21.07.2023;12:55:00;Fredag;7;Påkjøring bakfra;2;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Tettsted;6,9;30;Vinterdriftsklasse C;;;Fylkesveg;3160;;;;POINT (232000 6574188);Skiltet gangfelt utenfor kryss;Ikke i vegkryss;UID6367894280;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2023;0;0;0;0;0;0;0;1;0;0;1;0;0;0;8000;Nei;Ja;;Ja;Vestfold;39;Sandefjord;3907;V;K;Nei;1;1;192;;;;;Sandefjord;3907;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2026,3902 Vestfold øst vei 2025-2030,3952 Grønt Vestfold øst 2025-2030;FV3160 S1D1 m192;Fylkesveg;Eksisterende;3160;1;1;191,867;191,867;1175731;0,08483494;0,08483494;;;;enkelBilveg;0;;571:1019206958,571:1019206961;231999,93;6574187,88;59.224
1019207321;570;1;1;07.08.2023;;2024-06-03T19:30:26;;07.08.2023;15:30:00;Mandag;8;Påkjøring bakfra;2;;;;;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Nei;Ukjent;Asfalt, oljegrus;Våt, bar veg;Dårlig sikt, nedbør;Dagslys;Vanlig kjørefelt;2;Tettsted;9;40;Vinterdriftsklasse C;15;;Fylkesveg;2994;;;;POINT (214607 6556503);Gangfelt i kryss;Vikepliktsregulert kryss (skilt 202, 204, 210);UID0516091747;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2023;0;0;0;0;0;1;0;1;0;0;0;0;0;0;5000;Nei;Ja;;Ja;Vestfold;39;Larvik;3909;V;K;Nei;1;1;16;;;;;Larvik;3909;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2026,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030;FV2994 S1D1 m16;Fylkesveg;Eksisterende;2994;1;1;15,833;15,833;1175613;0,05733872;0,05733872;;;;enkelBilveg;0;;571:1019207317,571:1019207322;214611,47;6556502,45;6.697
1019207333;570;1;1;18.08.2023;;2024-06-03T19:30:26;;18.08.2023;16:45:00;Fredag;8;Påkjøring bakfra;3;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;9,2;70;Vinterdriftsklasse A;;;Fylkesveg;300;;;;POINT (235774 6580647);Ikke gangfelt;Ikke i vegkryss;UID1263210132;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2023;0;0;0;0;0;0;0;3;0;0;0;0;0;0;20100;Nei;Nei;;Ja;Vestfold;39;Tønsberg;3905;V;K;Nei;1;1;5019;;;;;Tønsberg;3905;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2026,3902 Vestfold øst vei 2025-2030,3952 Grønt Vestfold øst 2025-2030;FV300 S1D1 m5019;Fylkesveg;Eksisterende;300;1;1;5019,103;5019,103;1175566;0,08689787;0,08689787;;;;enkelBilveg;0;;571:1019207338,571:1019207340,571:1019207344;235775,26;6580648,05;3.783
1019207373;570;1;1;11.08.2023;;2024-06-03T19:30:54;;11.08.2023;09:00:00;Fredag;8;Møting i kurve;2;;;;;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Tettsted;7,5;30;;18;;Kommunal veg;32640;;;;POINT (214937 6556482);Gangfelt utenfor kryss, ukjent regulering;Ukjent;UID2611478077;Yrkesdøgn;Motsatt kjøreretning;Ulykke ved møting;2023;0;0;0;0;0;0;0;1;0;1;0;0;0;0;;Nei;Nei;;Nei;Vestfold;39;Larvik;3909;V;K;Nei;1;1;68;;;;;Larvik;3909;Vestfold;39;;;KV32640 S1D1 m68;Kommunal veg;Eksisterende;32640;1;1;67,796;67,796;1149830;0,91379053;0,91379053;;;;enkelBilveg;0;;571:1019207375,571:1019207379;214938,61;6556479,53;24.142
1019207452;570;1;1;13.08.2023;;2024-06-03T19:31:25;;13.08.2023;16:10:00;Søndag;8;Påkjøring bakfra;2;;;;;Motorveg;Vegstrekning utenfor kryss/avkjørsel;Ja;Både midt- og kantoppmerking;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Mørkt med vegbelysning;Vanlig kjørefelt;4;Ikke tettsted;21,5;110;Vinterdriftsklasse A;20;;Europaveg;18;;;;POINT (237589 6588687);Ukjent;Ikke i vegkryss;UID7225474097;Helgedøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2023;0;0;0;0;0;0;0;2;0;0;0;0;0;0;33210;Nei;Nei;;Ja;Vestfold;39;Tønsberg;3905;V;K;Nei;39;1;5517;;;;;Tønsberg;3905;Vestfold;39;RUTE3 2014-2023 / 2018-2029;9201 Vestfold og Telemark øst 2023-2028,9254 Vestfold og Telemark Øst Elektro 2023-2028,Vegoppmerking Sør 2023-2025;EV18 S39D1 m5517;Europaveg;Eksisterende;18;39;1;5517,469;5517,469;1669511;0,8928551;0,8928551;;;;kanalisertVeg;0;;571:1019207453,571:1019207455;237582,75;6588684,44;51.813
1019207488;570;1;1;13.08.2023;;2024-06-03T19:31:25;;13.08.2023;00:00:00;Søndag;8;Enslig kjøretøy kjørte utfor på høyre side i venstrekurve;1;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Våt, bar veg;Ukjent;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;7,1;80;Vinterdriftsklasse D;;;Fylkesveg;306;;;;POINT (237263 6591316);Ukjent;Ikke i vegkryss;UID2984924414;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2023;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1500;Nei;Nei;;Nei;Vestfold;39;Tønsberg;3905;V;K;Nei;1;1;457;;;;;Tønsberg;3905;Vestfold;39;;3801 Vestfold nord 2021-2026,3820 Elektro øst 2021-2026,3850 Grønt Vestfold nord 2022-2026,3902 Vestfold øst vei 2025-2030,3952 Grønt Vestfold øst 2025-2030;FV306 S1D1 m457;Fylkesveg;Eksisterende;306;1;1;457,188;457,188;1669479;0,94468863;0,94468863;;;;enkelBilveg;0;;571:1019207489;237262,65;6591313,25;33.305
1019207583;570;1;1;10.08.2023;;2024-06-03T19:32:07;;10.08.2023;16:01:00;Torsdag;8;Forbikjøring;3;;;;;Motorveg;Vegstrekning utenfor kryss/avkjørsel;Ja;Både midt- og kantoppmerking;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;4;Ikke tettsted;21;110;Vinterdriftsklasse A;16;;Europaveg;18;;;;POINT (217581 6560351);Ukjent;Ikke i vegkryss;UID9995478341;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2023;0;0;0;0;0;0;0;3;0;0;0;0;0;0;29327;Nei;Nei;;Nei;Vestfold;39;Larvik;3909;V;K;Nei;32;1;1279;;;;;Larvik;3909;Vestfold;39;RUTE3 2014-2023 / 2018-2029;9201 Vestfold og Telemark øst 2023-2028,9254 Vestfold og Telemark Øst Elektro 2023-2028,Vegoppmerking Sør 2023-2025;EV18 S32D1 m1279;Europaveg;Eksisterende;18;32;1;1278,72;1278,72;1672754;0,03274398;0,03274398;;;;kanalisertVeg;0;;571:1019207584,571:1019207587,571:1019207588;217578,34;6560353,35;18.964
1019207593;570;1;1;17.08.2023;;2024-06-03T19:32:07;;17.08.2023;08:08:00;Torsdag;8;Avsvinging til venstre foran kjørende i motsatt retning;2;;;;;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Ukjent;2;Ikke tettsted;;70;Vinterdriftsklasse D;17;;Fylkesveg;2714;;;;POINT (231394 6622000);Ukjent;Vikepliktsregulert kryss (skilt 202, 204, 210);UID2573836031;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved avsvinging fra motsatte kjøreretning;2023;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2700;Nei;Nei;;Nei;Vestfold;39;Holmestrand;3903;V;K;Nei;3;1;2740;;;;;Holmestrand;3903;Vestfold;39;;3801 Vestfold nord 2021-2026;FV2714 S3D1 m2740;Fylkesveg;Eksisterende;2714;3;1;2739,57;2739,57;1175793;0,99991264;0,99991264;;;;kanalisertVeg;0;;571:1019207594,571:1019207597;231390,09;6621995,77;85.614
1019207600;570;1;1;16.07.2023;;2024-06-03T19:32:07;;16.07.2023;03:00:00;Søndag;7;Enslig kjøretøy kjørte utfor på venstre side i høyrekurve;1;;;;;Rampe;Annet kryss;Ja;Ukjent;Asfalt, oljegrus;Våt, bar veg;God sikt, opphold;Ukjent;Retardasjonsfelt;1;Ikke tettsted;;70;Vinterdriftsklasse A;;;Fylkesveg;300;;;;POINT (237946 6580408);Ukjent;Ikke i vegkryss;UID5067881518;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2023;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5000;Nei;Nei;;Ja;Vestfold;39;Tønsberg;3905;V;K;Nei;1;1;2951;1;95;;;Tønsberg;3905;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2026,3902 Vestfold øst vei 2025-2030,3952 Grønt Vestfold øst 2025-2030;FV300 S1D1 m2951 KD1 m95;Fylkesveg;Eksisterende;300;1;1;95,007;95,007;1672095;0,72404584;0,72404584;;;;rampe;0;;571:1019207601;237949,28;6580408,10;2.698
1019207606;570;1;1;16.08.2023;;2024-06-03T19:32:07;;16.08.2023;15:35:00;Onsdag;8;Kryssende kjøreretninger (uten avsvinging);2;;;;;Vanlig veg/gate;4 armet kryss (X-kryss);Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;7;60;Vinterdriftsklasse C;24;;Fylkesveg;306;;;;POINT (233458 6593158);Ukjent;Vikepliktsregulert kryss (skilt 202, 204, 210);UID8348510559;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved kryssende kjøreretning uten avsvingning;2023;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1000;Nei;Nei;;Nei;Vestfold;39;Tønsberg;3905;V;K;Nei;2;1;5303;;;;;Tønsberg;3905;Vestfold;39;;3801 Vestfold nord 2021-2026,3820 Elektro øst 2021-2026,3850 Grønt Vestfold nord 2022-2026;FV306 S2D1 m5302;Fylkesveg;Eksisterende;306;2;1;5301,913;5301,913;1175538;0,62915561;0,62915561;;;;enkelBilveg;0;;571:1019207607,571:1019207615;233460,99;6593157,04;89.294
1019207657;570;1;1;25.08.2023;;2024-06-03T19:32:39;;25.08.2023;01:00:00;Fredag;8;Enslig kjøretøy kjørte utfor på høyre side i venstrekurve;1;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Mørkt uten vegbelysning;Vanlig kjørefelt;2;Ikke tettsted;5,5;80;Vinterdriftsklasse D;;;Fylkesveg;2968;;;;POINT (213779 6551395);Ukjent;Ikke i vegkryss;UID2229863038;Yrkesdøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2023;0;0;0;0;0;0;0;1;0;0;0;0;0;0;800;Nei;Nei;;Nei;Vestfold;39;Larvik;3909;V;K;Nei;1;1;1667;;;;;Larvik;3909;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2026,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030;FV2968 S1D1 m1667;Fylkesveg;Eksisterende;2968;1;1;1667,326;1667,326;1175595;0,27119144;0,27119144;;;;enkelBilveg;0;;571:1019207658;213767,99;6551396,88;28.283
1019207940;570;1;1;22.08.2023;;2024-06-03T19:33:50;;22.08.2023;16:23:00;Tirsdag;8;Påkjøring forøvrig ved venstresving;2;;;;;Vanlig veg/gate;Avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Tettsted;6;40;Vinterdriftsklasse C;20;;Fylkesveg;3116;;;;POINT (239339 6581989);Ikke gangfelt;Vikepliktsregulert kryss (skilt 202, 204, 210);UID9017696682;Yrkesdøgn;Kryssende kjøreretning;Ulykke ved avsvinging fra samme kjøreretning;2023;0;0;0;0;0;0;0;1;0;0;1;0;0;0;5000;Nei;Nei;;Ja;Vestfold;39;Tønsberg;3905;V;K;Nei;2;1;1280;;;;;Tønsberg;3905;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2026,3902 Vestfold øst vei 2025-2030,3952 Grønt Vestfold øst 2025-2030;FV3116 S2D1 m1280;Fylkesveg;Eksisterende;3116;2;1;1280,293;1280,293;1175880;0,41276577;0,41276577;;;;enkelBilveg;0;;571:1019207938,571:1019207939;239343,53;6581991,81;45.588
1019207991;570;1;1;04.11.2023;;2024-06-03T19:34:23;;04.11.2023;23:47:00;Lørdag;11;Påkjøring bakfra;2;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Våt, bar veg;God sikt, nedbør;Mørkt med vegbelysning;Vanlig kjørefelt;2;Ikke tettsted;16,3;80;Vinterdriftsklasse A;4;;Riksveg;19;;;;POINT (239667 6591330);Ukjent;Ikke i vegkryss;UID6787726952;Helgedøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2023;0;0;0;0;0;0;0;1;0;0;0;0;0;1;10900;Nei;Nei;;Ja;Vestfold;39;Horten;3901;V;K;Nei;4;1;5989;;;;;Horten;3901;Vestfold;39;RUTE3 2014-2023 / 2018-2029;9201 Vestfold og Telemark øst 2023-2028,9254 Vestfold og Telemark Øst Elektro 2023-2028,Vegoppmerking Sør 2023-2025;RV19 S4D1 m5989;Riksveg;Eksisterende;19;4;1;5988,686;5988,686;1827265;0,98800158;0,98800158;;;;kanalisertVeg;0;;571:1019207993,571:1019208001;239666,46;6591335,77;29.695
1019207994;570;1;1;25.11.2023;;2024-06-03T19:34:23;;25.11.2023;09:51:00;Lørdag;11;Enslig kjøretøy kjørte utfor på høyre side i venstrekurve;1;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Tørr, bar veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;9,7;60;;;;Fylkesveg;311;;;;POINT (242010 6581144);Ukjent;Ikke i vegkryss;UID1671004135;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2023;0;0;0;0;0;0;0;1;0;0;0;0;0;0;7235;Nei;Nei;;Ja;Vestfold;39;Tønsberg;3905;V;K;Nei;3;1;1664;;;;;Tønsberg;3905;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2026,3902 Vestfold øst vei 2025-2030,3952 Grønt Vestfold øst 2025-2030;FV311 S3D1 m1664;Fylkesveg;Eksisterende;311;3;1;1663,632;1663,632;1175853;0,12163963;0,12163963;;;;enkelBilveg;0;;571:1019207995;242013,96;6581143,65;29.616
1019208006;570;1;1;02.11.2023;;2024-06-03T19:34:23;;02.11.2023;07:24:00;Torsdag;11;Møting på rett vegstrekning;2;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Snø / isbelagt veg;God sikt, nedbør;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;8,9;70;Vinterdriftsklasse B;0;;Fylkesveg;313;;;;POINT (232797 6608653);Ukjent;Ikke i vegkryss;UID0146274522;Yrkesdøgn;Motsatt kjøreretning;Ulykke ved møting;2023;0;0;0;0;0;0;0;2;0;0;0;0;0;0;3767;Nei;Nei;;Ja;Vestfold;39;Holmestrand;3903;V;K;Nei;3;1;3895;;;;;Holmestrand;3903;Vestfold;39;;3801 Vestfold nord 2021-2026,3820 Elektro øst 2021-2026,3850 Grønt Vestfold nord 2022-2026;FV313 S3D1 m3895;Fylkesveg;Eksisterende;313;3;1;3895,288;3895,288;1175857;0,60382616;0,60382616;;;;enkelBilveg;0;;571:1019208007,571:1019208024;232791,93;6608648,64;13.245
1019208282;570;1;1;29.11.2023;;2024-06-03T19:36:03;;29.11.2023;06:00:00;Onsdag;11;Forbikjøring;2;;;;;Vanlig veg/gate;Avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Snø / isbelagt veg;God sikt, opphold;Ukjent;Vanlig kjørefelt;2;Ikke tettsted;9,2;80;Vinterdriftsklasse B;-3;;Fylkesveg;40;;;;POINT (213450 6594742);Ukjent;Ikke i vegkryss;UID3479749679;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2023;0;0;0;0;0;0;0;1;0;0;0;0;0;1;3657;Nei;Nei;;Nei;Vestfold;39;Larvik;3909;V;K;Nei;6;1;5503;;;;;Larvik;3909;Vestfold;39;;3801 Vestfold nord 2021-2026,3820 Elektro øst 2021-2026,3850 Grønt Vestfold nord 2022-2026;FV40 S6D1 m5503;Fylkesveg;Eksisterende;40;6;1;5503,361;5503,361;1175833;0,09065086;0,09065086;;;;enkelBilveg;0;;571:1019208283,571:1019208284;213451,15;6594740,33;59.099
1019208357;570;1;1;13.12.2023;;2024-06-03T19:36:03;;13.12.2023;13:12:00;Onsdag;12;Påkjøring bakfra;2;;;;;Vanlig veg/gate;3-armet kryss (T-kryss, Y-kryss);Nei;Ukjent;Asfalt, oljegrus;Delvis snø / isbelagt veg;God sikt, opphold;Dagslys;Vanlig kjørefelt;1;Tettsted;7;40;Vinterdriftsklasse D;-1;;Fylkesveg;3054;;;;POINT (226099 6565160);Signalregulert gangfelt utenfor kryss;Ukjent;UID6416679834;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2023;0;0;0;0;0;0;0;2;0;0;0;0;0;0;6918;Nei;Nei;;Ja;Vestfold;39;Sandefjord;3907;V;K;Nei;1;1;24;;;;;Sandefjord;3907;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2026,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030;FV3054 S1D1 m24;Fylkesveg;Eksisterende;3054;1;1;24,245;24,245;1175873;0,05392899;0,05392899;;;;kanalisertVeg;0;;571:1019208299,571:1019208366;226097,99;6565161,35;17.654
1019208394;570;1;1;13.12.2023;;2024-06-03T19:36:36;;13.12.2023;17:05:00;Onsdag;12;Påkjøring bakfra;3;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Delvis snø / isbelagt veg;God sikt, opphold;Mørkt med vegbelysning;Vanlig kjørefelt;2;Tettsted;10,3;50;Vinterdriftsklasse A;-4;;Fylkesveg;303;;;;POINT (215226 6556211);Skiltet gangfelt utenfor kryss;Ikke i vegkryss;UID2644513503;Yrkesdøgn;Samme kjøreretning;Ulykke mellom kjøretøy med samme kjøreretning;2023;0;0;0;0;0;0;0;3;0;0;0;0;0;0;13000;Nei;Ja;;Ja;Vestfold;39;Larvik;3909;V;K;Nei;1;1;1445;;;;;Larvik;3909;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2026,3903 Vestfold syd vei 2025-2030,3953 Grønt Vestfold syd 2025-2030;FV303 S1D1 m1445;Fylkesveg;Eksisterende;303;1;1;1444,796;1444,796;1175503;0,83317474;0,83317474;;;;enkelBilveg;0;;571:1019208395,571:1019208404,571:1019208406;215228,59;6556210,92;5.098
1019208464;570;1;1;02.12.2023;;2024-06-03T19:36:36;;02.12.2023;10:20:00;Lørdag;12;Enslig kjøretøy kjørte utfor på venstre side på rett vegstrekning;1;;;;;Vanlig veg/gate;Vegstrekning utenfor kryss/avkjørsel;Nei;Ukjent;Asfalt, oljegrus;Ukjent;God sikt, opphold;Dagslys;Vanlig kjørefelt;2;Ikke tettsted;8,6;60;;-6;;Fylkesveg;311;;;;POINT (243160 6582292);Ukjent;Ikke i vegkryss;UID5281791086;Helgedøgn;Utforkjøring;Enslig kjøretøy kjørte utfor vegen;2023;0;0;0;0;0;0;0;1;0;0;0;0;0;0;7200;Nei;Nei;;Ja;Vestfold;39;Tønsberg;3905;V;K;Nei;4;1;456;;;;;Tønsberg;3905;Vestfold;39;;0701 Vestfold øst 2019-2025,3820 Elektro øst 2021-2026,3902 Vestfold øst vei 2025-2030,3952 Grønt Vestfold øst 2025-2030;FV311 S4D1 m456;Fylkesveg;Eksisterende;311;4;1;456,133;456,133;1175853;0,30289507;0,30289507;;;;enkelBilveg;0;;571:1019208465;243162,13;6582292,99;20.421
