Gruppe / kommune,Kommune-nummer,Innb. totalt pr. 1. januar,Besøk totalt,Besøk pr. innb.,"Arr. totalt inkl. skole, barnehage",Arr. frammøtte,Arr. frammøtte pr. 100 innb.,Egne arr. totalt,Egne arr. frammøtte,Egne arr. frammøtte pr. 100 innb.,Eksternes arr. totalt,Eksternes arr. frammøtte,Eksternes arr frammøtte pr. 100 innb.
Vestfold,39,258071,1181661,4.6,3204,81904,32,2022,53740,21,602,10648,4
