Kommunenummer;Kommune;Kjønn;År;Innvandringsgrunn;Enhet;Antall
3423;Stor-Elvdal;Kvinner;2025;Familieinnvandrede;Prosent;17.4
4016;Drangedal;Kvinner;2025;Familieinnvandrede;Prosent;18.6
4623;Samnanger;Kvinner;2025;Familieinnvandrede;Prosent;19.5
3203;Asker (f.o.m. 2020);Alle;2025;Familieinnvandrede;Personer;4940
3232;Nittedal;Alle;2025;Familieinnvandrede;Personer;1036
3316;Modum;Kvinner;2025;Familieinnvandrede;Personer;375
3901;Horten;Menn;2025;Alle;Personer;2184
5045;Grong;Menn;2025;Arbeidsinnvandrere;Personer;41
3425;Engerdal;Alle;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;2.7
5605;Sør-Varanger;Alle;2025;Flyktninger og deres familieinnvandrede;Prosent;30.5
3320;Flå;Alle;2025;Arbeidsinnvandrere;Personer;73
4024;Hjartdal;Menn;2025;Arbeidsinnvandrere;Personer;15
4224;Åseral;Kvinner;2025;Familieinnvandrede;Personer;20
5518;Lavangen;Alle;2025;Familieinnvandrede;Personer;23
5538;Storfjord;Kvinner;2025;Arbeidsinnvandrere;Personer;18
4001;Porsgrunn;Menn;2025;Familieinnvandrede;Prosent;7.6
5618;Måsøy;Kvinner;2025;Arbeidsinnvandrere;Prosent;21.2
1114;Bjerkreim;Kvinner;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1825;Grane;Kvinner;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;3
4034;Tokke;Menn;2025;Arbeidsinnvandrere;Personer;33
3450;Etnedal;Menn;2025;Uoppgitt;Prosent;2.7
4633;Fedje;Kvinner;2025;Familieinnvandrede;Prosent;13.9
1145;Bokn;Kvinner;2025;Uoppgitt;Personer;5
3440;Øyer;Menn;2025;Arbeidsinnvandrere;Personer;141
3450;Etnedal;Kvinner;2025;Familieinnvandrede;Personer;10
3907;Sandefjord (f.o.m. 2017);Alle;2025;Arbeidsinnvandrere;Personer;3060
4032;Fyresdal;Kvinner;2025;Familieinnvandrede;Personer;25
4216;Birkenes;Alle;2025;Flyktninger og deres familieinnvandrede;Personer;334
4641;Aurland;Kvinner;2025;Flyktninger og deres familieinnvandrede;Personer;24
1146;Tysvær;Kvinner;2025;Alle;Prosent;50.1
5007;Namsos (f.o.m. 2020);Kvinner;2025;Familieinnvandrede;Prosent;15.0
5510;Kvæfjord;Alle;2025;Alle;Prosent;100.0
1149;Karmøy;Kvinner;2025;Alle;Personer;2364
1836;Rødøy;Kvinner;2025;Alle;Personer;60
1859;Flakstad;Menn;2025;Flyktninger og deres familieinnvandrede;Personer;38
3234;Lunner;Alle;2025;Familieinnvandrede;Personer;281
3425;Engerdal;Alle;2025;Alle;Personer;224
4022;Seljord;Kvinner;2025;Familieinnvandrede;Personer;35
5025;Røros;Menn;2025;Arbeidsinnvandrere;Personer;70
1813;Brønnøy;Menn;2025;Alle;Prosent;47.0
1816;Vevelstad;Menn;2025;Flyktninger og deres familieinnvandrede;Prosent;19.1
3305;Ringerike;Alle;2025;Familieinnvandrede;Prosent;25.2
1841;Fauske;Alle;2025;Alle;Personer;1059
3403;Hamar;Menn;2025;Familieinnvandrede;Personer;311
5614;Loppa;Alle;2025;Arbeidsinnvandrere;Personer;68
1838;Gildeskål;Kvinner;2025;Familieinnvandrede;Prosent;12.4
3419;Våler (Hedm.);Menn;2025;Flyktninger og deres familieinnvandrede;Prosent;8.6
1122;Gjesdal;Menn;2025;Uoppgitt;Personer;114
3301;Drammen (f.o.m. 2020);Kvinner;2025;Uoppgitt;Personer;1626
5043;Røyrvik;Alle;2025;Arbeidsinnvandrere;Personer;3
1506;Molde (f.o.m. 2020);Kvinner;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;3.0
3226;Aurskog-Høland (f.o.m. 2020);Alle;2025;Familieinnvandrede;Prosent;29.9
4602;Kinn;Menn;2025;Alle;Prosent;50.7
5025;Røros;Menn;2025;Alle;Prosent;48.7
1853;Evenes;Kvinner;2025;Arbeidsinnvandrere;Personer;6
1505;Kristiansund;Alle;2025;Flyktninger og deres familieinnvandrede;Prosent;37.3
1815;Vega;Menn;2025;Uoppgitt;Prosent;7.5
1859;Flakstad;Kvinner;2025;Familieinnvandrede;Prosent;12.3
3220;Enebakk;Menn;2025;Alle;Prosent;54.6
3407;Gjøvik;Kvinner;2025;Flyktninger og deres familieinnvandrede;Prosent;22.7
4020;Midt-Telemark;Menn;2025;Alle;Prosent;49.6
4032;Fyresdal;Alle;2025;Alle;Prosent;100.0
4625;Austevoll;Alle;2025;Alle;Prosent;100.0
1145;Bokn;Kvinner;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1851;Lødingen;Alle;2025;Flyktninger og deres familieinnvandrede;Personer;233
4645;Askvoll;Kvinner;2025;Arbeidsinnvandrere;Personer;27
3224;Rælingen;Menn;2025;Arbeidsinnvandrere;Prosent;17.1
3433;Skjåk;Alle;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;4.2
4030;Nissedal;Menn;2025;Alle;Prosent;49.2
4635;Gulen;Alle;2025;Alle;Prosent;100.0
5022;Rennebu;Menn;2025;Alle;Prosent;49.2
3230;Gjerdrum;Alle;2025;Familieinnvandrede;Personer;319
5061;Rindal;Menn;2025;Alle;Prosent;43.7
5061;Rindal;Kvinner;2025;Familieinnvandrede;Prosent;20.7
3454;Vang;Alle;2025;Alle;Personer;327
4201;Risør;Alle;2025;Flyktninger og deres familieinnvandrede;Prosent;53.9
4647;Sunnfjord;Alle;2025;Arbeidsinnvandrere;Prosent;24.8
5022;Rennebu;Kvinner;2025;Familieinnvandrede;Prosent;11.0
3334;Flesberg;Alle;2025;Uoppgitt;Personer;35
4028;Kviteseid;Kvinner;2025;Familieinnvandrede;Personer;56
4216;Birkenes;Alle;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;27
4628;Vaksdal;Alle;2025;Flyktninger og deres familieinnvandrede;Personer;200
4630;Osterøy;Kvinner;2025;Alle;Personer;466
5061;Rindal;Menn;2025;Uoppgitt;Personer;3
1525;Stranda;Alle;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;5.1
1838;Gildeskål;Alle;2025;Uoppgitt;Prosent;6.1
1857;Værøy;Kvinner;2025;Familieinnvandrede;Prosent;13.0
3314;Øvre Eiker;Kvinner;2025;Flyktninger og deres familieinnvandrede;Prosent;17.3
4034;Tokke;Alle;2025;Flyktninger og deres familieinnvandrede;Prosent;45.9
1838;Gildeskål;Menn;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;7
3203;Asker (f.o.m. 2020);Menn;2025;Familieinnvandrede;Personer;1682
4638;Høyanger;Alle;2025;Flyktninger og deres familieinnvandrede;Personer;176
3438;Sør-Fron;Alle;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;2.8
4024;Hjartdal;Alle;2025;Flyktninger og deres familieinnvandrede;Prosent;68.2
4218;Iveland;Menn;2025;Flyktninger og deres familieinnvandrede;Prosent;19.1
5530;Senja;Alle;2025;Alle;Prosent;100.0
1811;Bindal;Menn;2025;Arbeidsinnvandrere;Personer;12
1857;Værøy;Menn;2025;Uoppgitt;Personer;0
3415;Sør-Odal;Kvinner;2025;Flyktninger og deres familieinnvandrede;Personer;138
4219;Evje og Hornnes;Menn;2025;Alle;Personer;267
1859;Flakstad;Alle;2025;Uoppgitt;Prosent;9.4
3236;Jevnaker;Menn;2025;Alle;Prosent;48.8
1566;Surnadal;Alle;2025;Alle;Personer;539
1874;Moskenes;Alle;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;26
3419;Våler (Hedm.);Menn;2025;Arbeidsinnvandrere;Personer;66
3429;Folldal;Menn;2025;Alle;Personer;55
3441;Gausdal;Kvinner;2025;Flyktninger og deres familieinnvandrede;Personer;75
5007;Namsos (f.o.m. 2020);Menn;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;25
1520;Ørsta;Menn;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;1.3
3440;Øyer;Menn;2025;Flyktninger og deres familieinnvandrede;Prosent;21.0
4614;Stord;Kvinner;2025;Familieinnvandrede;Prosent;17.2
4641;Aurland;Kvinner;2025;Uoppgitt;Prosent;5.4
1838;Gildeskål;Menn;2025;Uoppgitt;Personer;11
3222;Lørenskog;Alle;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;5.1
4612;Sveio;Kvinner;2025;Uoppgitt;Prosent;5.8
4632;Austrheim;Alle;2025;Familieinnvandrede;Prosent;25.1
4645;Askvoll;Kvinner;2025;Flyktninger og deres familieinnvandrede;Prosent;24.9
4648;Bremanger;Kvinner;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;17
4226;Hægebostad;Kvinner;2025;Alle;Prosent;56.4
4622;Kvam;Alle;2025;Familieinnvandrede;Prosent;28.0
4650;Gloppen;Kvinner;2025;Flyktninger og deres familieinnvandrede;Prosent;23.7
5616;Hasvik;Alle;2025;Familieinnvandrede;Prosent;28.3
1816;Vevelstad;Menn;2025;Arbeidsinnvandrere;Personer;3
1859;Flakstad;Menn;2025;Uoppgitt;Personer;8
3312;Lier;Alle;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;304
3450;Etnedal;Alle;2025;Arbeidsinnvandrere;Personer;39
4615;Fitjar;Kvinner;2025;Alle;Personer;138
1554;Averøy;Menn;2025;Arbeidsinnvandrere;Prosent;22.8
4647;Sunnfjord;Menn;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;3.9
5007;Namsos (f.o.m. 2020);Alle;2025;Uoppgitt;Prosent;8.2
5610;Karasjok;Kvinner;2025;Flyktninger og deres familieinnvandrede;Prosent;10.8
1820;Alstahaug;Kvinner;2025;Uoppgitt;Prosent;3.4
3405;Lillehammer;Menn;2025;Arbeidsinnvandrere;Prosent;10.0
3436;Nord-Fron;Menn;2025;Arbeidsinnvandrere;Prosent;11.6
4227;Kvinesdal;Alle;2025;Arbeidsinnvandrere;Prosent;15.9
4618;Ullensvang (f.o.m. 2020);Alle;2025;Arbeidsinnvandrere;Prosent;26.8
4632;Austrheim;Menn;2025;Familieinnvandrede;Prosent;6.3
1859;Flakstad;Menn;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;6
3424;Rendalen;Menn;2025;Alle;Personer;104
4620;Ulvik;Kvinner;2025;Alle;Personer;103
1144;Kvitsøy;Alle;2025;Arbeidsinnvandrere;Prosent;30.0
1515;Herøy (Møre og Romsdal);Kvinner;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;1.6
3234;Lunner;Kvinner;2025;Flyktninger og deres familieinnvandrede;Prosent;19.8
4622;Kvam;Menn;2025;Familieinnvandrede;Prosent;9.7
5033;Tydal;Kvinner;2025;Uoppgitt;Prosent;8.9
4629;Modalen;Menn;2025;Arbeidsinnvandrere;Personer;5
5603;Hammerfest (f.o.m. 2020);Menn;2025;Flyktninger og deres familieinnvandrede;Personer;464
1870;Sortland;Menn;2025;Alle;Prosent;49.7
1578;Fjord;Alle;2025;Flyktninger og deres familieinnvandrede;Personer;83
3416;Eidskog;Menn;2025;Familieinnvandrede;Personer;21
3417;Grue;Menn;2025;Flyktninger og deres familieinnvandrede;Personer;89
4639;Vik;Menn;2025;Arbeidsinnvandrere;Personer;70
4646;Fjaler;Alle;2025;Arbeidsinnvandrere;Personer;49
5542;Skjervøy;Menn;2025;Alle;Personer;259
0301;Oslo;Alle;2025;Alle;Prosent;100.0
4214;Froland;Menn;2025;Uoppgitt;Prosent;6.3
5034;Meråker;Kvinner;2025;Alle;Prosent;50.1
4612;Sveio;Alle;2025;Arbeidsinnvandrere;Personer;212
1505;Kristiansund;Kvinner;2025;Arbeidsinnvandrere;Prosent;7.0
3407;Gjøvik;Menn;2025;Familieinnvandrede;Prosent;6.8
4651;Stryn;Alle;2025;Familieinnvandrede;Prosent;23.4
1857;Værøy;Menn;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;3
4228;Sirdal;Menn;2025;Uoppgitt;Personer;6
1576;Aure;Alle;2025;Alle;Prosent;100.0
5020;Osen;Alle;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;0.0
1577;Volda (f.o.m. 2020);Alle;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;192
3201;Bærum;Alle;2025;Uoppgitt;Personer;4492
3447;Søndre Land;Menn;2025;Familieinnvandrede;Personer;53
4034;Tokke;Kvinner;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;11
5526;Sørreisa;Kvinner;2025;Familieinnvandrede;Personer;61
3334;Flesberg;Alle;2025;Familieinnvandrede;Prosent;21.4
5636;Nesseby;Alle;2025;Familieinnvandrede;Prosent;30.8
1505;Kristiansund;Kvinner;2025;Uoppgitt;Personer;118
3122;Marker;Alle;2025;Flyktninger og deres familieinnvandrede;Personer;124
3224;Rælingen;Menn;2025;Arbeidsinnvandrere;Personer;830
4024;Hjartdal;Kvinner;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;3
4602;Kinn;Menn;2025;Uoppgitt;Personer;103
4641;Aurland;Alle;2025;Arbeidsinnvandrere;Personer;189
3230;Gjerdrum;Alle;2025;Flyktninger og deres familieinnvandrede;Personer;309
4624;Bjørnafjorden;Menn;2025;Flyktninger og deres familieinnvandrede;Personer;392
5614;Loppa;Kvinner;2025;Alle;Personer;74
1577;Volda (f.o.m. 2020);Alle;2025;Arbeidsinnvandrere;Prosent;14.0
1857;Værøy;Alle;2025;Uoppgitt;Prosent;0.0
3443;Vestre Toten;Kvinner;2025;Flyktninger og deres familieinnvandrede;Prosent;22.0
4034;Tokke;Kvinner;2025;Arbeidsinnvandrere;Prosent;5.6
5516;Gratangen;Menn;2025;Alle;Prosent;51.4
5520;Bardu;Alle;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;2.9
5624;Lebesby;Alle;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;5.3
3232;Nittedal;Menn;2025;Flyktninger og deres familieinnvandrede;Personer;723
3414;Nord-Odal;Menn;2025;Arbeidsinnvandrere;Personer;47
4028;Kviteseid;Alle;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;18
4634;Masfjorden;Menn;2025;Flyktninger og deres familieinnvandrede;Personer;28
3437;Sel;Menn;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;1.4
4024;Hjartdal;Kvinner;2025;Arbeidsinnvandrere;Prosent;1.9
4619;Eidfjord;Menn;2025;Flyktninger og deres familieinnvandrede;Prosent;12.4
5630;Berlevåg;Kvinner;2025;Flyktninger og deres familieinnvandrede;Prosent;12.8
3415;Sør-Odal;Alle;2025;Uoppgitt;Personer;135
3312;Lier;Alle;2025;Arbeidsinnvandrere;Prosent;32.6
3426;Tolga;Kvinner;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;1.4
5610;Karasjok;Menn;2025;Familieinnvandrede;Prosent;4.9
1554;Averøy;Menn;2025;Uoppgitt;Personer;23
1856;Røst;Alle;2025;Arbeidsinnvandrere;Prosent;26.8
1859;Flakstad;Menn;2025;Arbeidsinnvandrere;Prosent;22.1
3205;Lillestrøm;Alle;2025;Alle;Prosent;100.0
3405;Lillehammer;Kvinner;2025;Familieinnvandrede;Prosent;12.1
5026;Holtålen;Menn;2025;Uoppgitt;Personer;7
3448;Nordre Land;Kvinner;2025;Flyktninger og deres familieinnvandrede;Prosent;21.3
4028;Kviteseid;Alle;2025;Familieinnvandrede;Prosent;27.2
4216;Birkenes;Alle;2025;Arbeidsinnvandrere;Prosent;16.6
4645;Askvoll;Menn;2025;Familieinnvandrede;Prosent;4.6
1838;Gildeskål;Menn;2025;Arbeidsinnvandrere;Prosent;15.9
4022;Seljord;Alle;2025;Alle;Prosent;100.0
5512;Tjeldsund (f.o.m. 2020);Menn;2025;Flyktninger og deres familieinnvandrede;Prosent;14.2
5628;Tana;Kvinner;2025;Familieinnvandrede;Prosent;21.0
1554;Averøy;Menn;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;7
3436;Nord-Fron;Menn;2025;Arbeidsinnvandrere;Personer;64
3441;Gausdal;Alle;2025;Arbeidsinnvandrere;Personer;155
4202;Grimstad;Alle;2025;Familieinnvandrede;Personer;839
4227;Kvinesdal;Alle;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;17
4643;Årdal;Alle;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;19
5618;Måsøy;Kvinner;2025;Flyktninger og deres familieinnvandrede;Personer;3
5626;Gamvik;Menn;2025;Alle;Personer;184
4614;Stord;Menn;2025;Arbeidsinnvandrere;Prosent;23.6
1144;Kvitsøy;Alle;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;0
1151;Utsira;Kvinner;2025;Flyktninger og deres familieinnvandrede;Personer;13
1114;Bjerkreim;Menn;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;0.8
1857;Værøy;Menn;2025;Arbeidsinnvandrere;Prosent;38.4
4650;Gloppen;Menn;2025;Familieinnvandrede;Prosent;6.1
5041;Snåsa;Alle;2025;Familieinnvandrede;Prosent;12.3
5046;Høylandet;Kvinner;2025;Alle;Prosent;50.3
1106;Haugesund;Menn;2025;Flyktninger og deres familieinnvandrede;Personer;1272
1560;Tingvoll;Kvinner;2025;Flyktninger og deres familieinnvandrede;Personer;104
1563;Sunndal;Menn;2025;Flyktninger og deres familieinnvandrede;Personer;367
3441;Gausdal;Alle;2025;Uoppgitt;Personer;72
3451;Nord-Aurdal;Menn;2025;Familieinnvandrede;Personer;57
5634;Vardø;Kvinner;2025;Alle;Personer;231
1112;Lund;Kvinner;2025;Familieinnvandrede;Prosent;14.0
1822;Leirfjord;Menn;2025;Flyktninger og deres familieinnvandrede;Prosent;31.4
3303;Kongsberg;Alle;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;5.3
4648;Bremanger;Kvinner;2025;Arbeidsinnvandrere;Prosent;9.9
5061;Rindal;Menn;2025;Arbeidsinnvandrere;Prosent;9.2
5536;Lyngen;Menn;2025;Alle;Prosent;45.0
1566;Surnadal;Alle;2025;Flyktninger og deres familieinnvandrede;Personer;302
3440;Øyer;Menn;2025;Familieinnvandrede;Personer;38
5528;Dyrøy;Menn;2025;Uoppgitt;Personer;6
1506;Molde (f.o.m. 2020);Alle;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;6.0
1826;Hattfjelldal;Menn;2025;Alle;Prosent;50.4
3332;Sigdal;Alle;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;3.2
3332;Sigdal;Kvinner;2025;Alle;Prosent;50.2
3421;Trysil;Kvinner;2025;Arbeidsinnvandrere;Prosent;10.2
5052;Leka;Menn;2025;Arbeidsinnvandrere;Prosent;10.6
1135;Sauda;Kvinner;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;17
4646;Fjaler;Kvinner;2025;Alle;Personer;287
5049;Flatanger;Kvinner;2025;Flyktninger og deres familieinnvandrede;Personer;27
4645;Askvoll;Alle;2025;Alle;Prosent;100.0
1127;Randaberg;Alle;2025;Arbeidsinnvandrere;Prosent;21.1
3324;Gol;Menn;2025;Uoppgitt;Prosent;3.8
3432;Lesja;Kvinner;2025;Familieinnvandrede;Prosent;13.4
4205;Lindesnes (f.o.m. 2020);Alle;2025;Flyktninger og deres familieinnvandrede;Prosent;43.7
3228;Nes;Kvinner;2025;Uoppgitt;Personer;254
4203;Arendal;Menn;2025;Alle;Personer;3279
4611;Etne;Menn;2025;Uoppgitt;Personer;15
5526;Sørreisa;Alle;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;11
3434;Lom;Menn;2025;Uoppgitt;Prosent;4.9
4616;Tysnes;Alle;2025;Uoppgitt;Prosent;10.7
3413;Stange;Kvinner;2025;Familieinnvandrede;Personer;351
4227;Kvinesdal;Kvinner;2025;Alle;Personer;427
4631;Alver;Kvinner;2025;Flyktninger og deres familieinnvandrede;Personer;534
1515;Herøy (Møre og Romsdal);Alle;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;2.5
4615;Fitjar;Alle;2025;Arbeidsinnvandrere;Prosent;40.8
4642;Lærdal;Kvinner;2025;Flyktninger og deres familieinnvandrede;Prosent;18.2
5544;Nordreisa;Kvinner;2025;Flyktninger og deres familieinnvandrede;Prosent;30.6
1833;Rana;Alle;2025;Alle;Personer;2169
3414;Nord-Odal;Menn;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;4
1826;Hattfjelldal;Menn;2025;Flyktninger og deres familieinnvandrede;Prosent;26.0
3427;Tynset;Alle;2025;Familieinnvandrede;Prosent;17.7
4014;Kragerø;Alle;2025;Flyktninger og deres familieinnvandrede;Prosent;45.6
5522;Salangen;Kvinner;2025;Arbeidsinnvandrere;Prosent;4.9
5540;Kåfjord;Alle;2025;Arbeidsinnvandrere;Prosent;24.0
5636;Nesseby;Alle;2025;Alle;Prosent;100.0
1112;Lund;Menn;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;3
1515;Herøy (Møre og Romsdal);Kvinner;2025;Arbeidsinnvandrere;Personer;163
3318;Krødsherad;Alle;2025;Alle;Personer;372
3425;Engerdal;Alle;2025;Flyktninger og deres familieinnvandrede;Personer;144
4213;Tvedestrand;Menn;2025;Uoppgitt;Personer;47
5032;Selbu;Kvinner;2025;Uoppgitt;Personer;20
1837;Meløy;Menn;2025;Alle;Personer;252
4621;Voss (f.o.m. 2020);Kvinner;2025;Flyktninger og deres familieinnvandrede;Personer;406
4646;Fjaler;Alle;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;214
3314;Øvre Eiker;Alle;2025;Flyktninger og deres familieinnvandrede;Prosent;32.6
3322;Nesbyen;Alle;2025;Uoppgitt;Prosent;12.4
1103;Stavanger;Alle;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;2858
1103;Stavanger;Kvinner;2025;Alle;Personer;15329
1566;Surnadal;Alle;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;17
1566;Surnadal;Kvinner;2025;Alle;Personer;283
1806;Narvik (f.o.m. 2020);Menn;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;115
1848;Steigen;Menn;2025;Uoppgitt;Personer;19
5014;Frøya;Kvinner;2025;Alle;Prosent;42.8
3101;Halden;Alle;2025;Uoppgitt;Personer;859
3418;Åsnes;Kvinner;2025;Familieinnvandrede;Personer;146
1853;Evenes;Alle;2025;Flyktninger og deres familieinnvandrede;Prosent;33.3
3234;Lunner;Alle;2025;Flyktninger og deres familieinnvandrede;Prosent;38.8
3432;Lesja;Alle;2025;Uoppgitt;Prosent;10.2
4213;Tvedestrand;Kvinner;2025;Arbeidsinnvandrere;Prosent;4.8
1841;Fauske;Alle;2025;Flyktninger og deres familieinnvandrede;Personer;533
3419;Våler (Hedm.);Menn;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;10
5006;Steinkjer (f.o.m. 2020);Alle;2025;Familieinnvandrede;Personer;479
1865;Vågan;Alle;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;5.3
1875;Hamarøy (f.o.m. 2020);Kvinner;2025;Uoppgitt;Personer;30
1160;Vindafjord;Menn;2025;Uoppgitt;Prosent;2.3
3209;Ullensaker;Menn;2025;Uoppgitt;Prosent;6.4
3412;Løten;Menn;2025;Uoppgitt;Prosent;5.4
4217;Åmli;Alle;2025;Arbeidsinnvandrere;Prosent;20.1
1838;Gildeskål;Menn;2025;Arbeidsinnvandrere;Personer;55
3303;Kongsberg;Kvinner;2025;Arbeidsinnvandrere;Personer;335
3903;Holmestrand (f.o.m. 2020);Kvinner;2025;Uoppgitt;Personer;243
1106;Haugesund;Alle;2025;Uoppgitt;Prosent;8.1
1134;Suldal;Alle;2025;Arbeidsinnvandrere;Prosent;18.2
1563;Sunndal;Alle;2025;Uoppgitt;Prosent;3.4
3448;Nordre Land;Alle;2025;Alle;Prosent;100.0
5634;Vardø;Alle;2025;Arbeidsinnvandrere;Prosent;29.5
1815;Vega;Menn;2025;Familieinnvandrede;Personer;3
3405;Lillehammer;Menn;2025;Flyktninger og deres familieinnvandrede;Personer;921
4227;Kvinesdal;Alle;2025;Flyktninger og deres familieinnvandrede;Personer;455
4618;Ullensvang (f.o.m. 2020);Alle;2025;Flyktninger og deres familieinnvandrede;Personer;526
1515;Herøy (Møre og Romsdal);Kvinner;2025;Alle;Prosent;49.0
3336;Rollag;Menn;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;4.8
3454;Vang;Menn;2025;Alle;Prosent;52.3
1851;Lødingen;Kvinner;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;4
3301;Drammen (f.o.m. 2020);Menn;2025;Familieinnvandrede;Prosent;8.2
4228;Sirdal;Menn;2025;Flyktninger og deres familieinnvandrede;Prosent;12.7
5546;Kvænangen;Kvinner;2025;Utdanning (inkl. au pair) eller andre grunner;Prosent;2.8
3312;Lier;Alle;2025;Arbeidsinnvandrere;Personer;2025
1834;Lurøy;Menn;2025;Arbeidsinnvandrere;Prosent;16.6
4634;Masfjorden;Kvinner;2025;Familieinnvandrede;Prosent;20.2
5528;Dyrøy;Kvinner;2025;Arbeidsinnvandrere;Prosent;3.4
1144;Kvitsøy;Alle;2025;Flyktninger og deres familieinnvandrede;Personer;31
3107;Fredrikstad;Alle;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;378
5636;Nesseby;Alle;2025;Arbeidsinnvandrere;Personer;10
1101;Eigersund;Alle;2025;Uoppgitt;Prosent;7.7
1120;Klepp;Menn;2025;Familieinnvandrede;Prosent;7.4
1865;Vågan;Kvinner;2025;Alle;Prosent;48.0
3439;Ringebu;Menn;2025;Uoppgitt;Prosent;2.3
4611;Etne;Alle;2025;Uoppgitt;Prosent;7.1
4624;Bjørnafjorden;Kvinner;2025;Familieinnvandrede;Prosent;21.7
5057;Ørland (f.o.m. 2020);Kvinner;2025;Flyktninger og deres familieinnvandrede;Prosent;16.0
5045;Grong;Alle;2025;Uoppgitt;Personer;17
5512;Tjeldsund (f.o.m. 2020);Menn;2025;Familieinnvandrede;Personer;27
5624;Lebesby;Kvinner;2025;Arbeidsinnvandrere;Personer;30
4613;Bømlo;Menn;2025;Alle;Prosent;49.3
1856;Røst;Kvinner;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;3
3328;Ål;Menn;2025;Flyktninger og deres familieinnvandrede;Personer;148
4028;Kviteseid;Kvinner;2025;Alle;Personer;160
5036;Frosta;Kvinner;2025;Uoppgitt;Personer;9
5053;Inderøy;Kvinner;2025;Arbeidsinnvandrere;Personer;30
5518;Lavangen;Menn;2025;Alle;Personer;43
1514;Sande (Møre og Romsdal);Alle;2025;Familieinnvandrede;Prosent;32.1
3314;Øvre Eiker;Kvinner;2025;Arbeidsinnvandrere;Prosent;7.4
5501;Tromsø;Alle;2025;Alle;Prosent;100.0
4034;Tokke;Alle;2025;Uoppgitt;Personer;32
5014;Frøya;Kvinner;2025;Uoppgitt;Personer;35
5614;Loppa;Alle;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;19
4225;Lyngdal (f.o.m. 2020);Menn;2025;Arbeidsinnvandrere;Prosent;13.5
4642;Lærdal;Menn;2025;Familieinnvandrede;Prosent;5.2
5520;Bardu;Kvinner;2025;Alle;Prosent;52.0
5544;Nordreisa;Menn;2025;Familieinnvandrede;Prosent;4.6
5624;Lebesby;Kvinner;2025;Alle;Prosent;53.4
3118;Indre Østfold;Menn;2025;Familieinnvandrede;Personer;787
3407;Gjøvik;Kvinner;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;137
3907;Sandefjord (f.o.m. 2017);Alle;2025;Uoppgitt;Personer;1410
4018;Nome;Alle;2025;Utdanning (inkl. au pair) eller andre grunner;Personer;31
