Karaktertype;Skoleår;EnhetNivaa;Vurderingsfagkode;Vurderingsfagnavn;Fylke;EnhetNavn;Karakterer;Antall elever
Standpunkt;2020-21;1;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Alle fylker;Alle skoler;4,5;34 988
Standpunkt;2020-21;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Færder videregående skole;4,7;40
Standpunkt;2020-21;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Greveskogen videregående skole;4,3;199
Standpunkt;2020-21;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Holmestrand videregående skole;4,7;26
Standpunkt;2020-21;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Horten videregående skole;4,5;235
Standpunkt;2020-21;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Kompetansebyggeren;5;1
Standpunkt;2020-21;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Melsom videregående skole;4,8;26
Standpunkt;2020-21;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Nøtterøy videregående skole;4,3;130
Standpunkt;2020-21;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Re videregående skole;4,9;166
Standpunkt;2020-21;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Sande videregående skole;4,5;73
Standpunkt;2020-21;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Sandefjord videregående skole;4,6;368
Standpunkt;2020-21;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Thor Heyerdahl videregående skole;4,5;249
Standpunkt;2020-21;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Wang Tønsberg AS;3,7;66
Standpunkt;2020-21;1;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Alle fylker;Alle skoler;3,8;28 875
Standpunkt;2020-21;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Færder videregående skole;3,9;178
Standpunkt;2020-21;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Gjennestad videregående skole;4,1;49
Standpunkt;2020-21;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Greveskogen videregående skole;3,5;77
Standpunkt;2020-21;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Holmestrand videregående skole;3,8;39
Standpunkt;2020-21;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Horten videregående skole;3,9;168
Standpunkt;2020-21;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Melsom videregående skole;4;47
Standpunkt;2020-21;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Nøtterøy videregående skole;3,5;51
Standpunkt;2020-21;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Re videregående skole;4,1;145
Standpunkt;2020-21;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Sande videregående skole;3,3;75
Standpunkt;2020-21;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Sandefjord videregående skole;3,9;291
Standpunkt;2020-21;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Thor Heyerdahl videregående skole;3,9;289
Standpunkt;2020-21;1;MAT1015;Matematikk 2P;Alle fylker;Alle skoler;3,7;18 143
Standpunkt;2020-21;3;MAT1015;Matematikk 2P;Vestfold;Færder videregående skole;4;28
Standpunkt;2020-21;3;MAT1015;Matematikk 2P;Vestfold;Greveskogen videregående skole;3,8;104
Standpunkt;2020-21;3;MAT1015;Matematikk 2P;Vestfold;Holmestrand videregående skole;3,9;26
Standpunkt;2020-21;3;MAT1015;Matematikk 2P;Vestfold;Horten videregående skole;3,5;98
Standpunkt;2020-21;3;MAT1015;Matematikk 2P;Vestfold;Melsom videregående skole;3,1;11
Standpunkt;2020-21;3;MAT1015;Matematikk 2P;Vestfold;Nøtterøy videregående skole;3,7;61
Standpunkt;2020-21;3;MAT1015;Matematikk 2P;Vestfold;Re videregående skole;3,9;101
Standpunkt;2020-21;3;MAT1015;Matematikk 2P;Vestfold;Sande videregående skole;3,9;36
Standpunkt;2020-21;3;MAT1015;Matematikk 2P;Vestfold;Sandefjord videregående skole;3,7;216
Standpunkt;2020-21;3;MAT1015;Matematikk 2P;Vestfold;Thor Heyerdahl videregående skole;4,1;181
Standpunkt;2020-21;1;MAT1019;Matematikk 1P;Alle fylker;Alle skoler;3,7;19 643
Standpunkt;2020-21;3;MAT1019;Matematikk 1P;Vestfold;Færder videregående skole;3,8;25
Standpunkt;2020-21;3;MAT1019;Matematikk 1P;Vestfold;Greveskogen videregående skole;3,7;110
Standpunkt;2020-21;3;MAT1019;Matematikk 1P;Vestfold;Holmestrand videregående skole;4;18
Standpunkt;2020-21;3;MAT1019;Matematikk 1P;Vestfold;Horten videregående skole;3,6;141
Standpunkt;2020-21;3;MAT1019;Matematikk 1P;Vestfold;Melsom videregående skole;3,5;25
Standpunkt;2020-21;3;MAT1019;Matematikk 1P;Vestfold;Nøtterøy videregående skole;3,2;84
Standpunkt;2020-21;3;MAT1019;Matematikk 1P;Vestfold;Re videregående skole;3,5;121
Standpunkt;2020-21;3;MAT1019;Matematikk 1P;Vestfold;Sande videregående skole;3,1;48
Standpunkt;2020-21;3;MAT1019;Matematikk 1P;Vestfold;Sandefjord videregående skole;3,2;223
Standpunkt;2020-21;3;MAT1019;Matematikk 1P;Vestfold;Skagerak International School;3,5;22
Standpunkt;2020-21;3;MAT1019;Matematikk 1P;Vestfold;Thor Heyerdahl videregående skole;3,9;158
Standpunkt;2020-21;3;MAT1019;Matematikk 1P;Vestfold;Wang Tønsberg AS;3,3;35
Standpunkt;2020-21;1;MAT1111;Matematikk 1P-Y BA;Alle fylker;Alle skoler;3,4;3 811
Standpunkt;2020-21;3;MAT1111;Matematikk 1P-Y BA;Vestfold;Færder videregående skole;2,8;59
Standpunkt;2020-21;3;MAT1111;Matematikk 1P-Y BA;Vestfold;Gjennestad videregående skole;3,2;17
Standpunkt;2020-21;3;MAT1111;Matematikk 1P-Y BA;Vestfold;Thor Heyerdahl videregående skole;3,3;60
Standpunkt;2020-21;1;MAT1113;Matematikk 1P-Y EL;Alle fylker;Alle skoler;3,9;3 744
Standpunkt;2020-21;3;MAT1113;Matematikk 1P-Y EL;Vestfold;Færder videregående skole;4;59
Standpunkt;2020-21;3;MAT1113;Matematikk 1P-Y EL;Vestfold;Horten videregående skole;4,2;28
Standpunkt;2020-21;3;MAT1113;Matematikk 1P-Y EL;Vestfold;Sande videregående skole;3,1;30
Standpunkt;2020-21;3;MAT1113;Matematikk 1P-Y EL;Vestfold;Sandefjord videregående skole;3,2;25
Standpunkt;2020-21;3;MAT1113;Matematikk 1P-Y EL;Vestfold;Thor Heyerdahl videregående skole;4,5;47
Standpunkt;2020-21;1;MAT1115;Matematikk 1P-Y FD;Alle fylker;Alle skoler;3,3;816
Standpunkt;2020-21;3;MAT1115;Matematikk 1P-Y FD;Vestfold;Horten videregående skole;2,7;23
Standpunkt;2020-21;3;MAT1115;Matematikk 1P-Y FD;Vestfold;Sandefjord videregående skole;2,9;20
Standpunkt;2020-21;1;MAT1117;Matematikk 1P-Y HS;Alle fylker;Alle skoler;3,6;8 043
Standpunkt;2020-21;3;MAT1117;Matematikk 1P-Y HS;Vestfold;Gjennestad videregående skole;2,8;18
Standpunkt;2020-21;3;MAT1117;Matematikk 1P-Y HS;Vestfold;Holmestrand videregående skole;3,2;13
Standpunkt;2020-21;3;MAT1117;Matematikk 1P-Y HS;Vestfold;Horten videregående skole;3,7;70
Standpunkt;2020-21;3;MAT1117;Matematikk 1P-Y HS;Vestfold;Nøtterøy videregående skole;3,2;49
Standpunkt;2020-21;3;MAT1117;Matematikk 1P-Y HS;Vestfold;Re videregående skole;3,7;145
Standpunkt;2020-21;3;MAT1117;Matematikk 1P-Y HS;Vestfold;Sande videregående skole;3,6;34
Standpunkt;2020-21;3;MAT1117;Matematikk 1P-Y HS;Vestfold;Sandefjord videregående skole;3;89
Standpunkt;2020-21;3;MAT1117;Matematikk 1P-Y HS;Vestfold;Thor Heyerdahl videregående skole;3,5;69
Standpunkt;2020-21;1;MAT1119;Matematikk 1P-Y DT;Alle fylker;Alle skoler;3,7;198
Standpunkt;2020-21;1;MAT1121;Matematikk 1P-Y IM;Alle fylker;Alle skoler;4;1 059
Standpunkt;2020-21;3;MAT1121;Matematikk 1P-Y IM;Vestfold;Greveskogen videregående skole;4,4;14
Standpunkt;2020-21;3;MAT1121;Matematikk 1P-Y IM;Vestfold;Horten videregående skole;3,7;13
Standpunkt;2020-21;3;MAT1121;Matematikk 1P-Y IM;Vestfold;Sandefjord videregående skole;3,4;77
Standpunkt;2020-21;1;MAT1123;Matematikk 1P-Y NA;Alle fylker;Alle skoler;3,6;1 485
Standpunkt;2020-21;3;MAT1123;Matematikk 1P-Y NA;Vestfold;Gjennestad videregående skole;3;6
Standpunkt;2020-21;3;MAT1123;Matematikk 1P-Y NA;Vestfold;Melsom videregående skole;3,3;45
Standpunkt;2020-21;1;MAT1125;Matematikk 1P-Y RM;Alle fylker;Alle skoler;3,4;1 055
Standpunkt;2020-21;3;MAT1125;Matematikk 1P-Y RM;Vestfold;Greveskogen videregående skole;3,1;30
Standpunkt;2020-21;3;MAT1125;Matematikk 1P-Y RM;Vestfold;Holmestrand videregående skole;3,5;11
Standpunkt;2020-21;3;MAT1125;Matematikk 1P-Y RM;Vestfold;Sandefjord videregående skole;3,1;21
Standpunkt;2020-21;3;MAT1125;Matematikk 1P-Y RM;Vestfold;Thor Heyerdahl videregående skole;3,1;14
Standpunkt;2020-21;1;MAT1127;Matematikk 1P-Y SR;Alle fylker;Alle skoler;3,3;1 842
Standpunkt;2020-21;3;MAT1127;Matematikk 1P-Y SR;Vestfold;Gjennestad videregående skole;3,1;7
Standpunkt;2020-21;3;MAT1127;Matematikk 1P-Y SR;Vestfold;Greveskogen videregående skole;3,3;24
Standpunkt;2020-21;3;MAT1127;Matematikk 1P-Y SR;Vestfold;Horten videregående skole;2,8;14
Standpunkt;2020-21;3;MAT1127;Matematikk 1P-Y SR;Vestfold;Thor Heyerdahl videregående skole;3,5;33
Standpunkt;2020-21;1;MAT1129;Matematikk 1P-Y TP;Alle fylker;Alle skoler;3,4;5 050
Standpunkt;2020-21;3;MAT1129;Matematikk 1P-Y TP;Vestfold;Færder videregående skole;3,5;55
Standpunkt;2020-21;3;MAT1129;Matematikk 1P-Y TP;Vestfold;Holmestrand videregående skole;3;11
Standpunkt;2020-21;3;MAT1129;Matematikk 1P-Y TP;Vestfold;Horten videregående skole;2,8;11
Standpunkt;2020-21;3;MAT1129;Matematikk 1P-Y TP;Vestfold;Sande videregående skole;2,6;14
Standpunkt;2020-21;3;MAT1129;Matematikk 1P-Y TP;Vestfold;Sandefjord videregående skole;3,2;36
Standpunkt;2020-21;3;MAT1129;Matematikk 1P-Y TP;Vestfold;Thor Heyerdahl videregående skole;3,8;54
Standpunkt;2020-21;1;NOR1211;Norsk hovedmål, Vg3 studieforberedende utdanningsprogram, skriftlig;Alle fylker;Alle skoler;4,2;32 588
Standpunkt;2020-21;3;NOR1211;Norsk hovedmål, Vg3 studieforberedende utdanningsprogram, skriftlig;Vestfold;Færder videregående skole;4,1;38
Standpunkt;2020-21;3;NOR1211;Norsk hovedmål, Vg3 studieforberedende utdanningsprogram, skriftlig;Vestfold;Greveskogen videregående skole;4,2;214
Standpunkt;2020-21;3;NOR1211;Norsk hovedmål, Vg3 studieforberedende utdanningsprogram, skriftlig;Vestfold;Holmestrand videregående skole;4,6;48
Standpunkt;2020-21;3;NOR1211;Norsk hovedmål, Vg3 studieforberedende utdanningsprogram, skriftlig;Vestfold;Horten videregående skole;4,3;207
Standpunkt;2020-21;3;NOR1211;Norsk hovedmål, Vg3 studieforberedende utdanningsprogram, skriftlig;Vestfold;Melsom videregående skole;3,6;30
Standpunkt;2020-21;3;NOR1211;Norsk hovedmål, Vg3 studieforberedende utdanningsprogram, skriftlig;Vestfold;Nøtterøy videregående skole;4,1;122
Standpunkt;2020-21;3;NOR1211;Norsk hovedmål, Vg3 studieforberedende utdanningsprogram, skriftlig;Vestfold;Re videregående skole;4,4;157
Standpunkt;2020-21;3;NOR1211;Norsk hovedmål, Vg3 studieforberedende utdanningsprogram, skriftlig;Vestfold;Sande videregående skole;4;83
Standpunkt;2020-21;3;NOR1211;Norsk hovedmål, Vg3 studieforberedende utdanningsprogram, skriftlig;Vestfold;Sandefjord videregående skole;4;380
Standpunkt;2020-21;3;NOR1211;Norsk hovedmål, Vg3 studieforberedende utdanningsprogram, skriftlig;Vestfold;Thor Heyerdahl videregående skole;4,2;249
Standpunkt;2020-21;3;NOR1211;Norsk hovedmål, Vg3 studieforberedende utdanningsprogram, skriftlig;Vestfold;Wang Tønsberg AS;3,9;56
Standpunkt;2020-21;1;REA3024;Matematikk R2;Alle fylker;Alle skoler;4,2;6 101
Standpunkt;2020-21;3;REA3024;Matematikk R2;Vestfold;Færder videregående skole;4,2;12
Standpunkt;2020-21;3;REA3024;Matematikk R2;Vestfold;Greveskogen videregående skole;4,1;38
Standpunkt;2020-21;3;REA3024;Matematikk R2;Vestfold;Holmestrand videregående skole;5,2;6
Standpunkt;2020-21;3;REA3024;Matematikk R2;Vestfold;Horten videregående skole;4,8;22
Standpunkt;2020-21;3;REA3024;Matematikk R2;Vestfold;Nøtterøy videregående skole;4,3;28
Standpunkt;2020-21;3;REA3024;Matematikk R2;Vestfold;Re videregående skole;4;22
Standpunkt;2020-21;3;REA3024;Matematikk R2;Vestfold;Sande videregående skole;3,9;16
Standpunkt;2020-21;3;REA3024;Matematikk R2;Vestfold;Sandefjord videregående skole;4,6;29
Standpunkt;2020-21;3;REA3024;Matematikk R2;Vestfold;Thor Heyerdahl videregående skole;4,1;42
Standpunkt;2020-21;3;REA3024;Matematikk R2;Vestfold;Wang Tønsberg AS;4,2;19
Standpunkt;2021-22;1;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Alle fylker;Alle skoler;4,5;34 450
Standpunkt;2021-22;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Færder videregående skole;4,8;32
Standpunkt;2021-22;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Greveskogen videregående skole;4,3;198
Standpunkt;2021-22;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Holmestrand videregående skole;4,9;48
Standpunkt;2021-22;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Horten videregående skole;4,8;202
Standpunkt;2021-22;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Melsom videregående skole;4,9;18
Standpunkt;2021-22;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Nøtterøy videregående skole;4;141
Standpunkt;2021-22;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Re videregående skole;5;174
Standpunkt;2021-22;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Sande videregående skole;3,9;62
Standpunkt;2021-22;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Sandefjord videregående skole;4,5;405
Standpunkt;2021-22;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Skagerak International School;4,5;44
Standpunkt;2021-22;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Thor Heyerdahl videregående skole;4,6;250
Standpunkt;2021-22;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Wang Tønsberg AS;4,2;68
Standpunkt;2021-22;1;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Alle fylker;Alle skoler;3,8;27 269
Standpunkt;2021-22;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Færder videregående skole;3,8;149
Standpunkt;2021-22;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Gjennestad videregående skole;4;47
Standpunkt;2021-22;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Greveskogen videregående skole;3,2;64
Standpunkt;2021-22;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Holmestrand videregående skole;4,5;28
Standpunkt;2021-22;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Horten videregående skole;4,1;170
Standpunkt;2021-22;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Melsom videregående skole;4,2;38
Standpunkt;2021-22;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Nøtterøy videregående skole;3,5;49
Standpunkt;2021-22;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Re videregående skole;4,2;133
Standpunkt;2021-22;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Sande videregående skole;3,6;78
Standpunkt;2021-22;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Sandefjord videregående skole;4;282
Standpunkt;2021-22;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Thor Heyerdahl videregående skole;4;264
Standpunkt;2021-22;1;MAT1015;Matematikk 2P;Alle fylker;Alle skoler;3,4;105
Standpunkt;2021-22;3;MAT1015;Matematikk 2P;Vestfold;Færder videregående skole;4;1
Standpunkt;2021-22;1;MAT1019;Matematikk 1P;Alle fylker;Alle skoler;3,6;19 630
Standpunkt;2021-22;3;MAT1019;Matematikk 1P;Vestfold;Færder videregående skole;3,8;21
Standpunkt;2021-22;3;MAT1019;Matematikk 1P;Vestfold;Greveskogen videregående skole;3,3;124
Standpunkt;2021-22;3;MAT1019;Matematikk 1P;Vestfold;Holmestrand videregående skole;3,2;32
Standpunkt;2021-22;3;MAT1019;Matematikk 1P;Vestfold;Horten videregående skole;3,5;106
Standpunkt;2021-22;3;MAT1019;Matematikk 1P;Vestfold;Melsom videregående skole;3,8;18
Standpunkt;2021-22;3;MAT1019;Matematikk 1P;Vestfold;Nøtterøy videregående skole;3,2;73
Standpunkt;2021-22;3;MAT1019;Matematikk 1P;Vestfold;Re videregående skole;3,8;111
Standpunkt;2021-22;3;MAT1019;Matematikk 1P;Vestfold;Sande videregående skole;3,4;35
Standpunkt;2021-22;3;MAT1019;Matematikk 1P;Vestfold;Sandefjord videregående skole;3,1;300
Standpunkt;2021-22;3;MAT1019;Matematikk 1P;Vestfold;Skagerak International School;3,6;10
Standpunkt;2021-22;3;MAT1019;Matematikk 1P;Vestfold;Thor Heyerdahl videregående skole;3,9;166
Standpunkt;2021-22;3;MAT1019;Matematikk 1P;Vestfold;Wang Tønsberg AS;3,8;38
Standpunkt;2021-22;1;MAT1023;Matematikk 2P;Alle fylker;Alle skoler;3,7;19 012
Standpunkt;2021-22;3;MAT1023;Matematikk 2P;Vestfold;Færder videregående skole;3,3;24
Standpunkt;2021-22;3;MAT1023;Matematikk 2P;Vestfold;Greveskogen videregående skole;4;117
Standpunkt;2021-22;3;MAT1023;Matematikk 2P;Vestfold;Holmestrand videregående skole;3,9;14
Standpunkt;2021-22;3;MAT1023;Matematikk 2P;Vestfold;Horten videregående skole;3,8;113
Standpunkt;2021-22;3;MAT1023;Matematikk 2P;Vestfold;Melsom videregående skole;3;19
Standpunkt;2021-22;3;MAT1023;Matematikk 2P;Vestfold;Nøtterøy videregående skole;3,2;82
Standpunkt;2021-22;3;MAT1023;Matematikk 2P;Vestfold;Re videregående skole;3,6;108
Standpunkt;2021-22;3;MAT1023;Matematikk 2P;Vestfold;Sande videregående skole;3,6;49
Standpunkt;2021-22;3;MAT1023;Matematikk 2P;Vestfold;Sandefjord videregående skole;3,2;230
Standpunkt;2021-22;3;MAT1023;Matematikk 2P;Vestfold;Thor Heyerdahl videregående skole;3,7;159
Standpunkt;2021-22;1;MAT1111;Matematikk 1P-Y BA;Alle fylker;Alle skoler;3,4;3 859
Standpunkt;2021-22;3;MAT1111;Matematikk 1P-Y BA;Vestfold;Færder videregående skole;3;53
Standpunkt;2021-22;3;MAT1111;Matematikk 1P-Y BA;Vestfold;Gjennestad videregående skole;3,4;23
Standpunkt;2021-22;3;MAT1111;Matematikk 1P-Y BA;Vestfold;Re videregående skole;3,7;77
Standpunkt;2021-22;3;MAT1111;Matematikk 1P-Y BA;Vestfold;Thor Heyerdahl videregående skole;3,5;64
Standpunkt;2021-22;1;MAT1113;Matematikk 1P-Y EL;Alle fylker;Alle skoler;3,9;3 778
Standpunkt;2021-22;3;MAT1113;Matematikk 1P-Y EL;Vestfold;Færder videregående skole;3,9;36
Standpunkt;2021-22;3;MAT1113;Matematikk 1P-Y EL;Vestfold;Horten videregående skole;3,8;27
Standpunkt;2021-22;3;MAT1113;Matematikk 1P-Y EL;Vestfold;Sande videregående skole;3,9;14
Standpunkt;2021-22;3;MAT1113;Matematikk 1P-Y EL;Vestfold;Sandefjord videregående skole;4,3;26
Standpunkt;2021-22;3;MAT1113;Matematikk 1P-Y EL;Vestfold;Thor Heyerdahl videregående skole;4,4;47
Standpunkt;2021-22;1;MAT1115;Matematikk 1P-Y FD;Alle fylker;Alle skoler;3,4;803
Standpunkt;2021-22;3;MAT1115;Matematikk 1P-Y FD;Vestfold;Horten videregående skole;3,4;28
Standpunkt;2021-22;3;MAT1115;Matematikk 1P-Y FD;Vestfold;Sandefjord videregående skole;3,3;31
Standpunkt;2021-22;1;MAT1117;Matematikk 1P-Y HS;Alle fylker;Alle skoler;3,5;7 260
Standpunkt;2021-22;3;MAT1117;Matematikk 1P-Y HS;Vestfold;Gjennestad videregående skole;2,9;10
Standpunkt;2021-22;3;MAT1117;Matematikk 1P-Y HS;Vestfold;Holmestrand videregående skole;3,2;14
Standpunkt;2021-22;3;MAT1117;Matematikk 1P-Y HS;Vestfold;Horten videregående skole;3,5;68
Standpunkt;2021-22;3;MAT1117;Matematikk 1P-Y HS;Vestfold;Nøtterøy videregående skole;3;47
Standpunkt;2021-22;3;MAT1117;Matematikk 1P-Y HS;Vestfold;Re videregående skole;4;57
Standpunkt;2021-22;3;MAT1117;Matematikk 1P-Y HS;Vestfold;Sande videregående skole;3,7;50
Standpunkt;2021-22;3;MAT1117;Matematikk 1P-Y HS;Vestfold;Sandefjord videregående skole;3,3;91
Standpunkt;2021-22;3;MAT1117;Matematikk 1P-Y HS;Vestfold;Thor Heyerdahl videregående skole;3,7;56
Standpunkt;2021-22;1;MAT1119;Matematikk 1P-Y DT;Alle fylker;Alle skoler;3,7;175
Standpunkt;2021-22;1;MAT1121;Matematikk 1P-Y IM;Alle fylker;Alle skoler;3,9;1 075
Standpunkt;2021-22;3;MAT1121;Matematikk 1P-Y IM;Vestfold;Greveskogen videregående skole;3,3;13
Standpunkt;2021-22;3;MAT1121;Matematikk 1P-Y IM;Vestfold;Horten videregående skole;3,9;15
Standpunkt;2021-22;3;MAT1121;Matematikk 1P-Y IM;Vestfold;Sandefjord videregående skole;3,7;32
Standpunkt;2021-22;1;MAT1123;Matematikk 1P-Y NA;Alle fylker;Alle skoler;3,7;1 459
Standpunkt;2021-22;3;MAT1123;Matematikk 1P-Y NA;Vestfold;Melsom videregående skole;3,2;36
Standpunkt;2021-22;1;MAT1125;Matematikk 1P-Y RM;Alle fylker;Alle skoler;3,5;1 086
Standpunkt;2021-22;3;MAT1125;Matematikk 1P-Y RM;Vestfold;Færder videregående skole;3;1
Standpunkt;2021-22;3;MAT1125;Matematikk 1P-Y RM;Vestfold;Greveskogen videregående skole;3;37
Standpunkt;2021-22;3;MAT1125;Matematikk 1P-Y RM;Vestfold;Holmestrand videregående skole;3,7;3
Standpunkt;2021-22;3;MAT1125;Matematikk 1P-Y RM;Vestfold;Thor Heyerdahl videregående skole;3,2;24
Standpunkt;2021-22;1;MAT1127;Matematikk 1P-Y SR;Alle fylker;Alle skoler;3,3;1 784
Standpunkt;2021-22;3;MAT1127;Matematikk 1P-Y SR;Vestfold;Færder videregående skole;5;1
Standpunkt;2021-22;3;MAT1127;Matematikk 1P-Y SR;Vestfold;Gjennestad videregående skole;4,1;7
Standpunkt;2021-22;3;MAT1127;Matematikk 1P-Y SR;Vestfold;Greveskogen videregående skole;3;14
Standpunkt;2021-22;3;MAT1127;Matematikk 1P-Y SR;Vestfold;Horten videregående skole;3,1;14
Standpunkt;2021-22;3;MAT1127;Matematikk 1P-Y SR;Vestfold;Sandefjord videregående skole;3,6;39
Standpunkt;2021-22;3;MAT1127;Matematikk 1P-Y SR;Vestfold;Thor Heyerdahl videregående skole;3,2;22
Standpunkt;2021-22;1;MAT1129;Matematikk 1P-Y TP;Alle fylker;Alle skoler;3,4;5 054
Standpunkt;2021-22;3;MAT1129;Matematikk 1P-Y TP;Vestfold;Færder videregående skole;3,6;46
Standpunkt;2021-22;3;MAT1129;Matematikk 1P-Y TP;Vestfold;Holmestrand videregående skole;3,2;15
Standpunkt;2021-22;3;MAT1129;Matematikk 1P-Y TP;Vestfold;Horten videregående skole;3,2;22
Standpunkt;2021-22;3;MAT1129;Matematikk 1P-Y TP;Vestfold;Sande videregående skole;2,9;13
Standpunkt;2021-22;3;MAT1129;Matematikk 1P-Y TP;Vestfold;Sandefjord videregående skole;3,6;48
Standpunkt;2021-22;3;MAT1129;Matematikk 1P-Y TP;Vestfold;Thor Heyerdahl videregående skole;3,4;48
Standpunkt;2021-22;1;NOR1211;Norsk hovedmål, Vg3 studieforberedende utdanningsprogram, skriftlig;Alle fylker;Alle skoler;4,2;33 002
Standpunkt;2021-22;3;NOR1211;Norsk hovedmål, Vg3 studieforberedende utdanningsprogram, skriftlig;Vestfold;Færder videregående skole;3,9;33
Standpunkt;2021-22;3;NOR1211;Norsk hovedmål, Vg3 studieforberedende utdanningsprogram, skriftlig;Vestfold;Greveskogen videregående skole;4,3;187
Standpunkt;2021-22;3;NOR1211;Norsk hovedmål, Vg3 studieforberedende utdanningsprogram, skriftlig;Vestfold;Holmestrand videregående skole;4,4;45
Standpunkt;2021-22;3;NOR1211;Norsk hovedmål, Vg3 studieforberedende utdanningsprogram, skriftlig;Vestfold;Horten videregående skole;4,1;220
Standpunkt;2021-22;3;NOR1211;Norsk hovedmål, Vg3 studieforberedende utdanningsprogram, skriftlig;Vestfold;Melsom videregående skole;3,1;11
Standpunkt;2021-22;3;NOR1211;Norsk hovedmål, Vg3 studieforberedende utdanningsprogram, skriftlig;Vestfold;Nøtterøy videregående skole;4,3;160
Standpunkt;2021-22;3;NOR1211;Norsk hovedmål, Vg3 studieforberedende utdanningsprogram, skriftlig;Vestfold;Re videregående skole;4,2;144
Standpunkt;2021-22;3;NOR1211;Norsk hovedmål, Vg3 studieforberedende utdanningsprogram, skriftlig;Vestfold;Sande videregående skole;4,1;79
Standpunkt;2021-22;3;NOR1211;Norsk hovedmål, Vg3 studieforberedende utdanningsprogram, skriftlig;Vestfold;Sandefjord videregående skole;4;359
Standpunkt;2021-22;3;NOR1211;Norsk hovedmål, Vg3 studieforberedende utdanningsprogram, skriftlig;Vestfold;Thor Heyerdahl videregående skole;4,5;241
Standpunkt;2021-22;3;NOR1211;Norsk hovedmål, Vg3 studieforberedende utdanningsprogram, skriftlig;Vestfold;Wang Tønsberg AS;3,9;65
Standpunkt;2021-22;1;REA3024;Matematikk R2;Alle fylker;Alle skoler;4,3;6 239
