Karaktertype;Skoleår;EnhetNivaa;Vurderingsfagkode;Vurderingsfagnavn;Fylke;EnhetNavn;Karakterer;Antall elever
Skriftlig;2022-23;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Melsom videregående skole;4,2;17
Skriftlig;2022-23;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Nøtterøy videregående skole;4,1;30
Skriftlig;2022-23;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Re videregående skole;4;17
Skriftlig;2022-23;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Sande videregående skole;3,8;11
Skriftlig;2022-23;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Sandefjord videregående skole;3,6;28
Skriftlig;2022-23;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Skagerak International School;4,4;12
Skriftlig;2022-23;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Thor Heyerdahl videregående skole;4,2;48
Skriftlig;2022-23;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Wang Tønsberg AS;4,5;15
Skriftlig;2022-23;1;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Alle fylker;Alle skoler;3,4;1 952
Skriftlig;2022-23;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Færder videregående skole;3,7;29
Skriftlig;2022-23;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Greveskogen videregående skole;3,1;9
Skriftlig;2022-23;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Holmestrand videregående skole;2,4;10
Skriftlig;2022-23;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Horten videregående skole;5;1
Skriftlig;2022-23;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Nøtterøy videregående skole;3,1;16
Skriftlig;2022-23;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Re videregående skole;3,3;7
Skriftlig;2022-23;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Sandefjord videregående skole;3,8;49
Skriftlig;2022-23;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Thor Heyerdahl videregående skole;3;25
Skriftlig;2022-23;1;MAT1019;Matematikk 1P;Alle fylker;Alle skoler;2,7;1 076
Skriftlig;2022-23;3;MAT1019;Matematikk 1P;Vestfold;Greveskogen videregående skole;2,7;17
Skriftlig;2022-23;3;MAT1019;Matematikk 1P;Vestfold;Horten videregående skole;2,2;20
Skriftlig;2022-23;3;MAT1019;Matematikk 1P;Vestfold;Re videregående skole;2,5;11
Skriftlig;2022-23;3;MAT1019;Matematikk 1P;Vestfold;Sandefjord videregående skole;2,4;9
Skriftlig;2022-23;3;MAT1019;Matematikk 1P;Vestfold;Thor Heyerdahl videregående skole;2,8;30
Skriftlig;2022-23;1;MAT1023;Matematikk 2P;Alle fylker;Alle skoler;2,8;6 025
Skriftlig;2022-23;3;MAT1023;Matematikk 2P;Vestfold;Færder videregående skole;3,3;7
Skriftlig;2022-23;3;MAT1023;Matematikk 2P;Vestfold;Greveskogen videregående skole;2,8;51
Skriftlig;2022-23;3;MAT1023;Matematikk 2P;Vestfold;Holmestrand videregående skole;1,8;14
Skriftlig;2022-23;3;MAT1023;Matematikk 2P;Vestfold;Horten videregående skole;2,7;58
Skriftlig;2022-23;3;MAT1023;Matematikk 2P;Vestfold;Melsom videregående skole;2,3;3
Skriftlig;2022-23;3;MAT1023;Matematikk 2P;Vestfold;Nøtterøy videregående skole;2,7;16
Skriftlig;2022-23;3;MAT1023;Matematikk 2P;Vestfold;Re videregående skole;3;42
Skriftlig;2022-23;3;MAT1023;Matematikk 2P;Vestfold;Sande videregående skole;2,3;18
Skriftlig;2022-23;3;MAT1023;Matematikk 2P;Vestfold;Sandefjord videregående skole;3,1;114
Skriftlig;2022-23;3;MAT1023;Matematikk 2P;Vestfold;Thor Heyerdahl videregående skole;2,6;83
Skriftlig;2022-23;3;MAT1023;Matematikk 2P;Vestfold;Wang Tønsberg AS;3,9;11
Skriftlig;2022-23;1;MAT1111;Matematikk 1P-Y BA;Alle fylker;Alle skoler;3;187
Skriftlig;2022-23;3;MAT1111;Matematikk 1P-Y BA;Vestfold;Re videregående skole;3;5
Skriftlig;2022-23;1;MAT1113;Matematikk 1P-Y EL;Alle fylker;Alle skoler;3,6;477
Skriftlig;2022-23;3;MAT1113;Matematikk 1P-Y EL;Vestfold;Sande videregående skole;3,6;14
Skriftlig;2022-23;1;MAT1115;Matematikk 1P-Y FD;Alle fylker;Alle skoler;2,3;15
Skriftlig;2022-23;1;MAT1117;Matematikk 1P-Y HS;Alle fylker;Alle skoler;3;487
Skriftlig;2022-23;3;MAT1117;Matematikk 1P-Y HS;Vestfold;Re videregående skole;2,9;7
Skriftlig;2022-23;3;MAT1117;Matematikk 1P-Y HS;Vestfold;Sandefjord videregående skole;1,8;8
Skriftlig;2022-23;3;MAT1117;Matematikk 1P-Y HS;Vestfold;Thor Heyerdahl videregående skole;2,7;13
Skriftlig;2022-23;1;MAT1121;Matematikk 1P-Y IM;Alle fylker;Alle skoler;3,3;95
Skriftlig;2022-23;3;MAT1121;Matematikk 1P-Y IM;Vestfold;Greveskogen videregående skole;5;3
Skriftlig;2022-23;1;MAT1123;Matematikk 1P-Y NA;Alle fylker;Alle skoler;2,7;77
Skriftlig;2022-23;1;MAT1125;Matematikk 1P-Y RM;Alle fylker;Alle skoler;2,9;31
Skriftlig;2022-23;3;MAT1125;Matematikk 1P-Y RM;Vestfold;Greveskogen videregående skole;4;2
Skriftlig;2022-23;1;MAT1127;Matematikk 1P-Y SR;Alle fylker;Alle skoler;2,9;88
Skriftlig;2022-23;3;MAT1127;Matematikk 1P-Y SR;Vestfold;Greveskogen videregående skole;2,5;2
Skriftlig;2022-23;3;MAT1127;Matematikk 1P-Y SR;Vestfold;Sandefjord videregående skole;2,4;10
Skriftlig;2022-23;1;MAT1129;Matematikk 1P-Y TP;Alle fylker;Alle skoler;2,8;338
Skriftlig;2022-23;3;MAT1129;Matematikk 1P-Y TP;Vestfold;Horten videregående skole;1;1
Skriftlig;2022-23;3;MAT1129;Matematikk 1P-Y TP;Vestfold;Thor Heyerdahl videregående skole;2,4;11
Skriftlig;2022-23;1;NOR1267;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Alle fylker;Alle skoler;4,2;8 989
Skriftlig;2022-23;3;NOR1267;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Vestfold;Færder videregående skole;3,3;19
Skriftlig;2022-23;3;NOR1267;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Vestfold;Greveskogen videregående skole;3,6;55
Skriftlig;2022-23;3;NOR1267;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Vestfold;Holmestrand videregående skole;3,3;11
Skriftlig;2022-23;3;NOR1267;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Vestfold;Horten videregående skole;3,8;69
Skriftlig;2022-23;3;NOR1267;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Vestfold;Melsom videregående skole;2,8;10
Skriftlig;2022-23;3;NOR1267;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Vestfold;Nøtterøy videregående skole;4,1;55
Skriftlig;2022-23;3;NOR1267;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Vestfold;Re videregående skole;3,7;48
Skriftlig;2022-23;3;NOR1267;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Vestfold;Sande videregående skole;4,1;15
Skriftlig;2022-23;3;NOR1267;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Vestfold;Sandefjord videregående skole;4,4;92
Skriftlig;2022-23;3;NOR1267;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Vestfold;Thor Heyerdahl videregående skole;4,2;69
Skriftlig;2022-23;3;NOR1267;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Vestfold;Wang Tønsberg AS;4,3;15
Skriftlig;2022-23;1;REA3058;Matematikk R2;Alle fylker;Alle skoler;3,3;3 335
Skriftlig;2022-23;3;REA3058;Matematikk R2;Vestfold;Greveskogen videregående skole;3;15
Skriftlig;2022-23;3;REA3058;Matematikk R2;Vestfold;Holmestrand videregående skole;4;3
Skriftlig;2022-23;3;REA3058;Matematikk R2;Vestfold;Horten videregående skole;3,6;22
Skriftlig;2022-23;3;REA3058;Matematikk R2;Vestfold;Nøtterøy videregående skole;4;9
Skriftlig;2022-23;3;REA3058;Matematikk R2;Vestfold;Re videregående skole;3,8;12
Skriftlig;2022-23;3;REA3058;Matematikk R2;Vestfold;Sandefjord videregående skole;3,2;20
Skriftlig;2022-23;3;REA3058;Matematikk R2;Vestfold;Thor Heyerdahl videregående skole;3,7;11
Skriftlig;2023-24;1;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Alle fylker;Alle skoler;4,2;3 302
Skriftlig;2023-24;2;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Alle skoler;4;157
Skriftlig;2023-24;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Vestfold fylkeskommune (EIER);4;149
Skriftlig;2023-24;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Færder videregående skole;4,1;7
Skriftlig;2023-24;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Greveskogen videregående skole;4;24
Skriftlig;2023-24;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Holmestrand videregående skole;3,9;11
Skriftlig;2023-24;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Horten videregående skole;3,8;30
Skriftlig;2023-24;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Nøtterøy videregående skole;4,2;10
Skriftlig;2023-24;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Re videregående skole;4;17
Skriftlig;2023-24;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Sande videregående skole;3;2
Skriftlig;2023-24;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Sandefjord videregående skole;3,8;18
Skriftlig;2023-24;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Thor Heyerdahl videregående skole;4,2;30
Skriftlig;2023-24;3;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;Vestfold;Wang Tønsberg AS;4,4;8
Skriftlig;2023-24;1;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Alle fylker;Alle skoler;3,4;2 034
Skriftlig;2023-24;2;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Alle skoler;3,4;121
Skriftlig;2023-24;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Vestfold fylkeskommune (EIER);3,4;121
Skriftlig;2023-24;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Færder videregående skole;3,5;20
Skriftlig;2023-24;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Greveskogen videregående skole;2,3;4
Skriftlig;2023-24;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Horten videregående skole;3,9;29
Skriftlig;2023-24;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Re videregående skole;3;5
Skriftlig;2023-24;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Sande videregående skole;6;1
Skriftlig;2023-24;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Sandefjord videregående skole;3,1;27
Skriftlig;2023-24;3;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;Vestfold;Thor Heyerdahl videregående skole;3,1;35
Skriftlig;2023-24;1;MAT1019;Matematikk 1P;Alle fylker;Alle skoler;2,7;1 032
Skriftlig;2023-24;2;MAT1019;Matematikk 1P;Vestfold;Alle skoler;2,3;60
Skriftlig;2023-24;3;MAT1019;Matematikk 1P;Vestfold;Vestfold fylkeskommune (EIER);2,3;60
Skriftlig;2023-24;3;MAT1019;Matematikk 1P;Vestfold;Greveskogen videregående skole;2;11
Skriftlig;2023-24;3;MAT1019;Matematikk 1P;Vestfold;Nøtterøy videregående skole;3,3;13
Skriftlig;2023-24;3;MAT1019;Matematikk 1P;Vestfold;Re videregående skole;1,8;13
Skriftlig;2023-24;3;MAT1019;Matematikk 1P;Vestfold;Sande videregående skole;2,2;5
Skriftlig;2023-24;3;MAT1019;Matematikk 1P;Vestfold;Sandefjord videregående skole;1,9;18
Skriftlig;2023-24;1;MAT1023;Matematikk 2P;Alle fylker;Alle skoler;2,7;6 038
Skriftlig;2023-24;2;MAT1023;Matematikk 2P;Vestfold;Alle skoler;2,6;475
Skriftlig;2023-24;3;MAT1023;Matematikk 2P;Vestfold;Vestfold fylkeskommune (EIER);2,6;460
Skriftlig;2023-24;3;MAT1023;Matematikk 2P;Vestfold;Færder videregående skole;2,4;29
Skriftlig;2023-24;3;MAT1023;Matematikk 2P;Vestfold;Greveskogen videregående skole;2,5;45
Skriftlig;2023-24;3;MAT1023;Matematikk 2P;Vestfold;Holmestrand videregående skole;2,6;14
Skriftlig;2023-24;3;MAT1023;Matematikk 2P;Vestfold;Horten videregående skole;2,4;52
Skriftlig;2023-24;3;MAT1023;Matematikk 2P;Vestfold;Melsom videregående skole;2,4;11
Skriftlig;2023-24;3;MAT1023;Matematikk 2P;Vestfold;Nøtterøy videregående skole;3,2;64
Skriftlig;2023-24;3;MAT1023;Matematikk 2P;Vestfold;Re videregående skole;2,8;37
Skriftlig;2023-24;3;MAT1023;Matematikk 2P;Vestfold;Sande videregående skole;2,6;18
Skriftlig;2023-24;3;MAT1023;Matematikk 2P;Vestfold;Sandefjord videregående skole;2,6;122
Skriftlig;2023-24;3;MAT1023;Matematikk 2P;Vestfold;Thor Heyerdahl videregående skole;2,1;68
Skriftlig;2023-24;3;MAT1023;Matematikk 2P;Vestfold;Wang Tønsberg AS;2,7;15
Skriftlig;2023-24;1;MAT1111;Matematikk 1P-Y BA;Alle fylker;Alle skoler;2,6;167
Skriftlig;2023-24;2;MAT1111;Matematikk 1P-Y BA;Vestfold;Alle skoler;2,2;17
Skriftlig;2023-24;3;MAT1111;Matematikk 1P-Y BA;Vestfold;Vestfold fylkeskommune (EIER);2,2;17
Skriftlig;2023-24;3;MAT1111;Matematikk 1P-Y BA;Vestfold;Færder videregående skole;2,6;7
Skriftlig;2023-24;3;MAT1111;Matematikk 1P-Y BA;Vestfold;Re videregående skole;2;10
Skriftlig;2023-24;1;MAT1113;Matematikk 1P-Y EL;Alle fylker;Alle skoler;3,5;471
Skriftlig;2023-24;2;MAT1113;Matematikk 1P-Y EL;Vestfold;Alle skoler;3,6;36
Skriftlig;2023-24;3;MAT1113;Matematikk 1P-Y EL;Vestfold;Vestfold fylkeskommune (EIER);3,6;36
Skriftlig;2023-24;3;MAT1113;Matematikk 1P-Y EL;Vestfold;Færder videregående skole;3,7;6
Skriftlig;2023-24;3;MAT1113;Matematikk 1P-Y EL;Vestfold;Sande videregående skole;3,4;5
Skriftlig;2023-24;3;MAT1113;Matematikk 1P-Y EL;Vestfold;Sandefjord videregående skole;3,8;16
Skriftlig;2023-24;3;MAT1113;Matematikk 1P-Y EL;Vestfold;Thor Heyerdahl videregående skole;3,6;9
Skriftlig;2023-24;1;MAT1115;Matematikk 1P-Y FD;Alle fylker;Alle skoler;2,9;14
Skriftlig;2023-24;1;MAT1117;Matematikk 1P-Y HS;Alle fylker;Alle skoler;3,1;416
Skriftlig;2023-24;2;MAT1117;Matematikk 1P-Y HS;Vestfold;Alle skoler;3,2;31
Skriftlig;2023-24;3;MAT1117;Matematikk 1P-Y HS;Vestfold;Vestfold fylkeskommune (EIER);3,2;31
Skriftlig;2023-24;3;MAT1117;Matematikk 1P-Y HS;Vestfold;Nøtterøy videregående skole;3,3;6
Skriftlig;2023-24;3;MAT1117;Matematikk 1P-Y HS;Vestfold;Re videregående skole;4,3;6
Skriftlig;2023-24;3;MAT1117;Matematikk 1P-Y HS;Vestfold;Sande videregående skole;3;3
Skriftlig;2023-24;3;MAT1117;Matematikk 1P-Y HS;Vestfold;Sandefjord videregående skole;1;1
Skriftlig;2023-24;3;MAT1117;Matematikk 1P-Y HS;Vestfold;Thor Heyerdahl videregående skole;2,9;15
Skriftlig;2023-24;1;MAT1121;Matematikk 1P-Y IM;Alle fylker;Alle skoler;3,8;71
Skriftlig;2023-24;2;MAT1121;Matematikk 1P-Y IM;Vestfold;Alle skoler;3,9;14
Skriftlig;2023-24;3;MAT1121;Matematikk 1P-Y IM;Vestfold;Vestfold fylkeskommune (EIER);3,9;14
Skriftlig;2023-24;3;MAT1121;Matematikk 1P-Y IM;Vestfold;Greveskogen videregående skole;3;1
Skriftlig;2023-24;3;MAT1121;Matematikk 1P-Y IM;Vestfold;Sandefjord videregående skole;4;13
Skriftlig;2023-24;1;MAT1123;Matematikk 1P-Y NA;Alle fylker;Alle skoler;3,4;74
Skriftlig;2023-24;1;MAT1125;Matematikk 1P-Y RM;Alle fylker;Alle skoler;2,6;30
Skriftlig;2023-24;3;MAT1125;Matematikk 1P-Y RM;Vestfold;Vestfold fylkeskommune (EIER);3;1
Skriftlig;2023-24;3;MAT1125;Matematikk 1P-Y RM;Vestfold;Greveskogen videregående skole;3;1
Skriftlig;2023-24;1;MAT1127;Matematikk 1P-Y SR;Alle fylker;Alle skoler;3,1;144
Skriftlig;2023-24;2;MAT1127;Matematikk 1P-Y SR;Vestfold;Alle skoler;3,4;21
Skriftlig;2023-24;3;MAT1127;Matematikk 1P-Y SR;Vestfold;Vestfold fylkeskommune (EIER);3,4;21
Skriftlig;2023-24;3;MAT1127;Matematikk 1P-Y SR;Vestfold;Greveskogen videregående skole;1,5;2
Skriftlig;2023-24;3;MAT1127;Matematikk 1P-Y SR;Vestfold;Sandefjord videregående skole;3,6;19
Skriftlig;2023-24;1;MAT1129;Matematikk 1P-Y TP;Alle fylker;Alle skoler;3,4;270
Skriftlig;2023-24;2;MAT1129;Matematikk 1P-Y TP;Vestfold;Alle skoler;3,1;14
Skriftlig;2023-24;3;MAT1129;Matematikk 1P-Y TP;Vestfold;Vestfold fylkeskommune (EIER);3,1;14
Skriftlig;2023-24;3;MAT1129;Matematikk 1P-Y TP;Vestfold;Færder videregående skole;3,7;6
Skriftlig;2023-24;3;MAT1129;Matematikk 1P-Y TP;Vestfold;Horten videregående skole;2,8;8
Skriftlig;2023-24;1;NOR1267;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Alle fylker;Alle skoler;3,6;32 005
Skriftlig;2023-24;2;NOR1267;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Vestfold;Alle skoler;3,5;1 625
Skriftlig;2023-24;3;NOR1267;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Vestfold;Vestfold fylkeskommune (EIER);3,5;1 565
Skriftlig;2023-24;3;NOR1267;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Vestfold;Færder videregående skole;3,2;28
Skriftlig;2023-24;3;NOR1267;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Vestfold;Greveskogen videregående skole;3,7;180
Skriftlig;2023-24;3;NOR1267;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Vestfold;Holmestrand videregående skole;3,1;52
Skriftlig;2023-24;3;NOR1267;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Vestfold;Horten videregående skole;3,5;209
Skriftlig;2023-24;3;NOR1267;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Vestfold;Melsom videregående skole;3,6;13
Skriftlig;2023-24;3;NOR1267;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Vestfold;Nøtterøy videregående skole;3,6;149
Skriftlig;2023-24;3;NOR1267;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Vestfold;Re videregående skole;3,4;202
Skriftlig;2023-24;3;NOR1267;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Vestfold;Sande videregående skole;3;86
Skriftlig;2023-24;3;NOR1267;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Vestfold;Sandefjord videregående skole;3,5;414
Skriftlig;2023-24;3;NOR1267;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Vestfold;Thor Heyerdahl videregående skole;3,4;232
Skriftlig;2023-24;3;NOR1267;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Vestfold;Wang Tønsberg AS;3,8;60
Skriftlig;2023-24;1;REA3058;Matematikk R2;Alle fylker;Alle skoler;3,3;3 541
Skriftlig;2023-24;2;REA3058;Matematikk R2;Vestfold;Alle skoler;3,2;141
Skriftlig;2023-24;3;REA3058;Matematikk R2;Vestfold;Vestfold fylkeskommune (EIER);3,2;123
Skriftlig;2023-24;3;REA3058;Matematikk R2;Vestfold;Færder videregående skole;3,7;6
Skriftlig;2023-24;3;REA3058;Matematikk R2;Vestfold;Greveskogen videregående skole;2,9;15
Skriftlig;2023-24;3;REA3058;Matematikk R2;Vestfold;Holmestrand videregående skole;3;4
Skriftlig;2023-24;3;REA3058;Matematikk R2;Vestfold;Horten videregående skole;3,3;39
Skriftlig;2023-24;3;REA3058;Matematikk R2;Vestfold;Nøtterøy videregående skole;2,9;7
Skriftlig;2023-24;3;REA3058;Matematikk R2;Vestfold;Re videregående skole;3,3;7
Skriftlig;2023-24;3;REA3058;Matematikk R2;Vestfold;Sande videregående skole;2,1;9
Skriftlig;2023-24;3;REA3058;Matematikk R2;Vestfold;Sandefjord videregående skole;3,5;21
Skriftlig;2023-24;3;REA3058;Matematikk R2;Vestfold;Thor Heyerdahl videregående skole;3,5;15
Skriftlig;2023-24;3;REA3058;Matematikk R2;Vestfold;Wang Tønsberg AS;3,1;18
