Skoleår;Utdanningsprogram;Nivå;Skole;B;H;I;M;S
2024/25;SR;vg 2;Vestfold;148;4;1;6;8
2024/25;ST;vg 2;Vestfold;875;44;51;47;15
2024/25;TP;vg 2;Vestfold;160;7;10;12;9
2024/25;Alle utdanningsprogram;vg 3;Vestfold;1 742;61;98;77;48
2024/25;EL;vg 3;Vestfold;34;0;3;1;1
2024/25;FD;vg 3;Vestfold;18;0;0;1;2
2024/25;HS;vg 3;Vestfold;20;0;1;0;3
2024/25;ID;vg 3;Vestfold;185;2;4;4;2
2024/25;KD;vg 3;Vestfold;53;5;4;4;1
2024/25;MD;vg 3;Vestfold;77;8;1;4;1
2024/25;ME;vg 3;Vestfold;41;3;1;0;1
2024/25;NA;vg 3;Vestfold;7;0;0;1;1
2024/25;PB;vg 3;Vestfold;368;11;38;19;17
2024/25;ST;vg 3;Vestfold;939;32;46;43;19
2024/25;Alle utdanningsprogram;Totalt;Thor Heyerdahl videregående skole;1 238;47;39;35;43
2024/25;BA;Totalt;Thor Heyerdahl videregående skole;95;3;1;2;8
2024/25;EL;Totalt;Thor Heyerdahl videregående skole;85;2;0;1;0
2024/25;HS;Totalt;Thor Heyerdahl videregående skole;123;2;4;2;9
2024/25;ID;Totalt;Thor Heyerdahl videregående skole;171;3;5;4;2
2024/25;MD;Totalt;Thor Heyerdahl videregående skole;64;5;2;1;0
2024/25;ME;Totalt;Thor Heyerdahl videregående skole;40;1;1;0;1
2024/25;PB;Totalt;Thor Heyerdahl videregående skole;54;0;6;2;2
2024/25;RM;Totalt;Thor Heyerdahl videregående skole;18;2;0;2;4
2024/25;SR;Totalt;Thor Heyerdahl videregående skole;71;5;2;4;6
2024/25;ST;Totalt;Thor Heyerdahl videregående skole;413;18;16;12;7
2024/25;TP;Totalt;Thor Heyerdahl videregående skole;104;6;2;5;4
2024/25;Alle utdanningsprogram;vg 1;Thor Heyerdahl videregående skole;541;26;13;10;25
2024/25;BA;vg 1;Thor Heyerdahl videregående skole;68;1;1;1;7
2024/25;EL;vg 1;Thor Heyerdahl videregående skole;45;1;0;0;0
2024/25;HS;vg 1;Thor Heyerdahl videregående skole;68;1;2;2;6
2024/25;ID;vg 1;Thor Heyerdahl videregående skole;61;1;1;0;1
2024/25;MD;vg 1;Thor Heyerdahl videregående skole;24;3;1;0;0
2024/25;ME;vg 1;Thor Heyerdahl videregående skole;9;0;0;0;0
2024/25;RM;vg 1;Thor Heyerdahl videregående skole;9;2;0;1;3
2024/25;SR;vg 1;Thor Heyerdahl videregående skole;37;1;2;2;3
2024/25;ST;vg 1;Thor Heyerdahl videregående skole;154;10;5;1;2
2024/25;TP;vg 1;Thor Heyerdahl videregående skole;66;6;1;3;3
2024/25;Alle utdanningsprogram;vg 2;Thor Heyerdahl videregående skole;415;12;13;14;12
2024/25;BA;vg 2;Thor Heyerdahl videregående skole;27;2;0;1;1
2024/25;EL;vg 2;Thor Heyerdahl videregående skole;40;1;0;1;0
2024/25;HS;vg 2;Thor Heyerdahl videregående skole;55;1;2;0;3
2024/25;ID;vg 2;Thor Heyerdahl videregående skole;53;0;3;2;1
2024/25;MD;vg 2;Thor Heyerdahl videregående skole;18;0;1;0;0
2024/25;ME;vg 2;Thor Heyerdahl videregående skole;14;0;0;0;0
2024/25;RM;vg 2;Thor Heyerdahl videregående skole;9;0;0;1;1
2024/25;SR;vg 2;Thor Heyerdahl videregående skole;34;4;0;2;3
2024/25;ST;vg 2;Thor Heyerdahl videregående skole;127;4;6;5;2
2024/25;TP;vg 2;Thor Heyerdahl videregående skole;38;0;1;2;1
2024/25;Alle utdanningsprogram;vg 3;Thor Heyerdahl videregående skole;282;9;13;11;6
2024/25;ID;vg 3;Thor Heyerdahl videregående skole;57;2;1;2;0
2024/25;MD;vg 3;Thor Heyerdahl videregående skole;22;2;0;1;0
2024/25;ME;vg 3;Thor Heyerdahl videregående skole;17;1;1;0;1
2024/25;PB;vg 3;Thor Heyerdahl videregående skole;54;0;6;2;2
2024/25;ST;vg 3;Thor Heyerdahl videregående skole;132;4;5;6;3
2024/25;Alle utdanningsprogram;Totalt;Sandefjord videregående skole;1 534;68;111;87;72
2024/25;EL;Totalt;Sandefjord videregående skole;59;1;7;0;2
2024/25;FD;Totalt;Sandefjord videregående skole;82;7;4;8;8
2024/25;HS;Totalt;Sandefjord videregående skole;181;6;8;14;16
2024/25;ID;Totalt;Sandefjord videregående skole;84;2;2;3;1
2024/25;IM;Totalt;Sandefjord videregående skole;50;0;4;3;5
2024/25;KD;Totalt;Sandefjord videregående skole;52;5;7;3;4
2024/25;MD;Totalt;Sandefjord videregående skole;110;10;2;7;4
2024/25;PB;Totalt;Sandefjord videregående skole;69;0;5;1;3
2024/25;RM;Totalt;Sandefjord videregående skole;24;1;2;1;1
2024/25;SR;Totalt;Sandefjord videregående skole;144;1;3;8;9
2024/25;ST;Totalt;Sandefjord videregående skole;620;32;56;31;10
2024/25;TP;Totalt;Sandefjord videregående skole;59;3;11;8;9
2024/25;Alle utdanningsprogram;vg 1;Sandefjord videregående skole;591;20;41;40;42
2024/25;EL;vg 1;Sandefjord videregående skole;27;1;2;0;1
2024/25;FD;vg 1;Sandefjord videregående skole;33;6;1;0;6
2024/25;HS;vg 1;Sandefjord videregående skole;85;3;4;8;12
2024/25;ID;vg 1;Sandefjord videregående skole;25;2;0;2;0
2024/25;IM;vg 1;Sandefjord videregående skole;24;0;3;1;4
2024/25;KD;vg 1;Sandefjord videregående skole;20;3;2;0;3
2024/25;MD;vg 1;Sandefjord videregående skole;37;1;0;4;3
2024/25;RM;vg 1;Sandefjord videregående skole;17;1;1;1;1
2024/25;SR;vg 1;Sandefjord videregående skole;75;1;2;7;6
2024/25;ST;vg 1;Sandefjord videregående skole;209;0;23;9;0
2024/25;TP;vg 1;Sandefjord videregående skole;39;2;3;8;6
2024/25;Alle utdanningsprogram;vg 2;Sandefjord videregående skole;510;34;42;32;14
2024/25;EL;vg 2;Sandefjord videregående skole;24;0;4;0;0
2024/25;FD;vg 2;Sandefjord videregående skole;31;1;3;7;0
2024/25;HS;vg 2;Sandefjord videregående skole;82;3;3;6;2
2024/25;ID;vg 2;Sandefjord videregående skole;30;0;1;0;0
2024/25;IM;vg 2;Sandefjord videregående skole;26;0;1;2;1
2024/25;KD;vg 2;Sandefjord videregående skole;13;0;4;1;1
2024/25;MD;vg 2;Sandefjord videregående skole;35;3;2;2;0
2024/25;RM;vg 2;Sandefjord videregående skole;7;0;1;0;0
2024/25;SR;vg 2;Sandefjord videregående skole;69;0;1;1;3
2024/25;ST;vg 2;Sandefjord videregående skole;173;26;14;13;4
2024/25;TP;vg 2;Sandefjord videregående skole;20;1;8;0;3
2024/25;Alle utdanningsprogram;vg 3;Sandefjord videregående skole;433;14;28;15;16
2024/25;EL;vg 3;Sandefjord videregående skole;8;0;1;0;1
2024/25;FD;vg 3;Sandefjord videregående skole;18;0;0;1;2
2024/25;HS;vg 3;Sandefjord videregående skole;14;0;1;0;2
2024/25;ID;vg 3;Sandefjord videregående skole;29;0;1;1;1
2024/25;KD;vg 3;Sandefjord videregående skole;19;2;1;2;0
2024/25;MD;vg 3;Sandefjord videregående skole;38;6;0;1;1
2024/25;PB;vg 3;Sandefjord videregående skole;69;0;5;1;3
2024/25;ST;vg 3;Sandefjord videregående skole;238;6;19;9;6
2024/25;Alle utdanningsprogram;Totalt;Sande videregående skole;310;20;14;15;11
2024/25;EL;Totalt;Sande videregående skole;41;1;1;0;1
2024/25;HS;Totalt;Sande videregående skole;62;5;3;3;5
2024/25;ID;Totalt;Sande videregående skole;51;4;6;3;1
2024/25;PB;Totalt;Sande videregående skole;10;0;0;1;0
2024/25;ST;Totalt;Sande videregående skole;110;7;3;4;2
2024/25;TP;Totalt;Sande videregående skole;36;3;1;4;2
2024/25;Alle utdanningsprogram;vg 1;Sande videregående skole;136;13;8;5;7
2024/25;EL;vg 1;Sande videregående skole;26;0;1;0;1
2024/25;HS;vg 1;Sande videregående skole;39;5;3;2;4
2024/25;ID;vg 1;Sande videregående skole;25;2;3;0;0
2024/25;ST;vg 1;Sande videregående skole;27;3;0;0;1
2024/25;TP;vg 1;Sande videregående skole;19;3;1;3;1
2024/25;Alle utdanningsprogram;vg 2;Sande videregående skole;111;6;5;7;3
2024/25;EL;vg 2;Sande videregående skole;15;1;0;0;0
2024/25;HS;vg 2;Sande videregående skole;23;0;0;1;1
2024/25;ID;vg 2;Sande videregående skole;8;2;3;2;0
2024/25;ST;vg 2;Sande videregående skole;48;3;2;3;1
2024/25;TP;vg 2;Sande videregående skole;17;0;0;1;1
2024/25;Alle utdanningsprogram;vg 3;Sande videregående skole;63;1;1;3;1
2024/25;ID;vg 3;Sande videregående skole;18;0;0;1;1
2024/25;PB;vg 3;Sande videregående skole;10;0;0;1;0
2024/25;ST;vg 3;Sande videregående skole;35;1;1;1;0
2024/25;Alle utdanningsprogram;Totalt;Re videregående skole;706;19;19;12;9
2024/25;BA;Totalt;Re videregående skole;137;3;5;1;5
2024/25;HS;Totalt;Re videregående skole;115;10;2;0;1
2024/25;ID;Totalt;Re videregående skole;162;1;3;2;0
2024/25;PB;Totalt;Re videregående skole;30;1;0;1;0
2024/25;ST;Totalt;Re videregående skole;262;4;9;8;3
2024/25;Alle utdanningsprogram;vg 1;Re videregående skole;313;14;5;1;2
2024/25;BA;vg 1;Re videregående skole;74;2;3;0;1
2024/25;HS;vg 1;Re videregående skole;66;8;0;0;0
2024/25;ID;vg 1;Re videregående skole;59;1;0;0;0
2024/25;ST;vg 1;Re videregående skole;114;3;2;1;1
2024/25;Alle utdanningsprogram;vg 2;Re videregående skole;238;4;6;8;6
2024/25;BA;vg 2;Re videregående skole;63;1;2;1;4
2024/25;HS;vg 2;Re videregående skole;49;2;2;0;1
2024/25;ID;vg 2;Re videregående skole;50;0;1;2;0
2024/25;ST;vg 2;Re videregående skole;76;1;1;5;1
2024/25;Alle utdanningsprogram;vg 3;Re videregående skole;155;1;8;3;1
2024/25;ID;vg 3;Re videregående skole;53;0;2;0;0
2024/25;PB;vg 3;Re videregående skole;30;1;0;1;0
2024/25;ST;vg 3;Re videregående skole;72;0;6;2;1
2024/25;Alle utdanningsprogram;Totalt;Nøtterøy videregående skole;489;14;16;22;17
2024/25;HS;Totalt;Nøtterøy videregående skole;80;6;8;4;8
2024/25;PB;Totalt;Nøtterøy videregående skole;13;0;0;0;1
2024/25;ST;Totalt;Nøtterøy videregående skole;396;8;8;18;8
2024/25;Alle utdanningsprogram;vg 1;Nøtterøy videregående skole;163;7;11;11;7
2024/25;HS;vg 1;Nøtterøy videregående skole;38;6;5;2;4
2024/25;ST;vg 1;Nøtterøy videregående skole;125;1;6;9;3
2024/25;Alle utdanningsprogram;vg 2;Nøtterøy videregående skole;157;4;5;5;7
2024/25;HS;vg 2;Nøtterøy videregående skole;36;0;3;2;4
2024/25;ST;vg 2;Nøtterøy videregående skole;121;4;2;3;3
2024/25;Alle utdanningsprogram;vg 3;Nøtterøy videregående skole;169;3;0;6;3
2024/25;HS;vg 3;Nøtterøy videregående skole;6;0;0;0;0
2024/25;PB;vg 3;Nøtterøy videregående skole;13;0;0;0;1
2024/25;ST;vg 3;Nøtterøy videregående skole;150;3;0;6;2
2024/25;Alle utdanningsprogram;Totalt;Melsom videregående skole;157;11;7;16;6
2024/25;ME;Totalt;Melsom videregående skole;14;3;0;3;1
2024/25;NA;Totalt;Melsom videregående skole;71;7;3;11;2
2024/25;PB;Totalt;Melsom videregående skole;21;1;2;0;0
2024/25;SR;Totalt;Melsom videregående skole;11;0;2;1;3
2024/25;ST;Totalt;Melsom videregående skole;40;0;0;1;0
2024/25;Alle utdanningsprogram;vg 1;Melsom videregående skole;64;4;4;11;5
2024/25;ME;vg 1;Melsom videregående skole;4;1;0;3;1
2024/25;NA;vg 1;Melsom videregående skole;29;3;2;7;1
2024/25;SR;vg 1;Melsom videregående skole;11;0;2;1;3
2024/25;ST;vg 1;Melsom videregående skole;20;0;0;0;0
2024/25;Alle utdanningsprogram;vg 2;Melsom videregående skole;53;5;1;4;0
2024/25;ME;vg 2;Melsom videregående skole;6;1;0;0;0
2024/25;NA;vg 2;Melsom videregående skole;35;4;1;3;0
2024/25;ST;vg 2;Melsom videregående skole;12;0;0;1;0
2024/25;Alle utdanningsprogram;vg 3;Melsom videregående skole;40;2;2;1;1
2024/25;ME;vg 3;Melsom videregående skole;4;1;0;0;0
2024/25;NA;vg 3;Melsom videregående skole;7;0;0;1;1
2024/25;PB;vg 3;Melsom videregående skole;21;1;2;0;0
2024/25;ST;vg 3;Melsom videregående skole;8;0;0;0;0
2024/25;Alle utdanningsprogram;Totalt;Karriere- og Kompetansesenteret i Vestfold;0;0;0;0;1
2024/25;HS;Totalt;Karriere- og Kompetansesenteret i Vestfold;0;0;0;0;1
2024/25;Alle utdanningsprogram;vg 3;Karriere- og Kompetansesenteret i Vestfold;0;0;0;0;1
2024/25;HS;vg 3;Karriere- og Kompetansesenteret i Vestfold;0;0;0;0;1
2024/25;Alle utdanningsprogram;Totalt;Horten videregående skole;872;26;39;58;26
2024/25;EL;Totalt;Horten videregående skole;63;0;5;9;1
2024/25;FD;Totalt;Horten videregående skole;38;3;3;2;5
2024/25;HS;Totalt;Horten videregående skole;116;3;8;9;3
2024/25;ID;Totalt;Horten videregående skole;80;1;2;2;2
2024/25;IM;Totalt;Horten videregående skole;22;2;0;1;2
2024/25;ME;Totalt;Horten videregående skole;64;1;3;6;1
2024/25;PB;Totalt;Horten videregående skole;41;3;5;8;1
2024/25;SR;Totalt;Horten videregående skole;33;0;1;1;2
2024/25;ST;Totalt;Horten videregående skole;391;11;8;14;7
2024/25;TP;Totalt;Horten videregående skole;24;2;4;6;2
2024/25;Alle utdanningsprogram;vg 1;Horten videregående skole;345;8;19;19;14
2024/25;EL;vg 1;Horten videregående skole;26;0;3;2;1
2024/25;FD;vg 1;Horten videregående skole;26;1;3;1;4
2024/25;HS;vg 1;Horten videregående skole;64;1;6;5;2
2024/25;ID;vg 1;Horten videregående skole;29;1;0;0;0
2024/25;IM;vg 1;Horten videregående skole;11;2;0;1;2
2024/25;ME;vg 1;Horten videregående skole;23;0;0;5;1
2024/25;SR;vg 1;Horten videregående skole;15;0;1;1;2
2024/25;ST;vg 1;Horten videregående skole;136;1;2;3;1
2024/25;TP;vg 1;Horten videregående skole;15;2;4;1;1
2024/25;Alle utdanningsprogram;vg 2;Horten videregående skole;304;7;9;25;7
2024/25;EL;vg 2;Horten videregående skole;26;0;0;7;0
2024/25;FD;vg 2;Horten videregående skole;12;2;0;1;1
2024/25;HS;vg 2;Horten videregående skole;52;2;2;4;1
2024/25;ID;vg 2;Horten videregående skole;23;0;2;2;2
2024/25;IM;vg 2;Horten videregående skole;11;0;0;0;0
2024/25;ME;vg 2;Horten videregående skole;21;0;3;1;0
2024/25;SR;vg 2;Horten videregående skole;18;0;0;0;0
2024/25;ST;vg 2;Horten videregående skole;132;3;2;5;2
2024/25;TP;vg 2;Horten videregående skole;9;0;0;5;1
2024/25;Alle utdanningsprogram;vg 3;Horten videregående skole;223;11;11;14;5
2024/25;EL;vg 3;Horten videregående skole;11;0;2;0;0
2024/25;ID;vg 3;Horten videregående skole;28;0;0;0;0
2024/25;ME;vg 3;Horten videregående skole;20;1;0;0;0
2024/25;PB;vg 3;Horten videregående skole;41;3;5;8;1
2024/25;ST;vg 3;Horten videregående skole;123;7;4;6;4
2024/25;Alle utdanningsprogram;Totalt;Holmestrand videregående skole;166;17;15;15;18
2024/25;HS;Totalt;Holmestrand videregående skole;30;4;2;1;6
2024/25;PB;Totalt;Holmestrand videregående skole;20;1;4;0;2
2024/25;RM;Totalt;Holmestrand videregående skole;12;0;2;2;1
2024/25;ST;Totalt;Holmestrand videregående skole;82;10;7;8;6
2024/25;TP;Totalt;Holmestrand videregående skole;22;2;0;4;3
2024/25;Alle utdanningsprogram;vg 1;Holmestrand videregående skole;84;9;3;12;12
2024/25;HS;vg 1;Holmestrand videregående skole;21;3;1;1;5
2024/25;RM;vg 1;Holmestrand videregående skole;6;0;1;1;1
2024/25;ST;vg 1;Holmestrand videregående skole;35;4;1;6;3
2024/25;TP;vg 1;Holmestrand videregående skole;22;2;0;4;3
2024/25;Alle utdanningsprogram;vg 2;Holmestrand videregående skole;39;2;7;2;2
2024/25;HS;vg 2;Holmestrand videregående skole;9;1;1;0;1
2024/25;RM;vg 2;Holmestrand videregående skole;6;0;1;1;0
2024/25;ST;vg 2;Holmestrand videregående skole;24;1;5;1;1
2024/25;Alle utdanningsprogram;vg 3;Holmestrand videregående skole;43;6;5;1;4
2024/25;PB;vg 3;Holmestrand videregående skole;20;1;4;0;2
2024/25;ST;vg 3;Holmestrand videregående skole;23;5;1;1;2
2024/25;Alle utdanningsprogram;Totalt;Greveskogen videregående skole;673;52;49;52;16
2024/25;IM;Totalt;Greveskogen videregående skole;47;9;3;2;2
2024/25;MD;Totalt;Greveskogen videregående skole;57;6;2;7;0
2024/25;RM;Totalt;Greveskogen videregående skole;41;6;2;8;5
2024/25;SR;Totalt;Greveskogen videregående skole;55;9;3;8;3
2024/25;ST;Totalt;Greveskogen videregående skole;473;22;39;27;6
2024/25;Alle utdanningsprogram;vg 1;Greveskogen videregående skole;242;42;15;21;9
2024/25;IM;vg 1;Greveskogen videregående skole;20;9;1;1;0
2024/25;MD;vg 1;Greveskogen videregående skole;23;4;0;4;0
2024/25;RM;vg 1;Greveskogen videregående skole;18;6;1;7;4
2024/25;SR;vg 1;Greveskogen videregående skole;28;9;3;5;1
2024/25;ST;vg 1;Greveskogen videregående skole;153;14;10;4;4
2024/25;Alle utdanningsprogram;vg 2;Greveskogen videregående skole;256;4;23;17;6
2024/25;IM;vg 2;Greveskogen videregående skole;27;0;2;1;2
2024/25;MD;vg 2;Greveskogen videregående skole;17;2;1;1;0
2024/25;RM;vg 2;Greveskogen videregående skole;23;0;1;1;1
2024/25;SR;vg 2;Greveskogen videregående skole;27;0;0;3;2
2024/25;ST;vg 2;Greveskogen videregående skole;162;2;19;11;1
2024/25;Alle utdanningsprogram;vg 3;Greveskogen videregående skole;175;6;11;14;1
2024/25;MD;vg 3;Greveskogen videregående skole;17;0;1;2;0
2024/25;ST;vg 3;Greveskogen videregående skole;158;6;10;12;1
2024/25;Alle utdanningsprogram;Totalt;Færder videregående skole;533;39;30;28;35
2024/25;BA;Totalt;Færder videregående skole;101;8;7;9;10
2024/25;EL;Totalt;Færder videregående skole;116;4;0;1;3
2024/25;KD;Totalt;Færder videregående skole;81;8;3;5;2
2024/25;PB;Totalt;Færder videregående skole;110;5;16;6;8
2024/25;TP;Totalt;Færder videregående skole;125;14;4;7;12
2024/25;Alle utdanningsprogram;vg 1;Færder videregående skole;183;19;6;11;16
2024/25;BA;vg 1;Færder videregående skole;50;8;3;6;6
2024/25;EL;vg 1;Færder videregående skole;61;1;0;0;0
2024/25;KD;vg 1;Færder videregående skole;23;2;0;2;1
2024/25;TP;vg 1;Færder videregående skole;49;8;3;3;9
2024/25;Alle utdanningsprogram;vg 2;Færder videregående skole;191;12;5;8;10
2024/25;BA;vg 2;Færder videregående skole;51;0;4;3;4
2024/25;EL;vg 2;Færder videregående skole;40;3;0;0;3
2024/25;KD;vg 2;Færder videregående skole;24;3;0;1;0
2024/25;TP;vg 2;Færder videregående skole;76;6;1;4;3
2024/25;Alle utdanningsprogram;vg 3;Færder videregående skole;159;8;19;9;9
2024/25;EL;vg 3;Færder videregående skole;15;0;0;1;0
2024/25;KD;vg 3;Færder videregående skole;34;3;3;2;1
2024/25;PB;vg 3;Færder videregående skole;110;5;16;6;8
