Skoleår;Skole;Utdanningstype;Utdanningsprogram;Nivå;Fagkode;Fag;Antall elever;Karaktersnitt årsslutt;Avvik Stp-Eks
2020/21;Færder videregående skole;SF;KD;vg 3;NOR1213;Norsk, vg3 studieforberedende utdanningsprogram, muntlig;24;3,50;-
2020/21;Færder videregående skole;SF;KD;vg 1;FSP5867;Persisk II;1;3,86;-
2020/21;Færder videregående skole;SF;KD;vg 1;FSP5871;Persisk II, muntlig;1;-;-
2020/21;Færder videregående skole;SF;KD;vg 3;REL1001;Religion og etikk;24;5,13;-
2020/21;Færder videregående skole;SF;KD;vg 2;SAF1001;Samfunnsfag;32;3,18;-
2020/21;Færder videregående skole;SF;KD;vg 3;SAM3019;Sosiologi og sosialantropologi;7;-;-
2020/21;Færder videregående skole;SF;KD;vg 2;FSP5092;Spansk I;11;3,82;-
2020/21;Færder videregående skole;SF;KD;vg 1;FSP6218;Spansk I, 1. år;9;4,00;-
2020/21;Færder videregående skole;SF;KD;vg 3;FSP5098;Spansk I+II;3;-;-
2020/21;Færder videregående skole;SF;KD;vg 2;FSP5097;Spansk I+II, 2. år;5;-;-
2020/21;Færder videregående skole;SF;KD;vg 3;FSP5097;Spansk I+II, 2. år;1;-;-
2020/21;Færder videregående skole;SF;KD;vg 2;FSP5095;Spansk II;2;-;-
2020/21;Færder videregående skole;SF;KD;vg 1;FSP6221;Spansk II, 1. år;5;4,78;-
2020/21;Færder videregående skole;SF;KD;vg 3;REA3018;Teknologi og forskningslære 1;9;4,65;-
2020/21;Færder videregående skole;SF;KD;vg 2;FSP5119;Tysk I;4;1,75;-
2020/21;Færder videregående skole;SF;KD;vg 1;FSP6238;Tysk I, 1. år;8;-;-
2020/21;Færder videregående skole;SF;KD;vg 1;FSP6244;Tysk I+II, 1. år;7;-;-
2020/21;Færder videregående skole;SF;KD;vg 2;FSP5124;Tysk I+II, 2. år;3;-;-
2020/21;Færder videregående skole;SF;KD;vg 2;FSP5122;Tysk II;2;-;-
2020/21;Færder videregående skole;SF;KD;vg 1;FSP6241;Tysk II, 1. år;3;-;-
2020/21;Færder videregående skole;PB;PB;vg 3;BUA3001;Barne- og ungdomsarbeiderfaget;1;-;-
2020/21;Færder videregående skole;PB;PB;vg 3;BET3001;Betongfaget;2;-;-
2020/21;Færder videregående skole;PB;PB;vg 3;BMK3001;Bilfaget, lette kjøretøy;3;5,50;-
2020/21;Færder videregående skole;PB;PB;vg 3;BYG2002;Bransjelære;3;3,40;-
2020/21;Færder videregående skole;PB;PB;vg 3;KJT2002;Dokumentasjon og kvalitet;3;2,67;-
2020/21;Færder videregående skole;PB;PB;vg 3;PIN2003;Dokumentasjon og kvalitet;2;-;-
2020/21;Færder videregående skole;PB;PB;vg 3;TIP1003;Dokumentasjon og kvalitet;3;-;-
2020/21;Færder videregående skole;PB;PB;vg 3;REA3004;Fysikk 1;9;-;-
2020/21;Færder videregående skole;PB;PB;vg 3;HEA3001;Helsearbeiderfaget;1;-;-
2020/21;Færder videregående skole;PB;PB;vg 3;HIS1003;Historie vg3 påbygging til generell studiekompetanse;163;4,18;-
2020/21;Færder videregående skole;PB;PB;vg 3;ISF3001;IKT-servicefaget;1;-;-
2020/21;Færder videregående skole;PB;PB;vg 3;SPR3009;Internasjonal engelsk, muntlig;16;3,89;-
2020/21;Færder videregående skole;PB;PB;vg 3;SPR3008;Internasjonal engelsk, skriftlig;16;-;-
2020/21;Færder videregående skole;PB;PB;vg 3;SPR3014;Kommunikasjon og kultur 1;24;3,33;-
2020/21;Færder videregående skole;PB;PB;vg 3;KRO1005;Kroppsøving vg2;11;4,25;-
2020/21;Færder videregående skole;PB;PB;vg 3;KRO1006;Kroppsøving vg3;62;3,64;-
2020/21;Færder videregående skole;PB;PB;vg 3;MAT1015;Matematikk 2P;4;3,52;-
2020/21;Færder videregående skole;PB;PB;vg 3;MAT1005;Matematikk 2P-Y;151;4,00;-
2020/21;Færder videregående skole;PB;PB;vg 3;MAT1105;Matematikk 2P-Y, muntlig;7;3,88;-
2020/21;Færder videregående skole;PB;PB;vg 3;REA3022;Matematikk R1;9;5,25;-
2020/21;Færder videregående skole;PB;PB;vg 3;REA3024;Matematikk R2;11;4,70;-
2020/21;Færder videregående skole;PB;PB;vg 3;NAT1003;Naturfag, vg3 påbygging til generell studiekompetanse;152;4,14;-
2020/21;Færder videregående skole;PB;PB;vg 3;NOR1411;Norsk for elever i vgo med kort botid i Norge, vg3 påbygging til generell studiekompetanse, muntlig;4;4,20;-
2020/21;Færder videregående skole;PB;PB;vg 3;NOR1410;Norsk for elever i vgo med kort botid i Norge, vg3 påbygging til generell studiekompetanse, skriftlig;4;-;-
2020/21;Færder videregående skole;PB;PB;vg 3;NOR1231;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;152;3,68;1,00
2020/21;Færder videregående skole;PB;PB;vg 3;NOR1211;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;15;4,50;-
2020/21;Færder videregående skole;PB;PB;vg 3;NOR1212;Norsk sidemål,  vg3 studieforberedende utdanningsprogram, skriftlig;15;4,60;-
2020/21;Færder videregående skole;PB;PB;vg 3;NOR1232;Norsk sidemål, vg3 påbygging til generell studiekompetanse, skriftlig;152;3,88;-
2020/21;Færder videregående skole;PB;PB;vg 3;NOR1233;Norsk, vg3 påbygging til generell studiekompetanse, muntlig;152;4,00;-
2020/21;Færder videregående skole;PB;PB;vg 3;NOR1213;Norsk, vg3 studieforberedende utdanningsprogram, muntlig;15;3,80;-
2020/21;Færder videregående skole;PB;PB;vg 3;BAT1001;Produksjon;4;-;-
2020/21;Færder videregående skole;PB;PB;vg 3;BYG2001;Produksjon;3;-;-
2020/21;Færder videregående skole;PB;PB;vg 3;PIN2001;Produksjon;2;-;-
2020/21;Færder videregående skole;PB;PB;vg 3;TIP1001;Produksjon;3;-;-
2020/21;Færder videregående skole;PB;PB;vg 3;PIN2002;Reparasjon og vedlikehold;2;-;-
2020/21;Færder videregående skole;PB;PB;vg 3;RSD3001;Reservedelsfaget;1;4,33;-
2020/21;Færder videregående skole;PB;PB;vg 3;SAF1001;Samfunnsfag;12;5,10;-
2020/21;Færder videregående skole;PB;PB;vg 3;SER3001;Servitørfaget;2;-;-
2020/21;Færder videregående skole;PB;PB;vg 3;SAM3019;Sosiologi og sosialantropologi;30;4,25;-
2020/21;Færder videregående skole;PB;PB;vg 3;BAT1002;Tegning og bransjelære;4;5,00;-
2020/21;Færder videregående skole;PB;PB;vg 3;TIP1002;Tekniske tjenester;3;-;-
2020/21;Færder videregående skole;PB;PB;vg 3;REA3018;Teknologi og forskningslære 1;15;3,65;-
2020/21;Færder videregående skole;PB;PB;vg 3;KJT2003;Tverrfaglig eksamen kjøretøy;1;-;-
2020/21;Færder videregående skole;PB;PB;vg 3;TMF3001;Tømrerfaget;1;1,33;-
2020/21;Færder videregående skole;PB;PB;vg 3;KJT2001;Verkstedarbeid;3;-;-
2020/21;Færder videregående skole;PB;PB;vg 3;YFF4106;Yrkesfaglig fordypning vg1;8;-;-
2020/21;Færder videregående skole;PB;PB;vg 3;YFF4209;Yrkesfaglig fordypning vg2;6;-;-
2020/21;Færder videregående skole;YF;TP;vg 2;MAR2008;Dekk;23;3,30;-
2020/21;Færder videregående skole;YF;TP;vg 2;BLK2002;Dokumentasjon og kvalitet;12;2,38;-
2020/21;Færder videregående skole;YF;TP;vg 2;KJT2002;Dokumentasjon og kvalitet;29;4,14;-
2020/21;Færder videregående skole;YF;TP;vg 2;MAR2007;Dokumentasjon og kvalitet;32;4,13;-
2020/21;Færder videregående skole;YF;TP;vg 2;PIN2003;Dokumentasjon og kvalitet;14;4,94;-
2020/21;Færder videregående skole;YF;TP;vg 2;MAR2005;Drift og operasjon;32;4,03;-
2020/21;Færder videregående skole;YF;TP;vg 1;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;3;-;-
2020/21;Færder videregående skole;YF;TP;vg 1;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;59;3,20;-
2020/21;Færder videregående skole;YF;TP;vg 2;ENG1003;Engelsk, vg2 yrkesfaglige utdanningsprogram;87;3,53;-
2020/21;Færder videregående skole;YF;TP;vg 2;REA3004;Fysikk 1;6;3,80;-
2020/21;Færder videregående skole;YF;TP;vg 1;NOR1155;Grunnleggende norsk for språklige minoriteter, nivå 2, vg1 yrkesfaglige utdanningsprogram;3;2,71;-
2020/21;Færder videregående skole;YF;TP;vg 2;BLK2001;Karosseri- og lakkteknikk;12;-;-
2020/21;Færder videregående skole;YF;TP;vg 1;TIP1007;Konstruksjons- og styringsteknikk;60;3,78;-
2020/21;Færder videregående skole;YF;TP;vg 1;KRO1017;Kroppsøving vg1;60;4,92;-
2020/21;Færder videregående skole;YF;TP;vg 1;KRO1005;Kroppsøving vg2;1;-;-
2020/21;Færder videregående skole;YF;TP;vg 2;KRO1005;Kroppsøving vg2;87;2,70;-
2020/21;Færder videregående skole;YF;TP;vg 2;MAR2009;Maskin;9;-;-
2020/21;Færder videregående skole;YF;TP;vg 1;MAT1001;Matematikk 1P-Y;1;-;-
2020/21;Færder videregående skole;YF;TP;vg 1;MAT1129;Matematikk 1P-Y TP;60;3,39;-
2020/21;Færder videregående skole;YF;TP;vg 1;MAT1021;Matematikk 1T;3;4,80;-
2020/21;Færder videregående skole;YF;TP;vg 2;MAT1015;Matematikk 2P;2;3,10;-
2020/21;Færder videregående skole;YF;TP;vg 2;REA3022;Matematikk R1;6;3,70;-
2020/21;Færder videregående skole;YF;TP;vg 1;MATRS05;Matematikk T-Y;1;3,75;-
2020/21;Færder videregående skole;YF;TP;vg 1;NAT1007;Naturfag vg1 studieforberedende utdanningsprogram;3;4,80;-
2020/21;Færder videregående skole;YF;TP;vg 1;NAT1017;Naturfag vg1 TP;60;3,93;-
2020/21;Færder videregående skole;YF;TP;vg 2;NOR1408;Norsk for elever i vgo med kort botid i Norge, vg2 yrkesfaglige utdanningsprogram;7;-;-
2020/21;Færder videregående skole;YF;TP;vg 2;NOR1208;Norsk hovedmål, vg2 studieforberedende utdanningsprogram, skriftlig;6;-;-
2020/21;Færder videregående skole;YF;TP;vg 2;NOR1209;Norsk sidemål, vg2 studieforberedende utdanningsprogram, skriftlig;6;4,20;-
2020/21;Færder videregående skole;YF;TP;vg 1;NOR1261;Norsk, vg1 studieforberedende utdanningsprogram, muntlig;3;-;-
2020/21;Færder videregående skole;YF;TP;vg 1;NOR1260;Norsk, vg1 studieforberedende utdanningsprogram, skriftlig;3;-;-
2020/21;Færder videregående skole;YF;TP;vg 2;NOR1210;Norsk, vg2 studieforberedende utdanningsprogram, muntlig;6;-;-
2020/21;Færder videregående skole;YF;TP;vg 2;NOR1206;Norsk, vg2 yrkesfaglige utdanningsprogram;84;4,37;-
2020/21;Færder videregående skole;YF;TP;vg 2;PIN2001;Produksjon;14;2,44;0,00
2020/21;Færder videregående skole;YF;TP;vg 1;TIP1006;Produksjon og tjenester;60;3,89;-
2020/21;Færder videregående skole;YF;TP;vg 1;TIP1008;Produktivitet og kvalitetsstyring;60;3,41;2,00
2020/21;Færder videregående skole;YF;TP;vg 2;PIN2002;Reparasjon og vedlikehold;14;-;-
2020/21;Færder videregående skole;YF;TP;vg 2;SAF1001;Samfunnsfag;87;3,56;-
2020/21;Færder videregående skole;YF;TP;vg 2;MAR2006;Skipstekniske tjenester;32;4,34;-
2020/21;Færder videregående skole;YF;TP;vg 2;BLK2003;Tverrfaglig eksamen bilskade, lakk og karosseri;10;-;-
2020/21;Færder videregående skole;YF;TP;vg 2;PIN2004;Tverrfaglig eksamen industriteknologi;14;3,28;-
2020/21;Færder videregående skole;YF;TP;vg 2;KJT2003;Tverrfaglig eksamen kjøretøy;28;2,94;-
2020/21;Færder videregående skole;YF;TP;vg 2;MAR2010;Tverrfaglig eksamen maritime fag, dekk;23;4,16;-
2020/21;Færder videregående skole;YF;TP;vg 2;MAR2011;Tverrfaglig eksamen maritime fag, maskin;9;5,40;-
2020/21;Færder videregående skole;YF;TP;vg 2;KJT2001;Verkstedarbeid;29;3,63;0,00
2020/21;Færder videregående skole;YF;TP;vg 1;YFF4106;Yrkesfaglig fordypning vg1;60;4,01;-
2020/21;Færder videregående skole;YF;TP;vg 2;YFF4106;Yrkesfaglig fordypning vg1;1;-;-
2020/21;Færder videregående skole;YF;TP;vg 2;YFF4209;Yrkesfaglig fordypning vg2;87;3,76;-
2020/21;Færder videregående skole;YF;TP;vg 2;-;-;1;-;-
2020/21;Greveskogen videregående skole;YF;IM;vg 1;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;14;4,38;-
2020/21;Greveskogen videregående skole;YF;IM;vg 1;IKM1003;Konseptutvikling og programmering;14;5,50;-
2020/21;Greveskogen videregående skole;YF;IM;vg 1;KRO1017;Kroppsøving vg1;14;4,47;-
2020/21;Greveskogen videregående skole;YF;IM;vg 1;MAT1121;Matematikk 1P-Y IM;14;4,63;-
2020/21;Greveskogen videregående skole;YF;IM;vg 1;NAT1013;Naturfag vg1 IM;14;4,18;-
2020/21;Greveskogen videregående skole;YF;IM;vg 1;IKM1001;Produksjon og historiefortelling;14;5,50;-
2020/21;Greveskogen videregående skole;YF;IM;vg 1;IKM1002;Teknologiforståelse;14;5,19;-
2020/21;Greveskogen videregående skole;YF;IM;vg 1;YFF4106;Yrkesfaglig fordypning vg1;14;4,44;-
2020/21;Greveskogen videregående skole;SF;MD;vg 1;MDD3006;Bevegelse;12;3,30;-
2020/21;Greveskogen videregående skole;SF;MD;vg 3;DRA2009;Drama og samfunn;10;-;-
2020/21;Greveskogen videregående skole;SF;MD;vg 1;ENG1007;Engelsk vg1 studieforberedende utdanningsprogram;27;4,70;-
2020/21;Greveskogen videregående skole;SF;MD;vg 2;MUS2001;Ergonomi og bevegelse 1;16;5,30;-
2020/21;Greveskogen videregående skole;SF;MD;vg 3;MUS2002;Ergonomi og bevegelse 2;19;-;-
2020/21;Greveskogen videregående skole;SF;MD;vg 2;FSP5020;Fransk I;4;3,80;-
2020/21;Greveskogen videregående skole;SF;MD;vg 1;FSP6148;Fransk I, 1. år;1;-;-
2020/21;Greveskogen videregående skole;SF;MD;vg 2;FSP5023;Fransk II;5;5,10;-
2020/21;Greveskogen videregående skole;SF;MD;vg 1;FSP6151;Fransk II, 1. år;4;-;-
2020/21;Greveskogen videregående skole;SF;MD;vg 2;GEO1001;Geografi;30;4,17;-
2020/21;Greveskogen videregående skole;SF;MD;vg 2;HIS1001;Historie vg2 studieforberedende utdanningsprogram;30;5,20;-
2020/21;Greveskogen videregående skole;SF;MD;vg 3;HIS1002;Historie vg3 studieforberedende utdanningsprogram;29;4,63;-
2020/21;Greveskogen videregående skole;SF;MD;vg 3;MUS2009;Instruksjon og ledelse;19;4,10;-
2020/21;Greveskogen videregående skole;SF;MD;vg 2;MUS2003;Instrument, kor, samspill 1;16;4,40;-
2020/21;Greveskogen videregående skole;SF;MD;vg 3;MUS2004;Instrument, kor, samspill 2;19;4,40;-
2020/21;Greveskogen videregående skole;SF;MD;vg 1;MDD3007;Lytting;15;4,28;-
2020/21;Greveskogen videregående skole;SF;MD;vg 1;MAT1019;Matematikk 1P;27;4,50;-
2020/21;Greveskogen videregående skole;SF;MD;vg 2;MAT1015;Matematikk 2P;30;4,77;-
2020/21;Greveskogen videregående skole;SF;MD;vg 1;MDD3009;Musikk;15;-;-
2020/21;Greveskogen videregående skole;SF;MD;vg 2;MUS3001;Musikk fordypning 1;16;3,10;-
2020/21;Greveskogen videregående skole;SF;MD;vg 3;MUS3003;Musikk fordypning 2;18;4,45;-
2020/21;Greveskogen videregående skole;SF;MD;vg 3;MUS3004;Musikk fordypning 2, muntlig-praktisk;6;-;-
2020/21;Greveskogen videregående skole;SF;MD;vg 2;MUS2005;Musikk i perspektiv 1;16;4,83;-
2020/21;Greveskogen videregående skole;SF;MD;vg 3;MUS2007;Musikk i perspektiv 2;19;-;-
2020/21;Greveskogen videregående skole;SF;MD;vg 1;MDD2002;Musikk, dans og drama;27;4,69;-
2020/21;Greveskogen videregående skole;SF;MD;vg 1;NAT1007;Naturfag vg1 studieforberedende utdanningsprogram;27;4,83;-
2020/21;Greveskogen videregående skole;SF;MD;vg 2;NOR1208;Norsk hovedmål, vg2 studieforberedende utdanningsprogram, skriftlig;30;4,48;-
2020/21;Greveskogen videregående skole;SF;MD;vg 3;NOR1211;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;29;3,70;-
2020/21;Greveskogen videregående skole;SF;MD;vg 3;NOR1212;Norsk sidemål,  vg3 studieforberedende utdanningsprogram, skriftlig;29;4,80;-
2020/21;Greveskogen videregående skole;SF;MD;vg 2;NOR1209;Norsk sidemål, vg2 studieforberedende utdanningsprogram, skriftlig;30;4,95;-
2020/21;Greveskogen videregående skole;SF;MD;vg 1;NOR1261;Norsk, vg1 studieforberedende utdanningsprogram, muntlig;27;4,20;-
2020/21;Greveskogen videregående skole;SF;MD;vg 1;NOR1260;Norsk, vg1 studieforberedende utdanningsprogram, skriftlig;27;4,41;-
2020/21;Greveskogen videregående skole;SF;MD;vg 2;NOR1210;Norsk, vg2 studieforberedende utdanningsprogram, muntlig;30;4,50;-
2020/21;Greveskogen videregående skole;SF;MD;vg 3;NOR1213;Norsk, vg3 studieforberedende utdanningsprogram, muntlig;29;4,10;-
2020/21;Greveskogen videregående skole;SF;MD;vg 3;REL1001;Religion og etikk;29;4,56;-
2020/21;Greveskogen videregående skole;SF;MD;vg 2;SAF1001;Samfunnsfag;30;4,28;-
2020/21;Greveskogen videregående skole;SF;MD;vg 2;FSP5092;Spansk I;4;-;-
2020/21;Greveskogen videregående skole;SF;MD;vg 1;FSP6218;Spansk I, 1. år;6;-;-
2020/21;Greveskogen videregående skole;SF;MD;vg 3;FSP5098;Spansk I+II;2;-;-
2020/21;Greveskogen videregående skole;SF;MD;vg 2;FSP5095;Spansk II;6;5,15;-
2020/21;Greveskogen videregående skole;SF;MD;vg 1;FSP6221;Spansk II, 1. år;7;4,56;-
2020/21;Greveskogen videregående skole;SF;MD;vg 2;DRA2005;Teater i perspektiv 1;14;-;-
2020/21;Greveskogen videregående skole;SF;MD;vg 3;DRA2007;Teater i perspektiv 2;10;3,97;-
2020/21;Greveskogen videregående skole;SF;MD;vg 2;DRA2001;Teater og bevegelse 1;14;5,40;-
2020/21;Greveskogen videregående skole;SF;MD;vg 3;DRA2002;Teater og bevegelse 2;10;2,75;-
2020/21;Greveskogen videregående skole;SF;MD;vg 1;MDD3010;Teaterensemble;12;-;-
2020/21;Greveskogen videregående skole;SF;MD;vg 2;DRA2003;Teaterproduksjon 1;14;5,40;-
2020/21;Greveskogen videregående skole;SF;MD;vg 3;DRA2004;Teaterproduksjon 2;10;4,60;-
2020/21;Greveskogen videregående skole;SF;MD;vg 2;DRA3001;Teaterproduksjon fordypning 1;14;-;-
2020/21;Greveskogen videregående skole;SF;MD;vg 3;DRA3002;Teaterproduksjon fordypning 2;9;5,80;-
2020/21;Greveskogen videregående skole;SF;MD;vg 2;FSP5119;Tysk I;8;4,20;-
2020/21;Greveskogen videregående skole;SF;MD;vg 1;FSP6238;Tysk I, 1. år;5;-;-
2020/21;Greveskogen videregående skole;SF;MD;vg 3;FSP5125;Tysk I+II;1;-;-
2020/21;Greveskogen videregående skole;SF;MD;vg 2;FSP5124;Tysk I+II, 2. år;4;-;-
2020/21;Greveskogen videregående skole;SF;MD;vg 2;FSP5122;Tysk II;3;-;-
2020/21;Greveskogen videregående skole;SF;MD;vg 3;FSP5122;Tysk II;1;-;-
2020/21;Greveskogen videregående skole;SF;MD;vg 1;FSP6241;Tysk II, 1. år;7;-;-
2020/21;Greveskogen videregående skole;YF;RM;vg 1;RMF1007;Bransje og arbeidsliv;39;3,37;-
2020/21;Greveskogen videregående skole;YF;RM;vg 2;MFG2003;Bransje, fag og miljø;12;3,72;-
2020/21;Greveskogen videregående skole;YF;RM;vg 1;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;38;3,80;-
2020/21;Greveskogen videregående skole;YF;RM;vg 2;ENG1003;Engelsk, vg2 yrkesfaglige utdanningsprogram;24;4,17;-
2020/21;Greveskogen videregående skole;YF;RM;vg 2;RFG2002;Kosthold, ernæring og helse;13;4,48;-
2020/21;Greveskogen videregående skole;YF;RM;vg 1;KRO1017;Kroppsøving vg1;39;3,68;-
2020/21;Greveskogen videregående skole;YF;RM;vg 2;KRO1005;Kroppsøving vg2;25;4,59;-
2020/21;Greveskogen videregående skole;YF;RM;vg 1;MAT1125;Matematikk 1P-Y RM;38;3,33;-
2020/21;Greveskogen videregående skole;YF;RM;vg 1;NAT1015;Naturfag vg1 RM;39;3,46;-
2020/21;Greveskogen videregående skole;YF;RM;vg 2;NOR1206;Norsk, vg2 yrkesfaglige utdanningsprogram;24;3,56;-
2020/21;Greveskogen videregående skole;YF;RM;vg 1;RMF1006;Råvare, produksjon og kvalitet;39;3,59;-
2020/21;Greveskogen videregående skole;YF;RM;vg 2;RFG2001;Råvarer og produksjon;13;-;-
2020/21;Greveskogen videregående skole;YF;RM;vg 2;MFG2001;Råvarer, produksjon og kvalitet;12;3,81;-
2020/21;Greveskogen videregående skole;YF;RM;vg 2;MFG2002;Salg og marked;12;-;-
2020/21;Greveskogen videregående skole;YF;RM;vg 2;SAF1001;Samfunnsfag;24;4,14;-
2020/21;Greveskogen videregående skole;YF;RM;vg 2;RFG2003;Servering, bransje og miljø;13;-;-
2020/21;Greveskogen videregående skole;YF;RM;vg 2;RFG2004;Tverrfaglig eksamen kokk- og servitørfag;13;4,89;-
2020/21;Greveskogen videregående skole;YF;RM;vg 2;MFG2004;Tverrfaglig eksamen matfag;12;4,00;-
2020/21;Greveskogen videregående skole;YF;RM;vg 1;YFF4106;Yrkesfaglig fordypning vg1;39;3,00;-
2020/21;Greveskogen videregående skole;YF;RM;vg 2;YFF4209;Yrkesfaglig fordypning vg2;25;3,11;-
2020/21;Greveskogen videregående skole;YF;RM;vg 2;YFO2002;Yrkesfaglig opphenting;1;-;-
2020/21;Greveskogen videregående skole;YF;SR;vg 1;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;32;4,19;-
2020/21;Greveskogen videregående skole;YF;SR;vg 1;ENG1003;Engelsk, vg2 yrkesfaglige utdanningsprogram;1;-;-
2020/21;Greveskogen videregående skole;YF;SR;vg 1;SSR1001;Forretningsdrift;34;3,48;-
2020/21;Greveskogen videregående skole;YF;SR;vg 1;KRO1017;Kroppsøving vg1;33;3,62;-
2020/21;Greveskogen videregående skole;YF;SR;vg 1;KRO1005;Kroppsøving vg2;1;-;-
2020/21;Greveskogen videregående skole;YF;SR;vg 1;SSR1003;Kultur og samhandling;34;3,65;-
2020/21;Greveskogen videregående skole;YF;SR;vg 1;SSR1002;Markedsføring og innovasjon;34;3,42;-
2020/21;Greveskogen videregående skole;YF;SR;vg 1;MAT1127;Matematikk 1P-Y SR;33;3,82;0,00
2020/21;Greveskogen videregående skole;YF;SR;vg 1;NAT1016;Naturfag vg1 SR;33;3,77;-
2020/21;Greveskogen videregående skole;YF;SR;vg 1;YFF4106;Yrkesfaglig fordypning vg1;34;2,50;-
2020/21;Greveskogen videregående skole;YF;SS;vg 2;FSP5813;Arabisk II;1;-;-
2020/21;Greveskogen videregående skole;YF;SS;vg 2;FSP5817;Arabisk II, muntlig;1;3,13;-
2020/21;Greveskogen videregående skole;YF;SS;vg 2;ISF2002;Bruker- og driftsstøtte;27;4,53;-
2020/21;Greveskogen videregående skole;YF;SS;vg 2;ISF2001;Drift og vedlikehold;27;3,85;-
2020/21;Greveskogen videregående skole;YF;SS;vg 2;ENG1009;Engelsk vg1 yrkesfaglige utdanningsprogram;1;-;-
2020/21;Greveskogen videregående skole;YF;SS;vg 2;ENG1003;Engelsk, vg2 yrkesfaglige utdanningsprogram;68;3,78;-
2020/21;Greveskogen videregående skole;YF;SS;vg 2;KRO1005;Kroppsøving vg2;68;4,38;-
2020/21;Greveskogen videregående skole;YF;SS;vg 2;SSS2001;Markedsføring og salg;42;4,70;-
2020/21;Greveskogen videregående skole;YF;SS;vg 2;MAT1125;Matematikk 1P-Y RM;1;-;-
2020/21;Greveskogen videregående skole;YF;SS;vg 2;NAT1015;Naturfag vg1 RM;1;-;-
2020/21;Greveskogen videregående skole;YF;SS;vg 2;NOR1206;Norsk, vg2 yrkesfaglige utdanningsprogram;67;4,18;-
2020/21;Greveskogen videregående skole;YF;SS;vg 2;SAF1001;Samfunnsfag;68;4,17;-
2020/21;Greveskogen videregående skole;YF;SS;vg 2;SSS2002;Sikkerhet;42;3,71;-
2020/21;Greveskogen videregående skole;YF;SS;vg 2;FSP6029;Tigrinja II;1;-;-
2020/21;Greveskogen videregående skole;YF;SS;vg 2;ISF2004;Tverrfaglig eksamen IKT-servicefag;25;4,72;-
2020/21;Greveskogen videregående skole;YF;SS;vg 2;SSS2004;Tverrfaglig eksamen salg, service og sikkerhet;39;3,51;-
2020/21;Greveskogen videregående skole;YF;SS;vg 2;ISF2003;Virksomhetsstøtte;27;3,56;-
2020/21;Greveskogen videregående skole;YF;SS;vg 2;YFF4209;Yrkesfaglig fordypning vg2;69;3,50;-
2020/21;Greveskogen videregående skole;YF;SS;vg 2;YFO2002;Yrkesfaglig opphenting;2;-;-
2020/21;Greveskogen videregående skole;YF;SS;vg 2;SSS2003;Økonomi og administrasjon;42;4,35;-
2020/21;Greveskogen videregående skole;SF;ST;vg 3;FSP5801;Albansk I;1;-;-
2020/21;Greveskogen videregående skole;SF;ST;vg 3;PSP5502;Albansk nivå II;1;-;-
