Knr,Kommunenavn,Tid,Gruppe,Forbruk (kWh),Antall målere
3901.0,Horten,2023-01-01 00:00:00+01:00,Næring (unntatt industri),11018.403,1027.0
3901.0,Horten,2023-01-01 01:00:00+01:00,Næring (unntatt industri),11077.38,1027.0
3901.0,Horten,2023-01-01 02:00:00+01:00,Næring (unntatt industri),10993.962,1027.0
3901.0,Horten,2023-01-01 03:00:00+01:00,Næring (unntatt industri),10947.278,1027.0
3901.0,Horten,2023-01-01 04:00:00+01:00,Næring (unntatt industri),11058.361,1027.0
3901.0,Horten,2023-01-01 05:00:00+01:00,Næring (unntatt industri),11332.341,1027.0
3901.0,Horten,2023-01-01 06:00:00+01:00,Næring (unntatt industri),11360.997,1027.0
3901.0,Horten,2023-01-01 07:00:00+01:00,Næring (unntatt industri),13137.354,1027.0
3901.0,Horten,2023-01-01 08:00:00+01:00,Næring (unntatt industri),12558.988,1027.0
3901.0,Horten,2023-01-01 09:00:00+01:00,Næring (unntatt industri),11234.431,1027.0
3901.0,Horten,2023-01-01 10:00:00+01:00,Næring (unntatt industri),13489.12,1027.0
3901.0,Horten,2023-01-01 11:00:00+01:00,Næring (unntatt industri),12670.904,1027.0
3901.0,Horten,2023-01-01 12:00:00+01:00,Næring (unntatt industri),13035.518,1027.0
3901.0,Horten,2023-01-01 13:00:00+01:00,Næring (unntatt industri),12759.21,1027.0
3901.0,Horten,2023-01-01 14:00:00+01:00,Næring (unntatt industri),14667.692,1027.0
3901.0,Horten,2023-01-01 15:00:00+01:00,Næring (unntatt industri),14599.781,1027.0
3901.0,Horten,2023-01-01 16:00:00+01:00,Næring (unntatt industri),14573.418,1027.0
3901.0,Horten,2023-01-01 17:00:00+01:00,Næring (unntatt industri),15448.391,1027.0
3901.0,Horten,2023-01-01 18:00:00+01:00,Næring (unntatt industri),13623.125,1027.0
3901.0,Horten,2023-01-01 19:00:00+01:00,Næring (unntatt industri),12735.081,1027.0
3901.0,Horten,2023-01-01 20:00:00+01:00,Næring (unntatt industri),13767.299,1027.0
3901.0,Horten,2023-01-01 21:00:00+01:00,Næring (unntatt industri),14214.76,1027.0
3901.0,Horten,2023-01-01 22:00:00+01:00,Næring (unntatt industri),12802.793,1027.0
3901.0,Horten,2023-01-01 23:00:00+01:00,Næring (unntatt industri),12273.545,1027.0
3901.0,Horten,2023-01-01 00:00:00+01:00,Industri,5688.572,262.0
3901.0,Horten,2023-01-01 01:00:00+01:00,Industri,5688.81,262.0
3901.0,Horten,2023-01-01 02:00:00+01:00,Industri,5707.131,262.0
3901.0,Horten,2023-01-01 03:00:00+01:00,Industri,5688.623,262.0
3901.0,Horten,2023-01-01 04:00:00+01:00,Industri,5720.32,262.0
3901.0,Horten,2023-01-01 05:00:00+01:00,Industri,5848.053,262.0
3901.0,Horten,2023-01-01 06:00:00+01:00,Industri,6024.269,262.0
3901.0,Horten,2023-01-01 07:00:00+01:00,Industri,6170.853,262.0
3901.0,Horten,2023-01-01 08:00:00+01:00,Industri,6238.199,262.0
3901.0,Horten,2023-01-01 09:00:00+01:00,Industri,6273.747,262.0
3901.0,Horten,2023-01-01 10:00:00+01:00,Industri,6288.9,262.0
3901.0,Horten,2023-01-01 11:00:00+01:00,Industri,6393.711,262.0
3901.0,Horten,2023-01-01 12:00:00+01:00,Industri,6364.716,262.0
3901.0,Horten,2023-01-01 13:00:00+01:00,Industri,6413.333,262.0
3901.0,Horten,2023-01-01 14:00:00+01:00,Industri,6461.529,262.0
3901.0,Horten,2023-01-01 15:00:00+01:00,Industri,6507.35,262.0
3901.0,Horten,2023-01-01 16:00:00+01:00,Industri,6567.135,262.0
3901.0,Horten,2023-01-01 17:00:00+01:00,Industri,6490.555,262.0
3901.0,Horten,2023-01-01 18:00:00+01:00,Industri,6356.371,262.0
3901.0,Horten,2023-01-01 19:00:00+01:00,Industri,6243.191,262.0
3901.0,Horten,2023-01-01 20:00:00+01:00,Industri,6298.788,262.0
3901.0,Horten,2023-01-01 21:00:00+01:00,Industri,6239.53,262.0
3901.0,Horten,2023-01-01 22:00:00+01:00,Industri,6186.316,262.0
3901.0,Horten,2023-01-01 23:00:00+01:00,Industri,6167.533,262.0
3901.0,Horten,2023-01-01 00:00:00+01:00,Husholdninger,28087.42,13677.0
3901.0,Horten,2023-01-01 01:00:00+01:00,Husholdninger,28441.979,13677.0
3901.0,Horten,2023-01-01 02:00:00+01:00,Husholdninger,27952.12,13677.0
3901.0,Horten,2023-01-01 03:00:00+01:00,Husholdninger,27351.43,13677.0
3901.0,Horten,2023-01-01 04:00:00+01:00,Husholdninger,26983.152,13677.0
3901.0,Horten,2023-01-01 05:00:00+01:00,Husholdninger,27163.982,13677.0
3901.0,Horten,2023-01-01 06:00:00+01:00,Husholdninger,27387.426,13677.0
3901.0,Horten,2023-01-01 07:00:00+01:00,Husholdninger,27835.873,13677.0
3901.0,Horten,2023-01-01 08:00:00+01:00,Husholdninger,28608.838,13677.0
3901.0,Horten,2023-01-01 09:00:00+01:00,Husholdninger,30015.484,13677.0
3901.0,Horten,2023-01-01 10:00:00+01:00,Husholdninger,31840.404,13677.0
3901.0,Horten,2023-01-01 11:00:00+01:00,Husholdninger,33221.17,13677.0
3901.0,Horten,2023-01-01 12:00:00+01:00,Husholdninger,33377.723,13677.0
3901.0,Horten,2023-01-01 13:00:00+01:00,Husholdninger,33886.496,13677.0
3901.0,Horten,2023-01-01 14:00:00+01:00,Husholdninger,34383.1,13677.0
3901.0,Horten,2023-01-01 15:00:00+01:00,Husholdninger,35316.16,13677.0
3901.0,Horten,2023-01-01 16:00:00+01:00,Husholdninger,36256.24,13677.0
3901.0,Horten,2023-01-01 17:00:00+01:00,Husholdninger,36422.902,13677.0
3901.0,Horten,2023-01-01 18:00:00+01:00,Husholdninger,36323.008,13677.0
3901.0,Horten,2023-01-01 19:00:00+01:00,Husholdninger,36031.754,13677.0
3901.0,Horten,2023-01-01 20:00:00+01:00,Husholdninger,35481.13,13677.0
3901.0,Horten,2023-01-01 21:00:00+01:00,Husholdninger,34900.195,13677.0
3901.0,Horten,2023-01-01 22:00:00+01:00,Husholdninger,34135.65,13677.0
3901.0,Horten,2023-01-01 23:00:00+01:00,Husholdninger,32845.504,13677.0
3903.0,Holmestrand,2023-01-01 00:00:00+01:00,Næring (unntatt industri),10101.593,1070.0
3903.0,Holmestrand,2023-01-01 01:00:00+01:00,Næring (unntatt industri),10319.343,1070.0
3903.0,Holmestrand,2023-01-01 02:00:00+01:00,Næring (unntatt industri),10193.218,1070.0
