Enhet;År;Kommunenummer;Kommune;Kjønn;Antall
Personer;2021;1144;Kvitsøy;Alle;:
Personer;2021;1525;Stranda;Alle;:
Personer;2021;1557;Gjemnes;Alle;:
Personer;2021;1576;Aure;Alle;:
Personer;2021;1825;Grane;Alle;:
Personer;2021;3018;Våler (Østf.);Alle;:
Personer;2021;3045;Sigdal;Alle;:
Personer;2021;3051;Rollag;Alle;:
Personer;2021;3424;Rendalen;Alle;:
Personer;2021;3430;Os (Hedm.);Alle;:
Personer;2021;3432;Lesja;Alle;:
Personer;2021;3434;Lom;Alle;:
Personer;2021;3821;Kviteseid;Alle;:
Personer;2021;3822;Nissedal;Alle;:
Personer;2021;4221;Valle;Alle;:
Personer;2021;4628;Vaksdal;Alle;:
Personer;2021;4648;Bremanger;Alle;:
Personer;2021;5020;Osen;Alle;:
Personer;2021;5026;Holtålen;Alle;:
Personer;2021;5036;Frosta;Alle;:
Personer;2021;5043;Røyrvik;Alle;:
Personer;2021;5044;Namsskogan;Alle;:
Personer;2021;5049;Flatanger;Alle;:
Personer;2021;5411;Kvæfjord;Alle;:
Personer;2021;5415;Lavangen;Alle;:
Personer;2021;5423;Karlsøy;Alle;:
Personer;2021;5437;Karasjok;Alle;:
Personer;2021;5440;Berlevåg;Alle;:
Personer;2021;5441;Tana;Alle;:
Personer;2021;5442;Nesseby;Alle;:
Personer;2021;1811;Bindal;Alle;:
Personer;2021;1838;Gildeskål;Alle;:
Personer;2021;1867;Bø (Nordland);Alle;:
Personer;2021;3013;Marker;Alle;:
Personer;2021;3017;Råde;Alle;:
Personer;2021;3037;Hurdal;Alle;:
Personer;2021;3040;Nesbyen;Alle;:
Personer;2021;3044;Hol;Alle;:
Personer;2021;3417;Grue;Alle;:
Personer;2021;3422;Åmot;Alle;:
Personer;2021;3812;Siljan;Alle;:
Personer;2021;4616;Tysnes;Alle;:
Personer;2021;4623;Samnanger;Alle;:
Personer;2021;4632;Austrheim;Alle;:
Personer;2021;5042;Lierne;Alle;:
Personer;2021;5046;Høylandet;Alle;:
Personer;2021;5443;Båtsfjord;Alle;:
Personer;2021;1839;Beiarn;Alle;:
Personer;2021;3028;Enebakk;Alle;:
Personer;2021;3419;Våler (Hedm.);Alle;:
Personer;2021;3423;Stor-Elvdal;Alle;:
Personer;2021;3433;Skjåk;Alle;:
Personer;2021;4635;Gulen;Alle;:
Personer;2021;5041;Snåsa;Alle;:
Personer;2021;5061;Rindal;Alle;:
Personer;2021;5412;Tjeldsund (f.o.m. 2020);Alle;:
Personer;2021;5435;Nordkapp;Alle;:
Personer;2021;1832;Hemnes;Alle;4
Personer;2021;3050;Flesberg;Alle;4
Personer;2021;4641;Aurland;Alle;4
Personer;2021;5426;Kåfjord;Alle;4
Personer;2021;1135;Sauda;Alle;5
Personer;2021;1532;Giske;Alle;5
Personer;2021;3032;Gjerdrum;Alle;5
Personer;2021;3038;Hole;Alle;5
Personer;2021;3042;Hemsedal;Alle;5
Personer;2021;3438;Sør-Fron;Alle;5
Personer;2021;4212;Vegårshei;Alle;5
Personer;2021;5056;Hitra (f.o.m. 2020);Alle;5
Personer;2021;3015;Skiptvet;Alle;6
Personer;2021;3451;Nord-Aurdal;Alle;6
Personer;2021;3454;Vang;Alle;6
Personer;2021;4643;Årdal;Alle;6
Personer;2021;4645;Askvoll;Alle;6
Personer;2021;1539;Rauma;Alle;7
Personer;2021;1827;Dønna;Alle;7
Personer;2021;1875;Hamarøy (f.o.m. 2020);Alle;7
Personer;2021;3416;Eidskog;Alle;7
Personer;2021;3441;Gausdal;Alle;7
Personer;2021;3447;Søndre Land;Alle;7
Personer;2021;4218;Iveland;Alle;7
Personer;2021;4226;Hægebostad;Alle;7
Personer;2021;4611;Etne;Alle;7
Personer;2021;5424;Lyngen;Alle;7
Personer;2021;1134;Suldal;Alle;8
Personer;2021;1828;Nesna;Alle;8
Personer;2021;1868;Øksnes;Alle;8
Personer;2021;1112;Lund;Alle;9
Personer;2021;4630;Osterøy;Alle;9
Personer;2021;5427;Skjervøy;Alle;9
Personer;2021;1818;Herøy (Nordland);Alle;10
Personer;2021;1851;Lødingen;Alle;10
Personer;2021;3016;Rakkestad;Alle;10
Personer;2021;3428;Alvdal;Alle;10
Personer;2021;3439;Ringebu;Alle;10
Personer;2021;3819;Hjartdal;Alle;10
Personer;2021;4622;Kvam;Alle;10
Personer;2021;4646;Fjaler;Alle;10
Personer;2021;5045;Grong;Alle;10
Personer;2021;5053;Inderøy;Alle;10
Personer;2021;1560;Tingvoll;Alle;11
Personer;2021;1573;Smøla;Alle;11
Personer;2021;3453;Øystre Slidre;Alle;11
Personer;2021;4614;Stord;Alle;11
Personer;2021;4639;Vik;Alle;11
Personer;2021;5058;Åfjord (f.o.m. 2020);Alle;11
Personer;2021;1515;Herøy (Møre og Romsdal);Alle;12
Personer;2021;1554;Averøy;Alle;12
Personer;2021;3011;Hvaler;Alle;12
Personer;2021;3435;Vågå;Alle;12
Personer;2021;4642;Lærdal;Alle;12
Personer;2021;5418;Målselv;Alle;12
Personer;2021;1813;Brønnøy;Alle;13
Personer;2021;1822;Leirfjord;Alle;13
Personer;2021;1848;Steigen;Alle;13
Personer;2021;3052;Nore og Uvdal;Alle;13
Personer;2021;5014;Frøya;Alle;13
Personer;2021;1517;Hareid;Alle;14
Personer;2021;1531;Sula;Alle;14
Personer;2021;4211;Gjerstad;Alle;14
Personer;2021;4617;Kvinnherad;Alle;14
Personer;2021;4644;Luster;Alle;14
Personer;2021;3041;Gol;Alle;15
Personer;2021;3412;Løten;Alle;15
Personer;2021;3418;Åsnes;Alle;15
Personer;2021;3421;Trysil;Alle;15
Personer;2021;3426;Tolga;Alle;15
Personer;2021;3427;Tynset;Alle;15
Personer;2021;5047;Overhalla;Alle;15
Personer;2021;5055;Heim;Alle;15
Personer;2021;1840;Saltdal;Alle;16
Personer;2021;3436;Nord-Fron;Alle;16
Personer;2021;4214;Froland;Alle;16
Personer;2021;4625;Austevoll;Alle;16
Personer;2021;5022;Rennebu;Alle;16
Personer;2021;5419;Sørreisa;Alle;16
Personer;2021;3034;Nes;Alle;17
Personer;2021;3448;Nordre Land;Alle;17
Personer;2021;5054;Indre Fosen;Alle;17
Personer;2021;5416;Bardu;Alle;17
Personer;2021;1547;Aukra;Alle;18
Personer;2021;1871;Andøy;Alle;18
Personer;2021;3815;Drangedal;Alle;18
Personer;2021;3820;Seljord;Alle;18
Personer;2021;4213;Tvedestrand;Alle;18
Personer;2021;4649;Stad;Alle;18
Personer;2021;3043;Ål;Alle;19
Personer;2021;3053;Jevnaker;Alle;19
Personer;2021;3808;Notodden;Alle;19
Personer;2021;4219;Evje og Hornnes;Alle;19
Personer;2021;5034;Meråker;Alle;19
Personer;2021;1124;Sola;Alle;20
Personer;2021;3026;Aurskog-Høland (f.o.m. 2020);Alle;20
Personer;2021;3818;Tinn;Alle;20
Personer;2021;5422;Balsfjord;Alle;20
Personer;2021;1520;Ørsta;Alle;21
Personer;2021;3036;Nannestad;Alle;21
Personer;2021;4216;Birkenes;Alle;21
Personer;2021;4612;Sveio;Alle;21
Personer;2021;5417;Salangen;Alle;21
Personer;2021;1516;Ulstein;Alle;22
Personer;2021;1837;Meløy;Alle;22
Personer;2021;1841;Fauske;Alle;22
Personer;2021;3437;Sel;Alle;22
Personer;2021;3816;Nome;Alle;22
Personer;2021;5025;Røros;Alle;22
Personer;2021;5057;Ørland (f.o.m. 2020);Alle;22
Personer;2021;1120;Klepp;Alle;23
Personer;2021;1528;Sykkylven;Alle;23
Personer;2021;1535;Vestnes;Alle;23
Personer;2021;3021;Ås;Alle;23
Personer;2021;3415;Sør-Odal;Alle;23
Personer;2021;3442;Østre Toten;Alle;23
Personer;2021;5027;Midtre Gauldal;Alle;23
Personer;2021;1579;Hustadvika;Alle;24
Personer;2021;3001;Halden;Alle;24
Personer;2021;3048;Øvre Eiker;Alle;24
Personer;2021;3440;Øyer;Alle;24
Personer;2021;1824;Vefsn;Alle;25
Personer;2021;3825;Vinje;Alle;25
Personer;2021;5029;Skaun;Alle;25
Personer;2021;3035;Eidsvoll;Alle;26
Personer;2021;4206;Farsund;Alle;26
Personer;2021;4650;Gloppen;Alle;26
Personer;2021;5059;Orkland;Alle;26
Personer;2021;3023;Nesodden;Alle;27
Personer;2021;4227;Kvinesdal;Alle;27
Personer;2021;1146;Tysvær;Alle;28
Personer;2021;1866;Hadsel;Alle;29
Personer;2021;5405;Vadsø;Alle;29
Personer;2021;1101;Eigersund;Alle;30
Personer;2021;1563;Sunndal;Alle;30
Personer;2021;3814;Kragerø;Alle;30
Personer;2021;4215;Lillesand;Alle;30
Personer;2021;5021;Oppdal;Alle;30
Personer;2021;5428;Nordreisa;Alle;30
Personer;2021;5444;Sør-Varanger;Alle;30
Personer;2021;1160;Vindafjord;Alle;31
Personer;2021;3022;Frogn;Alle;31
Personer;2021;3401;Kongsvinger;Alle;31
Personer;2021;4651;Stryn;Alle;31
Personer;2021;3047;Modum;Alle;32
Personer;2021;3054;Lunner;Alle;32
Personer;2021;4201;Risør;Alle;32
Personer;2021;5060;Nærøysund;Alle;32
Personer;2021;1566;Surnadal;Alle;33
Personer;2021;3443;Vestre Toten;Alle;33
Personer;2021;4225;Lyngdal (f.o.m. 2020);Alle;33
Personer;2021;4624;Bjørnafjorden;Alle;33
Personer;2021;4207;Flekkefjord;Alle;34
Personer;2021;1870;Sortland;Alle;35
Personer;2021;4613;Bømlo;Alle;35
Personer;2021;1121;Time;Alle;36
Personer;2021;1806;Narvik (f.o.m. 2020);Alle;36
Personer;2021;1865;Vågan;Alle;36
Personer;2021;1122;Gjesdal;Alle;37
Personer;2021;1577;Volda (f.o.m. 2020);Alle;38
Personer;2021;1820;Alstahaug;Alle;38
Personer;2021;3446;Gran;Alle;38
Personer;2021;3817;Midt-Telemark;Alle;38
Personer;2021;4618;Ullensvang (f.o.m. 2020);Alle;38
Personer;2021;3019;Vestby;Alle;39
Personer;2021;5406;Hammerfest (f.o.m. 2020);Alle;39
Personer;2021;1860;Vestvågøy;Alle;40
Personer;2021;3813;Bamble;Alle;40
Personer;2021;3031;Nittedal;Alle;41
Personer;2021;3420;Elverum;Alle;42
Personer;2021;4647;Sunnfjord;Alle;42
Personer;2021;5007;Namsos (f.o.m. 2020);Alle;42
Personer;2021;1127;Randaberg;Alle;43
Personer;2021;3413;Stange;Alle;45
Personer;2021;3802;Holmestrand (f.o.m. 2020);Alle;45
Personer;2021;5031;Malvik;Alle;45
Personer;2021;5038;Verdal;Alle;47
Personer;2021;4627;Askøy;Alle;48
Personer;2021;5028;Melhus;Alle;48
Personer;2021;1149;Karmøy;Alle;49
Personer;2021;1833;Rana;Alle;49
Personer;2021;3006;Kongsberg;Alle;49
Personer;2021;1505;Kristiansund;Alle;50
Personer;2021;4621;Voss (f.o.m. 2020);Alle;50
Personer;2021;5403;Alta;Alle;50
Personer;2021;1119;Hå;Alle;51
Personer;2021;3049;Lier;Alle;52
Personer;2021;3411;Ringsaker;Alle;52
Personer;2021;4626;Øygarden (f.o.m. 2020);Alle;52
Personer;2021;3014;Indre Østfold;Alle;54
Personer;2021;3029;Lørenskog;Alle;54
Personer;2021;1130;Strand;Alle;55
Personer;2021;3801;Horten;Alle;57
Personer;2021;4223;Vennesla;Alle;57
Personer;2021;4602;Kinn;Alle;59
Personer;2021;4640;Sogndal (f.o.m. 2020);Alle;59
Personer;2021;4631;Alver;Alle;61
Personer;2021;3405;Lillehammer;Alle;62
Personer;2021;4205;Lindesnes (f.o.m. 2020);Alle;64
Personer;2021;3007;Ringerike;Alle;66
Personer;2021;5037;Levanger;Alle;66
Personer;2021;3027;Rælingen;Alle;67
Personer;2021;5421;Senja;Alle;67
Personer;2021;5006;Steinkjer (f.o.m. 2020);Alle;68
Personer;2021;3033;Ullensaker;Alle;69
Personer;2021;3806;Porsgrunn;Alle;72
Personer;2021;1506;Molde (f.o.m. 2020);Alle;73
Personer;2021;3811;Færder;Alle;76
Personer;2021;3804;Sandefjord (f.o.m. 2017);Alle;79
Personer;2021;5035;Stjørdal;Alle;79
Personer;2021;5402;Harstad;Alle;79
Personer;2021;3407;Gjøvik;Alle;83
Personer;2021;3805;Larvik (f.o.m. 2018);Alle;83
Personer;2021;3403;Hamar;Alle;86
Personer;2021;3003;Sarpsborg;Alle;87
Personer;2021;4202;Grimstad;Alle;88
Personer;2021;3020;Nordre Follo;Alle;95
Personer;2021;3002;Moss (f.o.m. 2020);Alle;97
Personer;2021;1106;Haugesund;Alle;104
Personer;2021;1507;Ålesund (f.o.m. 2020);Alle;107
Personer;2021;3807;Skien;Alle;107
Personer;2021;4203;Arendal;Alle;125
Personer;2021;3803;Tønsberg (f.o.m. 2020);Alle;130
Personer;2021;1804;Bodø;Alle;146
Personer;2021;1108;Sandnes (f.o.m. 2020);Alle;176
Personer;2021;3025;Asker (f.o.m. 2020);Alle;180
Personer;2021;5401;Tromsø;Alle;200
Personer;2021;3004;Fredrikstad;Alle;205
Personer;2021;3024;Bærum;Alle;208
Personer;2021;3005;Drammen (f.o.m. 2020);Alle;214
Personer;2021;3030;Lillestrøm;Alle;222
Personer;2021;4204;Kristiansand (f.o.m. 2020);Alle;256
Personer;2021;1103;Stavanger;Alle;322
Personer;2021;5001;Trondheim (f.o.m. 2020);Alle;325
Personer;2021;4601;Bergen;Alle;446
Personer;2021;0301;Oslo;Alle;797
Personer;2005;0101;;Alle;8
Personer;2005;0104;Moss (t.o.m. 2019);Alle;49
Personer;2005;0105;;Alle;61
Personer;2005;0106;;Alle;99
Personer;2005;0111;;Alle;:
Personer;2005;0118;;Alle;:
Personer;2005;0119;;Alle;13
Personer;2005;0121;Rømskog (t.o.m. 2019);Alle;:
Personer;2005;0122;Trøgstad (t.o.m. 2019);Alle;8
Personer;2005;0123;Spydeberg (t.o.m. 2019);Alle;25
Personer;2005;0124;Askim (t.o.m. 2019);Alle;13
Personer;2005;0125;Eidsberg (t.o.m. 2019);Alle;19
Personer;2005;0127;;Alle;:
Personer;2005;0128;;Alle;9
Personer;2005;0135;;Alle;7
Personer;2005;0136;Rygge (t.o.m. 2019);Alle;:
Personer;2005;0137;;Alle;:
Personer;2005;0138;Hobøl (t.o.m. 2019);Alle;12
Personer;2005;0211;;Alle;15
Personer;2005;0213;Ski (t.o.m. 2019);Alle;30
Personer;2005;0214;;Alle;24
Personer;2005;0215;;Alle;14
Personer;2005;0216;;Alle;15
Personer;2005;0217;Oppegård (t.o.m. 2019);Alle;29
Personer;2005;0219;;Alle;222
Personer;2005;0220;Asker (t.o.m. 2019);Alle;74
Personer;2005;0221;Aurskog-Høland (t.o.m. 2019);Alle;9
Personer;2005;0226;Sørum (t.o.m. 2019);Alle;9
Personer;2005;0227;Fet (t.o.m. 2019);Alle;4
Personer;2005;0228;;Alle;5
Personer;2005;0229;;Alle;9
Personer;2005;0230;;Alle;13
Personer;2005;0231;Skedsmo (t.o.m. 2019);Alle;47
Personer;2005;0233;;Alle;:
Personer;2005;0234;;Alle;7
Personer;2005;0235;;Alle;20
Personer;2005;0236;;Alle;25
Personer;2005;0237;;Alle;13
Personer;2005;0238;;Alle;9
Personer;2005;0239;;Alle;:
Personer;2005;0301;Oslo;Alle;665
Personer;2005;0402;;Alle;10
Personer;2005;0403;;Alle;46
Personer;2005;0412;;Alle;13
Personer;2005;0415;;Alle;11
Personer;2005;0417;;Alle;31
Personer;2005;0418;;Alle;6
Personer;2005;0419;;Alle;:
Personer;2005;0420;;Alle;13
Personer;2005;0423;;Alle;10
Personer;2005;0425;;Alle;18
Personer;2005;0426;;Alle;:
Personer;2005;0427;;Alle;:
Personer;2005;0428;;Alle;12
Personer;2005;0429;;Alle;:
Personer;2005;0430;;Alle;7
Personer;2005;0432;;Alle;:
Personer;2005;0434;;Alle;:
Personer;2005;0436;;Alle;11
Personer;2005;0437;;Alle;4
Personer;2005;0438;;Alle;:
Personer;2005;0439;;Alle;20
Personer;2005;0441;;Alle;11
Personer;2005;0501;;Alle;95
Personer;2005;0502;;Alle;62
Personer;2005;0511;;Alle;:
Personer;2005;0512;;Alle;:
Personer;2005;0513;;Alle;:
Personer;2005;0514;;Alle;:
Personer;2005;0515;;Alle;8
Personer;2005;0516;;Alle;30
Personer;2005;0517;;Alle;12
Personer;2005;0519;;Alle;:
Personer;2005;0520;;Alle;4
Personer;2005;0521;;Alle;14
Personer;2005;0522;;Alle;:
Personer;2005;0528;;Alle;20
Personer;2005;0529;;Alle;11
Personer;2005;0532;;Alle;8
Personer;2005;0533;;Alle;23
Personer;2005;0534;;Alle;33
Personer;2005;0536;;Alle;14
Personer;2005;0538;;Alle;12
Personer;2005;0540;;Alle;20
Personer;2005;0541;;Alle;4
Personer;2005;0542;;Alle;36
Personer;2005;0543;;Alle;23
Personer;2005;0544;;Alle;:
Personer;2005;0545;;Alle;10
Personer;2005;0602;Drammen (t.o.m. 2019);Alle;140
Personer;2005;0604;;Alle;57
Personer;2005;0605;;Alle;45
Personer;2005;0612;;Alle;:
Personer;2005;0615;;Alle;:
Personer;2005;0616;;Alle;4
Personer;2005;0617;;Alle;13
Personer;2005;0618;;Alle;5
Personer;2005;0619;;Alle;10
Personer;2005;0620;;Alle;5
Personer;2005;0621;;Alle;:
Personer;2005;0622;;Alle;:
Personer;2005;0623;;Alle;65
Personer;2005;0624;;Alle;37
Personer;2005;0625;Nedre Eiker (t.o.m. 2019);Alle;48
Personer;2005;0626;;Alle;70
Personer;2005;0627;Røyken (t.o.m. 2019);Alle;48
Personer;2005;0628;Hurum (t.o.m. 2019);Alle;24
Personer;2005;0631;;Alle;:
Personer;2005;0632;;Alle;:
Personer;2005;0633;;Alle;:
Personer;2005;0701;;Alle;28
Personer;2005;0702;Holmestrand (t.o.m. 2017);Alle;18
Personer;2005;0704;Tønsberg (t.o.m. 2019);Alle;39
Personer;2005;0706;Sandefjord (t.o.m. 2016);Alle;37
Personer;2005;0709;Larvik (t.o.m. 2017);Alle;84
Personer;2005;0711;Svelvik (t.o.m. 2019);Alle;19
Personer;2005;0713;Sande (Vestfold) (t.o.m. 2019);Alle;27
Personer;2005;0714;Hof (t.o.m. 2017);Alle;:
Personer;2005;0716;Re (t.o.m. 2019);Alle;9
Personer;2005;0719;Andebu (t.o.m. 2016);Alle;12
Personer;2005;0720;Stokke (t.o.m. 2016);Alle;17
Personer;2005;0722;Nøtterøy (t.o.m. 2017);Alle;25
Personer;2005;0723;Tjøme (t.o.m. 2017);Alle;7
Personer;2005;0728;Lardal (t.o.m. 2017);Alle;:
Personer;2005;0805;;Alle;38
Personer;2005;0806;;Alle;150
Personer;2005;0807;;Alle;22
Personer;2005;0811;;Alle;12
Personer;2005;0814;;Alle;65
Personer;2005;0815;;Alle;31
Personer;2005;0817;;Alle;11
Personer;2005;0819;;Alle;21
Personer;2005;0821;Bø (Telemark)  (t.o.m. 2019);Alle;40
Personer;2005;0822;Sauherad (t.o.m. 2019);Alle;24
Personer;2005;0826;;Alle;:
Personer;2005;0827;;Alle;:
Personer;2005;0828;;Alle;12
Personer;2005;0829;;Alle;:
Personer;2005;0830;;Alle;4
Personer;2005;0831;;Alle;10
Personer;2005;0833;;Alle;5
Personer;2005;0834;;Alle;6
Personer;2005;0901;;Alle;20
Personer;2005;0904;;Alle;48
Personer;2005;0906;;Alle;54
Personer;2005;0911;;Alle;:
Personer;2005;0912;;Alle;6
Personer;2005;0914;;Alle;12
Personer;2005;0919;;Alle;18
Personer;2005;0926;;Alle;18
Personer;2005;0928;;Alle;5
Personer;2005;0929;;Alle;10
Personer;2005;0935;;Alle;7
Personer;2005;0937;;Alle;19
Personer;2005;0938;;Alle;6
Personer;2005;0940;;Alle;14
Personer;2005;0941;;Alle;5
Personer;2005;1001;Kristiansand (t.o.m. 2019);Alle;317
Personer;2005;1002;Mandal (t.o.m. 2019);Alle;68
Personer;2005;1003;;Alle;11
Personer;2005;1004;;Alle;21
Personer;2005;1014;;Alle;14
Personer;2005;1017;Songdalen (t.o.m. 2019);Alle;26
Personer;2005;1018;Søgne (t.o.m. 2019);Alle;18
Personer;2005;1021;Marnardal (t.o.m. 2019);Alle;4
Personer;2005;1026;;Alle;8
Personer;2005;1027;Audnedal (t.o.m. 2019);Alle;:
Personer;2005;1029;Lindesnes (t.o.m. 2019);Alle;11
Personer;2005;1032;Lyngdal (t.o.m. 2019);Alle;11
Personer;2005;1034;;Alle;6
Personer;2005;1037;;Alle;15
Personer;2005;1046;;Alle;10
Personer;2005;1101;Eigersund;Alle;34
Personer;2005;1102;Sandnes (t.o.m. 2019);Alle;93
Personer;2005;1103;Stavanger;Alle;246
Personer;2005;1106;Haugesund;Alle;66
Personer;2005;1111;Sokndal;Alle;:
Personer;2005;1112;Lund;Alle;13
Personer;2005;1114;Bjerkreim;Alle;:
Personer;2005;1119;Hå;Alle;30
Personer;2005;1120;Klepp;Alle;22
Personer;2005;1121;Time;Alle;35
Personer;2005;1122;Gjesdal;Alle;14
Personer;2005;1124;Sola;Alle;32
Personer;2005;1127;Randaberg;Alle;11
Personer;2005;1129;Forsand (t.o.m. 2019);Alle;:
Personer;2005;1130;Strand;Alle;9
Personer;2005;1133;Hjelmeland;Alle;14
Personer;2005;1134;Suldal;Alle;6
Personer;2005;1135;Sauda;Alle;:
Personer;2005;1141;Finnøy (t.o.m. 2019);Alle;:
Personer;2005;1142;Rennesøy (t.o.m. 2019);Alle;12
Personer;2005;1144;Kvitsøy;Alle;:
Personer;2005;1145;Bokn;Alle;:
Personer;2005;1146;Tysvær;Alle;30
Personer;2005;1149;Karmøy;Alle;55
Personer;2005;1151;Utsira;Alle;:
Personer;2005;1160;Vindafjord;Alle;:
Personer;2005;1201;;Alle;440
Personer;2005;1211;;Alle;:
Personer;2005;1216;;Alle;21
Personer;2005;1219;;Alle;15
Personer;2005;1221;;Alle;17
Personer;2005;1222;;Alle;:
Personer;2005;1223;;Alle;4
Personer;2005;1224;;Alle;28
Personer;2005;1227;Jondal (t.o.m. 2019);Alle;:
Personer;2005;1228;Odda (t.o.m. 2019);Alle;36
Personer;2005;1231;Ullensvang (t.o.m. 2019);Alle;11
Personer;2005;1232;;Alle;:
Personer;2005;1233;;Alle;:
Personer;2005;1234;Granvin (t.o.m. 2019);Alle;:
Personer;2005;1235;Voss (t.o.m. 2019);Alle;24
Personer;2005;1238;;Alle;28
Personer;2005;1241;Fusa (t.o.m. 2019);Alle;:
Personer;2005;1242;;Alle;:
Personer;2005;1243;Os (Hordaland) (t.o.m. 2019);Alle;19
Personer;2005;1244;;Alle;:
Personer;2005;1245;Sund (t.o.m. 2019);Alle;32
Personer;2005;1246;Fjell (t.o.m. 2019);Alle;45
Personer;2005;1247;;Alle;25
Personer;2005;1251;;Alle;:
Personer;2005;1252;;Alle;:
Personer;2005;1253;;Alle;:
Personer;2005;1256;Meland (t.o.m. 2019);Alle;7
Personer;2005;1259;Øygarden (t.o.m. 2019);Alle;:
Personer;2005;1260;Radøy (t.o.m. 2019);Alle;:
Personer;2005;1263;Lindås (t.o.m. 2019);Alle;26
Personer;2005;1264;;Alle;7
Personer;2005;1265;;Alle;:
Personer;2005;1266;;Alle;:
Personer;2005;1401;Flora (t.o.m. 2019);Alle;58
Personer;2005;1411;;Alle;:
Personer;2005;1412;;Alle;:
Personer;2005;1413;;Alle;:
Personer;2005;1416;;Alle;:
Personer;2005;1417;;Alle;9
Personer;2005;1418;Balestrand (t.o.m. 2019);Alle;:
Personer;2005;1419;Leikanger (t.o.m. 2019);Alle;:
Personer;2005;1420;Sogndal (t.o.m. 2019);Alle;18
Personer;2005;1421;;Alle;:
Personer;2005;1422;;Alle;:
Personer;2005;1424;;Alle;4
Personer;2005;1426;;Alle;:
Personer;2005;1428;;Alle;:
Personer;2005;1429;;Alle;9
Personer;2005;1430;Gaular (t.o.m. 2019);Alle;:
Personer;2005;1431;Jølster (t.o.m. 2019);Alle;5
Personer;2005;1432;Førde (t.o.m. 2019);Alle;28
Personer;2005;1433;Naustdal (t.o.m. 2019);Alle;:
Personer;2005;1438;;Alle;:
Personer;2005;1439;Vågsøy (t.o.m. 2019);Alle;10
Personer;2005;1441;Selje (t.o.m. 2019);Alle;:
Personer;2005;1443;Eid (t.o.m. 2019);Alle;9
Personer;2005;1444;Hornindal (t.o.m. 2019);Alle;:
Personer;2005;1445;;Alle;29
Personer;2005;1449;;Alle;19
Personer;2005;1502;Molde (t.o.m. 2019);Alle;:
Personer;2005;1504;Ålesund (t.o.m. 2019);Alle;41
Personer;2005;1505;Kristiansund;Alle;:
Personer;2005;1511;Vanylven;Alle;:
Personer;2005;1514;Sande (Møre og Romsdal);Alle;4
Personer;2005;1515;Herøy (Møre og Romsdal);Alle;19
Personer;2005;1516;Ulstein;Alle;6
Personer;2005;1517;Hareid;Alle;:
Personer;2005;1519;Volda (t.o.m. 2019);Alle;30
Personer;2005;1520;Ørsta;Alle;18
Personer;2005;1523;Ørskog (t.o.m. 2019);Alle;:
Personer;2005;1524;Norddal (t.o.m. 2019);Alle;:
Personer;2005;1525;Stranda;Alle;:
Personer;2005;1526;Stordal (t.o.m. 2019);Alle;:
Personer;2005;1528;Sykkylven;Alle;21
Personer;2005;1529;Skodje (t.o.m. 2019);Alle;:
Personer;2005;1531;Sula;Alle;4
Personer;2005;1532;Giske;Alle;18
Personer;2005;1534;Haram (t.o.m. 2019);Alle;15
Personer;2005;1535;Vestnes;Alle;:
Personer;2005;1539;Rauma;Alle;7
Personer;2005;1543;Nesset (t.o.m. 2019);Alle;:
Personer;2005;1545;Midsund (t.o.m. 2019);Alle;:
Personer;2005;1546;Sandøy (t.o.m. 2019);Alle;:
Personer;2005;1547;Aukra;Alle;12
Personer;2005;1548;Fræna (t.o.m. 2019);Alle;:
Personer;2005;1551;Eide (t.o.m. 2019);Alle;5
Personer;2005;1554;Averøy;Alle;:
Personer;2005;1557;Gjemnes;Alle;14
Personer;2005;1560;Tingvoll;Alle;12
Personer;2005;1563;Sunndal;Alle;35
Personer;2005;1566;Surnadal;Alle;:
Personer;2005;1567;;Alle;:
Personer;2005;1571;Halsa (t.o.m. 2019);Alle;:
Personer;2005;1573;Smøla;Alle;:
Personer;2005;1576;Aure;Alle;:
Personer;2005;1601;Trondheim (t.o.m. 2019);Alle;318
Personer;2005;1612;;Alle;:
Personer;2005;1613;;Alle;:
Personer;2005;1617;;Alle;:
Personer;2005;1620;;Alle;:
Personer;2005;1621;;Alle;:
Personer;2005;1622;;Alle;:
Personer;2005;1624;Rissa (t.o.m. 2017);Alle;:
Personer;2005;1627;;Alle;9
Personer;2005;1630;;Alle;:
Personer;2005;1632;;Alle;:
Personer;2005;1633;;Alle;:
Personer;2005;1634;;Alle;20
Personer;2005;1635;;Alle;:
Personer;2005;1636;;Alle;:
Personer;2005;1638;;Alle;36
Personer;2005;1640;;Alle;14
Personer;2005;1644;;Alle;:
Personer;2005;1648;;Alle;12
Personer;2005;1653;;Alle;23
Personer;2005;1657;;Alle;14
Personer;2005;1662;;Alle;14
Personer;2005;1663;;Alle;7
Personer;2005;1664;;Alle;5
Personer;2005;1665;;Alle;:
Personer;2005;1702;;Alle;55
Personer;2005;1703;;Alle;80
Personer;2005;1711;;Alle;8
Personer;2005;1714;;Alle;38
Personer;2005;1717;;Alle;:
Personer;2005;1718;Leksvik (t.o.m. 2017);Alle;:
Personer;2005;1719;;Alle;133
Personer;2005;1721;;Alle;56
Personer;2005;1724;;Alle;:
Personer;2005;1725;;Alle;:
Personer;2005;1736;;Alle;:
Personer;2005;1738;;Alle;:
Personer;2005;1739;;Alle;:
Personer;2005;1740;;Alle;:
Personer;2005;1742;;Alle;11
Personer;2005;1743;;Alle;:
Personer;2005;1744;;Alle;12
Personer;2005;1748;;Alle;:
Personer;2005;1749;;Alle;:
