Enhet;År;Kommunenummer;Kommune;Kjønn;Antall
Personer;2008;2021;;Alle;:
Personer;2008;2022;;Alle;:
Personer;2008;2023;;Alle;:
Personer;2008;2024;;Alle;:
Personer;2008;2025;;Alle;:
Personer;2008;2027;;Alle;:
Personer;2008;2028;;Alle;:
Personer;2008;2030;;Alle;14
Personer;2009;0101;;Alle;5
Personer;2009;0104;Moss (t.o.m. 2019);Alle;49
Personer;2009;0105;;Alle;83
Personer;2009;0106;;Alle;133
Personer;2009;0111;;Alle;:
Personer;2009;0118;;Alle;:
Personer;2009;0119;;Alle;:
Personer;2009;0121;Rømskog (t.o.m. 2019);Alle;:
Personer;2009;0122;Trøgstad (t.o.m. 2019);Alle;7
Personer;2009;0123;Spydeberg (t.o.m. 2019);Alle;13
Personer;2009;0124;Askim (t.o.m. 2019);Alle;25
Personer;2009;0125;Eidsberg (t.o.m. 2019);Alle;23
Personer;2009;0127;;Alle;5
Personer;2009;0128;;Alle;20
Personer;2009;0135;;Alle;10
Personer;2009;0136;Rygge (t.o.m. 2019);Alle;:
Personer;2009;0137;;Alle;:
Personer;2009;0138;Hobøl (t.o.m. 2019);Alle;9
Personer;2009;0211;;Alle;23
Personer;2009;0213;Ski (t.o.m. 2019);Alle;45
Personer;2009;0214;;Alle;27
Personer;2009;0215;;Alle;19
Personer;2009;0216;;Alle;23
Personer;2009;0217;Oppegård (t.o.m. 2019);Alle;35
Personer;2009;0219;;Alle;187
Personer;2009;0220;Asker (t.o.m. 2019);Alle;88
Personer;2009;0221;Aurskog-Høland (t.o.m. 2019);Alle;15
Personer;2009;0226;Sørum (t.o.m. 2019);Alle;13
Personer;2009;0227;Fet (t.o.m. 2019);Alle;:
Personer;2009;0228;;Alle;27
Personer;2009;0229;;Alle;12
Personer;2009;0230;;Alle;55
Personer;2009;0231;Skedsmo (t.o.m. 2019);Alle;79
Personer;2009;0233;;Alle;26
Personer;2009;0234;;Alle;7
Personer;2009;0235;;Alle;37
Personer;2009;0236;;Alle;19
Personer;2009;0237;;Alle;29
Personer;2009;0238;;Alle;9
Personer;2009;0239;;Alle;:
Personer;2009;0301;Oslo;Alle;898
Personer;2009;0402;;Alle;16
Personer;2009;0403;;Alle;50
Personer;2009;0412;;Alle;58
Personer;2009;0415;;Alle;20
Personer;2009;0417;;Alle;51
Personer;2009;0418;;Alle;:
Personer;2009;0419;;Alle;:
Personer;2009;0420;;Alle;5
Personer;2009;0423;;Alle;:
Personer;2009;0425;;Alle;13
Personer;2009;0426;;Alle;:
Personer;2009;0427;;Alle;42
Personer;2009;0428;;Alle;27
Personer;2009;0429;;Alle;:
Personer;2009;0430;;Alle;11
Personer;2009;0432;;Alle;:
Personer;2009;0434;;Alle;10
Personer;2009;0436;;Alle;8
Personer;2009;0437;;Alle;13
Personer;2009;0438;;Alle;:
Personer;2009;0439;;Alle;:
Personer;2009;0441;;Alle;5
Personer;2009;0501;;Alle;106
Personer;2009;0502;;Alle;103
Personer;2009;0511;;Alle;:
Personer;2009;0512;;Alle;:
Personer;2009;0513;;Alle;:
Personer;2009;0514;;Alle;:
Personer;2009;0515;;Alle;16
Personer;2009;0516;;Alle;18
Personer;2009;0517;;Alle;5
Personer;2009;0519;;Alle;:
Personer;2009;0520;;Alle;10
Personer;2009;0521;;Alle;32
Personer;2009;0522;;Alle;16
Personer;2009;0528;;Alle;20
Personer;2009;0529;;Alle;36
Personer;2009;0532;;Alle;9
Personer;2009;0533;;Alle;41
Personer;2009;0534;;Alle;58
Personer;2009;0536;;Alle;24
Personer;2009;0538;;Alle;24
Personer;2009;0540;;Alle;17
Personer;2009;0541;;Alle;5
Personer;2009;0542;;Alle;27
Personer;2009;0543;;Alle;14
Personer;2009;0544;;Alle;8
Personer;2009;0545;;Alle;8
Personer;2009;0602;Drammen (t.o.m. 2019);Alle;159
Personer;2009;0604;;Alle;50
Personer;2009;0605;;Alle;43
Personer;2009;0612;;Alle;:
Personer;2009;0615;;Alle;:
Personer;2009;0616;;Alle;4
Personer;2009;0617;;Alle;11
Personer;2009;0618;;Alle;8
Personer;2009;0619;;Alle;9
Personer;2009;0620;;Alle;17
Personer;2009;0621;;Alle;:
Personer;2009;0622;;Alle;6
Personer;2009;0623;;Alle;32
Personer;2009;0624;;Alle;39
Personer;2009;0625;Nedre Eiker (t.o.m. 2019);Alle;44
Personer;2009;0626;;Alle;74
Personer;2009;0627;Røyken (t.o.m. 2019);Alle;43
Personer;2009;0628;Hurum (t.o.m. 2019);Alle;34
Personer;2009;0631;;Alle;:
Personer;2009;0632;;Alle;:
Personer;2009;0633;;Alle;:
Personer;2009;0701;;Alle;31
Personer;2009;0702;Holmestrand (t.o.m. 2017);Alle;20
Personer;2009;0704;Tønsberg (t.o.m. 2019);Alle;37
Personer;2009;0706;Sandefjord (t.o.m. 2016);Alle;33
Personer;2009;0709;Larvik (t.o.m. 2017);Alle;76
Personer;2009;0711;Svelvik (t.o.m. 2019);Alle;5
Personer;2009;0713;Sande (Vestfold) (t.o.m. 2019);Alle;10
Personer;2009;0714;Hof (t.o.m. 2017);Alle;:
Personer;2009;0716;Re (t.o.m. 2019);Alle;25
Personer;2009;0719;Andebu (t.o.m. 2016);Alle;:
Personer;2009;0720;Stokke (t.o.m. 2016);Alle;40
Personer;2009;0722;Nøtterøy (t.o.m. 2017);Alle;19
Personer;2009;0723;Tjøme (t.o.m. 2017);Alle;21
Personer;2009;0728;Lardal (t.o.m. 2017);Alle;:
Personer;2009;0805;;Alle;65
Personer;2009;0806;;Alle;183
Personer;2009;0807;;Alle;27
Personer;2009;0811;;Alle;8
Personer;2009;0814;;Alle;68
Personer;2009;0815;;Alle;51
Personer;2009;0817;;Alle;16
Personer;2009;0819;;Alle;19
Personer;2009;0821;Bø (Telemark)  (t.o.m. 2019);Alle;32
Personer;2009;0822;Sauherad (t.o.m. 2019);Alle;31
Personer;2009;0826;;Alle;8
Personer;2009;0827;;Alle;:
Personer;2009;0828;;Alle;19
Personer;2009;0829;;Alle;:
Personer;2009;0830;;Alle;:
Personer;2009;0831;;Alle;:
Personer;2009;0833;;Alle;:
Personer;2009;0834;;Alle;7
Personer;2009;0901;;Alle;27
Personer;2009;0904;;Alle;46
Personer;2009;0906;;Alle;88
Personer;2009;0911;;Alle;20
Personer;2009;0912;;Alle;:
Personer;2009;0914;;Alle;31
Personer;2009;0919;;Alle;4
Personer;2009;0926;;Alle;14
Personer;2009;0928;;Alle;12
Personer;2009;0929;;Alle;9
Personer;2009;0935;;Alle;4
Personer;2009;0937;;Alle;19
Personer;2009;0938;;Alle;:
Personer;2009;0940;;Alle;7
Personer;2009;0941;;Alle;:
Personer;2009;1001;Kristiansand (t.o.m. 2019);Alle;265
Personer;2009;1002;Mandal (t.o.m. 2019);Alle;31
Personer;2009;1003;;Alle;24
Personer;2009;1004;;Alle;17
Personer;2009;1014;;Alle;17
Personer;2009;1017;Songdalen (t.o.m. 2019);Alle;37
Personer;2009;1018;Søgne (t.o.m. 2019);Alle;33
Personer;2009;1021;Marnardal (t.o.m. 2019);Alle;10
Personer;2009;1026;;Alle;16
Personer;2009;1027;Audnedal (t.o.m. 2019);Alle;:
Personer;2009;1029;Lindesnes (t.o.m. 2019);Alle;14
Personer;2009;1032;Lyngdal (t.o.m. 2019);Alle;16
Personer;2009;1034;;Alle;6
Personer;2009;1037;;Alle;21
Personer;2009;1046;;Alle;5
Personer;2009;1101;Eigersund;Alle;41
Personer;2009;1102;Sandnes (t.o.m. 2019);Alle;104
Personer;2009;1103;Stavanger;Alle;206
Personer;2009;1106;Haugesund;Alle;90
Personer;2009;1111;Sokndal;Alle;:
Personer;2009;1112;Lund;Alle;12
Personer;2009;1114;Bjerkreim;Alle;:
Personer;2009;1119;Hå;Alle;23
Personer;2009;1120;Klepp;Alle;25
Personer;2009;1121;Time;Alle;27
Personer;2009;1122;Gjesdal;Alle;29
Personer;2009;1124;Sola;Alle;45
Personer;2009;1127;Randaberg;Alle;:
Personer;2009;1129;Forsand (t.o.m. 2019);Alle;:
Personer;2009;1130;Strand;Alle;25
Personer;2009;1133;Hjelmeland;Alle;13
Personer;2009;1134;Suldal;Alle;:
Personer;2009;1135;Sauda;Alle;:
Personer;2009;1141;Finnøy (t.o.m. 2019);Alle;:
Personer;2009;1142;Rennesøy (t.o.m. 2019);Alle;13
Personer;2009;1144;Kvitsøy;Alle;:
Personer;2009;1145;Bokn;Alle;:
Personer;2009;1146;Tysvær;Alle;32
Personer;2009;1149;Karmøy;Alle;71
Personer;2009;1151;Utsira;Alle;:
Personer;2009;1160;Vindafjord;Alle;17
Personer;2009;1201;;Alle;619
Personer;2009;1211;;Alle;:
Personer;2009;1216;;Alle;14
Personer;2009;1219;;Alle;40
Personer;2009;1221;;Alle;29
Personer;2009;1222;;Alle;:
Personer;2009;1223;;Alle;:
Personer;2009;1224;;Alle;22
Personer;2009;1227;Jondal (t.o.m. 2019);Alle;:
Personer;2009;1228;Odda (t.o.m. 2019);Alle;4
Personer;2009;1231;Ullensvang (t.o.m. 2019);Alle;19
Personer;2009;1232;;Alle;:
Personer;2009;1233;;Alle;:
Personer;2009;1234;Granvin (t.o.m. 2019);Alle;:
Personer;2009;1235;Voss (t.o.m. 2019);Alle;43
Personer;2009;1238;;Alle;:
Personer;2009;1241;Fusa (t.o.m. 2019);Alle;:
Personer;2009;1242;;Alle;:
Personer;2009;1243;Os (Hordaland) (t.o.m. 2019);Alle;21
Personer;2009;1244;;Alle;:
Personer;2009;1245;Sund (t.o.m. 2019);Alle;27
Personer;2009;1246;Fjell (t.o.m. 2019);Alle;36
Personer;2009;1247;;Alle;44
Personer;2009;1251;;Alle;:
Personer;2009;1252;;Alle;:
Personer;2009;1253;;Alle;:
Personer;2009;1256;Meland (t.o.m. 2019);Alle;:
Personer;2009;1259;Øygarden (t.o.m. 2019);Alle;:
Personer;2009;1260;Radøy (t.o.m. 2019);Alle;:
Personer;2009;1263;Lindås (t.o.m. 2019);Alle;19
Personer;2009;1264;;Alle;:
Personer;2009;1265;;Alle;:
Personer;2009;1266;;Alle;:
Personer;2009;1401;Flora (t.o.m. 2019);Alle;78
Personer;2009;1411;;Alle;:
Personer;2009;1412;;Alle;:
Personer;2009;1413;;Alle;:
Personer;2009;1416;;Alle;14
Personer;2009;1417;;Alle;11
Personer;2009;1418;Balestrand (t.o.m. 2019);Alle;:
Personer;2009;1419;Leikanger (t.o.m. 2019);Alle;4
Personer;2009;1420;Sogndal (t.o.m. 2019);Alle;20
Personer;2009;1421;;Alle;:
Personer;2009;1422;;Alle;:
Personer;2009;1424;;Alle;4
Personer;2009;1426;;Alle;:
Personer;2009;1428;;Alle;:
Personer;2009;1429;;Alle;:
Personer;2009;1430;Gaular (t.o.m. 2019);Alle;:
Personer;2009;1431;Jølster (t.o.m. 2019);Alle;:
Personer;2009;1432;Førde (t.o.m. 2019);Alle;33
Personer;2009;1433;Naustdal (t.o.m. 2019);Alle;:
Personer;2009;1438;;Alle;:
Personer;2009;1439;Vågsøy (t.o.m. 2019);Alle;6
Personer;2009;1441;Selje (t.o.m. 2019);Alle;:
Personer;2009;1443;Eid (t.o.m. 2019);Alle;11
Personer;2009;1444;Hornindal (t.o.m. 2019);Alle;:
Personer;2009;1445;;Alle;40
Personer;2009;1449;;Alle;31
Personer;2009;1502;Molde (t.o.m. 2019);Alle;70
Personer;2009;1504;Ålesund (t.o.m. 2019);Alle;62
Personer;2009;1505;Kristiansund;Alle;65
Personer;2009;1511;Vanylven;Alle;:
Personer;2009;1514;Sande (Møre og Romsdal);Alle;:
Personer;2009;1515;Herøy (Møre og Romsdal);Alle;9
Personer;2009;1516;Ulstein;Alle;17
Personer;2009;1517;Hareid;Alle;13
Personer;2009;1519;Volda (t.o.m. 2019);Alle;36
Personer;2009;1520;Ørsta;Alle;23
Personer;2009;1523;Ørskog (t.o.m. 2019);Alle;:
Personer;2009;1524;Norddal (t.o.m. 2019);Alle;:
Personer;2009;1525;Stranda;Alle;:
Personer;2009;1526;Stordal (t.o.m. 2019);Alle;:
Personer;2009;1528;Sykkylven;Alle;22
Personer;2009;1529;Skodje (t.o.m. 2019);Alle;:
Personer;2009;1531;Sula;Alle;:
Personer;2009;1532;Giske;Alle;10
Personer;2009;1534;Haram (t.o.m. 2019);Alle;20
Personer;2009;1535;Vestnes;Alle;:
Personer;2009;1539;Rauma;Alle;:
Personer;2009;1543;Nesset (t.o.m. 2019);Alle;:
Personer;2009;1545;Midsund (t.o.m. 2019);Alle;:
Personer;2009;1546;Sandøy (t.o.m. 2019);Alle;:
Personer;2009;1547;Aukra;Alle;:
Personer;2009;1548;Fræna (t.o.m. 2019);Alle;:
Personer;2009;1551;Eide (t.o.m. 2019);Alle;:
Personer;2009;1554;Averøy;Alle;:
Personer;2009;1557;Gjemnes;Alle;:
Personer;2009;1560;Tingvoll;Alle;15
Personer;2009;1563;Sunndal;Alle;34
Personer;2009;1566;Surnadal;Alle;:
Personer;2009;1567;;Alle;:
Personer;2009;1571;Halsa (t.o.m. 2019);Alle;:
Personer;2009;1573;Smøla;Alle;:
Personer;2009;1576;Aure;Alle;10
Personer;2009;1601;Trondheim (t.o.m. 2019);Alle;398
Personer;2009;1612;;Alle;:
Personer;2009;1613;;Alle;:
Personer;2009;1617;;Alle;9
Personer;2009;1620;;Alle;:
Personer;2009;1621;;Alle;:
Personer;2009;1622;;Alle;:
Personer;2009;1624;Rissa (t.o.m. 2017);Alle;:
Personer;2009;1627;;Alle;:
Personer;2009;1630;;Alle;:
Personer;2009;1632;;Alle;:
Personer;2009;1633;;Alle;:
Personer;2009;1634;;Alle;29
Personer;2009;1635;;Alle;:
Personer;2009;1636;;Alle;:
Personer;2009;1638;;Alle;48
Personer;2009;1640;;Alle;5
Personer;2009;1644;;Alle;:
Personer;2009;1648;;Alle;7
Personer;2009;1653;;Alle;35
Personer;2009;1657;;Alle;16
Personer;2009;1662;;Alle;11
Personer;2009;1663;;Alle;20
Personer;2009;1664;;Alle;:
Personer;2009;1665;;Alle;:
Personer;2009;1702;;Alle;69
Personer;2009;1703;;Alle;68
Personer;2009;1711;;Alle;18
Personer;2009;1714;;Alle;74
Personer;2009;1717;;Alle;:
Personer;2009;1718;Leksvik (t.o.m. 2017);Alle;:
Personer;2009;1719;;Alle;71
Personer;2009;1721;;Alle;55
Personer;2009;1724;;Alle;:
Personer;2009;1725;;Alle;:
Personer;2009;1736;;Alle;:
Personer;2009;1738;;Alle;:
Personer;2009;1739;;Alle;:
Personer;2009;1740;;Alle;:
Personer;2009;1742;;Alle;7
Personer;2009;1743;;Alle;:
Personer;2009;1744;;Alle;:
Personer;2009;1748;;Alle;:
Personer;2009;1749;;Alle;:
Personer;2009;1750;;Alle;:
Personer;2009;1751;;Alle;:
Personer;2009;1755;;Alle;:
Personer;2009;1756;;Alle;:
Personer;2009;1804;Bodø;Alle;213
Personer;2009;1805;Narvik (t.o.m. 2019);Alle;77
Personer;2009;1811;Bindal;Alle;:
Personer;2009;1812;Sømna;Alle;:
Personer;2009;1813;Brønnøy;Alle;39
Personer;2009;1815;Vega;Alle;:
Personer;2009;1816;Vevelstad;Alle;:
Personer;2009;1818;Herøy (Nordland);Alle;4
Personer;2009;1820;Alstahaug;Alle;36
Personer;2009;1822;Leirfjord;Alle;20
Personer;2009;1824;Vefsn;Alle;55
Personer;2009;1825;Grane;Alle;:
Personer;2009;1826;Hattfjelldal;Alle;:
Personer;2009;1827;Dønna;Alle;:
Personer;2009;1828;Nesna;Alle;17
Personer;2009;1832;Hemnes;Alle;:
Personer;2009;1833;Rana;Alle;72
Personer;2009;1834;Lurøy;Alle;:
Personer;2009;1835;Træna;Alle;:
Personer;2009;1836;Rødøy;Alle;:
Personer;2009;1837;Meløy;Alle;12
Personer;2009;1838;Gildeskål;Alle;:
Personer;2009;1839;Beiarn;Alle;:
Personer;2009;1840;Saltdal;Alle;14
Personer;2009;1841;Fauske;Alle;27
Personer;2009;1845;Sørfold;Alle;:
Personer;2009;1848;Steigen;Alle;7
Personer;2009;1849;Hamarøy (t.o.m. 2019);Alle;6
Personer;2009;1850;Tysfjord (t.o.m. 2019);Alle;:
Personer;2009;1851;Lødingen;Alle;:
Personer;2009;1852;Tjeldsund (t.o.m. 2019);Alle;:
Personer;2009;1853;Evenes;Alle;:
Personer;2009;1854;Ballangen (t.o.m. 2019);Alle;7
Personer;2009;1856;Røst;Alle;:
Personer;2009;1857;Værøy;Alle;:
Personer;2009;1859;Flakstad;Alle;:
Personer;2009;1860;Vestvågøy;Alle;37
Personer;2009;1865;Vågan;Alle;57
Personer;2009;1866;Hadsel;Alle;83
Personer;2009;1867;Bø (Nordland);Alle;14
Personer;2009;1868;Øksnes;Alle;6
Personer;2009;1870;Sortland;Alle;54
Personer;2009;1871;Andøy;Alle;:
Personer;2009;1874;Moskenes;Alle;:
Personer;2009;1902;;Alle;179
Personer;2009;1903;;Alle;:
Personer;2009;1911;;Alle;28
Personer;2009;1913;Skånland (t.o.m. 2019);Alle;4
Personer;2009;1917;;Alle;:
Personer;2009;1919;;Alle;:
Personer;2009;1920;;Alle;:
Personer;2009;1922;;Alle;18
Personer;2009;1923;;Alle;:
Personer;2009;1924;;Alle;:
Personer;2009;1925;;Alle;:
Personer;2009;1926;;Alle;:
Personer;2009;1927;Tranøy (t.o.m. 2019);Alle;12
Personer;2009;1928;Torsken (t.o.m. 2019);Alle;:
Personer;2009;1929;Berg (t.o.m. 2019);Alle;:
Personer;2009;1931;Lenvik (t.o.m. 2019);Alle;62
Personer;2009;1933;;Alle;:
Personer;2009;1936;;Alle;:
Personer;2009;1938;;Alle;:
Personer;2009;1939;;Alle;:
Personer;2009;1940;;Alle;:
Personer;2009;1941;;Alle;:
Personer;2009;1942;;Alle;20
Personer;2009;1943;;Alle;:
Personer;2009;2002;;Alle;:
Personer;2009;2003;;Alle;99
Personer;2009;2004;Hammerfest (t.o.m. 2019);Alle;67
Personer;2009;2011;;Alle;:
Personer;2009;2012;;Alle;60
Personer;2009;2014;;Alle;:
Personer;2009;2015;;Alle;:
Personer;2009;2017;Kvalsund (t.o.m. 2019);Alle;:
Personer;2009;2018;;Alle;:
Personer;2009;2019;;Alle;15
Personer;2009;2020;;Alle;:
Personer;2009;2021;;Alle;:
Personer;2009;2022;;Alle;:
Personer;2009;2023;;Alle;:
Personer;2009;2024;;Alle;:
Personer;2009;2025;;Alle;:
Personer;2009;2027;;Alle;:
Personer;2009;2028;;Alle;7
Personer;2009;2030;;Alle;25
Personer;2010;0101;;Alle;11
Personer;2010;0104;Moss (t.o.m. 2019);Alle;71
Personer;2010;0105;;Alle;99
Personer;2010;0106;;Alle;145
Personer;2010;0111;;Alle;5
Personer;2010;0118;;Alle;:
Personer;2010;0119;;Alle;5
Personer;2010;0121;Rømskog (t.o.m. 2019);Alle;:
Personer;2010;0122;Trøgstad (t.o.m. 2019);Alle;10
Personer;2010;0123;Spydeberg (t.o.m. 2019);Alle;14
Personer;2010;0124;Askim (t.o.m. 2019);Alle;31
Personer;2010;0125;Eidsberg (t.o.m. 2019);Alle;24
Personer;2010;0127;;Alle;6
Personer;2010;0128;;Alle;27
Personer;2010;0135;;Alle;20
Personer;2010;0136;Rygge (t.o.m. 2019);Alle;:
Personer;2010;0137;;Alle;:
Personer;2010;0138;Hobøl (t.o.m. 2019);Alle;:
Personer;2010;0211;;Alle;29
Personer;2010;0213;Ski (t.o.m. 2019);Alle;49
Personer;2010;0214;;Alle;24
Personer;2010;0215;;Alle;25
Personer;2010;0216;;Alle;26
Personer;2010;0217;Oppegård (t.o.m. 2019);Alle;61
Personer;2010;0219;;Alle;217
Personer;2010;0220;Asker (t.o.m. 2019);Alle;107
Personer;2010;0221;Aurskog-Høland (t.o.m. 2019);Alle;23
Personer;2010;0226;Sørum (t.o.m. 2019);Alle;26
Personer;2010;0227;Fet (t.o.m. 2019);Alle;10
Personer;2010;0228;;Alle;38
Personer;2010;0229;;Alle;11
Personer;2010;0230;;Alle;61
Personer;2010;0231;Skedsmo (t.o.m. 2019);Alle;101
Personer;2010;0233;;Alle;24
Personer;2010;0234;;Alle;6
Personer;2010;0235;;Alle;40
Personer;2010;0236;;Alle;33
Personer;2010;0237;;Alle;31
Personer;2010;0238;;Alle;12
Personer;2010;0239;;Alle;:
Personer;2010;0301;Oslo;Alle;941
Personer;2010;0402;;Alle;26
Personer;2010;0403;;Alle;61
Personer;2010;0412;;Alle;63
Personer;2010;0415;;Alle;15
Personer;2010;0417;;Alle;74
Personer;2010;0418;;Alle;:
Personer;2010;0419;;Alle;7
Personer;2010;0420;;Alle;21
Personer;2010;0423;;Alle;11
Personer;2010;0425;;Alle;19
Personer;2010;0426;;Alle;:
Personer;2010;0427;;Alle;59
Personer;2010;0428;;Alle;29
Personer;2010;0429;;Alle;:
Personer;2010;0430;;Alle;11
Personer;2010;0432;;Alle;:
Personer;2010;0434;;Alle;12
Personer;2010;0436;;Alle;14
Personer;2010;0437;;Alle;19
Personer;2010;0438;;Alle;8
Personer;2010;0439;;Alle;5
Personer;2010;0441;;Alle;6
Personer;2010;0501;;Alle;100
Personer;2010;0502;;Alle;100
Personer;2010;0511;;Alle;:
Personer;2010;0512;;Alle;:
Personer;2010;0513;;Alle;6
Personer;2010;0514;;Alle;7
Personer;2010;0515;;Alle;16
Personer;2010;0516;;Alle;18
Personer;2010;0517;;Alle;5
Personer;2010;0519;;Alle;:
Personer;2010;0520;;Alle;12
Personer;2010;0521;;Alle;41
Personer;2010;0522;;Alle;14
Personer;2010;0528;;Alle;24
Personer;2010;0529;;Alle;40
Personer;2010;0532;;Alle;13
Personer;2010;0533;;Alle;51
Personer;2010;0534;;Alle;74
Personer;2010;0536;;Alle;26
Personer;2010;0538;;Alle;21
Personer;2010;0540;;Alle;12
Personer;2010;0541;;Alle;8
Personer;2010;0542;;Alle;30
Personer;2010;0543;;Alle;24
Personer;2010;0544;;Alle;8
Personer;2010;0545;;Alle;8
Personer;2010;0602;Drammen (t.o.m. 2019);Alle;158
Personer;2010;0604;;Alle;52
Personer;2010;0605;;Alle;59
Personer;2010;0612;;Alle;6
Personer;2010;0615;;Alle;:
Personer;2010;0616;;Alle;11
Personer;2010;0617;;Alle;14
Personer;2010;0618;;Alle;12
Personer;2010;0619;;Alle;6
Personer;2010;0620;;Alle;14
Personer;2010;0621;;Alle;:
Personer;2010;0622;;Alle;5
Personer;2010;0623;;Alle;45
Personer;2010;0624;;Alle;35
Personer;2010;0625;Nedre Eiker (t.o.m. 2019);Alle;46
Personer;2010;0626;;Alle;74
Personer;2010;0627;Røyken (t.o.m. 2019);Alle;40
Personer;2010;0628;Hurum (t.o.m. 2019);Alle;37
Personer;2010;0631;;Alle;9
Personer;2010;0632;;Alle;:
Personer;2010;0633;;Alle;9
Personer;2010;0701;;Alle;22
Personer;2010;0702;Holmestrand (t.o.m. 2017);Alle;19
Personer;2010;0704;Tønsberg (t.o.m. 2019);Alle;36
Personer;2010;0706;Sandefjord (t.o.m. 2016);Alle;52
Personer;2010;0709;Larvik (t.o.m. 2017);Alle;90
Personer;2010;0711;Svelvik (t.o.m. 2019);Alle;14
Personer;2010;0713;Sande (Vestfold) (t.o.m. 2019);Alle;26
Personer;2010;0714;Hof (t.o.m. 2017);Alle;:
Personer;2010;0716;Re (t.o.m. 2019);Alle;25
Personer;2010;0719;Andebu (t.o.m. 2016);Alle;:
Personer;2010;0720;Stokke (t.o.m. 2016);Alle;30
Personer;2010;0722;Nøtterøy (t.o.m. 2017);Alle;25
Personer;2010;0723;Tjøme (t.o.m. 2017);Alle;26
Personer;2010;0728;Lardal (t.o.m. 2017);Alle;:
Personer;2010;0805;;Alle;83
Personer;2010;0806;;Alle;215
Personer;2010;0807;;Alle;36
Personer;2010;0811;;Alle;8
Personer;2010;0814;;Alle;67
Personer;2010;0815;;Alle;53
Personer;2010;0817;;Alle;20
Personer;2010;0819;;Alle;23
Personer;2010;0821;Bø (Telemark)  (t.o.m. 2019);Alle;32
Personer;2010;0822;Sauherad (t.o.m. 2019);Alle;26
Personer;2010;0826;;Alle;28
Personer;2010;0827;;Alle;:
Personer;2010;0828;;Alle;21
Personer;2010;0829;;Alle;:
Personer;2010;0830;;Alle;:
Personer;2010;0831;;Alle;9
Personer;2010;0833;;Alle;:
Personer;2010;0834;;Alle;11
Personer;2010;0901;;Alle;28
Personer;2010;0904;;Alle;63
Personer;2010;0906;;Alle;97
Personer;2010;0911;;Alle;26
Personer;2010;0912;;Alle;6
Personer;2010;0914;;Alle;37
Personer;2010;0919;;Alle;4
Personer;2010;0926;;Alle;22
Personer;2010;0928;;Alle;14
Personer;2010;0929;;Alle;4
Personer;2010;0935;;Alle;8
Personer;2010;0937;;Alle;30
Personer;2010;0938;;Alle;:
Personer;2010;0940;;Alle;15
Personer;2010;0941;;Alle;:
Personer;2010;1001;Kristiansand (t.o.m. 2019);Alle;341
Personer;2010;1002;Mandal (t.o.m. 2019);Alle;42
Personer;2010;1003;;Alle;24
Personer;2010;1004;;Alle;20
Personer;2010;1014;;Alle;21
Personer;2010;1017;Songdalen (t.o.m. 2019);Alle;35
Personer;2010;1018;Søgne (t.o.m. 2019);Alle;39
Personer;2010;1021;Marnardal (t.o.m. 2019);Alle;13
Personer;2010;1026;;Alle;13
Personer;2010;1027;Audnedal (t.o.m. 2019);Alle;:
Personer;2010;1029;Lindesnes (t.o.m. 2019);Alle;19
Personer;2010;1032;Lyngdal (t.o.m. 2019);Alle;16
Personer;2010;1034;;Alle;9
Personer;2010;1037;;Alle;26
Personer;2010;1046;;Alle;5
Personer;2010;1101;Eigersund;Alle;43
Personer;2010;1102;Sandnes (t.o.m. 2019);Alle;121
Personer;2010;1103;Stavanger;Alle;224
Personer;2010;1106;Haugesund;Alle;89
Personer;2010;1111;Sokndal;Alle;:
Personer;2010;1112;Lund;Alle;14
Personer;2010;1114;Bjerkreim;Alle;:
Personer;2010;1119;Hå;Alle;24
Personer;2010;1120;Klepp;Alle;29
Personer;2010;1121;Time;Alle;46
Personer;2010;1122;Gjesdal;Alle;32
Personer;2010;1124;Sola;Alle;32
Personer;2010;1127;Randaberg;Alle;27
Personer;2010;1129;Forsand (t.o.m. 2019);Alle;:
Personer;2010;1130;Strand;Alle;21
Personer;2010;1133;Hjelmeland;Alle;31
Personer;2010;1134;Suldal;Alle;8
Personer;2010;1135;Sauda;Alle;23
Personer;2010;1141;Finnøy (t.o.m. 2019);Alle;:
Personer;2010;1142;Rennesøy (t.o.m. 2019);Alle;13
Personer;2010;1144;Kvitsøy;Alle;:
Personer;2010;1145;Bokn;Alle;:
Personer;2010;1146;Tysvær;Alle;33
Personer;2010;1149;Karmøy;Alle;72
Personer;2010;1151;Utsira;Alle;:
Personer;2010;1160;Vindafjord;Alle;20
Personer;2010;1201;;Alle;690
Personer;2010;1211;;Alle;:
Personer;2010;1216;;Alle;18
Personer;2010;1219;;Alle;45
Personer;2010;1221;;Alle;34
Personer;2010;1222;;Alle;:
Personer;2010;1223;;Alle;:
Personer;2010;1224;;Alle;25
Personer;2010;1227;Jondal (t.o.m. 2019);Alle;:
Personer;2010;1228;Odda (t.o.m. 2019);Alle;5
Personer;2010;1231;Ullensvang (t.o.m. 2019);Alle;21
Personer;2010;1232;;Alle;:
Personer;2010;1233;;Alle;:
Personer;2010;1234;Granvin (t.o.m. 2019);Alle;:
Personer;2010;1235;Voss (t.o.m. 2019);Alle;49
Personer;2010;1238;;Alle;38
Personer;2010;1241;Fusa (t.o.m. 2019);Alle;:
Personer;2010;1242;;Alle;6
Personer;2010;1243;Os (Hordaland) (t.o.m. 2019);Alle;24
Personer;2010;1244;;Alle;:
Personer;2010;1245;Sund (t.o.m. 2019);Alle;23
Personer;2010;1246;Fjell (t.o.m. 2019);Alle;37
